domain_id,LineID,ORIG_LEN,n_crossings,x,y,feature_type,year,source_type,method,editor,edit_date,notes,duneline_file,transect_file,built,built_by
91,464,2855.799052353017,1,457342.65324364696,3944062.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
91,465,2866.0310363978497,1,457332.4212576026,3944162.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
91,466,2879.13298031583,1,457319.31931268435,3944262.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
91,467,2892.9537614720175,1,457305.4985295277,3944362.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
91,468,2904.130093357351,1,457294.3221956428,3944462.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
92,469,2917.6090884985174,1,457280.84319850116,3944562.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
92,470,2933.6069036344998,1,457264.8453813656,3944662.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
92,471,2943.1120275165886,1,457255.34025548305,3944762.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
92,472,2967.4076539960224,1,457231.04462700407,3944862.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
92,473,2981.154182085244,1,457217.29809691437,3944962.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
93,474,2996.509409694525,1,457201.9428683058,3945062.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
93,475,3005.681329973275,1,457192.77094602655,3945162.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
93,476,3007.0940728866844,1,457191.3582011136,3945262.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
93,477,3010.0204383541713,1,457188.4318336456,3945362.3268999998,,,,,,,,duneline_2009.geojson,transects_100m.geojson,2026-09-18,duneline_to_raw_offsets.py
