domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
11,GIS 11 mean,GIS 11 mean,backward,1996_2020,-0.3989,0.2331,3618,2010_2020,3.6815,0.7952,4.0804,False,False,False,False,False,False,False,1997,1997,24,1998,1998,23,1996,1996,25,2002,2002,19,2001,2001,20,2003,2003,18,2001,2001,20
12,GIS 12 mean,GIS 12 mean,backward,1996_2020,-0.6264,0.2302,3719,2010_2020,2.5528,0.775,3.1792,False,False,False,False,False,False,False,1998,1998,23,1998,1998,23,1996,1996,25,2002,2002,19,2001,2001,20,2003,2003,18,2002,2002,19
13,GIS 13 mean,GIS 13 mean,backward,1996_2020,-0.6776,0.2021,4041,2010_2020,0.4004,0.7369,1.078,False,False,False,False,False,False,False,1999,1999,22,2000,2000,21,1997,1997,24,2003,2003,18,2002,2002,19,2004,2004,17,2003,2003,18
14,GIS 14 mean,GIS 14 mean,backward,1996_2020,-0.2365,0.2193,3730,2010_2020,1.0037,0.7971,1.2402,False,False,False,False,False,False,False,2002,1998,23,2002,2002,19,1996,1996,25,2003,2003,18,2002,2002,19,2007,2004,17,2003,2003,18
15,GIS 15 mean,GIS 15 mean,backward,1996_2020,0.2573,0.2049,3726,2010_2020,1.6747,0.7468,1.4174,False,False,False,False,False,False,False,2007,2002,19,2007,2002,19,2000,1996,25,2007,2007,14,2007,2004,17,2008,2008,13,2008,2008,13
16,GIS 16 mean,GIS 16 mean,backward,1996_2020,0.0333,0.1984,3806,2010_2020,-0.6959,0.7468,-0.7292,False,False,False,False,False,True,True,2013,1999,22,2013,1999,22,2012,1996,25,2013,2004,17,2013,2003,18,2013,2013,8,2016,2004,17
17,GIS 17 mean,GIS 17 mean,backward,1996_2020,0.3046,0.2152,3713,2010_2020,-0.3222,0.7268,-0.6268,False,False,False,True,False,True,True,2012,2005,16,2013,2005,16,2003,1996,25,2014,2005,16,2014,2005,16,2015,2006,15,2016,2005,16
18,GIS 18 mean,GIS 18 mean,backward,1996_2020,0.7301,0.1937,3794,2010_2020,0.4978,0.7306,-0.2323,False,True,False,True,True,True,True,2011,2001,20,2011,2002,19,2001,2001,20,2013,2004,17,2011,2004,17,2013,2005,16,2014,2004,17
19,GIS 19 mean,GIS 19 mean,backward,1996_2020,1.1087,0.1943,3737,2010_2020,1.4846,0.7935,0.3759,False,False,False,True,True,True,True,2008,2001,20,2011,2002,19,2011,2001,20,2011,2011,10,2011,2004,17,2012,2012,9,2016,2012,9
20,GIS 20 mean,GIS 20 mean,backward,1996_2020,0.3793,0.2047,3770,2010_2020,2.5205,0.7157,2.1412,False,False,False,False,False,False,False,2002,2002,19,2014,2002,19,2001,1999,22,2016,2004,17,2015,2004,17,2016,2006,15,2016,2004,17
21,GIS 21 mean,GIS 21 mean,backward,1996_2020,-0.7385,0.195,4588,2010_2020,0.63,0.65,1.3685,False,False,False,False,False,False,False,2016,1999,22,2016,2002,19,2002,1999,22,2016,2008,13,2016,2008,13,2016,2009,12,2016,2008,13
22,GIS 22 mean,GIS 22 mean,backward,1996_2020,-1.4507,0.1787,4203,2010_2020,-2.5132,0.6595,-1.0625,False,False,False,False,False,False,False,1999,1999,22,2016,2000,21,2016,2000,21,2016,2005,16,2016,2005,16,2016,2006,15,2016,2001,20
23,GIS 23 mean,GIS 23 mean,backward,1996_2020,-2.948,0.1894,4360,2010_2020,-5.0294,0.6398,-2.0814,False,False,False,False,False,False,False,2015,1998,23,2015,1999,22,2015,2001,20,2015,2001,20,2015,2001,20,2015,2005,16,2016,2000,21
24,GIS 24 mean,GIS 24 mean,backward,1996_2020,-3.8266,0.1949,4374,2010_2020,-3.8714,0.6193,-0.0448,True,True,True,True,True,True,True,2015,1997,24,2015,1998,23,2015,2001,20,2015,2000,21,2015,1999,22,2015,2011,10,2016,1999,22
25,GIS 25 mean,GIS 25 mean,backward,1996_2020,-3.7462,0.1991,4449,2010_2020,-2.4242,0.6391,1.322,False,False,False,False,False,False,False,2008,1997,24,2008,1998,23,2016,2008,13,2016,2008,13,2016,2000,21,2016,2008,13,2016,1999,22
26,GIS 26 mean,GIS 26 mean,backward,1996_2020,-2.5746,0.2019,4345,2010_2020,-2.9933,0.6352,-0.4187,False,False,True,True,True,True,True,2016,1998,23,2016,1999,22,2016,2001,20,2016,2005,16,2016,2001,20,2016,2010,11,2016,2001,20
27,GIS 27 mean,GIS 27 mean,backward,1996_2020,-0.1659,0.226,4473,2010_2020,-3.1017,0.7102,-2.9358,False,False,False,False,False,False,False,1998,1998,23,1998,1998,23,1996,1996,25,2014,2001,20,2014,2000,21,2014,2002,19,2014,2001,20
28,GIS 28 mean,GIS 28 mean,backward,1996_2020,1.4746,0.2296,4385,2010_2020,-0.1028,0.9014,-1.5774,False,False,False,False,False,False,False,2015,1999,22,2015,1999,22,2015,2000,21,2015,2002,19,2015,2001,20,2015,2006,15,2015,2002,19
29,GIS 29 mean,GIS 29 mean,backward,1996_2020,2.1717,0.2251,4550,2010_2020,3.0628,0.7605,0.8911,False,False,False,False,False,True,True,1998,1998,23,2007,1998,23,2007,1999,22,2015,2000,21,2007,2000,21,2015,2010,11,2015,2000,21
30,GIS 30 mean,GIS 30 mean,backward,1996_2020,2.671,0.2039,4374,2010_2020,4.6753,0.7072,2.0043,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,2014,2003,18,2014,2003,18,2014,2003,18,2015,2004,17,2016,2003,18
31,GIS 31 mean,GIS 31 mean,backward,1996_2020,2.4075,0.2172,4967,2010_2020,1.4417,0.8236,-0.9658,False,False,False,False,False,True,True,2005,2000,21,2005,2000,21,2006,2006,15,2016,2007,14,2007,2007,14,2016,2008,13,2016,2008,13
32,GIS 32 mean,GIS 32 mean,backward,1996_2020,0.7526,0.2206,4390,2010_2020,-0.9363,0.8047,-1.6889,False,False,False,False,False,False,False,1999,1999,22,2000,2000,21,1999,1999,22,2014,2004,17,2003,2003,18,2015,2004,17,2016,2004,17
33,GIS 33 mean,GIS 33 mean,backward,1996_2020,0.7546,0.2239,4871,2010_2020,1.3128,0.7683,0.5582,False,False,False,True,False,True,True,2016,2001,20,2016,2001,20,2016,1997,24,2016,2004,17,2016,2004,17,2016,2006,15,2016,2004,17
34,GIS 34 mean,GIS 34 mean,backward,1996_2020,0.9527,0.2383,4299,2010_2020,3.2563,0.7955,2.3036,False,False,False,False,False,False,False,2002,1996,25,2002,1996,25,2002,1996,25,2016,2004,17,2003,2003,18,2016,2005,16,2016,2004,17
35,GIS 35 mean,GIS 35 mean,backward,1996_2020,-0.2969,0.2625,4782,2010_2020,4.2032,0.7878,4.5001,False,False,False,False,False,False,False,1997,1997,24,1997,1997,24,1996,1996,25,2002,2002,19,2002,2002,19,2003,2003,18,2002,2002,19
36,GIS 36 mean,GIS 36 mean,backward,1996_2020,-0.9612,0.2458,4438,2010_2020,2.0593,0.7072,3.0205,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,2000,1997,24,2002,2002,19,2001,2001,20,2002,2002,19,2001,2001,20
37,GIS 37 mean,GIS 37 mean,backward,1996_2020,-0.9295,0.2123,4819,2010_2020,-1.1402,0.6642,-0.2107,True,True,False,True,True,True,True,2013,2000,21,2013,2000,21,2013,2000,21,2014,2001,20,2014,2001,20,2014,2003,18,2015,2000,21
38,GIS 38 mean,GIS 38 mean,backward,1996_2020,-0.4517,0.2087,4446,2010_2020,-0.9883,0.6599,-0.5366,False,False,False,True,False,True,True,2014,2003,18,2014,2003,18,2002,2000,21,2016,2005,16,2015,2004,17,2016,2005,16,2016,2005,16
39,GIS 39 mean,GIS 39 mean,backward,1996_2020,-0.2664,0.2026,4401,2010_2020,0.7048,0.6904,0.9712,False,False,False,False,False,True,False,2015,2004,17,2015,2004,17,2000,1997,24,2015,2005,16,2015,2004,17,2015,2010,11,2016,2005,16
40,GIS 40 mean,GIS 40 mean,backward,1996_2020,0.1296,0.1861,4495,2010_2020,0.2245,0.6443,0.0949,True,True,False,True,True,True,True,2010,2004,17,2010,2004,17,2004,1997,24,2014,2005,16,2014,2005,16,2015,2015,6,2016,2005,16
41,GIS 41 mean,GIS 41 mean,backward,1996_2020,0.2843,0.2056,4359,2010_2020,-1.0968,0.6396,-1.3811,False,False,False,False,False,False,False,2000,2000,21,2001,2001,20,1997,1997,24,2003,2003,18,2002,2002,19,2004,2004,17,2013,2003,18
42,GIS 42 mean,GIS 42 mean,backward,1996_2020,0.1032,0.1907,4471,2010_2020,-2.104,0.5923,-2.2072,False,False,False,False,False,False,False,2001,2001,20,2001,2001,20,1998,1998,23,2003,2003,18,2003,2003,18,2004,2004,17,2003,2003,18
43,GIS 43 mean,GIS 43 mean,backward,1996_2020,0.0067,0.182,4357,2010_2020,-0.9335,0.6434,-0.9402,False,False,False,False,False,True,False,1998,1998,23,1998,1998,23,1996,1996,25,2004,2004,17,2004,2004,17,2016,2010,11,2016,2000,21
44,GIS 44 mean,GIS 44 mean,backward,1996_2020,0.1191,0.1817,4459,2010_2020,0.0186,0.5932,-0.1005,True,True,False,True,True,True,True,2015,1997,24,2015,1998,23,2014,1996,25,2015,2000,21,2015,2000,21,2015,2015,6,2016,1999,22
45,GIS 45 mean,GIS 45 mean,backward,1996_2020,-0.6915,0.1829,4380,2010_2020,-0.8822,0.5818,-0.1907,False,True,False,True,True,True,True,1998,1998,23,2015,1999,22,1997,1997,24,2016,2001,20,2015,2000,21,2016,2005,16,2016,2000,21
46,GIS 46 mean,GIS 46 mean,backward,1996_2020,-1.4443,0.1815,4509,2010_2020,-2.6511,0.5912,-1.2068,False,False,False,False,False,False,False,2005,2001,20,2005,2005,16,2005,2005,16,2006,2006,15,2006,2006,15,2016,2008,13,2016,2006,15
47,GIS 47 mean,GIS 47 mean,backward,1996_2020,-1.4478,0.1767,4432,2010_2020,-0.5666,0.5702,0.8812,False,False,False,False,False,True,False,2014,2007,14,2014,2007,14,2014,2007,14,2016,2008,13,2016,2008,13,2016,2010,11,2016,2009,12
48,GIS 48 mean,GIS 48 mean,backward,1996_2020,-0.5513,0.1842,4558,2010_2020,-0.142,0.5746,0.4093,False,False,False,True,True,True,True,2009,2001,20,2009,2001,20,2000,2000,21,2011,2011,10,2011,2011,10,2013,2013,8,2013,2013,8
49,GIS 49 mean,GIS 49 mean,backward,1996_2020,-0.1852,0.1956,4495,2010_2020,-1.4986,0.5629,-1.3134,False,False,False,False,False,False,False,1999,1999,22,1999,1999,22,1996,1996,25,2001,2001,20,2001,2001,20,2003,2003,18,2000,2000,21
50,GIS 50 mean,GIS 50 mean,backward,1996_2020,-0.4751,0.191,4535,2010_2020,-2.0802,0.6047,-1.6051,False,False,False,False,False,False,False,2001,2001,20,2001,2001,20,2000,2000,21,2004,2004,17,2002,2002,19,2008,2006,15,2002,2002,19
51,GIS 51 mean,GIS 51 mean,backward,1996_2020,-0.6009,0.2025,4527,2010_2020,-1.9865,0.6568,-1.3856,False,False,False,False,False,False,False,2016,2003,18,2016,2003,18,2016,1998,23,2016,2005,16,2016,2005,16,2016,2009,12,2016,2005,16
52,GIS 52 mean,GIS 52 mean,backward,1996_2020,-0.8142,0.2024,4542,2010_2020,-2.9897,0.6054,-2.1755,False,False,False,False,False,False,False,2001,2001,20,2001,2001,20,2000,2000,21,2015,2002,19,2015,2002,19,2015,2004,17,2016,2002,19
53,GIS 53 mean,GIS 53 mean,backward,1996_2020,-1.0515,0.1877,4577,2010_2020,-2.1023,0.6565,-1.0508,False,False,False,False,False,False,False,2001,2001,20,2002,2002,19,2001,2001,20,2016,2005,16,2016,2005,16,2016,2008,13,2016,2005,16
54,GIS 54 mean,GIS 54 mean,backward,1996_2020,-0.9404,0.1835,4556,2010_2020,-2.8675,0.5893,-1.9271,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,2000,2000,21,2002,2002,19,2001,2001,20,2004,2004,17,2001,2001,20
55,GIS 55 mean,GIS 55 mean,backward,1996_2020,-0.4088,0.1899,4564,2010_2020,-2.0324,0.6469,-1.6236,False,False,False,False,False,False,False,1999,1999,22,2000,2000,21,1999,1999,22,2002,2002,19,2001,2001,20,2006,2006,15,2001,2001,20
56,GIS 56 mean,GIS 56 mean,backward,1996_2020,-0.234,0.1747,4990,2010_2020,-1.1849,0.5684,-0.9509,False,False,False,False,False,True,False,1999,1999,22,2001,2001,20,1997,1997,24,2003,2003,18,2002,2002,19,2016,2010,11,2016,2001,20
57,GIS 57 mean,GIS 57 mean,backward,1996_2020,-0.2573,0.1878,4582,2010_2020,-0.562,0.6298,-0.3047,False,False,False,True,True,True,True,2005,2005,16,2005,2005,16,2000,1998,23,2010,2010,11,2010,2010,11,2011,2011,10,2011,2011,10
58,GIS 58 mean,GIS 58 mean,backward,1996_2020,-0.0352,0.1767,4511,2010_2020,-0.6535,0.6063,-0.6183,False,False,False,False,False,True,True,2001,2001,20,2004,2004,17,1996,1996,25,2008,2008,13,2008,2008,13,2016,2011,10,2016,2010,11
59,GIS 59 mean,GIS 59 mean,backward,1996_2020,-0.1853,0.1888,4620,2010_2020,-1.4396,0.6613,-1.2543,False,False,False,False,False,False,False,2004,1998,23,2005,2005,16,1996,1996,25,2015,2006,15,2006,2006,15,2015,2008,13,2015,2007,14
60,GIS 60 mean,GIS 60 mean,backward,1996_2020,-0.8931,0.1916,4494,2010_2020,-1.6405,0.6794,-0.7474,False,False,False,False,False,True,True,2015,1997,24,2015,1998,23,2015,1996,25,2015,2006,15,2015,2005,16,2015,2010,11,2015,2006,15
61,GIS 61 mean,GIS 61 mean,backward,1996_2020,-1.4899,0.1857,4608,2010_2020,-2.2134,0.6353,-0.7235,False,False,False,False,False,True,True,2014,1998,23,2014,1998,23,2014,1999,22,2014,2005,16,2014,2004,17,2015,2010,11,2016,2002,19
62,GIS 62 mean,GIS 62 mean,backward,1996_2020,-1.7776,0.1867,4427,2010_2020,-2.582,0.6055,-0.8044,False,False,False,False,False,True,False,2014,1997,24,2014,1999,22,2014,1999,22,2016,2000,21,2016,2000,21,2016,2016,5,2016,1999,22
63,GIS 63 mean,GIS 63 mean,backward,1996_2020,-1.7013,0.1824,4551,2010_2020,0.2836,0.5761,1.9849,False,False,False,False,False,False,False,2003,2003,18,2003,2003,18,2004,2004,17,2005,2005,16,2005,2005,16,2007,2007,14,2005,2005,16
64,GIS 64 mean,GIS 64 mean,backward,1996_2020,-1.0916,0.188,4370,2010_2020,1.5463,0.5885,2.6379,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,2002,2002,19,2003,2003,18,2003,2003,18,2005,2005,16,2003,2003,18
65,GIS 65 mean,GIS 65 mean,backward,1996_2020,-0.6644,0.1982,4523,2010_2020,1.2802,0.6313,1.9446,False,False,False,False,False,False,False,1998,1998,23,2000,2000,21,1996,1996,25,2002,2002,19,2002,2002,19,2012,2004,17,2016,2000,21
66,GIS 66 mean,GIS 66 mean,backward,1996_2020,0.9385,0.2111,4812,2010_2020,3.2801,0.6703,2.3416,False,False,False,False,False,False,False,1997,1997,24,1997,1997,24,1997,1997,24,2002,2000,21,2000,2000,21,2012,2003,18,2016,1999,22
67,GIS 67 mean,GIS 67 mean,backward,1996_2020,2.2146,0.2083,4481,2010_2020,2.6618,0.6278,0.4472,False,False,False,True,True,True,True,2011,1998,23,2011,2005,16,2011,2005,16,2011,2011,10,2011,2005,16,2011,2011,10,2016,2011,10
68,GIS 68 mean,GIS 68 mean,backward,1996_2020,2.244,0.257,4432,2010_2020,-0.3968,0.6348,-2.6408,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,2015,2000,21,2015,2001,20,2015,2000,21,2016,2002,19,2016,2001,20
69,GIS 69 mean,GIS 69 mean,backward,1996_2020,1.258,0.2261,4513,2010_2020,-0.7927,0.5729,-2.0507,False,False,False,False,False,False,False,2016,1999,22,2016,1999,22,2016,1999,22,2016,2001,20,2016,2000,21,2016,2002,19,2016,2000,21
70,GIS 70 mean,GIS 70 mean,backward,1996_2020,0.4393,0.1871,4478,2010_2020,1.412,0.5949,0.9727,False,False,False,False,False,True,False,2007,2002,19,2007,2003,18,2007,2001,20,2012,2008,13,2008,2008,13,2013,2013,8,2016,2009,12
71,GIS 71 mean,GIS 71 mean,backward,1996_2020,0.2753,0.1863,4716,2010_2020,0.9666,0.5843,0.6913,False,False,False,False,False,True,True,2000,2000,21,2001,2001,20,1998,1998,23,2003,2003,18,2002,2002,19,2012,2012,9,2014,2002,19
72,GIS 72 mean,GIS 72 mean,backward,1996_2020,0.8358,0.2099,4636,2010_2020,2.9072,0.6349,2.0714,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,2000,2000,21,2013,2001,20,2001,2001,20,2015,2002,19,2016,2001,20
73,GIS 73 mean,GIS 73 mean,backward,1996_2020,1.522,0.2187,4682,2010_2020,2.4898,0.7207,0.9678,False,False,False,False,False,True,False,2000,2000,21,2000,2000,21,2001,2001,20,2011,2002,19,2001,2001,20,2011,2003,18,2016,2001,20
74,GIS 74 mean,GIS 74 mean,backward,1996_2020,0.786,0.2005,4685,2010_2020,-1.1281,0.6849,-1.9141,False,False,False,False,False,False,False,1999,1999,22,1999,1999,22,1998,1998,23,2002,2002,19,2001,2001,20,2007,2007,14,2001,2001,20
75,GIS 75 mean,GIS 75 mean,backward,1996_2020,-1.209,0.2182,4718,2010_2020,-0.243,0.6598,0.966,False,False,False,False,False,True,False,2008,1999,22,2008,1999,22,2008,1999,22,2009,2001,20,2008,2001,20,2010,2003,18,2016,2001,20
76,GIS 76 mean,GIS 76 mean,backward,1996_2020,-2.1905,0.2319,4767,2010_2020,0.7162,0.7311,2.9067,False,False,False,False,False,False,False,1998,1998,23,1999,1999,22,2003,2003,18,2006,2006,15,2004,2004,17,2016,2006,15,2016,2006,15
77,GIS 77 mean,GIS 77 mean,backward,1996_2020,-1.38,0.2314,4711,2010_2020,-0.1837,0.7906,1.1963,False,False,False,False,False,False,False,1996,1996,25,1996,1996,25,1996,1996,25,2012,2000,21,2012,1999,22,2012,2003,18,2013,1998,23
78,GIS 78 mean,GIS 78 mean,backward,1996_2020,-1.3347,0.2373,4732,2010_2020,-2.3089,0.8093,-0.9742,False,False,False,False,False,True,True,2008,1997,24,2008,1997,24,2008,1997,24,2008,2008,13,2008,2004,17,2010,2010,11,2010,2010,11
79,GIS 79 mean,GIS 79 mean,backward,1996_2020,-2.0183,0.1989,4669,2010_2020,-1.9829,0.5959,0.0354,True,True,True,True,True,True,True,2014,1999,22,2014,2005,16,2014,2005,16,2014,2012,9,2014,2005,16,2014,2014,7,2015,2015,6
80,GIS 80 mean,GIS 80 mean,backward,1996_2020,-3.2489,0.2352,4697,2010_2020,0.6155,0.639,3.8644,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,2002,2002,19,2002,2002,19,2002,2002,19,2015,2003,18,2016,2002,19
81,GIS 81 mean,GIS 81 mean,backward,1996_2020,-2.4035,0.2172,4688,2010_2020,0.7033,0.5636,3.1068,False,False,False,False,False,False,False,1998,1998,23,1998,1998,23,2000,2000,21,2000,2000,21,2000,2000,21,2001,2001,20,2000,2000,21
82,GIS 82 mean,GIS 82 mean,backward,1996_2020,-1.3085,0.1802,4799,2010_2020,-1.111,0.5517,0.1975,False,True,True,True,True,True,True,2009,1999,22,2012,2000,21,2012,2004,17,2013,2005,16,2013,2005,16,2014,2014,7,2016,2005,16
83,GIS 83 mean,GIS 83 mean,backward,1996_2020,-2.2521,0.1879,4786,2010_2020,-0.5858,0.6198,1.6663,False,False,False,False,False,False,False,2006,2001,20,2006,2001,20,2007,2007,14,2007,2007,14,2007,2007,14,2013,2008,13,2016,2007,14
84,GIS 84 mean,GIS 84 mean,backward,1996_2020,-1.7932,0.2136,5284,2010_2020,0.7732,0.7252,2.5664,False,False,False,False,False,False,False,1998,1998,23,1998,1998,23,1999,1999,22,2013,2003,18,2002,2002,19,2013,2005,16,2016,2000,21
85,GIS 85 mean,GIS 85 mean,backward,1996_2020,-1.3853,0.189,5691,2010_2020,-0.1802,0.6426,1.2051,False,False,False,False,False,False,False,2000,2000,21,2013,2000,21,2013,2001,20,2013,2002,19,2013,2002,19,2016,2004,17,2016,2002,19
86,GIS 86 mean,GIS 86 mean,backward,1996_2020,-0.826,0.1969,5692,2010_2020,0.231,0.6739,1.057,False,False,False,False,False,False,False,1997,1997,24,1998,1998,23,1997,1997,24,2016,2001,20,2016,2000,21,2016,2003,18,2016,2000,21
87,GIS 87 mean,GIS 87 mean,backward,1996_2020,-0.3928,0.1888,5191,2010_2020,0.1991,0.5523,0.5919,False,False,False,False,False,True,True,2012,1997,24,2013,1998,23,1996,1996,25,2013,2000,21,2013,2000,21,2013,2002,19,2016,1999,22
88,GIS 88 mean,GIS 88 mean,backward,1996_2020,0.3142,0.1801,4775,2010_2020,0.2929,0.5604,-0.0213,True,True,True,True,True,True,True,2016,1997,24,2016,1998,23,2016,1996,25,2016,2000,21,2016,2000,21,2016,2003,18,2016,1999,22
89,GIS 89 mean,GIS 89 mean,backward,1996_2020,0.8741,0.1576,4217,2010_2020,1.3789,0.4861,0.5048,False,False,False,False,False,True,True,1999,1999,22,2012,2000,21,2012,1999,22,2014,2002,19,2014,2002,19,2014,2007,14,2015,2000,21
90,GIS 90 mean,GIS 90 mean,backward,1996_2020,0.7552,0.1781,4594,2010_2020,0.8968,0.6354,0.1416,True,True,True,True,True,True,True,2010,2001,20,2010,2002,19,2010,2001,20,2010,2004,17,2010,2004,17,2011,2011,10,2011,2004,17
