group,period,period_start,scenario,hs,wave_period_s,wave_asymmetry,wave_angle_high_fraction,source_sink_preset,groin,offset_mode,island_offset_version,barrier3d_route_overwash_fix,status,mean_bias_interior_m_yr,rmse_interior_m_yr,variance_explained,pattern_variance_explained,r_alongshore,model_sd_m_yr,sd_ratio,roads_drowned,run_name,run_dir,log
grid_wave_height_x_high_angle,1996-2010,1996,natural,1.25,8.0,0.8,0.4,zeroBE,False,metres,duneline/v1,False,scored,-0.7117135858935941,1.2770393820067152,-0.18273375017729232,0.18462375861749392,0.540775351430236,1.02057186989947,0.8691261121983529,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p4,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p4,logs/grid_wave_height_x_high_angle/1996_2010/Hs1.25_period8.0_asymmetry0.8_highangle0.4.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,1.25,8.0,0.8,0.5,zeroBE,False,metres,duneline/v1,False,scored,-0.36072820392401916,1.0988006058801367,0.1243789582591176,0.21874996928791213,0.47379695823704565,0.4674415698157821,0.3980764963607162,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p5,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p5,logs/grid_wave_height_x_high_angle/1996_2010/Hs1.25_period8.0_asymmetry0.8_highangle0.5.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,1.25,8.0,0.8,0.55,zeroBE,False,metres,duneline/v1,False,scored,-0.3070248651558105,1.1227728632470102,0.08575577890251751,0.15411947069466225,0.4018882243200184,0.3709409930202813,0.31589593308158737,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p55,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p55,logs/grid_wave_height_x_high_angle/1996_2010/Hs1.25_period8.0_asymmetry0.8_highangle0.55.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,1.5,8.0,0.8,0.3,zeroBE,False,metres,duneline/v1,False,scored,-1.3609690458062569,2.369123678526073,-3.0705573294839654,-1.727251485269706,0.6004713461004744,2.401811597245164,2.0453994836759803,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p3,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p3,logs/grid_wave_height_x_high_angle/1996_2010/Hs1.5_period8.0_asymmetry0.8_highangle0.3.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,1.5,8.0,0.8,0.4,zeroBE,False,metres,duneline/v1,False,scored,-0.831324859416991,1.4451669185069456,-0.5146574733237463,-0.013447223161916266,0.5505663855768459,1.3071903748123403,1.1132124271421164,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p4,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p4,logs/grid_wave_height_x_high_angle/1996_2010/Hs1.5_period8.0_asymmetry0.8_highangle0.4.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,1.5,8.0,0.8,0.5,zeroBE,False,metres,duneline/v1,False,scored,-0.3758051051813471,1.112602075625593,0.10224436333404852,0.20466884151617593,0.4524044850885112,0.5323966815737732,0.4533927219149177,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p5,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p5,logs/grid_wave_height_x_high_angle/1996_2010/Hs1.5_period8.0_asymmetry0.8_highangle0.5.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,1.5,8.0,0.8,0.55,zeroBE,False,metres,duneline/v1,False,scored,-0.30693091917424403,1.1185091903199418,0.09268618693120179,0.16100804816006642,0.41157780443385455,0.3757489983658494,0.31999046391931674,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p55,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p55,logs/grid_wave_height_x_high_angle/1996_2010/Hs1.5_period8.0_asymmetry0.8_highangle0.55.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,2.0,8.0,0.8,0.3,zeroBE,False,metres,duneline/v1,False,scored,-2.1843377850664147,3.891815968584095,-9.984568471806051,-6.524234586168677,0.6458993185076158,3.852195937882568,3.2805568893917867,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p3,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p3,logs/grid_wave_height_x_high_angle/1996_2010/Hs2.0_period8.0_asymmetry0.8_highangle0.3.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,2.0,8.0,0.8,0.4,zeroBE,False,metres,duneline/v1,False,scored,-1.2336099188851735,2.123338618918331,-2.269767903021608,-1.1661109229563524,0.5836976299746232,2.1268274755661567,1.8112210905220554,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p4,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p4,logs/grid_wave_height_x_high_angle/1996_2010/Hs2.0_period8.0_asymmetry0.8_highangle0.4.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,2.0,8.0,0.8,0.5,zeroBE,False,metres,duneline/v1,False,scored,-0.38156238084172445,1.1435873908704217,0.051544137328984996,0.157130908388738,0.4648942126643634,0.8311164527498753,0.7077845594879456,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p5,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p5,logs/grid_wave_height_x_high_angle/1996_2010/Hs2.0_period8.0_asymmetry0.8_highangle0.5.log
grid_wave_height_x_high_angle,1996-2010,1996,natural,2.0,8.0,0.8,0.55,zeroBE,False,metres,duneline/v1,False,scored,-0.21237332290694322,1.128056613870913,0.07713069526411409,0.10984052877115857,0.3363991820140997,0.4627161433172496,0.39405229024424426,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p55,grid_wave_height_x_high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p55,logs/grid_wave_height_x_high_angle/1996_2010/Hs2.0_period8.0_asymmetry0.8_highangle0.55.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,1.25,6.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.5472724053347975,1.1308134776168375,0.07261437255520209,0.2898272206999739,0.5460806269691986,0.7487088291890661,0.6376056533341177,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25Tp6asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25Tp6asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs1.25_period6.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,1.25,7.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.5086650163960152,1.1418258396403942,0.05446383863544557,0.24211106471752564,0.5037310672145543,0.7181619680336986,0.6115917336300183,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25Tp7asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25Tp7asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs1.25_period7.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,1.25,10.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.3927639209924054,1.0625068652695446,0.18126774800999013,0.2931449465544038,0.541439774043071,0.639867645379304,0.5449157431752545,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25Tp10asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25Tp10asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs1.25_period10.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,1.25,12.0,0.8,0.45,zeroBE,False,metres,,,barrier drowned (height/width) in year 8,,,,,,,,,,,logs/grid_wave_height_x_wave_period/1996_2010/Hs1.25_period12.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,1.5,6.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.5584034809789873,1.2215597927554902,-0.08220084376143255,0.1439377268981189,0.5159357078924836,1.0164091834290556,0.8655811394090399,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5Tp6asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5Tp6asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs1.5_period6.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,1.5,7.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.5685055713170786,1.212161580542708,-0.06561282521193701,0.16878191350058525,0.5013991455411158,0.9262896129270961,0.7888346855301291,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5Tp7asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5Tp7asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs1.5_period7.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,1.5,10.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.45115614492442274,1.1273057001863276,0.07835893953548168,0.22597450788021645,0.5051549043077589,0.7938584335518197,0.6760553708547067,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5Tp10asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5Tp10asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs1.5_period10.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,1.5,12.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.364469535059906,1.0906340871081455,0.1373461928909776,0.2336849134931206,0.4995508565605092,0.7345075470294629,0.6255117425419031,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5Tp12asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5Tp12asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs1.5_period12.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,2.0,6.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.7593767838586742,1.61344578579623,-0.8879355442916828,-0.469726866707888,0.5129461045147743,1.6075575255285703,1.3690071846047227,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2Tp6asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2Tp6asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs2.0_period6.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,2.0,7.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.7675235427210937,1.5667235591435598,-0.7801768829188176,-0.3529468049353546,0.5158979946890961,1.5297262337330029,1.3027255144541234,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2Tp7asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2Tp7asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs2.0_period7.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,2.0,10.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.6233959983838452,1.3384612507272007,-0.2992418887890449,-0.0173994232714636,0.5059823822125813,1.2081581150749243,1.028875865037699,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2Tp10asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2Tp10asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs2.0_period10.0_asymmetry0.8_highangle0.45.log
grid_wave_height_x_wave_period,1996-2010,1996,natural,2.0,12.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.5714846070619882,1.2643242840219888,-0.15929875131679672,0.07755893534007585,0.5040762579224907,1.085284311569572,0.9242356782156278,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2Tp12asym0p8ahf0p45,grid_wave_height_x_wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2Tp12asym0p8ahf0p45,logs/grid_wave_height_x_wave_period/1996_2010/Hs2.0_period12.0_asymmetry0.8_highangle0.45.log
high_angle,1996-2010,1996,natural,1.0,8.0,0.8,0.1,zeroBE,False,metres,duneline/v1,False,scored,-1.370555924234501,2.474599891567721,-3.4410778690499857,-2.0787804576604336,0.554735625086405,2.4654209128549,2.0995696198575056,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8,high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8,logs/high_angle/1996_2010/Hs1.0_period8.0_asymmetry0.8_highangle0.1.log
high_angle,1996-2010,1996,natural,1.0,8.0,0.8,0.2,zeroBE,False,metres,duneline/v1,False,scored,-1.1403052869034866,2.038891239256996,-2.0148556874898187,-1.071836162622851,0.554912722414499,2.030920927964274,1.729546406641339,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p2,high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p2,logs/high_angle/1996_2010/Hs1.0_period8.0_asymmetry0.8_highangle0.2.log
high_angle,1996-2010,1996,natural,1.0,8.0,0.8,0.3,zeroBE,False,metres,duneline/v1,False,scored,-0.8654230627985791,1.6247585955586354,-0.9145031947680904,-0.37133374146221376,0.5059041075742652,1.5240711487863714,1.2979096047286267,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p3,high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p3,logs/high_angle/1996_2010/Hs1.0_period8.0_asymmetry0.8_highangle0.3.log
high_angle,1996-2010,1996,natural,1.0,8.0,0.8,0.4,zeroBE,False,metres,duneline/v1,False,scored,-0.5632873840572914,1.1925683735565247,-0.03144241058805308,0.1986691606538753,0.48248262550168486,0.7834594202879632,0.6671994987350831,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p4,high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p4,logs/high_angle/1996_2010/Hs1.0_period8.0_asymmetry0.8_highangle0.4.log
high_angle,1996-2010,1996,natural,1.0,8.0,0.8,0.5,zeroBE,False,metres,duneline/v1,False,scored,-0.3824055220648677,1.1633985407788072,0.018397991301660976,0.1244519096636032,0.3563167596088961,0.4772317716084358,0.40641390039138436,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p5,high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p5,logs/high_angle/1996_2010/Hs1.0_period8.0_asymmetry0.8_highangle0.5.log
high_angle,1996-2010,1996,natural,1.0,8.0,0.8,0.55,zeroBE,False,metres,duneline/v1,False,scored,-0.35902989649791034,1.1691330341520978,0.008697337726196852,0.10218184357238913,0.32311255963502017,0.4347406789649867,0.37022818996621004,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p55,high_angle/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p8ahf0p55,logs/high_angle/1996_2010/Hs1.0_period8.0_asymmetry0.8_highangle0.55.log
wave_height,1996-2010,1996,natural,0.65,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-3.356349948018247,4.060955324319997,-10.960100593377286,-2.790273203604637,0.2727522459216331,2.307737069772473,1.9652849608964225,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs0p65asym0p8ahf0p45,wave_height/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs0p65asym0p8ahf0p45,logs/wave_height/1996_2010/Hs0.65_period8.0_asymmetry0.8_highangle0.45.log
wave_height,1996-2010,1996,natural,0.75,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.41784902800763535,1.126038278722766,0.08043016300953265,0.20705450498036992,0.4550327939133787,0.5336392925193592,0.454450938050366,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs0p75asym0p8ahf0p45,wave_height/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs0p75asym0p8ahf0p45,logs/wave_height/1996_2010/Hs0.75_period8.0_asymmetry0.8_highangle0.45.log
wave_height,1996-2010,1996,natural,1.25,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.4953338692472757,1.1226723872328752,0.08591940149808985,0.26385975872957357,0.5166413798553491,0.6716074700839633,0.5719455989463479,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p45,wave_height/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p25asym0p8ahf0p45,logs/wave_height/1996_2010/Hs1.25_period8.0_asymmetry0.8_highangle0.45.log
wave_height,1996-2010,1996,natural,1.5,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.5580854647191352,1.1666321236120285,0.01293382339579563,0.23881489113304055,0.5273437041847989,0.8519501465825008,0.7255266782524615,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p45,wave_height/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1p5asym0p8ahf0p45,logs/wave_height/1996_2010/Hs1.5_period8.0_asymmetry0.8_highangle0.45.log
wave_height,1996-2010,1996,natural,2.0,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.6931921499737765,1.4551581556123023,-0.5356731971025388,-0.18718692005412785,0.5264291683387147,1.4183015765402989,1.2078355003696981,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p45,wave_height/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs2asym0p8ahf0p45,logs/wave_height/1996_2010/Hs2.0_period8.0_asymmetry0.8_highangle0.45.log
wave_height,1996-2010,1996,natural,2.5,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.9940024239909268,2.07524160093922,-2.1233146524968967,-1.4067534402729613,0.5316136014226108,2.1504872390978442,1.8313699099245082,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveasym0p8ahf0p45,wave_height/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveasym0p8ahf0p45,logs/wave_height/1996_2010/Hs2.5_period8.0_asymmetry0.8_highangle0.45.log
wave_height,1996-2010,1996,natural,3.0,8.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-1.3875929853011337,2.954927809529399,-5.33245568955767,-3.9360789677344945,0.5410223962795825,3.0500257660261534,2.5974231843096294,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs3asym0p8ahf0p45,wave_height/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs3asym0p8ahf0p45,logs/wave_height/1996_2010/Hs3.0_period8.0_asymmetry0.8_highangle0.45.log
wave_period,1996-2010,1996,natural,1.0,6.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.49128865431680163,1.104168088485667,0.11580349915336008,0.2908493731648728,0.5403940516492665,0.6748325809693958,0.5746921258377277,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp6asym0p8ahf0p45,wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp6asym0p8ahf0p45,logs/wave_period/1996_2010/Hs1.0_period6.0_asymmetry0.8_highangle0.45.log
wave_period,1996-2010,1996,natural,1.0,7.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-0.49432286624717287,1.0980358774001784,0.1255973400670377,0.30281206695025054,0.5521723597888516,0.5948057326946786,0.50654070449849,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp7asym0p8ahf0p45,wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp7asym0p8ahf0p45,logs/wave_period/1996_2010/Hs1.0_period7.0_asymmetry0.8_highangle0.45.log
wave_period,1996-2010,1996,natural,1.0,10.0,0.8,0.45,zeroBE,False,metres,duneline/v1,False,scored,-1.195984765039457,1.9684517606870422,-1.8101400312384284,-0.7727795390777485,0.3116516549631674,1.4611662170490174,1.244339326758517,0,HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp10asym0p8ahf0p45,wave_period/1996_2010/zeroBE/HAT_1996_2010_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1Tp10asym0p8ahf0p45,logs/wave_period/1996_2010/Hs1.0_period10.0_asymmetry0.8_highangle0.45.log
wave_period,1996-2010,1996,natural,1.0,12.0,0.8,0.45,zeroBE,False,metres,,,barrier drowned (height/width) in year 4,,,,,,,,,,,logs/wave_period/1996_2010/Hs1.0_period12.0_asymmetry0.8_highangle0.45.log
asymmetry,2010-2024,2010,natural,1.0,8.0,0.3,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.600074004452527,4.891140023931974,-10.158954948171232,-0.2885954863055302,0.4695348031373915,1.7321668542586017,1.1830181019347774,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p3ahf0p45,asymmetry/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p3ahf0p45,logs/asymmetry/2010_2024/Hs1.0_period8.0_asymmetry0.3_highangle0.45.log
asymmetry,2010-2024,2010,natural,1.0,8.0,0.4,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.55306576862599,4.859782704427327,-10.016332470065695,-0.3466730113666494,0.44599391386070136,1.7345272961969398,1.1846302131091453,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p4ahf0p45,asymmetry/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p4ahf0p45,logs/asymmetry/2010_2024/Hs1.0_period8.0_asymmetry0.4_highangle0.45.log
asymmetry,2010-2024,2010,natural,1.0,8.0,0.5,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.544097188384657,4.848296744324966,-9.964320421737337,-0.33271782759091484,0.4563716094035004,1.7451625701558213,1.1918937868124866,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p5ahf0p45,asymmetry/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p5ahf0p45,logs/asymmetry/2010_2024/Hs1.0_period8.0_asymmetry0.5_highangle0.45.log
asymmetry,2010-2024,2010,natural,1.0,8.0,0.6,0.45,zeroBE,False,metres,duneline/v1,False,scored,-4.42626563648695,4.7593205579828615,-9.565577657661034,-0.4270068719374911,0.43072231129976146,1.7765996383496858,1.2133643631912374,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p6ahf0p45,asymmetry/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1asym0p6ahf0p45,logs/asymmetry/2010_2024/Hs1.0_period8.0_asymmetry0.6_highangle0.45.log
asymmetry,2010-2024,2010,natural,1.0,8.0,0.7,0.45,zeroBE,False,metres,duneline/v1,True,scored,-4.444009738905639,4.7897976362444625,-9.701327686744268,-0.4893402668153357,0.39742513358705894,1.7599111424979628,1.2019666201631258,0,HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1ahf0p45,asymmetry/2010_2024/zeroBE/HAT_2010_2024_zeroBE_offsetmetres_noroad_nobdm_nogroin_waveHs1ahf0p45,logs/asymmetry/2010_2024/Hs1.0_period8.0_asymmetry0.7_highangle0.45.log
