ws_peak_dam_yr,rod_amplitude,rod_width_domains,avon_north_dam_yr,rmse_p1,rmse_p2,combined_score,pareto_optimal
0.65,-0.6,4,0.55,0.3445,0.3172,0.3308,True
0.45,-0.6,7,0.05,0.2876,0.3754,0.3315,True
0.65,-0.6,5,0.55,0.3443,0.3352,0.3397,True
0.65,-0.6,5,0.05,0.3441,0.3498,0.3469,True
0.65,-0.6,6,0.05,0.3417,0.3638,0.3528,True
0.65,-0.6,7,0.05,0.3376,0.3746,0.3561,True
0.05,-0.6,7,0.55,0.2798,0.436,0.3579,True
0.05,-0.6,7,0.05,0.2795,0.4473,0.3634,True
