30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
4542,4410,4269,4140,4009,3878,3748,3643,3547,3480,3438,3385,3313,3242,3160,3045,2947,2874,2792,2699,2576,2451,2363,2296,2224,2136,2063,1993,1930,1930,1954,1977,1991,2031,2095,2174,2249,2339,2439,2566,2712,2829,2914,3003,3087,3170,3276,3367,3474,3539,3632,3721,3757,3819,3876,3907,3946,3986,4021,4064,4094,4122,4163,4210,4248,4267,4275,4309,4326,4375,4459,4581,4703,4870,4998,5141,5258,5381,5490,5593,5688,5744,5819,5924,6046,6164,6290,6413,6485,6561,6638,6728,6818,6911,6977,7046,7129,7236,7314,7385,7424,7486,7687,7821
