gis,year,setback_free_m,setback_prescribed_m,managed_free,managed_prescribed
9,1984,40.0,40.0,True,True
9,1985,40.0,40.0,True,True
9,1986,40.0,40.0,True,True
9,1987,40.0,40.0,True,True
9,1988,30.0,30.0,True,True
9,1989,30.0,30.0,True,True
9,1990,30.0,30.0,True,True
9,1991,30.0,30.0,True,True
9,1992,30.0,30.0,True,True
9,1993,30.0,30.0,True,True
9,1994,30.0,30.0,True,True
9,1995,30.0,30.0,True,True
9,1996,30.0,30.0,True,True
9,1997,30.0,30.0,True,True
9,1998,30.0,30.0,True,True
9,1999,30.0,50.0,True,True
9,2000,30.0,50.0,True,True
9,2001,30.0,50.0,True,True
9,2002,30.0,50.0,True,True
9,2003,30.0,50.0,True,True
9,2004,30.0,50.0,True,True
10,1984,20.0,20.0,True,True
10,1985,20.0,20.0,True,True
10,1986,20.0,20.0,True,True
10,1987,10.0,10.0,True,True
10,1988,10.0,10.0,True,True
10,1989,10.0,10.0,True,True
10,1990,10.0,10.0,True,True
10,1991,10.0,10.0,True,True
10,1992,10.0,10.0,True,True
10,1993,10.0,10.0,True,True
10,1994,10.0,10.0,True,True
10,1995,10.0,10.0,True,True
10,1996,10.0,10.0,True,True
10,1997,10.0,10.0,True,True
10,1998,10.0,10.0,True,True
10,1999,10.0,60.0,True,True
10,2000,10.0,60.0,True,True
10,2001,10.0,60.0,True,True
10,2002,10.0,60.0,True,True
10,2003,10.0,60.0,True,True
10,2004,10.0,60.0,True,True
11,1984,10.0,10.0,True,True
11,1985,0.0,0.0,True,True
11,1986,0.0,0.0,True,True
11,1987,0.0,0.0,True,True
11,1988,0.0,0.0,True,True
11,1989,0.0,0.0,True,True
11,1990,0.0,0.0,True,True
11,1991,0.0,0.0,True,True
11,1992,0.0,0.0,True,True
11,1993,0.0,0.0,True,True
11,1994,0.0,0.0,True,True
11,1995,0.0,0.0,True,True
11,1996,0.0,0.0,True,True
11,1997,0.0,0.0,True,True
11,1998,0.0,0.0,True,True
11,1999,0.0,80.0,True,True
11,2000,0.0,80.0,True,True
11,2001,0.0,80.0,True,True
11,2002,0.0,80.0,True,True
11,2003,0.0,80.0,True,True
11,2004,20.0,70.0,True,True
12,1984,20.0,20.0,True,True
12,1985,20.0,20.0,True,True
12,1986,20.0,20.0,True,True
12,1987,20.0,20.0,True,True
12,1988,20.0,20.0,True,True
12,1989,20.0,20.0,True,True
12,1990,20.0,20.0,True,True
12,1991,20.0,20.0,True,True
12,1992,20.0,20.0,True,True
12,1993,20.0,20.0,True,True
12,1994,20.0,20.0,True,True
12,1995,20.0,20.0,True,True
12,1996,20.0,20.0,True,True
12,1997,20.0,20.0,True,True
12,1998,20.0,20.0,True,True
12,1999,20.0,90.0,True,True
12,2000,20.0,90.0,True,True
12,2001,20.0,90.0,True,True
12,2002,10.0,80.0,True,True
12,2003,10.0,80.0,True,True
12,2004,10.0,80.0,True,True
13,1984,20.0,20.0,True,True
13,1985,20.0,20.0,True,True
13,1986,20.0,20.0,True,True
13,1987,20.0,20.0,True,True
13,1988,20.0,20.0,True,True
13,1989,20.0,20.0,True,True
13,1990,20.0,20.0,True,True
13,1991,20.0,20.0,True,True
13,1992,20.0,20.0,True,True
13,1993,20.0,20.0,True,True
13,1994,20.0,20.0,True,True
13,1995,20.0,20.0,True,True
13,1996,20.0,20.0,True,True
13,1997,20.0,20.0,True,True
13,1998,20.0,20.0,True,True
13,1999,20.0,70.0,True,True
13,2000,10.0,60.0,True,True
13,2001,10.0,60.0,True,True
13,2002,10.0,60.0,True,True
13,2003,10.0,60.0,True,True
13,2004,10.0,60.0,True,True
14,1984,60.0,60.0,True,True
14,1985,60.0,60.0,True,True
14,1986,60.0,60.0,True,True
14,1987,60.0,60.0,True,True
14,1988,60.0,60.0,True,True
14,1989,60.0,60.0,True,True
14,1990,60.0,60.0,True,True
14,1991,60.0,60.0,True,True
14,1992,60.0,60.0,True,True
14,1993,60.0,60.0,True,True
14,1994,60.0,60.0,True,True
14,1995,60.0,60.0,True,True
14,1996,60.0,60.0,True,True
14,1997,60.0,60.0,True,True
14,1998,50.0,50.0,True,True
14,1999,50.0,70.0,True,True
14,2000,50.0,70.0,True,True
14,2001,50.0,70.0,True,True
14,2002,50.0,70.0,True,True
14,2003,50.0,70.0,True,True
14,2004,50.0,70.0,True,True
15,1984,60.0,60.0,True,True
15,1985,60.0,60.0,True,True
15,1986,60.0,60.0,True,True
15,1987,60.0,60.0,True,True
15,1988,60.0,60.0,True,True
15,1989,60.0,60.0,True,True
15,1990,60.0,60.0,True,True
15,1991,60.0,60.0,True,True
15,1992,60.0,60.0,True,True
15,1993,60.0,60.0,True,True
15,1994,60.0,60.0,True,True
15,1995,60.0,60.0,True,True
15,1996,60.0,60.0,True,True
15,1997,60.0,60.0,True,True
15,1998,60.0,60.0,True,True
15,1999,60.0,60.0,True,True
15,2000,60.0,60.0,True,True
15,2001,60.0,60.0,True,True
15,2002,60.0,60.0,True,True
15,2003,60.0,60.0,True,True
15,2004,60.0,60.0,True,True
16,1984,40.0,40.0,True,True
16,1985,40.0,40.0,True,True
16,1986,40.0,40.0,True,True
16,1987,40.0,40.0,True,True
16,1988,40.0,40.0,True,True
16,1989,40.0,40.0,True,True
16,1990,40.0,40.0,True,True
16,1991,40.0,40.0,True,True
16,1992,40.0,40.0,True,True
16,1993,40.0,40.0,True,True
16,1994,40.0,40.0,True,True
16,1995,40.0,40.0,True,True
16,1996,40.0,40.0,True,True
16,1997,40.0,40.0,True,True
16,1998,40.0,40.0,True,True
16,1999,40.0,40.0,True,True
16,2000,40.0,40.0,True,True
16,2001,40.0,40.0,True,True
16,2002,40.0,40.0,True,True
16,2003,40.0,40.0,True,True
16,2004,40.0,40.0,True,True
17,1984,90.0,90.0,True,True
17,1985,90.0,90.0,True,True
17,1986,90.0,90.0,True,True
17,1987,90.0,90.0,True,True
17,1988,90.0,90.0,True,True
17,1989,90.0,90.0,True,True
17,1990,90.0,90.0,True,True
17,1991,90.0,90.0,True,True
17,1992,90.0,90.0,True,True
17,1993,90.0,90.0,True,True
17,1994,90.0,90.0,True,True
17,1995,90.0,90.0,True,True
17,1996,90.0,90.0,True,True
17,1997,90.0,90.0,True,True
17,1998,90.0,90.0,True,True
17,1999,90.0,90.0,True,True
17,2000,90.0,90.0,True,True
17,2001,90.0,90.0,True,True
17,2002,90.0,90.0,True,True
17,2003,90.0,90.0,True,True
17,2004,90.0,90.0,True,True
18,1984,120.0,120.0,True,True
18,1985,120.0,120.0,True,True
18,1986,120.0,120.0,True,True
18,1987,120.0,120.0,True,True
18,1988,120.0,120.0,True,True
18,1989,120.0,120.0,True,True
18,1990,120.0,120.0,True,True
18,1991,120.0,120.0,True,True
18,1992,120.0,120.0,True,True
18,1993,120.0,120.0,True,True
18,1994,120.0,120.0,True,True
18,1995,120.0,120.0,True,True
18,1996,120.0,120.0,True,True
18,1997,120.0,120.0,True,True
18,1998,120.0,120.0,True,True
18,1999,120.0,120.0,True,True
18,2000,120.0,120.0,True,True
18,2001,120.0,120.0,True,True
18,2002,120.0,120.0,True,True
18,2003,120.0,120.0,True,True
18,2004,120.0,120.0,True,True
19,1984,130.0,130.0,True,True
19,1985,130.0,130.0,True,True
19,1986,130.0,130.0,True,True
19,1987,130.0,130.0,True,True
19,1988,130.0,130.0,True,True
19,1989,130.0,130.0,True,True
19,1990,130.0,130.0,True,True
19,1991,130.0,130.0,True,True
19,1992,130.0,130.0,True,True
19,1993,130.0,130.0,True,True
19,1994,130.0,130.0,True,True
19,1995,130.0,130.0,True,True
19,1996,130.0,130.0,True,True
19,1997,130.0,130.0,True,True
19,1998,130.0,130.0,True,True
19,1999,130.0,130.0,True,True
19,2000,130.0,130.0,True,True
19,2001,130.0,130.0,True,True
19,2002,130.0,130.0,True,True
19,2003,130.0,130.0,True,True
19,2004,130.0,130.0,True,True
20,1984,70.0,70.0,True,True
20,1985,70.0,70.0,True,True
20,1986,70.0,70.0,True,True
20,1987,70.0,70.0,True,True
20,1988,70.0,70.0,True,True
20,1989,70.0,70.0,True,True
20,1990,70.0,70.0,True,True
20,1991,70.0,70.0,True,True
20,1992,70.0,70.0,True,True
20,1993,70.0,70.0,True,True
20,1994,70.0,70.0,True,True
20,1995,70.0,70.0,True,True
20,1996,70.0,70.0,True,True
20,1997,70.0,70.0,True,True
20,1998,70.0,70.0,True,True
20,1999,70.0,70.0,True,True
20,2000,70.0,70.0,True,True
20,2001,70.0,70.0,True,True
20,2002,70.0,70.0,True,True
20,2003,70.0,70.0,True,True
20,2004,70.0,70.0,True,True
32,1984,210.0,210.0,True,True
32,1985,210.0,210.0,True,True
32,1986,210.0,210.0,True,True
32,1987,210.0,210.0,True,True
32,1988,210.0,210.0,True,True
32,1989,210.0,210.0,True,True
32,1990,210.0,210.0,True,True
32,1991,210.0,210.0,True,True
32,1992,210.0,210.0,True,True
32,1993,210.0,210.0,True,True
32,1994,210.0,210.0,True,True
32,1995,200.0,200.0,True,True
32,1996,200.0,200.0,True,True
32,1997,200.0,200.0,True,True
32,1998,200.0,200.0,True,True
32,1999,200.0,200.0,True,True
32,2000,200.0,200.0,True,True
32,2001,200.0,200.0,True,True
32,2002,200.0,200.0,True,True
32,2003,200.0,200.0,True,True
32,2004,200.0,200.0,True,True
33,1984,180.0,180.0,True,True
33,1985,180.0,180.0,True,True
33,1986,180.0,180.0,True,True
33,1987,180.0,180.0,True,True
33,1988,180.0,180.0,True,True
33,1989,180.0,180.0,True,True
33,1990,180.0,180.0,True,True
33,1991,180.0,180.0,True,True
33,1992,180.0,180.0,True,True
33,1993,180.0,180.0,True,True
33,1994,180.0,180.0,True,True
33,1995,170.0,170.0,True,True
33,1996,170.0,170.0,True,True
33,1997,170.0,170.0,True,True
33,1998,170.0,170.0,True,True
33,1999,170.0,170.0,True,True
33,2000,170.0,170.0,True,True
