transect_id,domain_number,line_id,position_2009_m,position_2023_m,change_m,rate_m_yr,start_vintage,end_vintage,start_date,end_date,start_date_assumed,end_date_assumed,interval_yr
dune_12,1,12,8216.856,8205.871,10.985,0.7798,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_13,1,13,8211.681,8199.181,12.5,0.8874,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_14,1,14,8199.098,8185.143,13.955,0.9907,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_15,1,15,8186.516,8167.744,18.772,1.3326,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_16,1,16,8178.189,8161.013,17.176,1.2194,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_17,2,17,8167.377,8150.481,16.896,1.1995,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_18,2,18,8150.035,8133.742,16.293,1.1567,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_19,2,19,8132.694,8116.903,15.791,1.121,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_20,2,20,8115.352,8093.76,21.593,1.5329,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_21,2,21,8098.011,8076.259,21.752,1.5442,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_22,3,22,8080.669,8062.759,17.91,1.2715,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_23,3,23,8064.523,8044.172,20.351,1.4448,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_24,3,24,8048.75,8026.526,22.225,1.5778,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_25,3,25,8031.809,8006.109,25.7,1.8245,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_26,3,26,8005.688,7979.17,26.519,1.8826,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_27,4,27,7974.399,7953.491,20.908,1.4843,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_28,4,28,7947.611,7923.783,23.828,1.6916,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_29,4,29,7931.875,7905.311,26.564,1.8858,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_30,4,30,7901.427,7884.284,17.143,1.217,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_31,4,31,7871.009,7862.382,8.626,0.6124,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_32,5,32,7850.838,7829.766,21.072,1.4959,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_33,5,33,7812.361,7805.64,6.721,0.4772,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_34,5,34,7771.76,7774.8,-3.04,-0.2158,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_35,5,35,7729.279,7732.916,-3.638,-0.2583,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_36,5,36,7681.128,7675.967,5.161,0.3664,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_37,6,37,7616.36,7612.573,3.787,0.2688,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_38,6,38,7522.706,7561.992,-39.286,-2.789,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_39,6,39,7503.082,7547.686,-44.604,-3.1665,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_40,6,40,7485.506,7535.829,-50.322,-3.5724,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_41,6,41,7491.906,7513.161,-21.254,-1.5089,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_42,7,42,7487.947,7503.061,-15.114,-1.0729,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_43,7,43,7466.208,7482.471,-16.263,-1.1545,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_44,7,44,7437.288,7484.886,-47.598,-3.379,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_45,7,45,7427.418,7490.586,-63.168,-4.4844,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_46,7,46,7416.099,7468.075,-51.976,-3.6898,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_47,8,47,7400.721,7445.827,-45.106,-3.2021,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_48,8,48,7393.112,7429.975,-36.863,-2.617,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_49,8,49,7380.917,7417.52,-36.603,-2.5985,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_50,8,50,7369.291,7405.886,-36.595,-2.5979,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_51,8,51,7350.944,7394.517,-43.572,-3.0933,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_52,9,52,7352.902,7369.193,-16.291,-1.1565,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_53,9,53,7338.805,7353.589,-14.784,-1.0495,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_54,9,54,7330.772,7337.374,-6.602,-0.4686,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_55,9,55,7315.468,7325.665,-10.197,-0.7239,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_56,9,56,7302.405,7313.44,-11.034,-0.7833,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_57,10,57,7289.9,7299.471,-9.571,-0.6794,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_58,10,58,7277.543,7292.564,-15.022,-1.0664,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_59,10,59,7265.185,7270.726,-5.541,-0.3933,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_60,10,60,7252.752,7252.486,0.266,0.0189,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_61,10,61,7240.134,7243.645,-3.511,-0.2493,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_62,11,62,7228.214,7225.792,2.422,0.1719,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_63,11,63,7216.817,7206.856,9.961,0.7071,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_64,11,64,7204.448,7188.383,16.065,1.1405,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_65,11,65,7186.896,7173.432,13.464,0.9559,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_66,11,66,7181.564,7158.656,22.908,1.6263,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
dune_67,12,67,7170.324,7152.999,17.325,1.23,2009,2023,2009-05-30,2023-07-01,False,True,14.0862
