30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
110.0,106.0,76.0,45.0,60.0,86.0,97.0,141.0,185.0,140.0,141.0,173.0,202.0,176.0,181.0,162.0,117.0,113.0,133.0,107.0,88.0,85.0,45.0,93.0,185.0,261.0,420.0,619.0,604.0,599.0,579.0,560.0,583.0,660.0,640.0,546.0,473.0,436.0,561.0,587.0,438.0,337.0,343.0,345.0,338.0,356.0,345.0,344.0,284.0,274.0,234.0,194.0,203.0,203.0,194.0,216.0,211.0,205.0,200.0,192.0,186.0,199.0,190.0,181.0,165.0,188.0,208.0,236.0,248.0,301.0,343.0,335.0,348.0,307.0,270.0,221.0,218.0,230.0,233.0,233.0,260.0,228.0,227.0,216.0,244.0,224.0,167.0,98.0,131.0,156.0,132.0,127.0,101.0,96.0,70.0,56.0,49.0,42.0,43.0,73.0,0.0,0.0,0.0,0.0
