17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,663,225,124,84,108,139,158,186,176,220,210,148,110,106,76,45,60,86,97,141,185,140,141,173,202,176,181,162,117,113,133,107,88,85,45,93,185,261,420,619,604
