80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
619,420,261,185,93,45,85,88,107,133,113,117,162,181,176,202,173,141,140,185,141,97,86,60,45,76,106,110,148,210,220,176,186,158,139,108,84,124,225,663
