transect_id,domain_number,match_method,lrr_m_yr,r_squared,p_value,unc_m_yr,n_obs,start_date,end_date
dune_12,1.0,duneline_transect,0.5038,0.0031,0.9645,9.0318,3,1997-10-12,2009-05-30
dune_13,1.0,duneline_transect,1.0889,0.0243,0.9004,6.9031,3,1997-10-12,2009-05-30
dune_14,1.0,duneline_transect,0.7736,0.0125,0.9287,6.8826,3,1997-10-12,2009-05-30
dune_15,1.0,duneline_transect,0.3004,0.004,0.9598,4.7528,3,1997-10-12,2009-05-30
dune_16,1.0,duneline_transect,-2.1604,0.2629,0.6572,3.6171,3,1997-10-12,2009-05-30
dune_17,2.0,duneline_transect,-12.7404,0.7047,0.3657,8.2467,3,1997-10-12,2009-05-30
dune_18,2.0,duneline_transect,-12.8554,0.7419,0.3392,7.5817,3,1997-10-12,2009-05-30
dune_19,2.0,duneline_transect,-10.657,0.7508,0.3327,6.1397,3,1997-10-12,2009-05-30
dune_20,2.0,duneline_transect,-7.9718,0.754,0.3304,4.5539,3,1997-10-12,2009-05-30
dune_21,2.0,duneline_transect,-5.4185,0.7709,0.3178,2.954,3,1997-10-12,2009-05-30
dune_22,3.0,duneline_transect,-4.0434,0.7815,0.3096,2.1379,3,1997-10-12,2009-05-30
dune_23,3.0,duneline_transect,-3.1395,0.689,0.3766,2.1095,3,1997-10-12,2009-05-30
dune_24,3.0,duneline_transect,-2.8169,0.6166,0.4251,2.2212,3,1997-10-12,2009-05-30
dune_25,3.0,duneline_transect,-2.7488,0.5302,0.4808,2.5875,3,1997-10-12,2009-05-30
dune_26,3.0,duneline_transect,-2.4614,0.4689,0.5198,2.6193,3,1997-10-12,2009-05-30
dune_27,4.0,duneline_transect,-2.3279,0.5149,0.4905,2.2597,3,1997-10-12,2009-05-30
dune_28,4.0,duneline_transect,-2.0807,0.4778,0.5141,2.175,3,1997-10-12,2009-05-30
dune_29,4.0,duneline_transect,-2.0828,0.4294,0.5451,2.4009,3,1997-10-12,2009-05-30
dune_30,4.0,duneline_transect,-2.3242,0.4157,0.5539,2.7555,3,1997-10-12,2009-05-30
dune_31,4.0,duneline_transect,-2.5109,0.3849,0.574,3.1743,3,1997-10-12,2009-05-30
dune_32,5.0,duneline_transect,-0.9616,0.0896,0.8064,3.0645,3,1997-10-12,2009-05-30
dune_33,5.0,duneline_transect,0.0399,0.0002,0.9922,3.241,3,1997-10-12,2009-05-30
dune_34,5.0,duneline_transect,0.8523,0.0472,0.8606,3.8287,3,1997-10-12,2009-05-30
dune_35,5.0,duneline_transect,0.4455,0.0085,0.9413,4.8147,3,1997-10-12,2009-05-30
dune_36,5.0,duneline_transect,0.963,0.0255,0.898,5.9587,3,1997-10-12,2009-05-30
dune_37,6.0,duneline_transect,2.1925,0.1066,0.7882,6.346,3,1997-10-12,2009-05-30
dune_38,6.0,duneline_transect,0.1896,0.0033,0.9633,3.2819,3,1997-10-12,2009-05-30
dune_39,6.0,duneline_transect,-0.058,0.0002,0.9904,3.8382,3,1997-10-12,2009-05-30
dune_40,6.0,duneline_transect,-1.184,0.1183,0.7764,3.2317,3,1997-10-12,2009-05-30
dune_41,6.0,duneline_transect,-3.3608,0.4539,0.5294,3.6864,3,1997-10-12,2009-05-30
dune_42,7.0,duneline_transect,-4.2152,0.5349,0.4777,3.9303,3,1997-10-12,2009-05-30
dune_43,7.0,duneline_transect,-2.6572,0.367,0.5857,3.4895,3,1997-10-12,2009-05-30
dune_44,7.0,duneline_transect,-1.2268,0.2379,0.6757,2.1961,3,1997-10-12,2009-05-30
dune_45,7.0,duneline_transect,-1.2078,0.2597,0.6596,2.0394,3,1997-10-12,2009-05-30
dune_46,7.0,duneline_transect,-1.253,0.3377,0.6052,1.7548,3,1997-10-12,2009-05-30
dune_47,8.0,duneline_transect,-0.5771,0.0645,0.8366,2.1984,3,1997-10-12,2009-05-30
dune_48,8.0,duneline_transect,-0.5877,0.0712,0.828,2.1218,3,1997-10-12,2009-05-30
dune_49,8.0,duneline_transect,-1.4111,0.5748,0.4522,1.2136,3,1997-10-12,2009-05-30
dune_50,8.0,duneline_transect,-1.6981,0.6635,0.3939,1.2092,3,1997-10-12,2009-05-30
dune_51,8.0,duneline_transect,-0.2392,0.0282,0.8926,1.4046,3,1997-10-12,2009-05-30
dune_52,9.0,duneline_transect,-1.7098,0.4385,0.5392,1.9347,3,1997-10-12,2009-05-30
dune_53,9.0,duneline_transect,-1.6647,0.5962,0.4384,1.37,3,1997-10-12,2009-05-30
dune_54,9.0,duneline_transect,-2.5355,0.8313,0.2694,1.1421,3,1997-10-12,2009-05-30
dune_55,9.0,duneline_transect,-1.9114,0.6562,0.3989,1.3836,3,1997-10-12,2009-05-30
dune_56,9.0,duneline_transect,-1.9306,0.5465,0.4704,1.7588,3,1997-10-12,2009-05-30
dune_57,10.0,duneline_transect,-4.8455,0.6698,0.3897,3.4025,3,1997-10-12,2009-05-30
dune_58,10.0,duneline_transect,-5.9274,0.7255,0.351,3.6457,3,1997-10-12,2009-05-30
dune_59,10.0,duneline_transect,-5.4847,0.6913,0.375,3.6653,3,1997-10-12,2009-05-30
dune_60,10.0,duneline_transect,-6.073,0.7747,0.3149,3.2753,3,1997-10-12,2009-05-30
dune_61,10.0,duneline_transect,-5.6379,0.7396,0.341,3.3457,3,1997-10-12,2009-05-30
dune_62,11.0,duneline_transect,-6.5269,0.884,0.2213,2.3649,3,1997-10-12,2009-05-30
dune_63,11.0,duneline_transect,-6.064,0.9496,0.1441,1.3969,3,1997-10-12,2009-05-30
dune_64,11.0,duneline_transect,-5.798,0.9725,0.1061,0.9749,3,1997-10-12,2009-05-30
dune_65,11.0,duneline_transect,-6.03,0.9779,0.0951,0.9075,3,1997-10-12,2009-05-30
dune_66,11.0,duneline_transect,-6.1023,0.9294,0.1712,1.6822,3,1997-10-12,2009-05-30
dune_67,12.0,duneline_transect,-5.4437,0.8404,0.2616,2.3724,3,1997-10-12,2009-05-30
dune_68,12.0,duneline_transect,-5.0751,0.8077,0.289,2.4763,3,1997-10-12,2009-05-30
dune_69,12.0,duneline_transect,-5.6774,0.8798,0.2254,2.0981,3,1997-10-12,2009-05-30
dune_70,12.0,duneline_transect,-6.3932,0.9092,0.1948,2.0199,3,1997-10-12,2009-05-30
dune_71,12.0,duneline_transect,-6.4901,0.9323,0.1676,1.7488,3,1997-10-12,2009-05-30
dune_72,13.0,duneline_transect,-6.5576,0.9097,0.1943,2.0656,3,1997-10-12,2009-05-30
dune_73,13.0,duneline_transect,-6.066,0.8707,0.2342,2.338,3,1997-10-12,2009-05-30
dune_74,13.0,duneline_transect,-4.7653,0.913,0.1906,1.4711,3,1997-10-12,2009-05-30
dune_75,13.0,duneline_transect,-4.4876,0.9934,0.0518,0.3663,3,1997-10-12,2009-05-30
dune_76,13.0,duneline_transect,-3.4561,0.9889,0.0671,0.3656,3,1997-10-12,2009-05-30
dune_77,14.0,duneline_transect,-3.8708,0.9657,0.1187,0.7299,3,1997-10-12,2009-05-30
dune_78,14.0,duneline_transect,-2.7955,0.8139,0.2839,1.3366,3,1997-10-12,2009-05-30
dune_79,14.0,duneline_transect,-2.0362,0.862,0.2423,0.8147,3,1997-10-12,2009-05-30
dune_80,14.0,duneline_transect,-1.9198,0.872,0.2329,0.7355,3,1997-10-12,2009-05-30
dune_81,14.0,duneline_transect,-2.321,0.8768,0.2283,0.8701,3,1997-10-12,2009-05-30
dune_82,15.0,duneline_transect,-2.8416,0.9045,0.2,0.9234,3,1997-10-12,2009-05-30
dune_83,15.0,duneline_transect,-2.6346,0.9172,0.1858,0.7914,3,1997-10-12,2009-05-30
dune_84,15.0,duneline_transect,-1.5674,0.9055,0.199,0.5064,3,1997-10-12,2009-05-30
dune_85,15.0,duneline_transect,-0.4534,0.2506,0.6663,0.7842,3,1997-10-12,2009-05-30
dune_86,15.0,duneline_transect,-1.8756,0.9961,0.04,0.118,3,1997-10-12,2009-05-30
dune_87,16.0,duneline_transect,-1.5257,0.9093,0.1948,0.482,3,1997-10-12,2009-05-30
