domain_id,LineID,ORIG_LEN,n_crossings,x,y,feature_type,year,source_type,method,editor,edit_date,notes,duneline_file,transect_file,built,built_by
17,94,6622.478627873585,1,453575.9736721264,3907062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
17,95,6603.031473195472,1,453595.42082680453,3907162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
17,96,6583.436587257136,1,453615.01571274287,3907262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
18,97,6565.312177702727,1,453633.1401222973,3907362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
18,98,6545.065007034631,1,453653.3872929654,3907462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
18,99,6528.226211865491,1,453670.2260881345,3907562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
18,100,6513.7094745013155,1,453684.7428254987,3907662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
18,101,6497.652017376444,1,453700.80028262356,3907762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
19,102,6481.689450238773,1,453716.76284976123,3907862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
19,103,6464.482733399316,1,453733.9695666007,3907962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
19,104,6449.415673252079,1,453749.0366267479,3908062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
19,105,6434.480758137827,1,453763.9715418622,3908162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
19,106,6417.19006090425,1,453781.26223909575,3908262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
20,107,6398.693073398492,1,453799.7592266015,3908362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
20,108,6377.351870784129,1,453821.1004292159,3908462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
20,109,6351.227644682338,1,453847.22465531767,3908562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
20,110,6327.823506358138,1,453870.62879364187,3908662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
20,111,6305.499838782882,1,453892.9524612171,3908762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
21,112,6284.998334987205,1,453913.4539650128,3908862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
21,113,6264.912776992249,1,453933.53952300776,3908962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
21,114,6244.250124516606,1,453954.2021754834,3909062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
21,115,6220.327057445714,1,453978.1252425543,3909162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
21,116,6197.499830602319,1,454000.9524693977,3909262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
22,117,6173.684272562561,1,454024.76802743744,3909362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
22,118,6148.080718337966,1,454050.37158166204,3909462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
22,119,6121.663141634607,1,454076.7891583654,3909562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
22,120,6094.642874115438,1,454103.80942588457,3909662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
22,121,6069.749561482051,1,454128.70273851795,3909762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
23,122,6045.719330247026,1,454152.732969753,3909862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
23,123,6021.591395047785,1,454176.8609049522,3909962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
23,124,5997.799555576056,1,454200.65274442395,3910062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
23,125,5976.542325663613,1,454221.9099743364,3910162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
23,126,5955.820202465809,1,454242.6320975342,3910262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
24,128,5918.68814639264,1,454279.76415360736,3910462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
24,129,5901.918606604042,1,454296.53369339596,3910562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
24,130,5886.234149080235,1,454312.21815091977,3910662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
24,131,5865.886449507612,1,454332.5658504924,3910762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
24,132,5846.839907791408,1,454351.6123922086,3910862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
25,133,5824.80505503004,1,454373.64724496996,3910962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
25,134,5804.0170570962355,1,454394.43524290377,3911062.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
25,135,5783.527711158327,1,454414.9245888417,3911162.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
25,136,5762.155162317328,1,454436.2971376827,3911262.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
25,137,5740.3665778413415,1,454458.08572215866,3911362.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
26,138,5722.615842807747,1,454475.83645719226,3911462.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
26,139,5708.201052638179,1,454490.2512473618,3911562.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
26,140,5690.3756245883405,1,454508.07667541166,3911662.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
26,141,5682.635425134096,1,454515.8168748659,3911762.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
26,142,5667.914508479589,1,454530.5377915204,3911862.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
27,143,5653.5408834921545,1,454544.91141650785,3911962.3268999998,Shoreline (CoastSat window mean),1995-1997,Landsat 5/7/8 via CoastSat (coastsat.space),"Mean of the satellite positions in calendar 1995-1997 per CoastSat transect (905 of 906 transects), geolocated as origin + chainage * unit vector and strung into one line in alongshore order. No outlier rejection, no smoothing.",coastsat_mean_shoreline.py,2026-09-22,"Window mean, not a survey. Median 28 positions per transect; see transect_means_1995_1997.csv and PROVENANCE.md.",shoreline_mean_1995_1997.geojson,transects_100m.geojson,2026-09-22,duneline_to_raw_offsets.py
