domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
1,usa_NC_0032_0025,usa_NC_0032_0025,backward,1996_2020,0.2077,0.3018,382,2010_2020,-3.9191,0.7134,-4.1268,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,1996,1996,25,2015,2000,21,2015,2000,21,2015,2001,20,2016,2000,21
13,usa_NC_0032_0140,usa_NC_0032_0140,backward,1996_2020,-0.8119,0.1968,379,2010_2020,0.132,0.7404,0.9439,False,False,False,False,False,True,False,1999,1999,22,2000,2000,21,1998,1998,23,2003,2003,18,2002,2002,19,2010,2004,17,2002,2002,19
26,usa_NC_0033_0058,usa_NC_0033_0058,backward,1996_2020,-2.5336,0.2003,422,2010_2020,-2.9395,0.6419,-0.4059,False,False,True,True,True,True,True,2005,1998,23,2005,1999,22,2010,2001,20,2010,2005,16,2010,2001,20,2016,2010,11,2016,2001,20
38,usa_NC_0033_0183,usa_NC_0033_0183,backward,1996_2020,-0.5372,0.202,450,2010_2020,-1.011,0.6426,-0.4738,False,False,False,True,True,True,True,2012,2002,19,2012,2002,19,2002,1999,22,2016,2004,17,2016,2003,18,2016,2005,16,2016,2003,18
51,usa_NC_0034_0054,usa_NC_0034_0054,backward,1996_2020,-0.5255,0.2101,450,2010_2020,-1.9911,0.6479,-1.4656,False,False,False,False,False,False,False,2003,2000,21,2003,2003,18,2003,1998,23,2014,2005,16,2005,2005,16,2014,2009,12,2016,2005,16
64,usa_NC_0034_0186,usa_NC_0034_0186,backward,1996_2020,-0.9921,0.1818,446,2010_2020,1.6395,0.5674,2.6316,False,False,False,False,False,False,False,2002,2002,19,2003,2003,18,2002,2002,19,2004,2004,17,2003,2003,18,2005,2005,16,2004,2004,17
77,usa_NC_0035_0069,usa_NC_0035_0069,backward,1996_2020,-1.3452,0.221,469,2010_2020,-0.2918,0.7752,1.0534,False,False,False,False,False,False,False,1996,1996,25,1996,1996,25,1997,1997,24,2011,2002,19,2011,2000,21,2012,2003,18,2012,1999,22
90,usa_NC_0037_0002,usa_NC_0037_0002,backward,1996_2020,0.8554,0.1856,451,2010_2020,0.9352,0.6978,0.0798,True,True,True,True,True,True,True,2010,2000,21,2010,2002,19,2010,2000,21,2010,2004,17,2010,2004,17,2011,2011,10,2011,2004,17
