gis_domain,change_rate_m_yr
1,-1.212530544031233
2,-1.155578234856239
3,-1.063298343513543
4,-1.0199776266925256
5,-1.1594667318074243
6,-1.986949081064995
7,-1.5021944256143798
8,-1.0453946026726952
9,-0.7751609416869542
10,-0.5259254910820346
11,-0.3241131828815014
12,-0.22603343531627615
13,-0.16985883848374214
14,-0.23358378978064137
15,-0.36502218099749373
16,-0.18329985199325166
17,-0.5177710717443006
18,-0.6409732565565719
19,-0.5551868965416361
20,-0.47036655050596893
21,-0.21918567269176492
22,0.5643909287699899
23,0.036821327925736114
24,0.8518902154963144
25,0.8800693192417384
26,-0.0522171300136506
27,0.6683601817147974
28,-0.4605430353363772
29,-0.9998171875267872
30,-1.1690577306529122
31,-1.2183778914398318
32,-1.3223728327313438
33,-1.4450157148194194
34,-1.6838740605259772
35,-1.8196063048591895
36,-1.9383825581941891
37,-1.9973752517999857
38,-1.8261817213465292
39,-1.6808421360108696
40,-1.4991845874168575
41,-1.3101045742946553
42,-1.1301066319012534
43,-0.9848263180418144
44,-0.8812940568623162
45,-0.7114612777908406
46,-0.6182081366578132
47,-0.578103504275623
48,-0.4925378877593175
49,-0.3246406592450512
50,-0.14434146491894354
51,0.021200286066869013
52,0.13911688414518722
53,0.23017403680032658
54,0.21379862271332967
55,0.1369858024700079
56,-0.09209255356172434
57,-0.10108221441278147
58,-0.15316273826001633
59,-0.2410201778577175
60,-0.33769731182483154
61,-0.3913670715351145
62,-0.5797657382266153
63,-0.661377828775312
64,-0.7459367541704524
65,-0.8197913978729048
66,-1.0288134814963086
67,-1.3549292093672194
68,-1.6877455397206176
69,-2.0197790986473594
70,-2.257799611599876
71,-2.4290300482761267
72,-2.5742846750413264
73,-2.5686319885197006
74,-2.6911382636755663
75,-2.846874074720654
76,-2.994850891320948
77,-3.0195587893687845
78,-3.08584605658134
79,-3.0044341614277075
80,-2.852557499555769
81,-2.5862235531404623
82,-2.39055427018111
83,-2.237351097345345
84,-2.2561136003085265
85,-1.8192566759623332
86,-1.6273923335782456
87,-1.6428003278783763
88,-1.8502379735961767
89,-2.1039849898508693
90,-2.461345080392948
