gis_domain,change_rate_m_yr
1,2.985470844524116
2,2.3969970321443723
3,1.8929886810216885
4,1.348834420345702
5,0.5447587794765241
6,-0.5723159622568346
7,-0.6458421538388393
8,-0.568545826616537
9,-0.5421185777274331
10,-0.5022375502946488
11,-0.45619939048292507
12,-0.4629527459474957
13,-0.4614871181328454
14,-0.5030424838364524
15,-0.45539034590683514
16,-0.4254493901654314
17,-0.5676436403697153
18,-0.6517111882231802
19,-0.6114454721969196
20,-0.6805857173428194
21,-0.8262427532971742
22,-1.0440117276969432
23,-1.1625705303703397
24,-1.3398355437884675
25,-1.3074454634127506
26,-1.2173802660797264
27,-1.1331043858711383
28,-1.163535094332292
29,-1.2737495954335827
30,-1.2755335459750312
31,-1.2595881962747626
32,-1.3382074283987095
33,-1.45102462936793
34,-1.6861052178886893
35,-1.820402657723207
36,-1.938645524583535
37,-1.9974475481277296
38,-1.8261909429811567
39,-1.6808340103206318
40,-1.499174327098808
41,-1.3100964301011118
42,-1.130101190575806
43,-0.984823108614728
44,-0.8812924065120569
45,-0.7114605275925896
46,-0.6182076329012489
47,-0.5781023842176183
48,-0.49253425120368777
49,-0.324635335858693
50,-0.14432912389911506
51,0.021223215176723896
52,0.13915627155847687
53,0.23023872810226748
54,0.21390206106925688
55,0.13714830211611115
56,-0.09184066154202811
57,-0.10069620677750209
58,-0.15257735638351733
59,-0.24014155779996144
60,-0.33639320643287646
61,-0.38945663172717104
62,-0.5770131008184762
63,-0.6574966688663153
64,-0.7406180096623757
65,-0.8127676702630197
66,-1.0199417366717172
67,-1.3441658441773143
68,-1.674696511255752
69,-2.0025146397471874
70,-2.2337724867295945
71,-2.403047264166344
72,-2.519197389468809
73,-2.504221069231062
74,-2.604304418641186
75,-2.7486841186841957
76,-2.941311601030338
77,-2.9444655582029555
78,-2.9624180315096966
79,-2.8011881307449586
80,-2.563265537800362
81,-2.087212557550538
82,-1.7221785250080757
83,-1.2907556509000642
84,-0.86891246199948
85,-0.3225856916392331
86,0.15311606200848474
87,0.5575377864933216
88,0.8845195299940315
89,1.2444794462984645
90,1.6190100787800474
