year,domain,profile,dune_crest_cell,interior_row0_cell,road_seaward_cell,road_landward_cell,road_center_cell,setback_m,road_width_m,n_road_cells,n_wet_road_cells,interior_x,interior_y,road_x,road_y
2004,9,0,3,4,9,11,10.0,50.0,30.0,3,0,452848.41,3902817.3,452798.41,3902817.3
2004,9,1,3,4,9,10,9.5,50.0,20.0,2,0,452848.41,3902827.3,452798.41,3902827.3
2004,9,2,2,3,9,10,9.5,60.0,20.0,2,0,452858.41,3902837.3,452798.41,3902837.3
2004,9,3,3,4,8,10,9.0,40.0,30.0,3,0,452848.41,3902847.3,452808.41,3902847.3
2004,9,4,3,4,8,10,9.0,40.0,30.0,3,0,452848.41,3902857.3,452808.41,3902857.3
2004,9,5,3,4,8,10,9.0,40.0,30.0,3,0,452848.41,3902867.3,452808.41,3902867.3
2004,9,6,3,4,8,9,8.5,40.0,20.0,2,0,452848.41,3902877.3,452808.41,3902877.3
2004,9,7,3,4,9,10,9.5,50.0,20.0,2,0,452858.41,3902887.3,452808.41,3902887.3
2004,9,8,3,4,9,10,9.5,50.0,20.0,2,0,452858.41,3902897.3,452808.41,3902897.3
2004,9,9,3,4,9,10,9.5,50.0,20.0,2,0,452858.41,3902907.3,452808.41,3902907.3
2004,9,10,3,4,8,10,9.0,40.0,30.0,3,0,452858.41,3902917.3,452818.41,3902917.3
2004,9,11,3,4,8,10,9.0,40.0,30.0,3,0,452858.41,3902927.3,452818.41,3902927.3
2004,9,12,3,4,8,10,9.0,40.0,30.0,3,0,452858.41,3902937.3,452818.41,3902937.3
2004,9,13,3,4,8,9,8.5,40.0,20.0,2,0,452858.41,3902947.3,452818.41,3902947.3
2004,9,14,3,4,8,9,8.5,40.0,20.0,2,0,452858.41,3902957.3,452818.41,3902957.3
2004,9,15,3,4,9,10,9.5,50.0,20.0,2,0,452868.41,3902967.3,452818.41,3902967.3
2004,9,16,3,4,9,10,9.5,50.0,20.0,2,0,452868.41,3902977.3,452818.41,3902977.3
2004,9,17,3,4,9,10,9.5,50.0,20.0,2,0,452868.41,3902987.3,452818.41,3902987.3
2004,9,18,3,4,9,10,9.5,50.0,20.0,2,0,452868.41,3902997.3,452818.41,3902997.3
2004,9,19,3,4,9,10,9.5,50.0,20.0,2,0,452868.41,3903007.3,452818.41,3903007.3
2004,9,20,3,4,8,10,9.0,40.0,30.0,3,0,452868.41,3903017.3,452828.41,3903017.3
2004,9,21,3,4,8,10,9.0,40.0,30.0,3,0,452868.41,3903027.3,452828.41,3903027.3
2004,9,22,3,4,8,10,9.0,40.0,30.0,3,0,452868.41,3903037.3,452828.41,3903037.3
2004,9,23,3,4,9,10,9.5,50.0,20.0,2,0,452878.41,3903047.3,452828.41,3903047.3
2004,9,24,3,4,9,10,9.5,50.0,20.0,2,0,452878.41,3903057.3,452828.41,3903057.3
2004,9,25,3,4,9,10,9.5,50.0,20.0,2,0,452878.41,3903067.3,452828.41,3903067.3
2004,9,26,3,4,9,10,9.5,50.0,20.0,2,0,452878.41,3903077.3,452828.41,3903077.3
2004,9,27,3,4,9,10,9.5,50.0,20.0,2,0,452878.41,3903087.3,452828.41,3903087.3
2004,9,28,3,4,9,10,9.5,50.0,20.0,2,0,452878.41,3903097.3,452828.41,3903097.3
2004,9,29,3,4,9,10,9.5,50.0,20.0,2,0,452878.41,3903107.3,452828.41,3903107.3
2004,9,30,3,4,10,11,10.5,60.0,20.0,2,0,452888.41,3903117.3,452828.41,3903117.3
2004,9,31,3,4,10,11,10.5,60.0,20.0,2,0,452888.41,3903127.3,452828.41,3903127.3
2004,9,32,3,4,10,11,10.5,60.0,20.0,2,0,452888.41,3903137.3,452828.41,3903137.3
2004,9,33,3,4,10,11,10.5,60.0,20.0,2,0,452888.41,3903147.3,452828.41,3903147.3
2004,9,34,3,4,10,11,10.5,60.0,20.0,2,0,452888.41,3903157.3,452828.41,3903157.3
2004,9,35,3,4,9,11,10.0,50.0,30.0,3,0,452888.41,3903167.3,452838.41,3903167.3
2004,9,36,3,4,9,11,10.0,50.0,30.0,3,0,452888.41,3903177.3,452838.41,3903177.3
2004,9,37,3,4,9,11,10.0,50.0,30.0,3,0,452888.41,3903187.3,452838.41,3903187.3
2004,9,38,3,4,10,12,11.0,60.0,30.0,3,0,452898.41,3903197.3,452838.41,3903197.3
2004,9,39,3,4,10,11,10.5,60.0,20.0,2,0,452898.41,3903207.3,452838.41,3903207.3
2004,9,40,3,4,10,11,10.5,60.0,20.0,2,0,452898.41,3903217.3,452838.41,3903217.3
2004,9,41,3,4,10,11,10.5,60.0,20.0,2,0,452898.41,3903227.3,452838.41,3903227.3
2004,9,42,3,4,10,11,10.5,60.0,20.0,2,0,452898.41,3903237.3,452838.41,3903237.3
2004,9,43,3,4,10,11,10.5,60.0,20.0,2,0,452898.41,3903247.3,452838.41,3903247.3
2004,9,44,3,4,10,11,10.5,60.0,20.0,2,0,452898.41,3903257.3,452838.41,3903257.3
2004,9,45,3,4,10,11,10.5,60.0,20.0,2,0,452898.41,3903267.3,452838.41,3903267.3
2004,9,46,3,4,10,12,11.0,60.0,30.0,3,0,452908.41,3903277.3,452848.41,3903277.3
2004,9,47,3,4,10,12,11.0,60.0,30.0,3,0,452908.41,3903287.3,452848.41,3903287.3
2004,9,48,3,4,10,11,10.5,60.0,20.0,2,0,452908.41,3903297.3,452848.41,3903297.3
2004,9,49,3,4,10,11,10.5,60.0,20.0,2,0,452908.41,3903307.3,452848.41,3903307.3
2004,10,0,3,4,10,12,11.0,60.0,30.0,3,0,452912.06,3903321.29,452852.06,3903321.29
2004,10,1,3,4,10,11,10.5,60.0,20.0,2,0,452912.06,3903331.29,452852.06,3903331.29
2004,10,2,3,4,11,12,11.5,70.0,20.0,2,0,452922.06,3903341.29,452852.06,3903341.29
2004,10,3,3,4,11,12,11.5,70.0,20.0,2,0,452922.06,3903351.29,452852.06,3903351.29
2004,10,4,3,4,11,12,11.5,70.0,20.0,2,0,452922.06,3903361.29,452852.06,3903361.29
2004,10,5,3,4,11,12,11.5,70.0,20.0,2,0,452922.06,3903371.29,452852.06,3903371.29
2004,10,6,3,4,10,12,11.0,60.0,30.0,3,0,452922.06,3903381.29,452862.06,3903381.29
2004,10,7,3,4,10,12,11.0,60.0,30.0,3,0,452922.06,3903391.29,452862.06,3903391.29
2004,10,8,3,4,10,12,11.0,60.0,30.0,3,0,452922.06,3903401.29,452862.06,3903401.29
2004,10,9,3,4,10,11,10.5,60.0,20.0,2,0,452922.06,3903411.29,452862.06,3903411.29
2004,10,11,3,4,11,12,11.5,70.0,20.0,2,0,452932.06,3903431.29,452862.06,3903431.29
2004,10,12,3,4,11,12,11.5,70.0,20.0,2,0,452932.06,3903441.29,452862.06,3903441.29
2004,10,13,3,4,11,12,11.5,70.0,20.0,2,0,452932.06,3903451.29,452862.06,3903451.29
2004,10,14,3,4,10,12,11.0,60.0,30.0,3,0,452932.06,3903461.29,452872.06,3903461.29
2004,10,15,3,4,10,12,11.0,60.0,30.0,3,0,452932.06,3903471.29,452872.06,3903471.29
2004,10,16,3,4,10,12,11.0,60.0,30.0,3,0,452932.06,3903481.29,452872.06,3903481.29
2004,10,17,3,4,11,12,11.5,70.0,20.0,2,0,452942.06,3903491.29,452872.06,3903491.29
2004,10,18,3,4,11,12,11.5,70.0,20.0,2,0,452942.06,3903501.29,452872.06,3903501.29
2004,10,19,3,4,11,12,11.5,70.0,20.0,2,0,452942.06,3903511.29,452872.06,3903511.29
2004,10,20,3,4,11,12,11.5,70.0,20.0,2,0,452942.06,3903521.29,452872.06,3903521.29
2004,10,21,3,4,11,12,11.5,70.0,20.0,2,0,452942.06,3903531.29,452872.06,3903531.29
2004,10,22,3,4,10,12,11.0,60.0,30.0,3,0,452942.06,3903541.29,452882.06,3903541.29
2004,10,23,3,4,10,12,11.0,60.0,30.0,3,0,452942.06,3903551.29,452882.06,3903551.29
2004,10,24,3,4,11,13,12.0,70.0,30.0,3,0,452952.06,3903561.29,452882.06,3903561.29
2004,10,25,3,4,11,12,11.5,70.0,20.0,2,0,452952.06,3903571.29,452882.06,3903571.29
2004,10,26,3,4,11,12,11.5,70.0,20.0,2,0,452952.06,3903581.29,452882.06,3903581.29
2004,10,27,3,4,11,12,11.5,70.0,20.0,2,0,452952.06,3903591.29,452882.06,3903591.29
2004,10,28,3,4,11,12,11.5,70.0,20.0,2,0,452952.06,3903601.29,452882.06,3903601.29
2004,10,29,3,4,11,12,11.5,70.0,20.0,2,0,452952.06,3903611.29,452882.06,3903611.29
2004,10,30,3,4,10,12,11.0,60.0,30.0,3,0,452952.06,3903621.29,452892.06,3903621.29
2004,10,31,2,3,11,13,12.0,80.0,30.0,3,0,452972.06,3903631.29,452892.06,3903631.29
2004,10,32,2,3,11,13,12.0,80.0,30.0,3,0,452972.06,3903641.29,452892.06,3903641.29
2004,10,33,2,3,11,12,11.5,80.0,20.0,2,0,452972.06,3903651.29,452892.06,3903651.29
2004,10,34,2,3,11,12,11.5,80.0,20.0,2,0,452972.06,3903661.29,452892.06,3903661.29
2004,10,35,2,3,11,12,11.5,80.0,20.0,2,0,452972.06,3903671.29,452892.06,3903671.29
2004,10,36,3,4,11,12,11.5,70.0,20.0,2,0,452962.06,3903681.29,452892.06,3903681.29
2004,10,37,3,4,10,12,11.0,60.0,30.0,3,0,452962.06,3903691.29,452902.06,3903691.29
2004,10,38,3,4,10,12,11.0,60.0,30.0,3,0,452962.06,3903701.29,452902.06,3903701.29
2004,10,43,3,4,11,12,11.5,70.0,20.0,2,0,452972.06,3903751.29,452902.06,3903751.29
2004,10,44,3,4,10,12,11.0,60.0,30.0,3,0,452972.06,3903761.29,452912.06,3903761.29
2004,10,45,3,4,10,12,11.0,60.0,30.0,3,0,452972.06,3903771.29,452912.06,3903771.29
2004,10,46,3,4,11,12,11.5,70.0,20.0,2,0,452982.06,3903781.29,452912.06,3903781.29
2004,10,47,3,4,11,12,11.5,70.0,20.0,2,0,452982.06,3903791.29,452912.06,3903791.29
2004,10,48,3,4,11,12,11.5,70.0,20.0,2,0,452982.06,3903801.29,452912.06,3903801.29
2004,10,49,3,4,11,12,11.5,70.0,20.0,2,0,452982.06,3903811.29,452912.06,3903811.29
2004,11,0,6,7,9,11,10.0,20.0,30.0,3,0,452942.06,3903825.0,452922.06,3903825.0
2004,11,1,5,6,9,11,10.0,30.0,30.0,3,0,452952.06,3903835.0,452922.06,3903835.0
2004,11,2,5,6,9,11,10.0,30.0,30.0,3,0,452952.06,3903845.0,452922.06,3903845.0
2004,11,3,6,7,9,10,9.5,20.0,20.0,2,0,452942.06,3903855.0,452922.06,3903855.0
2004,11,4,6,7,9,10,9.5,20.0,20.0,2,0,452942.06,3903865.0,452922.06,3903865.0
2004,11,5,6,7,9,10,9.5,20.0,20.0,2,0,452942.06,3903875.0,452922.06,3903875.0
2004,11,6,6,7,10,11,10.5,30.0,20.0,2,0,452952.06,3903885.0,452922.06,3903885.0
2004,11,7,6,7,9,11,10.0,20.0,30.0,3,0,452952.06,3903895.0,452932.06,3903895.0
2004,11,8,6,7,9,11,10.0,20.0,30.0,3,0,452952.06,3903905.0,452932.06,3903905.0
2004,11,9,6,7,9,11,10.0,20.0,30.0,3,0,452952.06,3903915.0,452932.06,3903915.0
2004,11,10,6,7,9,10,9.5,20.0,20.0,2,0,452952.06,3903925.0,452932.06,3903925.0
2004,11,11,6,7,9,10,9.5,20.0,20.0,2,0,452952.06,3903935.0,452932.06,3903935.0
2004,11,12,6,7,9,10,9.5,20.0,20.0,2,0,452952.06,3903945.0,452932.06,3903945.0
2004,11,13,6,7,10,11,10.5,30.0,20.0,2,0,452962.06,3903955.0,452932.06,3903955.0
2004,11,14,6,7,9,11,10.0,20.0,30.0,3,0,452962.06,3903965.0,452942.06,3903965.0
2004,11,15,6,7,9,11,10.0,20.0,30.0,3,0,452962.06,3903975.0,452942.06,3903975.0
2004,11,16,6,7,9,10,9.5,20.0,20.0,2,0,452962.06,3903985.0,452942.06,3903985.0
2004,11,17,6,7,9,10,9.5,20.0,20.0,2,0,452962.06,3903995.0,452942.06,3903995.0
2004,11,18,6,7,9,10,9.5,20.0,20.0,2,0,452962.06,3904005.0,452942.06,3904005.0
2004,11,19,6,7,9,10,9.5,20.0,20.0,2,0,452962.06,3904015.0,452942.06,3904015.0
2004,11,20,6,7,10,11,10.5,30.0,20.0,2,0,452972.06,3904025.0,452942.06,3904025.0
2004,11,21,6,7,9,11,10.0,20.0,30.0,3,0,452972.06,3904035.0,452952.06,3904035.0
2004,11,22,6,7,9,11,10.0,20.0,30.0,3,0,452972.06,3904045.0,452952.06,3904045.0
2004,11,23,6,7,9,10,9.5,20.0,20.0,2,0,452972.06,3904055.0,452952.06,3904055.0
2004,11,24,6,7,9,10,9.5,20.0,20.0,2,0,452972.06,3904065.0,452952.06,3904065.0
2004,11,25,6,7,9,10,9.5,20.0,20.0,2,0,452972.06,3904075.0,452952.06,3904075.0
2004,11,26,6,7,10,11,10.5,30.0,20.0,2,0,452982.06,3904085.0,452952.06,3904085.0
2004,11,27,6,7,9,11,10.0,20.0,30.0,3,0,452982.06,3904095.0,452962.06,3904095.0
2004,11,28,6,7,9,11,10.0,20.0,30.0,3,0,452982.06,3904105.0,452962.06,3904105.0
2004,11,29,6,7,9,11,10.0,20.0,30.0,3,0,452982.06,3904115.0,452962.06,3904115.0
2004,11,30,6,7,9,10,9.5,20.0,20.0,2,0,452982.06,3904125.0,452962.06,3904125.0
2004,11,31,6,7,9,10,9.5,20.0,20.0,2,0,452982.06,3904135.0,452962.06,3904135.0
2004,11,32,6,7,9,10,9.5,20.0,20.0,2,0,452982.06,3904145.0,452962.06,3904145.0
2004,11,33,6,7,10,11,10.5,30.0,20.0,2,0,452992.06,3904155.0,452962.06,3904155.0
2004,11,34,6,7,9,11,10.0,20.0,30.0,3,0,452992.06,3904165.0,452972.06,3904165.0
2004,11,35,6,7,9,11,10.0,20.0,30.0,3,0,452992.06,3904175.0,452972.06,3904175.0
2004,11,36,6,7,9,11,10.0,20.0,30.0,3,0,452992.06,3904185.0,452972.06,3904185.0
2004,11,37,6,7,9,10,9.5,20.0,20.0,2,0,452992.06,3904195.0,452972.06,3904195.0
2004,11,38,6,7,9,10,9.5,20.0,20.0,2,0,452992.06,3904205.0,452972.06,3904205.0
2004,11,39,6,7,9,10,9.5,20.0,20.0,2,0,452992.06,3904215.0,452972.06,3904215.0
2004,11,40,5,6,10,11,10.5,40.0,20.0,2,0,453012.06,3904225.0,452972.06,3904225.0
2004,11,41,6,7,9,11,10.0,20.0,30.0,3,0,453002.06,3904235.0,452982.06,3904235.0
2004,11,42,6,7,9,11,10.0,20.0,30.0,3,0,453002.06,3904245.0,452982.06,3904245.0
2004,11,43,6,7,9,11,10.0,20.0,30.0,3,0,453002.06,3904255.0,452982.06,3904255.0
2004,11,44,6,7,9,10,9.5,20.0,20.0,2,0,453002.06,3904265.0,452982.06,3904265.0
2004,11,45,6,7,9,10,9.5,20.0,20.0,2,0,453002.06,3904275.0,452982.06,3904275.0
2004,11,46,6,7,10,11,10.5,30.0,20.0,2,0,453012.06,3904285.0,452982.06,3904285.0
2004,11,47,6,7,10,11,10.5,30.0,20.0,2,0,453012.06,3904295.0,452982.06,3904295.0
2004,11,48,6,7,9,11,10.0,20.0,30.0,3,0,453012.06,3904305.0,452992.06,3904305.0
2004,11,49,6,7,9,11,10.0,20.0,30.0,3,0,453012.06,3904315.0,452992.06,3904315.0
2004,12,0,7,8,9,10,9.5,10.0,20.0,2,0,453002.06,3904328.88,452992.06,3904328.88
2004,12,1,7,8,9,10,9.5,10.0,20.0,2,0,453002.06,3904338.88,452992.06,3904338.88
2004,12,2,7,8,9,10,9.5,10.0,20.0,2,0,453002.06,3904348.88,452992.06,3904348.88
2004,12,3,7,8,10,11,10.5,20.0,20.0,2,0,453012.06,3904358.88,452992.06,3904358.88
2004,12,4,7,8,9,11,10.0,10.0,30.0,3,0,453012.06,3904368.88,453002.06,3904368.88
2004,12,5,7,8,9,11,10.0,10.0,30.0,3,0,453012.06,3904378.88,453002.06,3904378.88
2004,12,6,7,8,9,11,10.0,10.0,30.0,3,0,453012.06,3904388.88,453002.06,3904388.88
2004,12,7,7,8,9,10,9.5,10.0,20.0,2,0,453012.06,3904398.88,453002.06,3904398.88
2004,12,8,7,8,9,10,9.5,10.0,20.0,2,0,453012.06,3904408.88,453002.06,3904408.88
2004,12,9,7,8,10,11,10.5,20.0,20.0,2,0,453022.06,3904418.88,453002.06,3904418.88
2004,12,10,7,8,10,11,10.5,20.0,20.0,2,0,453022.06,3904428.88,453002.06,3904428.88
2004,12,11,7,8,9,11,10.0,10.0,30.0,3,0,453022.06,3904438.88,453012.06,3904438.88
2004,12,12,7,8,9,11,10.0,10.0,30.0,3,0,453022.06,3904448.88,453012.06,3904448.88
2004,12,13,7,8,9,11,10.0,10.0,30.0,3,0,453022.06,3904458.88,453012.06,3904458.88
2004,12,14,7,8,10,11,10.5,20.0,20.0,2,0,453032.06,3904468.88,453012.06,3904468.88
2004,12,15,7,8,10,11,10.5,20.0,20.0,2,0,453032.06,3904478.88,453012.06,3904478.88
2004,12,16,7,8,10,11,10.5,20.0,20.0,2,0,453032.06,3904488.88,453012.06,3904488.88
2004,12,17,7,8,10,11,10.5,20.0,20.0,2,0,453032.06,3904498.88,453012.06,3904498.88
2004,12,18,7,8,9,11,10.0,10.0,30.0,3,0,453032.06,3904508.88,453022.06,3904508.88
2004,12,19,7,8,10,12,11.0,20.0,30.0,3,0,453042.06,3904518.88,453022.06,3904518.88
2004,12,20,7,8,10,12,11.0,20.0,30.0,3,0,453042.06,3904528.88,453022.06,3904528.88
2004,12,21,7,8,10,11,10.5,20.0,20.0,2,0,453042.06,3904538.88,453022.06,3904538.88
2004,12,22,7,8,10,11,10.5,20.0,20.0,2,0,453042.06,3904548.88,453022.06,3904548.88
2004,12,23,7,8,10,11,10.5,20.0,20.0,2,0,453042.06,3904558.88,453022.06,3904558.88
2004,12,24,7,8,10,11,10.5,20.0,20.0,2,0,453042.06,3904568.88,453022.06,3904568.88
2004,12,25,7,8,10,12,11.0,20.0,30.0,3,0,453052.06,3904578.88,453032.06,3904578.88
2004,12,26,7,8,10,12,11.0,20.0,30.0,3,0,453052.06,3904588.88,453032.06,3904588.88
2004,12,27,7,8,10,11,10.5,20.0,20.0,2,0,453052.06,3904598.88,453032.06,3904598.88
2004,12,28,7,8,10,11,10.5,20.0,20.0,2,0,453052.06,3904608.88,453032.06,3904608.88
2004,12,29,7,8,10,11,10.5,20.0,20.0,2,0,453052.06,3904618.88,453032.06,3904618.88
2004,12,30,7,8,11,12,11.5,30.0,20.0,2,0,453062.06,3904628.88,453032.06,3904628.88
2004,12,31,7,8,11,12,11.5,30.0,20.0,2,0,453062.06,3904638.88,453032.06,3904638.88
2004,12,32,7,8,10,12,11.0,20.0,30.0,3,0,453062.06,3904648.88,453042.06,3904648.88
2004,12,33,7,8,10,12,11.0,20.0,30.0,3,0,453062.06,3904658.88,453042.06,3904658.88
2004,12,34,7,8,10,11,10.5,20.0,20.0,2,0,453062.06,3904668.88,453042.06,3904668.88
2004,12,35,7,8,10,11,10.5,20.0,20.0,2,0,453062.06,3904678.88,453042.06,3904678.88
2004,12,36,7,8,11,12,11.5,30.0,20.0,2,0,453072.06,3904688.88,453042.06,3904688.88
2004,12,37,7,8,11,12,11.5,30.0,20.0,2,0,453072.06,3904698.88,453042.06,3904698.88
2004,12,38,7,8,11,12,11.5,30.0,20.0,2,0,453072.06,3904708.88,453042.06,3904708.88
2004,12,39,7,8,10,12,11.0,20.0,30.0,3,0,453072.06,3904718.88,453052.06,3904718.88
2004,12,40,7,8,10,12,11.0,20.0,30.0,3,0,453072.06,3904728.88,453052.06,3904728.88
2004,12,41,7,8,11,12,11.5,30.0,20.0,2,0,453082.06,3904738.88,453052.06,3904738.88
2004,12,42,7,8,11,12,11.5,30.0,20.0,2,0,453082.06,3904748.88,453052.06,3904748.88
2004,12,43,7,8,11,12,11.5,30.0,20.0,2,0,453082.06,3904758.88,453052.06,3904758.88
2004,12,44,7,8,11,12,11.5,30.0,20.0,2,0,453082.06,3904768.88,453052.06,3904768.88
2004,12,45,7,8,10,12,11.0,20.0,30.0,3,0,453082.06,3904778.88,453062.06,3904778.88
2004,12,46,7,8,10,12,11.0,20.0,30.0,3,0,453082.06,3904788.88,453062.06,3904788.88
2004,12,47,7,8,11,13,12.0,30.0,30.0,3,0,453092.06,3904798.88,453062.06,3904798.88
2004,12,48,7,8,11,12,11.5,30.0,20.0,2,0,453092.06,3904808.88,453062.06,3904808.88
2004,12,49,7,8,11,12,11.5,30.0,20.0,2,0,453092.06,3904818.88,453062.06,3904818.88
2004,13,0,8,9,10,12,11.0,10.0,30.0,3,0,453078.05,3904830.49,453068.05,3904830.49
2004,13,1,8,9,10,12,11.0,10.0,30.0,3,0,453078.05,3904840.49,453068.05,3904840.49
2004,13,2,8,9,10,11,10.5,10.0,20.0,2,0,453078.05,3904850.49,453068.05,3904850.49
2004,13,3,8,9,11,12,11.5,20.0,20.0,2,0,453088.05,3904860.49,453068.05,3904860.49
2004,13,4,8,9,11,12,11.5,20.0,20.0,2,0,453088.05,3904870.49,453068.05,3904870.49
2004,13,5,8,9,11,12,11.5,20.0,20.0,2,0,453088.05,3904880.49,453068.05,3904880.49
2004,13,6,8,9,10,12,11.0,10.0,30.0,3,0,453088.05,3904890.49,453078.05,3904890.49
2004,13,7,8,9,10,12,11.0,10.0,30.0,3,0,453088.05,3904900.49,453078.05,3904900.49
2004,13,8,8,9,11,13,12.0,20.0,30.0,3,0,453098.05,3904910.49,453078.05,3904910.49
2004,13,9,8,9,11,12,11.5,20.0,20.0,2,0,453098.05,3904920.49,453078.05,3904920.49
2004,13,10,8,9,11,12,11.5,20.0,20.0,2,0,453098.05,3904930.49,453078.05,3904930.49
2004,13,11,8,9,11,12,11.5,20.0,20.0,2,0,453098.05,3904940.49,453078.05,3904940.49
2004,13,12,8,9,11,12,11.5,20.0,20.0,2,0,453098.05,3904950.49,453078.05,3904950.49
2004,13,13,8,9,11,13,12.0,20.0,30.0,3,0,453108.05,3904960.49,453088.05,3904960.49
2004,13,14,8,9,11,13,12.0,20.0,30.0,3,0,453108.05,3904970.49,453088.05,3904970.49
2004,13,15,8,9,11,12,11.5,20.0,20.0,2,0,453108.05,3904980.49,453088.05,3904980.49
2004,13,16,8,9,11,12,11.5,20.0,20.0,2,0,453108.05,3904990.49,453088.05,3904990.49
2004,13,17,8,9,11,12,11.5,20.0,20.0,2,0,453108.05,3905000.49,453088.05,3905000.49
2004,13,18,8,9,12,13,12.5,30.0,20.0,2,0,453118.05,3905010.49,453088.05,3905010.49
2004,13,19,8,9,11,13,12.0,20.0,30.0,3,0,453118.05,3905020.49,453098.05,3905020.49
2004,13,20,8,9,11,13,12.0,20.0,30.0,3,0,453118.05,3905030.49,453098.05,3905030.49
2004,13,21,8,9,11,12,11.5,20.0,20.0,2,0,453118.05,3905040.49,453098.05,3905040.49
2004,13,22,6,7,12,13,12.5,50.0,20.0,2,0,453148.05,3905050.49,453098.05,3905050.49
2004,13,23,6,7,12,13,12.5,50.0,20.0,2,0,453148.05,3905060.49,453098.05,3905060.49
2004,13,24,6,7,11,13,12.0,40.0,30.0,3,0,453148.05,3905070.49,453108.05,3905070.49
2004,13,25,8,9,11,13,12.0,20.0,30.0,3,0,453128.05,3905080.49,453108.05,3905080.49
2004,13,26,5,6,11,13,12.0,50.0,30.0,3,0,453158.05,3905090.49,453108.05,3905090.49
2004,13,27,6,7,12,13,12.5,50.0,20.0,2,0,453158.05,3905100.49,453108.05,3905100.49
2004,13,28,6,7,12,13,12.5,50.0,20.0,2,0,453158.05,3905110.49,453108.05,3905110.49
2004,13,29,6,7,12,13,12.5,50.0,20.0,2,0,453158.05,3905120.49,453108.05,3905120.49
2004,13,30,6,7,11,13,12.0,40.0,30.0,3,0,453158.05,3905130.49,453118.05,3905130.49
2004,13,31,5,6,11,13,12.0,50.0,30.0,3,0,453168.05,3905140.49,453118.05,3905140.49
2004,13,32,6,7,12,13,12.5,50.0,20.0,2,0,453168.05,3905150.49,453118.05,3905150.49
2004,13,33,6,7,12,13,12.5,50.0,20.0,2,0,453168.05,3905160.49,453118.05,3905160.49
2004,13,34,7,8,12,13,12.5,40.0,20.0,2,0,453158.05,3905170.49,453118.05,3905170.49
2004,13,35,7,8,12,13,12.5,40.0,20.0,2,0,453158.05,3905180.49,453118.05,3905180.49
2004,13,36,5,6,11,13,12.0,50.0,30.0,3,0,453178.05,3905190.49,453128.05,3905190.49
2004,13,37,6,7,12,14,13.0,50.0,30.0,3,0,453178.05,3905200.49,453128.05,3905200.49
2004,13,38,6,7,12,13,12.5,50.0,20.0,2,0,453178.05,3905210.49,453128.05,3905210.49
2004,13,39,6,7,12,13,12.5,50.0,20.0,2,0,453178.05,3905220.49,453128.05,3905220.49
2004,13,40,5,6,12,13,12.5,60.0,20.0,2,0,453188.05,3905230.49,453128.05,3905230.49
2004,13,41,5,6,11,13,12.0,50.0,30.0,3,0,453188.05,3905240.49,453138.05,3905240.49
2004,13,42,6,7,12,14,13.0,50.0,30.0,3,0,453188.05,3905250.49,453138.05,3905250.49
2004,13,43,6,7,12,14,13.0,50.0,30.0,3,0,453188.05,3905260.49,453138.05,3905260.49
2004,13,44,6,7,12,13,12.5,50.0,20.0,2,0,453188.05,3905270.49,453138.05,3905270.49
2004,13,45,5,6,12,13,12.5,60.0,20.0,2,0,453198.05,3905280.49,453138.05,3905280.49
2004,13,46,5,6,12,13,12.5,60.0,20.0,2,0,453198.05,3905290.49,453138.05,3905290.49
2004,13,47,6,7,12,14,13.0,50.0,30.0,3,0,453198.05,3905300.49,453148.05,3905300.49
2004,13,48,6,7,12,14,13.0,50.0,30.0,3,0,453198.05,3905310.49,453148.05,3905310.49
2004,13,49,6,7,12,13,12.5,50.0,20.0,2,0,453198.05,3905320.49,453148.05,3905320.49
2004,14,0,6,7,12,14,13.0,50.0,30.0,3,0,453203.06,3905333.1,453153.06,3905333.1
2004,14,1,6,7,12,14,13.0,50.0,30.0,3,0,453203.06,3905343.1,453153.06,3905343.1
