year,domain,profile,dune_crest_cell,interior_row0_cell,road_seaward_cell,road_landward_cell,road_center_cell,setback_m,road_width_m,n_road_cells,n_wet_road_cells,interior_x,interior_y,road_x,road_y
2004,14,2,6,7,12,13,12.5,50.0,20.0,2,0,453203.06,3905353.1,453153.06,3905353.1
2004,14,3,6,7,12,13,12.5,50.0,20.0,2,0,453203.06,3905363.1,453153.06,3905363.1
2004,14,4,7,8,13,14,13.5,50.0,20.0,2,0,453203.06,3905373.1,453153.06,3905373.1
2004,14,5,7,8,12,14,13.0,40.0,30.0,3,0,453203.06,3905383.1,453163.06,3905383.1
2004,14,6,6,7,12,14,13.0,50.0,30.0,3,0,453213.06,3905393.1,453163.06,3905393.1
2004,14,7,6,7,12,14,13.0,50.0,30.0,3,0,453213.06,3905403.1,453163.06,3905403.1
2004,14,8,7,8,13,14,13.5,50.0,20.0,2,0,453213.06,3905413.1,453163.06,3905413.1
2004,14,9,7,8,13,14,13.5,50.0,20.0,2,0,453213.06,3905423.1,453163.06,3905423.1
2004,14,10,7,8,13,14,13.5,50.0,20.0,2,0,453213.06,3905433.1,453163.06,3905433.1
2004,14,11,6,7,12,14,13.0,50.0,30.0,3,0,453223.06,3905443.1,453173.06,3905443.1
2004,14,12,6,7,12,14,13.0,50.0,30.0,3,0,453223.06,3905453.1,453173.06,3905453.1
2004,14,13,7,8,13,14,13.5,50.0,20.0,2,0,453223.06,3905463.1,453173.06,3905463.1
2004,14,14,7,8,13,14,13.5,50.0,20.0,2,0,453223.06,3905473.1,453173.06,3905473.1
