year,topo_version,domain,profile,duneline_cell,interior_row0_cell,shift_m
1997,v3,4,13,37.83,37,-8.3
1997,v3,4,14,37.64,41,33.6
1997,v3,4,15,37.44,41,35.6
1997,v3,4,16,38.24,41,27.6
1997,v3,4,17,38.05,37,-10.5
1997,v3,4,18,37.85,41,31.5
1997,v3,4,19,37.66,37,-6.6
1997,v3,4,20,37.46,41,35.4
1997,v3,4,21,38.27,42,37.3
1997,v3,4,22,38.07,41,29.3
1997,v3,4,23,37.87,41,31.3
1997,v3,4,24,37.68,37,-6.8
1997,v3,4,25,38.48,41,25.2
1997,v3,4,26,38.27,41,27.3
1997,v3,4,27,38.0,40,20.0
1997,v3,4,28,37.73,40,22.7
1997,v3,4,29,37.47,40,25.3
1997,v3,4,30,38.2,41,28.0
1997,v3,4,31,37.93,41,30.7
1997,v3,4,32,37.66,40,23.4
1997,v3,4,33,37.39,36,-13.9
1997,v3,4,34,38.13,37,-11.3
1997,v3,4,35,37.86,37,-8.6
1997,v3,4,36,37.59,37,-5.9
1997,v3,4,37,37.32,37,-3.2
1997,v3,4,38,38.05,37,-10.5
1997,v3,4,39,37.79,37,-7.9
1997,v3,4,40,37.52,37,-5.2
1997,v3,4,41,37.25,37,-2.5
1997,v3,4,42,36.98,39,20.2
1997,v3,4,43,37.72,40,22.8
1997,v3,4,44,37.45,42,45.5
1997,v3,4,45,37.19,39,18.1
1997,v3,4,46,36.94,37,0.6
1997,v3,4,47,37.68,40,23.2
1997,v3,4,48,37.43,42,45.7
1997,v3,4,49,37.17,37,-1.7
1997,v3,5,0,33.24,34,7.6
1997,v3,5,1,32.99,38,50.1
1997,v3,5,2,32.9,36,31.0
1997,v3,5,3,33.84,38,41.6
1997,v3,5,4,33.68,36,23.2
1997,v3,5,5,34.28,37,27.2
1997,v3,5,6,33.88,34,1.2
1997,v3,5,7,33.48,34,5.2
1997,v3,5,8,34.08,38,39.2
1997,v3,5,9,33.68,34,3.2
1997,v3,5,10,33.28,34,7.2
1997,v3,5,11,33.88,37,31.2
1997,v3,5,12,33.53,35,14.7
1997,v3,5,13,34.36,36,16.4
1997,v3,5,14,34.19,38,38.1
1997,v3,5,15,34.03,37,29.7
1997,v3,5,16,34.86,37,21.4
1997,v3,5,17,34.69,37,23.1
1997,v3,5,18,34.48,36,15.2
1997,v3,5,19,35.19,37,18.1
1997,v3,5,20,34.9,36,11.0
1997,v3,5,21,35.61,37,13.9
1997,v3,5,22,35.32,38,26.8
1997,v3,5,23,35.03,36,9.7
1997,v3,5,24,35.74,37,12.6
1997,v3,5,25,35.45,36,5.5
1997,v3,5,26,35.16,36,8.4
1997,v3,5,27,35.87,37,11.3
1997,v3,5,28,35.58,37,14.2
1997,v3,5,29,36.25,38,17.5
1997,v3,5,30,35.82,37,11.8
1997,v3,5,31,35.39,36,6.1
1997,v3,5,32,35.96,37,10.4
1997,v3,5,33,35.52,36,4.8
1997,v3,5,34,35.09,36,9.1
1997,v3,5,35,35.66,37,13.4
1997,v3,5,36,35.23,36,7.7
1997,v3,5,37,35.79,37,12.1
1997,v3,5,38,35.36,37,16.4
1997,v3,5,39,34.93,37,20.7
1997,v3,5,40,35.5,38,25.0
1997,v3,5,41,35.07,36,9.3
1997,v3,5,42,34.64,36,13.6
1997,v3,5,43,35.22,36,7.8
1997,v3,5,44,34.8,36,12.0
1997,v3,5,45,35.38,37,16.2
1997,v3,5,46,34.95,36,10.5
1997,v3,5,47,34.53,39,44.7
1997,v3,5,48,35.11,37,18.9
1997,v3,5,49,34.69,37,23.1
1997,v3,6,0,25.98,22,-39.8
1997,v3,6,1,25.56,22,-35.6
1997,v3,6,2,26.13,22,-41.3
1997,v3,6,3,25.48,22,-34.8
1997,v3,6,4,25.84,22,-38.4
1997,v3,6,5,25.19,22,-31.9
1997,v3,6,6,24.54,22,-25.4
1997,v3,6,7,24.9,22,-29.0
1997,v3,6,8,23.22,22,-12.2
1997,v3,6,9,21.44,22,5.6
1997,v3,6,10,18.58,22,34.2
1997,v3,6,11,16.7,17,3.0
1997,v3,6,12,16.35,17,6.5
1997,v3,6,13,15.96,17,10.4
1997,v3,6,14,15.58,17,14.2
1997,v3,6,15,16.2,17,8.0
1997,v3,6,16,15.82,17,11.8
1997,v3,6,17,16.65,17,3.5
1997,v3,6,18,16.6,17,4.0
1997,v3,6,19,16.56,17,4.4
1997,v3,6,20,17.33,21,36.7
1997,v3,6,21,17.02,18,9.8
1997,v3,6,22,17.72,19,12.8
1997,v3,6,23,17.42,18,5.8
1997,v3,6,24,17.12,18,8.8
1997,v3,6,25,17.82,19,11.8
1997,v3,6,26,17.52,19,14.8
1997,v3,6,27,18.22,19,7.8
1997,v3,6,28,17.92,19,10.8
1997,v3,6,29,17.62,19,13.8
1997,v3,6,30,18.31,19,6.9
1997,v3,6,31,18.01,19,9.9
1997,v3,6,32,17.71,19,12.9
1997,v3,6,33,18.41,19,5.9
1997,v3,6,34,18.11,19,8.9
1997,v3,6,35,18.81,20,11.9
1997,v3,6,36,18.51,19,4.9
1997,v3,6,37,18.21,19,7.9
1997,v3,6,38,18.91,20,10.9
1997,v3,6,39,18.61,20,13.9
1997,v3,6,40,19.3,20,7.0
1997,v3,6,41,19.0,20,10.0
1997,v3,6,42,18.7,20,13.0
1997,v3,6,43,19.4,21,16.0
1997,v3,6,44,19.26,21,17.4
1997,v3,6,45,19.43,21,15.7
1997,v3,6,46,20.61,22,13.9
1997,v3,6,47,20.78,22,12.2
1997,v3,6,48,21.96,22,0.4
1997,v3,6,49,21.8,22,2.0
1997,v3,7,0,20.5,22,15.0
1997,v3,7,1,20.25,22,17.5
1997,v3,7,2,20.0,21,10.0
1997,v3,7,3,19.75,21,12.5
1997,v3,7,4,19.5,21,15.0
1997,v3,7,5,19.25,21,17.5
1997,v3,7,6,19.16,21,18.4
1997,v3,7,7,19.08,20,9.2
1997,v3,7,8,19.0,21,20.0
1997,v3,7,9,18.92,20,10.8
1997,v3,7,10,19.84,21,11.6
1997,v3,7,11,19.76,21,12.4
1997,v3,7,12,19.67,21,13.3
1997,v3,7,13,19.64,21,13.6
1997,v3,7,14,19.72,21,12.8
1997,v3,7,15,19.8,21,12.0
1997,v3,7,16,19.88,21,11.2
1997,v3,7,17,19.75,21,12.5
1997,v3,7,18,19.38,21,16.2
1997,v3,7,19,19.25,21,17.5
1997,v3,7,20,19.17,21,18.3
1997,v3,7,21,20.1,22,19.0
1997,v3,7,22,20.03,22,19.7
1997,v3,7,23,19.95,22,20.5
1997,v3,7,24,19.88,21,11.2
1997,v3,7,25,19.81,21,11.9
1997,v3,7,26,19.73,21,12.7
1997,v3,7,27,19.66,21,13.4
1997,v3,7,28,19.59,21,14.1
1997,v3,7,29,19.51,21,14.9
1997,v3,7,30,19.49,21,15.1
1997,v3,7,31,19.52,21,14.8
1997,v3,7,32,19.55,21,14.5
1997,v3,7,33,20.57,22,14.3
1997,v3,7,34,20.38,22,16.2
1997,v3,7,35,20.05,22,19.5
1997,v3,7,36,19.74,22,22.6
1997,v3,7,37,19.63,22,23.7
1997,v3,7,38,19.52,21,14.8
1997,v3,7,39,19.4,21,16.0
1997,v3,7,40,19.29,22,27.1
1997,v3,7,41,19.18,21,18.2
1997,v3,7,42,19.07,21,19.3
1997,v3,7,43,18.95,21,20.5
1997,v3,7,44,19.84,22,21.6
1997,v3,7,45,19.73,22,22.7
1997,v3,7,46,19.61,22,23.9
1997,v3,7,47,19.5,22,25.0
1997,v3,7,48,19.39,22,26.1
1997,v3,7,49,19.28,21,17.2
1997,v3,8,0,25.11,27,18.9
1997,v3,8,1,25.06,27,19.4
1997,v3,8,2,25.01,27,19.9
1997,v3,8,3,24.97,26,10.3
1997,v3,8,4,25.93,27,10.7
1997,v3,8,5,25.87,27,11.3
1997,v3,8,6,25.79,27,12.1
1997,v3,8,7,25.71,27,12.9
1997,v3,8,8,25.63,27,13.7
1997,v3,8,9,25.64,27,13.6
1997,v3,8,10,25.75,27,12.5
1997,v3,8,11,25.86,27,11.4
1997,v3,8,12,25.76,27,12.4
1997,v3,8,13,25.55,27,14.5
1997,v3,8,14,26.34,27,6.6
1997,v3,8,15,26.13,27,8.7
1997,v3,8,16,25.93,27,10.7
1997,v3,8,17,25.72,27,12.8
1997,v3,8,18,25.51,27,14.9
1997,v3,8,19,25.3,26,7.0
1997,v3,8,20,25.09,27,19.1
1997,v3,8,21,24.88,26,11.2
1997,v3,8,22,24.67,26,13.3
1997,v3,8,23,24.46,26,15.4
1997,v3,8,24,25.25,27,17.5
1997,v3,8,25,25.04,26,9.6
1997,v3,8,26,24.83,26,11.7
1997,v3,8,27,24.62,27,23.8
1997,v3,8,28,24.41,26,15.9
1997,v3,8,29,24.25,27,27.5
1997,v3,8,30,24.13,25,8.7
1997,v3,8,31,24.01,25,9.9
1997,v3,8,32,23.89,25,11.1
1997,v3,8,33,23.77,25,12.3
1997,v3,8,34,24.65,26,13.5
1997,v3,8,35,24.53,26,14.7
1997,v3,8,36,24.4,26,16.0
1997,v3,8,37,24.28,26,17.2
1997,v3,8,38,24.16,26,18.4
1997,v3,8,39,24.16,26,18.4
1997,v3,8,40,24.19,26,18.1
1997,v3,8,41,24.22,26,17.8
1997,v3,8,42,24.25,26,17.5
1997,v3,8,43,24.28,26,17.2
1997,v3,8,44,25.3,27,17.0
1997,v3,8,45,25.33,27,16.7
1997,v3,8,46,25.36,26,6.4
1997,v3,8,47,25.39,25,-3.9
1997,v3,8,48,25.24,26,7.6
1997,v3,8,49,25.04,26,9.6
1997,v3,9,0,21.99,23,10.1
1997,v3,9,1,21.79,22,2.1
1997,v3,9,2,21.59,22,4.1
1997,v3,9,3,21.39,22,6.1
1997,v3,9,4,21.18,22,8.2
1997,v3,9,5,20.98,22,10.2
1997,v3,9,6,21.78,23,12.2
1997,v3,9,7,21.58,23,14.2
1997,v3,9,8,21.38,23,16.2
1997,v3,9,9,21.19,23,18.1
1997,v3,9,10,21.23,23,17.7
1997,v3,9,11,21.27,23,17.3
1997,v3,9,12,21.31,22,6.9
1997,v3,9,13,21.14,22,8.6
1997,v3,9,14,21.9,23,11.0
1997,v3,9,15,21.66,22,3.4
1997,v3,9,16,21.42,23,15.8
1997,v3,9,17,21.18,23,18.2
1997,v3,9,18,20.94,23,20.6
1997,v3,9,19,20.77,23,22.3
1997,v3,9,20,20.62,22,13.8
1997,v3,9,21,20.48,22,15.2
1997,v3,9,22,21.34,23,16.6
1997,v3,9,23,21.2,23,18.0
1997,v3,9,24,21.05,23,19.5
1997,v3,9,25,20.96,23,20.4
1997,v3,9,26,21.08,23,19.2
1997,v3,9,27,21.21,23,17.9
1997,v3,9,28,21.33,23,16.7
1997,v3,9,29,21.46,23,15.4
1997,v3,9,30,22.24,23,7.6
1997,v3,9,31,22.0,23,10.0
1997,v3,9,32,21.76,23,12.4
1997,v3,9,33,21.52,23,14.8
1997,v3,9,34,21.28,23,17.2
1997,v3,9,35,21.04,23,19.6
1997,v3,9,36,20.89,23,21.1
1997,v3,9,37,20.92,23,20.8
1997,v3,9,38,21.94,23,10.6
1997,v3,9,39,21.97,23,10.3
1997,v3,9,40,22.0,23,10.0
1997,v3,9,41,21.81,23,11.9
1997,v3,9,42,21.52,23,14.8
1997,v3,9,43,21.23,23,17.7
1997,v3,9,44,20.94,23,20.6
1997,v3,9,45,20.65,22,13.5
1997,v3,9,46,21.36,23,16.4
1997,v3,9,47,21.35,23,16.5
1997,v3,9,48,21.42,23,15.8
1997,v3,9,49,21.49,23,15.1
1997,v3,10,0,21.79,23,12.1
1997,v3,10,1,21.49,23,15.1
1997,v3,10,2,21.2,22,8.0
1997,v3,10,3,20.9,22,11.0
1997,v3,10,4,21.61,23,13.9
1997,v3,10,5,21.31,23,16.9
1997,v3,10,6,21.02,23,19.8
1997,v3,10,7,20.87,21,1.3
1997,v3,10,8,20.75,22,12.5
1997,v3,10,9,20.63,22,13.7
1997,v3,10,10,21.51,23,14.9
1997,v3,10,11,21.39,23,16.1
1997,v3,10,12,21.27,23,17.3
1997,v3,10,13,21.15,23,18.5
1997,v3,10,14,21.02,23,19.8
1997,v3,10,15,20.85,22,11.5
1997,v3,10,16,21.68,23,13.2
1997,v3,10,17,21.51,24,24.9
1997,v3,10,18,21.33,23,16.7
1997,v3,10,19,21.16,23,18.4
1997,v3,10,20,21.18,23,18.2
1997,v3,10,21,21.26,23,17.4
1997,v3,10,22,22.35,24,16.5
1997,v3,10,23,22.3,24,17.0
1997,v3,10,24,22.15,23,8.5
1997,v3,10,25,22.0,23,10.0
1997,v3,10,26,21.86,23,11.4
1997,v3,10,27,21.63,23,13.7
1997,v3,10,28,22.4,24,16.0
1997,v3,10,29,22.16,24,18.4
1997,v3,10,30,21.93,21,-9.3
1997,v3,10,31,21.7,23,13.0
1997,v3,10,32,21.47,23,15.3
1997,v3,10,33,21.25,23,17.5
1997,v3,10,34,22.12,24,18.8
1997,v3,10,35,21.99,23,10.1
1997,v3,10,36,21.86,23,11.4
1997,v3,10,37,21.73,23,12.7
1997,v3,10,38,21.6,23,14.0
1997,v3,10,39,21.47,23,15.3
1997,v3,10,40,22.35,24,16.5
1997,v3,10,41,22.49,24,15.1
1997,v3,10,42,22.65,24,13.5
1997,v3,10,43,22.58,24,14.2
1997,v3,10,44,22.24,24,17.6
1997,v3,10,45,21.9,23,11.0
1997,v3,10,46,22.56,24,14.4
1997,v3,10,47,22.22,23,7.8
1997,v3,10,48,21.88,23,11.2
1997,v3,10,49,21.57,23,14.3
1997,v3,11,0,16.26,18,17.4
1997,v3,11,1,16.04,17,9.6
1997,v3,11,2,15.81,17,11.9
1997,v3,11,3,16.58,18,14.2
1997,v3,11,4,16.34,18,16.6
1997,v3,11,5,16.11,18,18.9
1997,v3,11,6,15.87,18,21.3
1997,v3,11,7,15.64,17,13.6
1997,v3,11,8,16.4,19,26.0
1997,v3,11,9,16.19,18,18.1
1997,v3,11,10,16.05,18,19.5
1997,v3,11,11,15.91,18,20.9
1997,v3,11,12,15.77,17,12.3
1997,v3,11,13,15.62,17,13.8
1997,v3,11,14,16.48,18,15.2
1997,v3,11,15,16.34,18,16.6
1997,v3,11,16,16.18,18,18.2
1997,v3,11,17,16.02,17,9.8
1997,v3,11,18,15.86,17,11.4
1997,v3,11,19,16.7,18,13.0
1997,v3,11,20,16.54,18,14.6
1997,v3,11,21,16.38,18,16.2
1997,v3,11,22,16.23,18,17.7
1997,v3,11,23,16.07,17,9.3
1997,v3,11,24,15.91,17,10.9
1997,v3,11,25,16.75,18,12.5
1997,v3,11,26,16.59,18,14.1
1997,v3,11,27,16.43,18,15.7
1997,v3,11,28,16.27,17,7.3
1997,v3,11,29,16.11,17,8.9
1997,v3,11,30,16.95,18,10.5
1997,v3,11,31,16.79,18,12.1
1997,v3,11,32,16.63,18,13.7
1997,v3,11,33,16.47,18,15.3
1997,v3,11,34,16.31,18,16.9
1997,v3,11,35,16.16,17,8.4
1997,v3,11,36,17.0,18,10.0
1997,v3,11,37,16.9,18,11.0
1997,v3,11,38,16.8,18,12.0
1997,v3,11,39,16.71,18,12.9
1997,v3,11,40,16.61,18,13.9
1997,v3,11,41,17.51,19,14.9
1997,v3,11,42,17.41,19,15.9
1997,v3,11,43,17.32,19,16.8
1997,v3,11,44,17.22,19,17.8
1997,v3,11,45,17.12,19,18.8
1997,v3,11,46,17.02,19,19.8
1997,v3,11,47,17.92,19,10.8
1997,v3,11,48,17.83,19,11.7
1997,v3,11,49,17.69,19,13.1
1997,v3,12,0,18.49,20,15.1
1997,v3,12,1,18.35,20,16.5
1997,v3,12,2,18.21,20,17.9
1997,v3,12,3,18.07,19,9.3
1997,v3,12,4,17.93,19,10.7
1997,v3,12,5,17.79,19,12.1
1997,v3,12,6,18.65,20,13.5
1997,v3,12,7,18.46,20,15.4
1997,v3,12,8,18.26,19,7.4
1997,v3,12,9,18.06,19,9.4
1997,v3,12,10,17.86,19,11.4
1997,v3,12,11,17.66,19,13.4
1997,v3,12,12,17.46,19,15.4
1997,v3,12,13,18.26,19,7.4
1997,v3,12,14,18.06,19,9.4
1997,v3,12,15,17.86,19,11.4
1997,v3,12,16,17.66,19,13.4
1997,v3,12,17,17.46,19,15.4
1997,v3,12,18,17.26,18,7.4
1997,v3,12,19,18.06,19,9.4
1997,v3,12,20,17.86,19,11.4
1997,v3,12,21,17.67,19,13.3
1997,v3,12,22,17.49,19,15.1
1997,v3,12,23,17.31,19,16.9
1997,v3,12,24,17.12,19,18.8
1997,v3,12,25,16.94,18,10.6
1997,v3,12,26,17.75,19,12.5
1997,v3,12,27,17.57,19,14.3
1997,v3,12,28,17.38,19,16.2
1997,v3,12,29,17.21,19,17.9
1997,v3,12,30,17.04,19,19.6
1997,v3,12,31,16.88,19,21.2
1997,v3,12,32,16.72,19,22.8
1997,v3,12,33,17.56,19,14.4
1997,v3,12,34,17.4,19,16.0
1997,v3,12,35,17.24,19,17.6
1997,v3,12,36,17.08,19,19.2
1997,v3,12,37,16.92,19,20.8
1997,v3,12,38,16.75,19,22.5
1997,v3,12,39,17.59,19,14.1
1997,v3,12,40,17.43,19,15.7
1997,v3,12,41,17.27,19,17.3
1997,v3,12,42,17.11,19,18.9
1997,v3,12,43,16.95,19,20.5
1997,v3,12,44,16.79,19,22.1
1997,v3,12,45,16.63,19,23.7
1997,v3,12,46,17.47,20,25.3
1997,v3,12,47,17.3,19,17.0
1997,v3,12,48,17.14,19,18.6
1997,v3,12,49,16.98,19,20.2
1997,v3,13,0,21.4,23,16.0
1997,v3,13,1,21.24,23,17.6
1997,v3,13,2,21.08,23,19.2
1997,v3,13,3,20.92,23,20.8
1997,v3,13,4,20.76,23,22.4
1997,v3,13,5,20.6,23,24.0
1997,v3,13,6,21.44,23,15.6
1997,v3,13,7,21.28,24,27.2
1997,v3,13,8,21.12,23,18.8
1997,v3,13,9,20.95,23,20.5
1997,v3,13,10,20.79,23,22.1
1997,v3,13,11,20.68,23,23.2
1997,v3,13,12,20.65,23,23.5
1997,v3,13,13,21.61,23,13.9
1997,v3,13,14,21.57,23,14.3
1997,v3,13,15,21.53,23,14.7
1997,v3,13,16,21.5,23,15.0
1997,v3,13,17,21.46,23,15.4
1997,v3,13,18,21.34,23,16.6
1997,v3,13,19,21.12,24,28.8
1997,v3,13,20,21.9,25,31.0
1997,v3,13,21,21.68,25,33.2
1997,v3,13,22,21.46,25,35.4
1997,v3,13,23,21.23,24,27.7
1997,v3,13,24,21.01,24,29.9
1997,v3,13,25,20.79,24,32.1
1997,v3,13,26,21.57,25,34.3
1997,v3,13,27,21.34,25,36.6
1997,v3,13,28,21.12,25,38.8
1997,v3,13,29,20.9,25,41.0
1997,v3,13,30,20.71,25,42.9
1997,v3,13,31,20.54,24,34.6
1997,v3,13,32,20.38,24,36.2
1997,v3,13,33,21.21,25,37.9
1997,v3,13,34,21.04,25,39.6
1997,v3,13,35,20.88,25,41.2
1997,v3,13,36,20.71,25,42.9
1997,v3,13,37,20.55,25,44.5
1997,v3,13,38,20.38,25,46.2
1997,v3,13,39,20.22,25,47.8
1997,v3,13,40,21.05,25,39.5
1997,v3,13,41,20.89,22,11.1
1997,v3,13,42,20.72,25,42.8
1997,v3,13,43,20.56,25,44.4
1997,v3,13,44,20.39,22,16.1
1997,v3,13,45,20.22,22,17.8
1997,v3,13,46,21.06,26,49.4
1997,v3,13,47,20.89,26,51.1
1997,v3,13,48,20.72,25,42.8
1997,v3,13,49,20.53,22,14.7
1997,v3,14,0,21.78,27,52.2
1997,v3,14,1,21.59,27,54.1
1997,v3,14,2,22.44,24,15.6
1997,v3,14,3,22.39,24,16.1
1997,v3,14,4,22.35,24,16.5
1997,v3,14,5,22.31,24,16.9
1997,v3,14,6,22.26,27,47.4
1997,v3,14,7,23.22,27,37.8
1997,v3,14,8,23.13,27,38.7
1997,v3,14,9,22.98,24,10.2
1997,v3,14,10,22.82,24,11.8
1997,v3,14,11,22.66,24,13.4
1997,v3,14,12,23.51,28,44.9
1997,v3,14,13,23.35,28,46.5
1997,v3,14,14,23.19,24,8.1
1997,v3,14,15,23.04,24,9.6
1997,v3,14,16,22.88,24,11.2
1997,v3,14,17,23.72,25,12.8
1997,v3,14,18,23.57,25,14.3
1997,v3,14,19,23.41,25,15.9
1997,v3,14,20,23.25,25,17.5
1997,v3,14,21,23.1,25,19.0
1997,v3,14,22,23.94,26,20.6
1997,v3,14,23,23.78,25,12.2
1997,v3,14,24,23.63,25,13.7
1997,v3,14,25,23.47,25,15.3
1997,v3,14,26,23.31,25,16.9
1997,v3,14,27,24.16,26,18.4
1997,v3,14,28,24.0,26,20.0
1997,v3,14,29,23.84,26,21.6
1997,v3,14,30,23.69,25,13.1
1997,v3,14,31,23.53,25,14.7
1997,v3,14,32,24.37,26,16.3
1997,v3,14,33,24.22,26,17.8
1997,v3,14,34,24.06,25,9.4
1997,v3,14,35,23.9,25,11.0
1997,v3,14,36,23.74,25,12.6
1997,v3,14,37,24.57,26,14.3
1997,v3,14,38,24.4,26,16.0
1997,v3,14,39,24.22,26,17.8
1997,v3,14,40,24.04,25,9.6
