gis_domain,change_rate_m_yr
1,0.4237586959908185
2,-0.08190329209128322
3,-0.11945215557170741
4,-0.15293045473927122
5,-0.5819671933285463
6,-1.2281861393178588
7,-1.1564715912626524
8,-0.9098229219521272
9,-0.8014732864000507
10,-0.7754336920402238
11,-0.8698681760407453
12,-0.749592949504222
13,-0.6926921074695201
14,-0.5888165905361348
15,-0.4056771219880829
16,-0.2558868063968475
17,-0.46592840167495525
18,-0.46678304074948757
19,-0.3161918652451277
20,-0.25438219362786185
21,-0.2963866405792942
22,-0.38757265790654855
23,-0.4726924996303751
24,-0.6012216702589285
25,-0.5774001402884096
26,-0.5269564661254662
27,-0.38948100646812234
28,-0.40295520559966463
29,-0.4013606001476546
30,-0.37754043447266666
31,-0.45844774625629725
32,-0.5906159435740846
33,-0.8225679339213456
34,-1.1085740510630786
35,-1.2745857783630528
36,-1.4894014110448552
37,-1.657942439852377
38,-1.6379045032774229
39,-1.5598176979789968
40,-1.4016631407182103
41,-1.2127897413899518
42,-1.0458417880283377
43,-0.9088278578607969
44,-0.8768906073815742
45,-0.7651959647047079
46,-0.6662337908700465
47,-0.6131673510736618
48,-0.5266319546764862
49,-0.4449116519580457
50,-0.3999518292821449
51,-0.3320945903001302
52,-0.23030980790463218
53,-0.14034494652723878
54,-0.155569946828291
55,-0.0735024823108688
56,0.02213672460411544
57,-0.040164796380668125
58,-0.09337698103272488
59,-0.06996800586894096
60,-0.19195422832708572
61,-0.21449738321516634
62,-0.3220617303752988
63,-0.3436351265830126
64,-0.3241600241563901
65,-0.40066150502607345
66,-0.4753373716158421
67,-0.7130664776334015
68,-1.044132171003821
69,-1.3479043558058947
70,-1.509253326423186
71,-1.7053834170964364
72,-1.9124651128203367
73,-2.0445762299413217
74,-2.051692316986464
75,-2.0611006806117076
76,-2.130359070340637
77,-2.2777071902011814
78,-2.516518492326577
79,-2.533005964314543
80,-2.4065404418603067
81,-2.235865810888845
82,-2.1040954010391943
83,-1.927318951458983
84,-1.9642903244675836
85,-1.9395958801756934
86,-1.8026236967461955
87,-1.7120705676467878
88,-1.7527580050288634
89,-1.8106283471080133
90,-1.9946431406709053
