domain_number,coastsat_loess_m_yr,endpoint_raw_m_yr,endpoint_loess_m_yr,cs_endpoint_raw_m_yr,cs_endpoint_loess_m_yr,model_endpoint_coastsat_m_yr,model_lrr_coastsat_m_yr,resid_lrr_coastsat_vs_coastsat_loess_m_yr,resid_endpoint_coastsat_vs_endpoint_raw_m_yr,resid_endpoint_coastsat_vs_endpoint_loess_m_yr,resid_endpoint_coastsat_vs_cs_endpoint_raw_m_yr,resid_endpoint_coastsat_vs_cs_endpoint_loess_m_yr,model_endpoint_dunemean3_m_yr,model_lrr_dunemean3_m_yr,resid_lrr_dunemean3_vs_coastsat_loess_m_yr,resid_endpoint_dunemean3_vs_endpoint_raw_m_yr,resid_endpoint_dunemean3_vs_endpoint_loess_m_yr,resid_endpoint_dunemean3_vs_cs_endpoint_raw_m_yr,resid_endpoint_dunemean3_vs_cs_endpoint_loess_m_yr,model_endpoint_duneraw_m_yr,model_lrr_duneraw_m_yr,resid_lrr_duneraw_vs_coastsat_loess_m_yr,resid_endpoint_duneraw_vs_endpoint_raw_m_yr,resid_endpoint_duneraw_vs_endpoint_loess_m_yr,resid_endpoint_duneraw_vs_cs_endpoint_raw_m_yr,resid_endpoint_duneraw_vs_cs_endpoint_loess_m_yr
11,3.236884642180295,0.92,0.35561553501411713,3.023,2.396557270936168,1.2683939354113003,0.9241212888624676,-2.3127633533178273,0.34839393541130026,0.9127784003971832,-1.7546060645886998,-1.128163335524868,0.5620670479975161,0.189578315698697,-3.047306326481598,-0.357932952002484,0.20645151298339892,-2.460932952002484,-1.8344902229386522,0.5411893279321832,0.1687154214436919,-3.0681692207366034,-0.3788106720678168,0.18557379291806608,-2.481810672067817,-1.8553679430039849
12,3.3690454569774873,1.612,0.7775308866688134,3.311,2.5661789999073177,1.2925362856783198,0.8568838801198597,-2.5121615768576273,-0.3194637143216803,0.5150053990095064,-2.01846371432168,-1.2736427142289979,0.7691321027826105,0.3240757377685139,-3.0449697192089733,-0.8428678972173896,-0.008398783886202965,-2.5418678972173896,-1.7970468971247073,0.753867032216866,0.3088536525702376,-3.06019180440725,-0.8581329677831341,-0.023663854451947408,-2.557132967783134,-1.8123119676904516
13,3.3925428442349346,1.36,1.0270972777151,2.943,2.5277184029434068,1.0516085597532114,0.736802971207968,-2.655739873026967,-0.30839144024678866,0.02451128203811148,-1.8913914402467886,-1.4761098431901953,0.6686192095276056,0.3567869870461133,-3.0357558571888212,-0.6913807904723945,-0.3584780681874944,-2.2743807904723945,-1.8590991934158012,0.6575121169835256,0.3457795972818055,-3.046763246953129,-0.7024878830164745,-0.3695851607315743,-2.2854878830164744,-1.8702062859598811
14,3.29409094146125,1.299,1.1575656991800773,2.712,2.235512832602653,0.7314506024913499,0.5588446013096655,-2.7352463401515843,-0.5675493975086501,-0.4261150966887275,-1.9805493975086503,-1.5040622301113031,0.4543686187276502,0.292825039606258,-3.001265901854992,-0.8446313812723497,-0.7031970804524271,-2.25763138127235,-1.7811442138750029,0.4462939602438252,0.2849259855608967,-3.0091649559003533,-0.8527060397561748,-0.7112717389362522,-2.265706039756175,-1.7892188723588278
15,3.2118373928211086,1.39,1.2277685060426031,1.839,1.8815127393622881,0.3100289851566101,0.3503909662096333,-2.8614464266114754,-1.0799710148433899,-0.9177395208859931,-1.52897101484339,-1.571483754205678,0.1118210494845958,0.1645079253044908,-3.047329467516618,-1.2781789505154042,-1.1159474565580074,-1.7271789505154043,-1.7696916898776924,0.1060956999182443,0.1588752943620144,-3.052962098459094,-1.2839043000817556,-1.1216728061243588,-1.7329043000817557,-1.7754170394440438
16,3.2007110073578255,-0.069,1.3042802284762849,0.815,1.621001677462549,0.2201600784436388,-0.0114653689440669,-3.2121763763018922,0.2891600784436388,-1.084120150032646,-0.5948399215563611,-1.4008415990189103,0.0808541894476937,-0.1393634145572072,-3.3400744219150327,0.1498541894476937,-1.2234260390285912,-0.7341458105523062,-1.5401474880148553,0.0766873496948911,-0.1432987617604407,-3.344009769118266,0.1456873496948911,-1.227592878781394,-0.7383126503051088,-1.5443143277676579
17,3.1710913463906314,1.57,1.3850748574017853,0.427,1.4725538078064815,-0.0526982331508146,-0.148713015213097,-3.3198043616037283,-1.6226982331508146,-1.4377730905525998,-0.4796982331508146,-1.525252040957296,-0.1488644649450309,-0.2354280611505702,-3.4065194075412015,-1.7188644649450309,-1.533939322346816,-0.5758644649450309,-1.6214182727515123,-0.1517884234243476,-0.2381469703700802,-3.4092383167607117,-1.7217884234243477,-1.5368632808261329,-0.5787884234243476,-1.624342231230829
18,2.9961748375359973,1.513,1.335235474627751,1.364,1.2608355029514091,-0.2178407806055215,-0.2563901496384788,-3.252564987174476,-1.7308407806055215,-1.5530762552332726,-1.5818407806055217,-1.4786762835569307,-0.28450466486642,-0.3148639426706664,-3.3110387802066636,-1.79750466486642,-1.619740139494171,-1.64850466486642,-1.5453401678178291,-0.2865460774117829,-0.3167228431738313,-3.3128976807098285,-1.7995460774117829,-1.621781552039534,-1.650546077411783,-1.547381580363192
19,2.655620248756481,2.341,1.083593885445271,2.743,0.9384834840788147,-0.1021948652067814,-0.3091972008296266,-2.9648174495861075,-2.4431948652067814,-1.1857887506520524,-2.845194865206781,-1.040678349285596,-0.1477458902730047,-0.3481530166420898,-3.003773265398571,-2.488745890273005,-1.2313397757182756,-2.8907458902730045,-1.0862293743518194,-0.149159737653073,-0.3494097581980049,-3.005030006954486,-2.490159737653073,-1.2327536230983438,-2.8921597376530728,-1.0876432217318877
20,2.184977454364692,2.055,0.6165346083255095,3.041,0.636152068543249,0.1264732545574328,-0.3478060949233105,-2.5327835492880024,-1.9285267454425674,-0.49006135376807675,-2.914526745442567,-0.5096788139858162,0.0958111660711438,-0.3734379653841097,-2.5584154197488016,-1.9591888339288563,-0.5207234422543657,-2.945188833928856,-0.5403409024721052,0.0948435565152457,-0.3742769671511319,-2.559254421515824,-1.9601564434847545,-0.5216910518102639,-2.946156443484754,-0.5413085120280033
21,1.6955095516615295,0.516,-0.06712688270505648,-0.209,0.34284319756530063,-0.2379290273356673,-0.2330176106012103,-1.9285271622627398,-0.7539290273356674,-0.1708021446306108,-0.028929027335667296,-0.5807722249009679,-0.2584729644972218,-0.2497417797723721,-1.9452513314339015,-0.7744729644972218,-0.1913460817921653,-0.0494729644972218,-0.6013161620625225,-0.2591320630379933,-0.2502965067094916,-1.945806058371021,-0.7751320630379933,-0.19200518033293681,-0.05013206303799331,-0.601975260603294
22,1.2278082185996886,-1.733,-0.7584977386565681,-1.579,-0.09001192477047773,-0.1797639763922884,-0.3259583425893813,-1.5537665611890699,1.5532360236077116,0.5787337622642797,1.3992360236077115,-0.08975205162181066,-0.1933683669753268,-0.3367474946801226,-1.5645557132798111,1.5396316330246733,0.5651293716812413,1.3856316330246732,-0.10335644220484907,-0.1938117564626996,-0.3371096958704869,-1.5649179144701755,1.5391882435373005,0.5646859821938686,1.3851882435373004,-0.10379983169222187
23,0.7736593384215031,-3.176,-1.2107987187555593,-0.977,-0.5696593084130661,-0.1678079629135546,-0.4141064411266653,-1.1877657795481684,3.0081920370864457,1.0429907558420046,0.8091920370864454,0.4018513454995115,-0.1767169240582526,-0.4209905204569372,-1.1946498588784404,2.9992830759417477,1.0340817946973067,0.8002830759417474,0.39294238435481355,-0.1770114968746514,-0.4212241274477304,-1.1948834658692336,2.9989885031253487,1.0337872218809079,0.7999885031253486,0.3926478115384147
24,0.4588999554235893,-2.793,-1.3695080663899664,-0.431,-0.7842707524477298,-0.2329852873382541,-0.4773478146013425,-0.9362477700249319,2.560014712661746,1.1365227790517123,0.1980147126617459,0.5512854651094757,-0.2387523742358358,-0.4816907582044047,-0.9405907136279941,2.554247625764164,1.1307556921541306,0.19224762576416418,0.545518378211894,-0.2389455371537354,-0.4818395476181727,-0.940739503041762,2.5540544628462647,1.130562529236231,0.1920544628462646,0.5453252152939945
25,0.4531407442667074,-3.04,-1.2203985898422625,-1.362,-0.6434750204757733,-0.2466900482318773,-0.4911519414823399,-0.9442926857490473,2.793309951768123,0.9737085416103852,1.1153099517681229,0.39678497224389603,-0.2503813313764372,-0.493861935282243,-0.9470026795489503,2.7896186686235627,0.9700172584658253,1.111618668623563,0.3930936890993361,-0.2505063883511736,-0.4939555665292343,-0.9470963107959417,2.7894936116488265,0.9698922014910889,1.1114936116488265,0.3929686321245997
26,0.7332454190990217,-0.907,-0.7077012260534852,-0.884,-0.1911029112383596,-0.0883204142330994,-0.4420819167264612,-1.175327335825483,0.8186795857669006,0.6193808118203857,0.7956795857669006,0.1027824970052602,-0.0906568750711552,-0.4437550125082335,-1.1770004316072553,0.8163431249288449,0.61704435098233,0.7933431249288448,0.10044603616720439,-0.0907368338329044,-0.4438132499997058,-1.1770586690987275,0.8162631661670956,0.6169643922205807,0.7932631661670956,0.1003660774054552
27,1.1613082917450879,0.14,0.04208812260714183,-0.927,0.3911325018594019,-0.1977530414687862,-0.4459240658186665,-1.6072323575637544,-0.3377530414687862,-0.23984116407592804,0.7292469585312138,-0.5888855433281881,-0.1992159405463098,-0.4469462909514232,-1.6082545826965111,-0.3392159405463098,-0.24130406315345165,0.7277840594536902,-0.5903484424057117,-0.1992664494800919,-0.4469821058278779,-1.6082903975729659,-0.3392664494800919,-0.2413545720872337,0.7277335505199082,-0.5903989513394938
28,1.5104155082444068,2.361,0.7676622087519652,2.605,0.8312771603085226,-0.5479550135562802,-0.5503688056281208,-2.060784313872528,-2.9089550135562803,-1.3156172223082454,-3.15295501355628,-1.3792321738648028,-0.5488626341996549,-0.550987565981455,-2.0614030742258618,-2.909862634199655,-1.31652484295162,-3.1538626341996547,-1.3801397945081775,-0.5488942140400468,-0.5510093684072107,-2.0614248766516177,-2.909894214040047,-1.316556422792012,-3.1538942140400468,-1.3801713743485693
29,1.7993744107981477,2.671,1.3700357930628448,4.18,1.2279211101781056,-0.3667499360388839,-0.7987153339926965,-2.598089744790844,-3.0377499360388835,-1.7367857291017288,-4.546749936038884,-1.5946710462169895,-0.3673046382108233,-0.7990853206479976,-2.5984597314461455,-3.038304638210823,-1.7373404312736682,-4.547304638210823,-1.595225748388929,-0.3673240712578263,-0.7990984229995732,-2.5984728337977208,-3.038324071257826,-1.7373598643206711,-4.547324071257826,-1.5952451814359319
30,2.1866859747150498,1.522,1.7719564962115837,3.533,1.6592825528251804,-0.8412475190291714,-0.987698860995475,-3.1743848357105247,-2.3632475190291715,-2.613204015240755,-4.374247519029171,-2.5005300718543517,-0.8415830297907243,-0.9879179625232446,-3.1746039372382944,-2.3635830297907243,-2.6135395260023078,-4.374583029790724,-2.500865582615905,-0.8415948544262781,-0.9879257554476932,-3.1746117301627432,-2.363594854426278,-2.613551350637862,-4.374594854426278,-2.5008774072514584
31,2.549913819639594,1.799,1.8977403702179636,1.696,1.9790077629719447,-0.903025194559502,-1.0097048823546797,-3.5596187019942738,-2.7020251945595017,-2.800765564777466,-2.599025194559502,-2.8820329575314467,-0.9032260998274068,-1.0098334345595563,-3.5597472541991504,-2.702226099827407,-2.8009664700453705,-2.5992260998274066,-2.8822338627993513,-0.9032332174313394,-1.009838024040994,-3.559751843680588,-2.7022332174313393,-2.800973587649303,-2.5992332174313395,-2.8822409804032842
32,2.7513858990076807,2.64,1.7601584486677218,1.365,2.0444193401569395,-0.9867096827556452,-1.1230633667210643,-3.874449265728745,-3.6267096827556453,-2.746868131423367,-2.3517096827556454,-3.0311290229125847,-0.9868287770964992,-1.1231380963749482,-3.8745239953826287,-3.6268287770964993,-2.746987225764221,-2.3518287770964994,-3.0312481172534387,-0.9868330153327146,-1.1231407728621263,-3.8745266718698073,-3.6268330153327146,-2.7469914640004363,-2.3518330153327147,-3.031252355489654
33,2.8231078116192765,2.159,1.5086521487373274,1.306,2.096885017371821,-1.2087688868862512,-1.2632946114359846,-4.086402423055262,-3.367768886886251,-2.7174210356235786,-2.514768886886251,-3.3056539042580724,-1.2088387916661043,-1.2633376634199462,-4.0864454750392225,-3.367838791666104,-2.7174909404034318,-2.5148387916661044,-3.3057238090379255,-1.208841288963153,-1.263339209503496,-4.086447021122773,-3.367841288963153,-2.7174934377004805,-2.514841288963153,-3.305726306334974
34,2.714771941450233,0.945,1.24176497302579,3.021,2.1254655229362394,-1.587770739107977,-1.468935562943002,-4.183707504393235,-2.532770739107977,-2.829535712133767,-4.608770739107976,-3.7132362620442163,-1.5878113787847334,-1.4689601488950343,-4.183732090345267,-2.5328113787847335,-2.8295763518105232,-4.608811378784734,-3.713276901720973,-1.5878128353350414,-1.46896103379312,-4.183732975243354,-2.5328128353350414,-2.829577808360831,-4.6088128353350415,-3.713278358271281
35,2.513504415669887,0.579,0.9450386661366561,2.72,2.040267867307258,-1.7217220427761015,-1.6048068705264649,-4.118311286196352,-2.3007220427761013,-2.666760708912758,-4.441722042776101,-3.7619899100833596,-1.721745447693138,-1.6048207909148131,-4.1183252065847,-2.3007454476931377,-2.6667841138297943,-4.441745447693139,-3.762013315000396,-1.721746288816186,-1.604821292841021,-4.118325708510908,-2.3007462888161863,-2.666784954952842,-4.441746288816186,-3.762014156123444
36,2.2572189170919974,0.55,0.6246557317407608,2.928,1.733700332667068,-1.878760107729639,-1.7319916936371331,-3.9892106107291303,-2.428760107729639,-2.5034158394704,-4.806760107729639,-3.612460440396707,-1.878773465244584,-1.7319995103213457,-3.989218427413343,-2.428773465244584,-2.503429196985345,-4.806773465244584,-3.612473797911652,-1.8787739463519495,-1.7319997925668469,-3.9892187096588443,-2.4287739463519493,-2.5034296780927106,-4.806773946351949,-3.6124742790190174
37,1.8975199129253666,0.153,0.34452188276616924,1.599,1.2901147531321284,-2.0110032693220483,-1.8098925405825268,-3.707412453507893,-2.1640032693220483,-2.3555251520882177,-3.610003269322048,-3.301118022454177,-2.011010826112397,-1.8098968948001712,-3.707416807725538,-2.164010826112397,-2.3555327088785663,-3.610010826112397,-3.301125579244525,-2.011011098774361,-1.8098970521906568,-3.7074169651160234,-2.164011098774361,-2.3555329815405304,-3.610011098774361,-3.301125851906489
38,1.4688442844357124,0.482,0.17011086027833852,-0.749,0.837441577865715,-1.969058759553653,-1.80723886752137,-3.2760831519570823,-2.451058759553653,-2.1391696198319914,-1.2200587595536532,-2.806500337419368,-1.9690629988142196,-1.8072412743713948,-3.2760855588071074,-2.4510629988142196,-2.139173859092558,-1.2200629988142198,-2.806504576679935,-1.9690631519845607,-1.80724136143738,-3.276085645873092,-2.4510631519845605,-2.1391740122628993,-1.2200631519845606,-2.8065047298502757
39,1.0939567363136813,-0.055,0.0766995517081405,-0.98,0.40742164130064734,-1.8406318659830765,-1.7179250752513135,-2.811881811564995,-1.7856318659830765,-1.917331417691217,-0.8606318659830765,-2.248053507283724,-1.8406342253443395,-1.7179263960324946,-2.8118831323461757,-1.7856342253443396,-1.91733377705248,-0.8606342253443395,-2.248055866644987,-1.8406343106784595,-1.717926443834038,-2.8118831801477193,-1.7856343106784596,-1.9173338623866,-0.8606343106784595,-2.248055951979107
40,0.8323058490081932,-0.71,0.0012871080935338217,-0.129,0.06190775484381551,-1.5876524447282594,-1.5523446841605495,-2.3846505331687426,-0.8776524447282594,-1.588939552821793,-1.4586524447282594,-1.649560199572075,-1.587653747820306,-1.5523454038849975,-2.3846512528931907,-0.8776537478203061,-1.5889408559138398,-1.458653747820306,-1.6495615026641217,-1.587653794985142,-1.5523454299396708,-2.3846512789478638,-0.877653794985142,-1.5889409030786756,-1.458653794985142,-1.6495615498289575
41,0.6460567052851268,0.123,-0.06827056746091792,0.822,-0.15332203808992495,-1.2971953852287956,-1.3528139528525378,-1.9988706581376645,-1.4201953852287956,-1.2289248177678778,-2.1191953852287955,-1.1438733471388707,-1.2971960999096024,-1.3528143425406058,-1.9988710478257325,-1.4201960999096024,-1.2289255324486845,-2.1191960999096024,-1.1438740618196774,-1.2971961257909632,-1.3528143566492543,-1.998871061934381,-1.4201961257909632,-1.2289255583300454,-2.119196125790963,-1.1438740877010383
42,0.43876806674904245,0.36,-0.13734212420178116,-0.634,-0.3064467761707579,-1.0880338670402645,-1.1679245536694045,-1.606692620418447,-1.4480338670402646,-0.9506917428384833,-0.4540338670402645,-0.7815870908695066,-1.0880342567744654,-1.1679247635817969,-1.6066928303308394,-1.4480342567744655,-0.9506921325726843,-0.4540342567744654,-0.7815874806037075,-1.0880342708969692,-1.1679247711839094,-1.6066928379329517,-1.4480342708969691,-0.9506921466951881,-0.45403427089696924,-0.7815874947262114
43,0.2009087161354103,-0.539,-0.21551103473548405,0.297,-0.5323133081739381,-0.9741095423141816,-1.004544758199256,-1.2054534743346663,-0.43510954231418153,-0.7585985075786975,-1.2711095423141816,-0.4417962341402435,-0.9741097546526102,-1.0045448712336045,-1.2054535873690149,-0.43510975465261015,-0.7585987199171261,-1.2711097546526102,-0.4417964464786721,-0.9741097623592784,-1.0045448753321131,-1.2054535914675235,-0.43510976235927834,-0.7585987276237943,-1.2711097623592784,-0.4417964541853403
44,0.015561646351602634,-0.114,-0.3212413901128731,-0.781,-0.7977308240871009,-0.8123267700494969,-0.8300231773594571,-0.8455848237110597,-0.698326770049497,-0.4910853799366238,-0.03132677004949691,-0.014595945962395995,-0.8123268874213474,-0.8300232391576311,-0.8455848855092337,-0.6983268874213474,-0.4910854973084743,-0.03132688742134737,-0.014596063334246456,-0.8123268917049374,-0.8300232414100254,-0.845584887761628,-0.6983268917049374,-0.4910855015920643,-0.03132689170493741,-0.014596067617836495
45,-0.09996931296227497,-0.214,-0.40518755792668404,-1.74,-1.0475663883138142,-0.5950773402834914,-0.6366108996757729,-0.5366415867134979,-0.3810773402834914,-0.1898897823568073,1.1449226597165088,0.45248904803032286,-0.5950774093693586,-0.6366109357050197,-0.5366416227427447,-0.38107740936935863,-0.18988985144267456,1.1449225906306415,0.4524889789444556,-0.5950774119355628,-0.6366109370410903,-0.5366416240788153,-0.3810774119355629,-0.1898898540088788,1.1449225880644371,0.45248897637825136
46,-0.22127169776586103,-0.939,-0.40363807380611194,-1.784,-1.245872781394279,-0.485415596833913,-0.4892228131000203,-0.2679511153341593,0.45358440316608695,-0.08177752302780106,1.2985844031660871,0.7604571845603659,-0.4854156456770267,-0.4892228384820118,-0.2679511407161508,0.4535843543229732,-0.08177757187091478,1.2985843543229734,0.7604571357172523,-0.4854156475695553,-0.4892228394640205,-0.2679511416981595,0.45358435243044465,-0.08177757376344336,1.2985843524304448,0.7604571338247237
47,-0.39407069113296306,-1.229,-0.3357457459374098,-1.415,-1.3218332639277546,-0.4141582663427731,-0.3507694202623804,0.043301270870582664,0.814841733657227,-0.07841252040536328,1.0008417336572268,0.9076749975849815,-0.4141583150316624,-0.3507694457041531,0.043301245428809976,0.8148416849683378,-0.0784125690942526,1.0008416849683377,0.9076749488960922,-0.4141583170295624,-0.3507694467476163,0.04330124438534677,0.8148416829704377,-0.0784125710921526,1.0008416829704376,0.9076749468981922
48,-0.5910962525471856,0.088,-0.27009671708311733,-1.105,-1.2045326002054422,-0.2102540954744784,-0.1870110365028175,0.4040852160443681,-0.2982540954744784,0.05984262160863893,0.8947459045255216,0.9942785047309638,-0.2102541636374683,-0.1870110726252805,0.40408517992190507,-0.29825416363746826,0.05984255344564904,0.8947458363625317,0.9942784365679739,-0.2102541665462922,-0.1870110741663395,0.40408517838084607,-0.2982541665462922,0.059842550536825134,0.8947458334537077,0.9942784336591499
49,-0.7829236457384589,0.299,-0.23540688837018542,-1.824,-0.9949353555435486,-0.0510613867121979,-0.04798445000657,0.7349391957318888,-0.3500613867121979,0.18434550165798752,1.7729386132878022,0.9438739688313507,-0.0510615010549112,-0.0479845115084998,0.734939134229959,-0.3500615010549112,0.18434538731527422,1.772938498945089,0.9438738544886374,-0.0510615060152953,-0.0479845141735523,0.7349391315649065,-0.3500615060152953,0.18434538235489012,1.7729384939847048,0.9438738495282533
50,-0.968963258466049,0.176,-0.25938508215741496,-0.548,-0.8669561110037739,0.0777545959772396,0.0752884600634806,1.0442517185295297,-0.09824540402276039,0.33713967813465456,0.6257545959772397,0.9447107069810134,0.0777543920949028,0.0752883488587037,1.0442516073247528,-0.09824560790509719,0.3371394742523178,0.6257543920949028,0.9447105030986767,0.0777543831987454,0.0752883440128892,1.0442516024789383,-0.09824561680125458,0.33713946535616035,0.6257543831987454,0.9447104942025193
51,-1.1608800870977845,0.229,-0.40188290405046045,0.508,-0.835277874451242,0.2137113796612279,0.1873870594874231,1.3482671465852076,-0.015288620338772096,0.6155942837116883,-0.2942886203387721,1.04898925411247,0.2137110111794495,0.1873868557437511,1.3482669428415355,-0.01528898882055052,0.6155939152299099,-0.29428898882055055,1.0489888856306915,0.2137109950645026,0.187386846846226,1.3482669339440105,-0.015289004935497397,0.6155938991149631,-0.29428900493549737,1.0489888695157445
52,-1.27757750601269,-0.944,-0.6281620303713253,-0.45,-0.820895566182333,0.2070408134513854,0.2423355310139658,1.5199130370266558,1.1510408134513854,0.8352028438227107,0.6570408134513854,1.0279363796337184,0.2070401485114936,0.2423351582136237,1.5199126642263137,1.1510401485114936,0.835202178882819,0.6570401485114936,1.0279357146938266,0.2070401193954499,0.242335141913921,1.519912647926611,1.1510401193954498,0.8352021497667752,0.6570401193954499,1.0279356855777828
53,-1.2361425118414346,-1.193,-0.7880987126269167,-1.3,-0.8187722845431006,0.2970666970129189,0.2997102080903408,1.5358527199317755,1.490066697012919,1.0851654096398355,1.5970666970129188,1.1158389815560195,0.2970655042086686,0.2997095296588664,1.535852041500301,1.4900655042086686,1.0851642168355853,1.5970655042086688,1.1158377887517692,0.2970654519303934,0.2997094999700446,1.5358520118114791,1.4900654519303935,1.08516416455731,1.5970654519303935,1.115837736473494
54,-1.0439425594071137,-1.491,-0.8043257565647556,-1.644,-0.8609239643020713,0.2302360747827541,0.2940892503589622,1.338031809766076,1.7212360747827542,1.0345618313475096,1.874236074782754,1.0911600390848255,0.2302339519956149,0.2940880247026047,1.3380305841097184,1.721233951995615,1.0345597085603704,1.8742339519956148,1.091157916297686,0.2302338588790787,0.2940879710220336,1.3380305304291473,1.7212338588790788,1.0345596154438343,1.8742338588790786,1.09115782318115
