domain_number,coastsat_loess_m_yr,endpoint_raw_m_yr,endpoint_loess_m_yr,cs_endpoint_raw_m_yr,cs_endpoint_loess_m_yr,model_endpoint_coastsat_m_yr,model_lrr_coastsat_m_yr,resid_lrr_coastsat_vs_coastsat_loess_m_yr,resid_endpoint_coastsat_vs_endpoint_raw_m_yr,resid_endpoint_coastsat_vs_endpoint_loess_m_yr,resid_endpoint_coastsat_vs_cs_endpoint_raw_m_yr,resid_endpoint_coastsat_vs_cs_endpoint_loess_m_yr,model_endpoint_dunemean3_m_yr,model_lrr_dunemean3_m_yr,resid_lrr_dunemean3_vs_coastsat_loess_m_yr,resid_endpoint_dunemean3_vs_endpoint_raw_m_yr,resid_endpoint_dunemean3_vs_endpoint_loess_m_yr,resid_endpoint_dunemean3_vs_cs_endpoint_raw_m_yr,resid_endpoint_dunemean3_vs_cs_endpoint_loess_m_yr,model_endpoint_duneraw_m_yr,model_lrr_duneraw_m_yr,resid_lrr_duneraw_vs_coastsat_loess_m_yr,resid_endpoint_duneraw_vs_endpoint_raw_m_yr,resid_endpoint_duneraw_vs_endpoint_loess_m_yr,resid_endpoint_duneraw_vs_cs_endpoint_raw_m_yr,resid_endpoint_duneraw_vs_cs_endpoint_loess_m_yr
42,-0.9160272920505467,-0.811,-0.9984738655130233,-1.291,-0.8946871460195908,-0.8019000375832548,-0.8570810719697596,0.05894622008078709,0.009099962416745266,0.19657382792976852,0.48909996241674514,0.09278710843633597,-0.8018256715708049,-0.856628719036462,0.05939857301408469,0.009174328429195189,0.19664819394221844,0.48917432842919506,0.0928614744487859,-0.8018180239250796,-0.8566245896548466,0.05940270239570011,0.00918197607492044,0.1966558415879437,0.4891819760749203,0.09286912209451115
43,-0.6524085117498778,-0.717,-1.1490079041499912,-0.563,-0.7022261571929864,-0.631372558237581,-0.7156024012029057,-0.06319388945302795,0.08562744176241899,0.5176353459124102,-0.06837255823758104,0.07085359895540544,-0.6304643909395964,-0.7149868364553691,-0.0625783247054913,0.08653560906040358,0.5185435132103948,-0.06746439093959644,0.07176176625339004,-0.6304596924515863,-0.7149843462870039,-0.06257583453712612,0.08654030754841369,0.5185482116984049,-0.06745969245158634,0.07176646474140014
44,-0.43626993781370577,-1.314,-1.294062011966179,-0.485,-0.4890805892932207,-0.5687277879873364,-0.5979151286617376,-0.1616451908480318,0.7452722120126637,0.7253342239788426,-0.08372778798733638,-0.07964719869411568,-0.5683143630576524,-0.5973811394271584,-0.16111120161345266,0.7456856369423477,0.7257476489085266,-0.08331436305765239,-0.07923377376443169,-0.568311468363845,-0.5973796328285378,-0.16110969501483202,0.745688531636155,0.7257505436023339,-0.08331146836384506,-0.07923087907062437
45,-0.3436722085162621,-1.826,-1.4685599281001955,-0.096,-0.3242149226832956,-0.432576850107489,-0.4720127488172772,-0.12834054030101505,1.3934231498925111,1.0359830779927066,-0.33657685010748895,-0.10836192742419337,-0.4324090320602408,-0.4715227866822964,-0.1278505781660343,1.3935909679397593,1.0361508960399548,-0.33640903206024075,-0.10819410937694518,-0.4324072109857297,-0.4715218547767129,-0.12784964626045076,1.3935927890142703,1.0361527171144658,-0.3364072109857297,-0.1081922883024341
46,-0.422796296640088,-1.803,-1.7301802201652507,0.061,-0.2882879696721664,-0.3197292428880246,-0.3583896286123637,0.06440666802772432,1.4832707571119754,1.4104509772772262,-0.3807292428880246,-0.03144127321585821,-0.3182763750271988,-0.3576988704173729,0.06509742622271508,1.484723624972801,1.411903845138052,-0.3792763750271988,-0.029988405355032388,-0.3182751537929107,-0.3576982532453254,0.0650980433947626,1.4847248462070892,1.41190506637234,-0.3792751537929107,-0.029987184120744304
47,-0.63146782453629,-1.662,-2.1124745317925706,0.234,-0.391508661423283,-0.2475775126834378,-0.2588301025550563,0.37263772198123374,1.414422487316562,1.8648970191091327,-0.48157751268343785,0.1439311487398452,-0.2467087190233542,-0.2583204279676369,0.37314739656865314,1.4152912809766458,1.8657658127692165,-0.4807087190233542,0.1447999423999288,-0.2467077732543657,-0.258319950187752,0.373147874348538,1.4152922267456343,1.865766758538205,-0.4807077732543657,0.1448008881689173
48,-0.9125804402358048,-1.692,-2.593941933266048,-0.278,-0.5912156796566997,-0.1494944288538136,-0.1605414351040529,0.7520390051317518,1.5425055711461864,2.4444475044122345,0.12850557114618644,0.44172125080288616,-0.1493235299158186,-0.1602887225331285,0.7522917177026762,1.5426764700841813,2.4446184033502294,0.12867647008418143,0.44189214974088115,-0.1493226077714098,-0.1602882482399353,0.7522921919958695,1.5426773922285901,2.4446193254946382,0.12867739222859023,0.4418930718852899
49,-1.2200919126317276,-2.678,-3.140875577829891,-1.291,-0.825565863373859,-0.0615548121699248,-0.0712363492574892,1.1488555633742383,2.616445187830075,3.079320765659966,1.2294451878300752,0.7640110512039342,-0.0626319158717706,-0.071300347917118,1.1487915647146096,2.6153680841282294,3.0782436619581204,1.2283680841282294,0.7629339475020883,-0.0626307794319473,-0.0712997461931075,1.14879216643862,2.6153692205680525,3.0782447983979435,1.2283692205680525,0.7629350839419117
50,-1.4663657626676865,-4.099,-3.7229825888116537,-1.224,-1.0358719573076558,-0.0134328106123575,0.0095352160937224,1.4759009787614088,4.085567189387643,3.709549778199296,1.2105671893876424,1.0224391466952982,-0.0131450959233006,0.0096728644811767,1.4760386271488632,4.085854904076699,3.709837492888353,1.2108549040766994,1.0227268613843552,-0.0131434662453102,0.0096737523947303,1.4760395150624168,4.08585653375469,3.7098391225663434,1.2108565337546897,1.0227284910623455
51,-1.5846822653122292,-5.007,-4.2735784836399136,-1.839,-1.1745454483453315,0.0687096041246149,0.0879569973946053,1.6726392627068345,5.075709604124614,4.342288087764528,1.9077096041246149,1.2432550524699464,0.0692119611570888,0.0881246390105705,1.6728069043227998,5.076211961157089,4.342790444797003,1.9082119611570887,1.2437574095024202,0.0692144630267648,0.0881260365736222,1.6728083018858515,5.076214463026765,4.342792946666679,1.9082144630267648,1.2437599113720963
52,-1.560192136355703,-5.289,-4.623293000172626,-1.336,-1.1858335867091534,0.1609162326349178,0.1623277588099817,1.7225198951656846,5.4499162326349175,4.784209232807544,1.496916232634918,1.3467498193440712,0.1605366579938163,0.1623311262428451,1.722523262598548,5.449536657993816,4.783829658166442,1.4965366579938164,1.3463702447029697,0.160540586571642,0.1623333708996032,1.7225255072553063,5.449540586571642,4.783833586744268,1.4965405865716421,1.3463741732807954
53,-1.429549330258701,-5.163,-4.560974716899322,-1.022,-1.0461748852765311,0.2596543362815282,0.2254303927446153,1.6549797230033163,5.4226543362815285,4.82062905318085,1.2816543362815283,1.3058292215580594,0.2600377554706028,0.2255547730751972,1.6551041033338982,5.423037755470603,4.821012472369925,1.2820377554706028,1.306212640747134,0.2600439465712043,0.2255583879427028,1.6551077182014038,5.423043946571204,4.821018663470526,1.2820439465712044,1.3062188318477355
54,-1.238637130614641,-5.242,-4.013043192275929,-0.881,-0.8125092670681993,0.2258216028689275,0.2516140783985386,1.4902512090131796,5.467821602868927,4.238864795144856,1.1068216028689275,1.0383308699371268,0.2258999410581964,0.2516737948803204,1.4903109254949616,5.467899941058197,4.238943133334126,1.1068999410581963,1.0384092081263956,0.2259096585170482,0.2516795925141913,1.4903167231288323,5.467909658517049,4.238952850792978,1.1069096585170481,1.0384189255852474
55,-0.9908081718293879,-3.557,-3.3261321960656858,-0.753,-0.5558147404004955,0.3012822197584682,0.2802615002107315,1.2710696720401193,3.8582822197584683,3.627414415824154,1.0542822197584683,0.8570969601589637,0.300913930804927,0.2802323278153521,1.27104049964474,3.857913930804927,3.6270461268706127,1.053913930804927,0.8567286712054225,0.3009290828146732,0.2802415677449795,1.2710497395743674,3.8579290828146733,3.627061278880359,1.0539290828146732,0.8567438232151687
56,-0.6813620659729382,-0.202,-2.6049505504905004,-0.056,-0.2992398278379932,0.3850773372531876,0.294502461832366,0.9758645278053042,0.5870773372531877,2.990027887743688,0.4410773372531876,0.6843171650911808,0.3856097813436463,0.2946153899579752,0.9759774559309135,0.5876097813436463,2.9905603318341467,0.4416097813436463,0.6848496091816395,0.3856332240842676,0.2946300084418864,0.9759920744148247,0.5876332240842677,2.990583774574768,0.4416332240842676,0.6848730519222608
57,-0.3195344908685825,-0.858,-1.8613065509877889,0.196,-0.0029320781298461996,0.2973753080863389,0.2593175853570302,0.5788520762256126,1.155375308086339,2.158681859074128,0.10137530808633888,0.3003073862161851,0.297629297201729,0.2593369103094011,0.5788714011779836,1.155629297201729,2.158935848189518,0.10162929720172897,0.3005613753315752,0.2976652627299699,0.2593598557956467,0.5788943466642291,1.15566526272997,2.1589718137177587,0.1016652627299699,0.3005973408598161
58,0.07471825601247048,-1.108,-1.1767075199752857,-0.197,0.3455156918620007,0.2079576789037673,0.2047735748432628,0.13005531883079233,1.3159576789037675,1.384665198879053,0.4049576789037673,-0.13755801295823342,0.2068169785670761,0.2044975272425011,0.1297792712300306,1.3148169785670762,1.3835244985423618,0.4038169785670761,-0.1386987132949246,0.2068716908471287,0.2045332571841895,0.129815001171719,1.3148716908471287,1.3835792108224143,0.4038716908471287,-0.138644001014872
59,0.4113927022538335,-0.123,-0.7812941582396833,0.45,0.7025354506373412,0.2071486126549643,0.1520824157823689,-0.2593102864714646,0.3301486126549643,0.9884427708946476,-0.24285138734503572,-0.4953868379823769,0.2072168471551776,0.1519822539049389,-0.2594104483488946,0.33021684715517763,0.9885110053948609,-0.2427831528448224,-0.4953186034821636,0.2072993857738765,0.1520374548455052,-0.25935524740832827,0.3302993857738765,0.9885935440135598,-0.24270061422612352,-0.4952360648634647
60,0.5723148522571534,-0.701,-0.6359321342308192,1.246,0.9611977463224063,0.0484977064761551,0.0626970252593249,-0.5096178269978285,0.7494977064761551,0.6844298407069743,-1.1975022935238449,-0.9127000398462511,0.0488315935028367,0.062589595097457,-0.5097252571596964,0.7498315935028367,0.6847637277336559,-1.1971684064971633,-0.9123661528195696,0.0489550622001843,0.0626741958290401,-0.5096406564281133,0.7499550622001843,0.6848871964310035,-1.1970449377998158,-0.912242684122222
61,0.5270608962422944,-0.818,-0.5276506405486395,1.749,1.0503695938646236,-0.0121596500341183,-0.0167289121734331,-0.5437898084157274,0.8058403499658816,0.5154909905145212,-1.7611596500341185,-1.062529243898742,-0.0131649182616456,-0.0171729522885206,-0.5442338485308149,0.8048350817383544,0.514485722286994,-1.7621649182616457,-1.0635345121262691,-0.0129817429583454,-0.0170443142348287,-0.544105210477123,0.8050182570416545,0.5146688975902941,-1.7619817429583455,-1.063351336822969
62,0.3177884761117584,-0.473,-0.4361219824425504,2.376,0.9719328508671282,-0.1565366280938178,-0.1131995048978394,-0.43098798100959784,0.3164633719061822,0.2795853543487326,-2.5325366280938177,-1.128469478960946,-0.157409331953113,-0.1137496590450963,-0.43153813515685474,0.31559066804688696,0.2787126504894374,-2.533409331953113,-1.1293421828202412,-0.1571398158699594,-0.1135556161009562,-0.43134409221271464,0.3158601841300406,0.278982166572591,-2.5331398158699594,-1.1290726667370876
63,-0.05677845950323228,-0.355,-0.3410687151470287,1.211,0.6743683701908025,-0.2075516356887419,-0.1962398237241663,-0.13946136422093403,0.14744836431125807,0.13351707945828678,-1.418551635688742,-0.8819200058795444,-0.2077702006314211,-0.1968554904492443,-0.14007703094601204,0.14722979936857888,0.1332985145156076,-1.4187702006314211,-0.8821385708222236,-0.2073770090644757,-0.1965652096042865,-0.13978675010105424,0.14762299093552428,0.13369170608255299,-1.4183770090644758,-0.8817453792552783
64,-0.4664816760744558,0.188,-0.221060197236956,0.279,0.25817055692693897,-0.2093491040942353,-0.2779982472046777,0.1884834288697781,-0.3973491040942353,0.011711093142720702,-0.4883491040942353,-0.46751966102117426,-0.210219466414037,-0.2790317216698222,0.18744995440463358,-0.398219466414037,0.010840730822919004,-0.489219466414037,-0.46839002334097596,-0.2096506734152171,-0.2786010803689436,0.1878805957055122,-0.3976506734152171,0.011409523821738904,-0.4886506734152171,-0.46782123034215606
65,-0.7338505162898302,-0.418,-0.133429153214311,-0.946,-0.13051902020991876,-0.3016043564492065,-0.3921414094526091,0.3417091068372211,0.11639564355079346,-0.16817520323489552,0.6443956435507934,-0.17108533623928776,-0.3037226640501103,-0.3938501344061872,0.340000381883643,0.1142773359498897,-0.17029351083579927,0.6422773359498897,-0.17320364384019152,-0.302906338354478,-0.3932163473368193,0.3406341689530109,0.11509366164552198,-0.169477185140167,0.643093661645522,-0.17238731814455924
66,-0.7768335872155269,0.25,-0.1308140532142294,-1.817,-0.37470292153970086,-0.3865073239819139,-0.5284758069435687,0.2483577802719582,-0.6365073239819139,-0.2556932707676845,1.430492676018086,-0.011804402442213036,-0.3899245699149105,-0.5310005991242931,0.24583298809123377,-0.6399245699149105,-0.2591105167006811,1.4270754300850894,-0.015221648375209618,-0.3887622589935745,-0.5300753776410917,0.24675820957443517,-0.6387622589935745,-0.25794820577934513,1.4282377410064253,-0.014059337453873666
67,-0.6537872041173652,0.335,-0.1930170212421997,-1.02,-0.4794707965745578,-0.6289368288535115,-0.7246042268080978,-0.07081702269073253,-0.9639368288535115,-0.4359198076113119,0.3910631711464885,-0.14946603227895372,-0.6341378935425382,-0.7281338228644989,-0.07434661874713366,-0.9691378935425383,-0.4411208723003386,0.3858621064574618,-0.15466709696798042,-0.6324959785941247,-0.7267942200854857,-0.07300701596812043,-0.9674959785941246,-0.439478957351925,0.38750402140587537,-0.15302518201956683
68,-0.4260044834109406,-0.31,-0.30524856116504384,-0.114,-0.5048668976015379,-0.9724058890891684,-0.9664334326874076,-0.5404289492764669,-0.6624058890891684,-0.6671573279241245,-0.8584058890891684,-0.46753899148763045,-0.976703875559906,-0.9706881999788188,-0.5446837165678782,-0.666703875559906,-0.6714553143948622,-0.862703875559906,-0.4718369779583681,-0.974402526024005,-0.9687646458834844,-0.5427601624725438,-0.664402526024005,-0.6691539648589612,-0.860402526024005,-0.4695356284224671
69,-0.18231689875096735,-0.696,-0.5050705405605945,0.327,-0.4894999608760372,-1.2768652952430783,-1.2035377721812033,-1.021220873430236,-0.5808652952430784,-0.7717947546824838,-1.6038652952430783,-0.7873653343670411,-1.2826001441177142,-1.209297332969913,-1.0269804342189457,-0.5866001441177142,-0.7775296035571196,-1.6096001441177141,-0.793100183241677,-1.2794009119931615,-1.2065594504697004,-1.024242551718733,-0.5834009119931616,-0.774330371432567,-1.6064009119931615,-0.7899009511171243
70,-0.008848997013777898,-0.56,-0.8282269503342672,0.277,-0.49362329278890166,-1.4406595447140718,-1.405068106890538,-1.39621910987676,-0.8806595447140717,-0.6124325943798046,-1.717659544714072,-0.94703625192517,-1.4501049846620844,-1.4132501860854647,-1.4044011890716868,-0.8901049846620843,-0.6218780343278172,-1.7271049846620845,-0.9564816918731827,-1.4456926161017691,-1.4093863611397832,-1.4005373641260053,-0.8856926161017691,-0.617465665767502,-1.722692616101769,-0.9520693233128674
71,0.04908518967958771,-0.75,-1.1300922911271627,-1.326,-0.5852518618079688,-1.6368689637260103,-1.591138582272146,-1.6402237719517336,-0.8868689637260103,-0.5067766725988476,-0.31086896372601025,-1.0516171019180414,-1.6480163715373235,-1.602033627854876,-1.6511188175344635,-0.8980163715373235,-0.5179240804101608,-0.32201637153732343,-1.0627645097293548,-1.6419767068488909,-1.596625398979104,-1.6457105886586916,-0.8919767068488909,-0.5118844157217282,-0.3159767068488908,-1.0567248450409221
72,-0.01994871400536132,-1.818,-1.279568347224672,-1.222,-0.7811039330192895,-1.8318138083971465,-1.7535329932468091,-1.7335842792414478,-0.01381380839714641,-0.5522454611724745,-0.6098138083971465,-1.050709875377857,-1.8481148132069396,-1.768532653857564,-1.7485839398522027,-0.03011481320693954,-0.5685464659822677,-0.6261148132069396,-1.0670108801876501,-1.8399067202462904,-1.7610218739099046,-1.7410731599045433,-0.021906720246290368,-0.5603383730216185,-0.6179067202462905,-1.058802787227001
73,-0.27248081982614647,-3.083,-1.324632097476219,-0.819,-1.0895542213561173,-1.94782803124308,-1.8687390132375716,-1.5962581934114253,1.1351719687569202,-0.6231959337668611,-1.12882803124308,-0.8582738098869627,-1.9685018041944204,-1.8889348501862115,-1.6164540303600652,1.1144981958055797,-0.6438697067182015,-1.1495018041944205,-0.8789475828383031,-1.957447051911822,-1.8785986526595095,-1.606117832833363,1.1255529480881783,-0.632814954435603,-1.138447051911822,-0.8678928305557045
74,-0.6706656503272426,-2.092,-1.4089744280436627,1.308,-1.708920979200053,-1.9291299215940851,-1.9281593231854075,-1.257493672858165,0.16287007840591494,-0.5201554935504225,-3.237129921594085,-0.2202089423940321,-1.957914006282681,-1.9560694934415015,-1.285403843114259,0.1340859937173191,-0.5489395782390183,-3.265914006282681,-0.24899302708262794,-1.9431534300022577,-1.9419764993202548,-1.2713108489930123,0.14884656999774237,-0.534179001958595,-3.2511534300022578,-0.23423245080220467
75,-1.295215195457565,-0.722,-1.5914324637189992,3.025,-2.390677027229423,-1.9026961410558212,-1.964827136487619,-0.6696119410300541,-1.1806961410558212,-0.31126367733682203,-4.927696141055821,0.4879808861736017,-1.9413603708766456,-2.002837060831394,-0.7076218653738291,-1.2193603708766456,-0.34992790715764643,-4.966360370876646,0.4493166563527773,-1.921832744920266,-1.9837982971025028,-0.6885831016449377,-1.199832744920266,-0.33040028120126674,-4.946832744920266,0.468844282309157
76,-1.954888234103319,-0.034,-1.7613319839968937,1.261,-3.0205689226443453,-1.930471068996576,-1.991837587076951,-0.036949352973632,-1.896471068996576,-0.16913908499968233,-3.191471068996576,1.0900978536477692,-1.9828505758106985,-2.0431350006371187,-0.08824676653379981,-1.9488505758106984,-0.22151859181380473,-3.2438505758106984,1.0377183468336468,-1.9572724515825937,-2.017651919448778,-0.06276368534545895,-1.9232724515825936,-0.19594046758569994,-3.2182724515825933,1.0632964710617516
77,-2.4761742292715123,-1.159,-1.963320629446239,-3.304,-3.7043657078844703,-2.015135069765347,-2.0126177409667494,0.4635564883047629,-0.8561350697653471,-0.05181444031910809,1.2888649302346527,1.689230638119123,-2.0820041533841502,-2.079522689503303,0.3966515397682091,-0.9230041533841502,-0.11868352393791115,1.2219958466158496,1.62236155450032,-2.048885812755907,-2.045750960485731,0.4304232687857814,-0.8898858127559068,-0.08556518330966778,1.255114187244093,1.6554798951285634
78,-3.1814685316469555,-2.876,-2.259145510977598,-5.794,-4.5319267338133375,-2.2074824000300395,-2.029737861279404,1.1517306703675514,0.6685175999699604,0.05166311094755871,3.58651759996996,2.324444333783298,-2.2929153021274944,-2.117935478738629,1.0635330529083267,0.5830846978725055,-0.0337697911498962,3.501084697872505,2.239011431685843,-2.250463415230661,-2.073622360539825,1.1078461711071306,0.625536584769339,0.008682095746937346,3.5435365847693387,2.2814633185826767
79,-3.775234336721303,-3.363,-2.612645443861955,-5.88,-5.0133670807366775,-2.132819974755057,-1.948998768844578,1.826235567876725,1.2301800252449429,0.4798254691068977,3.7471800252449428,2.8805471059816203,-2.240610465388818,-2.061782528328885,1.713451808392418,1.122389534611182,0.37203497847313693,3.639389534611182,2.7727566153478596,-2.185420715959663,-2.004076807300623,1.7711575294206798,1.1775792840403372,0.42722472790229205,3.694579284040337,2.8279463647770147
80,-4.2031282596310025,-3.094,-2.860675259763359,-5.589,-5.217620099086727,-1.9429936560057288,-1.806165747258609,2.3969625123723937,1.151006343994271,0.9176816037576301,3.6460063439942716,3.2746264430809986,-2.0737499585775367,-1.9474963985092544,2.2556318611217483,1.0202500414224631,0.7869253011858222,3.5152500414224637,3.1438701405091907,-2.0085342092323115,-1.8768019407432208,2.326326318887782,1.0854657907676883,0.8521410505310474,3.580465790767689,3.209085889854416
81,-4.388578543088519,-3.221,-2.965768519530532,-5.288,-5.163294863789584,-1.6647715672513186,-1.6079477489699183,2.7806307941186006,1.5562284327486815,1.3009969522792135,3.6232284327486814,3.4985232965382655,-1.8290957758913464,-1.786388477046638,2.6021900660418806,1.3919042241086537,1.1366727436391857,3.458904224108654,3.334199087898238,-1.7461780658242787,-1.6967541347815749,2.6918244083069442,1.4748219341757214,1.2195904537062534,3.5418219341757213,3.4171167979653054
82,-4.351618207630261,-2.936,-3.0293458930948534,-5.741,-4.8419684204361735,-1.4259018497508804,-1.3917877468749338,2.959830460755327,1.5100981502491195,1.603444043343973,4.315098150249119,3.416066570685293,-1.625515001570875,-1.6113536536272064,2.7402645540030544,1.310484998429125,1.4038308915239783,4.115484998429125,3.2164534188652985,-1.5257840013287025,-1.502303831578007,2.849314376052254,1.4102159986712974,1.5035618917661508,4.215215998671297,3.316184419107471
83,-4.233853791686282,-2.18,-3.056014439040644,-4.065,-4.443747760209802,-1.1181648235729882,-1.1491083495702827,3.0847454421159988,1.061835176427012,1.9378496154676559,2.946835176427012,3.3255829366368137,-1.3631815130150244,-1.417749201995402,2.8161045896908794,0.8168184869849757,1.6928329260256196,2.701818486984976,3.0805662471947777,-1.2421671405672896,-1.2854475253770186,2.948406266309263,0.9378328594327106,1.8138472984733545,2.822832859432711,3.2015806196425123
84,-4.0156990289597365,-3.085,-2.9814109809025586,-3.74,-4.056282487994408,-0.9795101334542778,-0.9437997947625704,3.0718992341971663,2.1054898665457222,2.001900847448281,2.7604898665457225,3.07677235454013,-1.2767385274629306,-1.2681658675835694,2.7475331613761673,1.8082614725370694,1.704672453439628,2.4632614725370696,2.7795439605314773,-1.1306361853138696,-1.1094451868568689,2.906253842102868,1.9543638146861304,1.850774795588689,2.6093638146861307,2.9256463026805384
85,-3.6102368472744932,-4.076,-2.809243083601923,-3.42,-3.6465099175943383,-0.8051229058306489,-0.745149935356378,2.865086911918115,3.2708770941693506,2.004120177771274,2.614877094169351,2.8413870117636892,-1.1655792882967944,-1.1320569106130565,2.4781799366614368,2.910420711703205,1.6436637953051287,2.2544207117032053,2.4809306292975437,-0.9876918130712512,-0.9431076748817676,2.6671291723927255,3.0883081869287485,1.821551270530672,2.432308186928749,2.658818104523087
86,-3.088569382297442,-3.406,-2.5005569127873666,-3.414,-3.158818377634878,-0.5354999233242779,-0.5544308727233368,2.534138509574105,2.8705000766757225,1.9650569894630887,2.8785000766757225,2.6233184543106,-0.9722363343695178,-1.0086587971665972,2.0799105851308446,2.433763665630482,1.5283205784178486,2.441763665630482,2.18658204326536,-0.7567847501680263,-0.7869325484931388,2.301636833804303,2.6492152498319737,1.7437721626193403,2.6572152498319737,2.402033627466852
87,-2.4760759054073955,-2.255,-2.0634927635999945,-3.485,-2.562674890294801,-0.3047189348543725,-0.4132426119527084,2.062833293454687,1.9502810651456275,1.758773828745622,3.1802810651456275,2.2579559554404285,-0.8292550670206765,-0.9367430417562148,1.5393328636511807,1.4257449329793235,1.234237696579318,2.6557449329793235,1.7334198232741245,-0.5697614562950548,-0.680998266395978,1.7950776390114176,1.685238543704945,1.4937313073049396,2.915238543704945,1.992913433999746
88,-1.8487269684920147,-1.62,-1.5996064296480348,-2.366,-1.9554841039114574,-0.2225611525435852,-0.3639560336606803,1.4847709348313343,1.397438847456415,1.3770452771044497,2.143438847456415,1.7329229513678723,-0.8494433389218102,-0.9549544138773406,0.8937725546146741,0.7705566610781899,0.7501630907262246,1.51655666107819,1.1060407649896473,-0.5382440493047398,-0.6655450556610173,1.1831819128309973,1.0817559506952603,1.061362380343295,1.8277559506952603,1.4172400546067176
89,-1.219757255392406,-0.702,-1.1013792484644447,-1.053,-1.3334355413620047,-0.1029461953297868,-0.3947820547524794,0.8249752006399267,0.5990538046702132,0.9984330531346579,0.9500538046702132,1.230489346032218,-0.8465824454799076,-1.0432338523284836,0.17652340306392245,-0.14458244547990762,0.2547968029845371,0.20641755452009236,0.48685309588209713,-0.47521457222565,-0.7240717442384507,0.4956855111539554,0.22678542777434996,0.6261646762387947,0.5777854277743499,0.8582209691363547
90,-0.5799312767097218,-0.497,-0.5721181117639329,-0.084,-0.6832337272088589,-0.0571212305038898,-0.5509263739106459,0.02900490279907586,0.4398787694961102,0.5149968812600431,0.026878769496110205,0.626112496704969,-0.9371228791575958,-1.2378746387311887,-0.657943362021467,-0.44012287915759585,-0.36500476739366294,-0.8531228791575959,-0.25388915194873696,-0.4957154827929116,-0.89753610551632,-0.31760482880659824,0.001284517207088387,0.07640262897102129,-0.4117154827929116,0.18751824441594728
