8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
73,43,42,49,56,70,96,101,127,132,156,131,98,167,224,244,216,227,228,260,233,233,230,218,221,270,307,348,335,343,301,248,236,208,188,165,181,190,199,186,192,200,205,211,216,194,203,203,194,234,274,284,344,345,356,338,345,343,337,438,587,561,436,473,546,640,660,583,560,579,599,604,619,420,261,185,93,45,85,88,107,133,113,117,162,181,176,202,173,141,140,185,141,97,86,60,45,76,106,110,148,210,220,176,186,158,139,108,84,124,225,663
