transect_id,domain_number,line_id,position_1984_m,position_2004_m,change_m,rate_m_yr,start_vintage,end_vintage,start_date,end_date,start_date_assumed,end_date_assumed,interval_yr
dune_12,1,12,8327.754,8179.186,148.568,7.5493,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_13,1,13,8259.462,8170.495,88.966,4.5207,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_14,1,14,8225.229,8154.617,70.611,3.588,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_15,1,15,8195.179,8139.642,55.537,2.822,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_16,1,16,8163.888,8129.252,34.636,1.76,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_17,2,17,8122.584,8119.604,2.98,0.1514,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_18,2,18,8085.492,8102.617,-17.125,-0.8702,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_19,2,19,8056.157,8085.196,-29.039,-1.4756,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_20,2,20,8032.276,8069.647,-37.371,-1.899,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_21,2,21,8008.395,8055.108,-46.713,-2.3737,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_22,3,22,7996.491,8040.836,-44.345,-2.2533,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_23,3,23,7998.195,8026.563,-28.368,-1.4415,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_24,3,24,7976.766,8011.23,-34.464,-1.7512,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_25,3,25,7955.338,7991.35,-36.013,-1.8299,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_26,3,26,7938.822,7971.471,-32.649,-1.659,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_27,4,27,7922.706,7951.591,-28.885,-1.4678,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_28,4,28,7906.59,7929.922,-23.331,-1.1856,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_29,4,29,7889.959,7907.699,-17.741,-0.9015,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_30,4,30,7867.618,7879.103,-11.485,-0.5836,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_31,4,31,7834.847,7849.855,-15.008,-0.7626,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_32,5,32,7795.589,7816.608,-21.018,-1.068,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_33,5,33,7760.173,7778.415,-18.243,-0.927,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_34,5,34,7717.422,7740.223,-22.8,-1.1586,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_35,5,35,7672.551,7693.937,-21.386,-1.0867,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_36,5,36,7631.44,7636.813,-5.373,-0.273,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_37,6,37,7574.608,7573.833,0.775,0.0394,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_38,6,38,7516.468,7489.079,27.389,1.3917,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_39,6,39,7488.91,7462.353,26.557,1.3494,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_40,6,40,7465.705,7445.524,20.181,1.0255,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_41,6,41,7442.524,7436.223,6.301,0.3202,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_42,7,42,7431.096,7425.412,5.683,0.2888,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_43,7,43,7421.667,7416.125,5.541,0.2816,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_44,7,44,7414.742,7408.002,6.74,0.3425,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_45,7,45,7412.517,7399.878,12.639,0.6422,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_46,7,46,7413.535,7391.332,22.204,1.1283,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_47,8,47,7404.96,7374.668,30.291,1.5392,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_48,8,48,7395.394,7367.812,27.582,1.4015,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_49,8,49,7379.406,7361.058,18.348,0.9323,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_50,8,50,7347.439,7348.04,-0.601,-0.0305,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_51,8,51,7324.449,7334.947,-10.498,-0.5335,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_52,9,52,7318.133,7323.95,-5.817,-0.2956,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_53,9,53,7321.811,7316.027,5.783,0.2939,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_54,9,54,7314.323,7306.032,8.291,0.4213,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_55,9,55,7300.987,7291.312,9.675,0.4916,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_56,9,56,7282.7,7274.198,8.501,0.432,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_57,10,57,7261.768,7261.526,0.242,0.0123,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_58,10,58,7237.171,7250.603,-13.431,-0.6825,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_59,10,59,7225.743,7238.859,-13.116,-0.6665,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_60,10,60,7214.314,7226.231,-11.917,-0.6056,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_61,10,61,7202.886,7213.603,-10.718,-0.5446,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_62,11,62,7171.317,7200.975,-29.659,-1.5071,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_63,11,63,7145.275,7188.347,-43.073,-2.1887,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_64,11,64,7125.928,7174.953,-49.025,-2.4912,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_65,11,65,7110.187,7161.213,-51.026,-2.5928,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_66,11,66,7095.044,7143.111,-48.067,-2.4425,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_67,12,67,7079.942,7119.932,-39.99,-2.032,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_68,12,68,7064.84,7098.182,-33.342,-1.6942,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_69,12,69,7050.05,7086.304,-36.255,-1.8422,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_70,12,70,7041.716,7074.427,-32.71,-1.6621,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_71,12,71,7032.376,7061.557,-29.181,-1.4828,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_72,13,72,7016.899,7042.844,-25.944,-1.3183,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_73,13,73,6987.853,7024.131,-36.278,-1.8434,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_74,13,74,6979.432,7009.671,-30.239,-1.5366,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_75,13,75,6964.87,7005.386,-40.515,-2.0587,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_76,13,76,6949.729,6982.006,-32.277,-1.6401,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
dune_77,14,77,6936.338,6958.032,-21.694,-1.1023,1984,2004,1984-09-19,2004-05-25,False,False,19.6797
