gis_domain,change_rate_m_yr
1,-1.6119764863445198
2,-1.6601555903340341
3,-1.7412874411596022
4,-1.9799250623082116
5,-2.5778613690864405
6,-3.594088650842514
7,-3.7313319374026834
8,-3.7719717863103144
9,-3.927315360854118
10,-4.10661293191215
11,-4.21877350940822
12,-4.277618148452075
13,-4.201714262502082
14,-4.143027044362225
15,-3.9400889841830575
16,-3.6537563020516246
17,-3.4855996716160917
18,-3.2528974168882088
19,-2.9321593426836445
20,-2.707320963480561
21,-2.6773510230462305
22,-2.69676368944738
23,-2.6510130232762092
24,-2.7296643989573566
25,-2.6462453660826215
26,-2.5392107075600507
27,-2.4577009990041914
28,-2.554915379540398
29,-2.8015574348233714
30,-2.943017941457856
31,-3.0258509211083946
32,-3.1518237836932714
33,-3.3375677241529047
34,-3.6196394710583264
35,-3.775382957268266
36,-3.897139938449436
37,-3.968126565847251
38,-3.8197958699380252
39,-3.706349490636967
40,-3.5474555931613394
41,-3.3809965958923387
42,-3.2455115026791646
43,-3.123175413678382
44,-3.1122549439420255
45,-3.0617654037601825
46,-3.095657834966005
47,-3.205651595096879
48,-3.286672100771466
49,-3.2472608968970236
50,-3.109077433447692
51,-2.910822029377414
52,-2.7203001339596993
53,-2.5381493062363005
54,-2.4354551078762596
55,-2.3840180004001015
56,-2.5111802658303533
57,-2.3988959921282005
58,-2.306115433911964
59,-2.261039397071272
60,-2.2244414653579954
61,-2.139483856082461
62,-2.2121331914232543
63,-2.212043874467599
64,-2.2016660557368595
65,-2.2225351360761123
66,-2.4005381242153816
67,-2.698917110018647
68,-3.0361540991939364
69,-3.378551792301823
70,-3.6565893560968106
71,-3.938738327322517
72,-4.12776503077148
73,-4.198900673343542
74,-4.3155149190140945
75,-4.4836076601864985
76,-4.635228328396352
77,-4.678756039416385
78,-4.773465218108413
79,-4.7682402074852686
80,-4.705936168238532
81,-4.531799718777984
82,-4.463749584682683
83,-4.4040222138139145
84,-4.358875854432699
85,-4.273550131063803
86,-4.234738845014908
87,-4.221433671974592
88,-4.28079927871695
89,-4.258776837217193
90,-4.248815604392621
