year,domain,profile,dune_crest_cell,interior_row0_cell,road_seaward_cell,road_landward_cell,road_center_cell,setback_m,road_width_m,n_road_cells,n_wet_road_cells,interior_x,interior_y,road_x,road_y
1984,13,12,22,23,26,27,26.5,30.0,20.0,2,0,453168.05,3904950.49,453138.05,3904950.49
1984,13,13,22,23,27,28,27.5,40.0,20.0,2,0,453178.05,3904960.49,453138.05,3904960.49
1984,13,14,22,23,26,28,27.0,30.0,30.0,3,0,453178.05,3904970.49,453148.05,3904970.49
1984,13,15,22,23,26,28,27.0,30.0,30.0,3,0,453178.05,3904980.49,453148.05,3904980.49
1984,13,16,22,23,26,28,27.0,30.0,30.0,3,0,453178.05,3904990.49,453148.05,3904990.49
1984,13,17,22,23,26,27,26.5,30.0,20.0,2,0,453178.05,3905000.49,453148.05,3905000.49
1984,13,18,22,23,26,27,26.5,30.0,20.0,2,0,453178.05,3905010.49,453148.05,3905010.49
1984,13,19,23,24,26,27,26.5,20.0,20.0,2,0,453168.05,3905020.49,453148.05,3905020.49
1984,13,20,22,23,27,28,27.5,40.0,20.0,2,0,453188.05,3905030.49,453148.05,3905030.49
1984,13,21,22,23,27,28,27.5,40.0,20.0,2,0,453188.05,3905040.49,453148.05,3905040.49
1984,13,22,22,23,26,28,27.0,30.0,30.0,3,0,453188.05,3905050.49,453158.05,3905050.49
1984,13,23,23,24,26,28,27.0,20.0,30.0,3,0,453178.05,3905060.49,453158.05,3905060.49
1984,13,24,23,24,26,28,27.0,20.0,30.0,3,0,453178.05,3905070.49,453158.05,3905070.49
1984,13,25,23,24,26,27,26.5,20.0,20.0,2,0,453178.05,3905080.49,453158.05,3905080.49
1984,13,26,22,23,27,28,27.5,40.0,20.0,2,0,453198.05,3905090.49,453158.05,3905090.49
1984,13,27,22,23,27,28,27.5,40.0,20.0,2,0,453198.05,3905100.49,453158.05,3905100.49
1984,13,28,23,24,27,28,27.5,30.0,20.0,2,0,453188.05,3905110.49,453158.05,3905110.49
1984,13,29,23,24,27,28,27.5,30.0,20.0,2,0,453188.05,3905120.49,453158.05,3905120.49
1984,13,30,21,22,27,28,27.5,50.0,20.0,2,0,453208.05,3905130.49,453158.05,3905130.49
1984,13,31,23,24,26,28,27.0,20.0,30.0,3,0,453188.05,3905140.49,453168.05,3905140.49
1984,13,32,23,24,26,28,27.0,20.0,30.0,3,0,453188.05,3905150.49,453168.05,3905150.49
1984,13,33,22,23,27,28,27.5,40.0,20.0,2,0,453208.05,3905160.49,453168.05,3905160.49
1984,13,34,22,23,27,28,27.5,40.0,20.0,2,0,453208.05,3905170.49,453168.05,3905170.49
1984,13,35,21,22,27,28,27.5,50.0,20.0,2,0,453218.05,3905180.49,453168.05,3905180.49
1984,13,36,21,22,27,28,27.5,50.0,20.0,2,0,453218.05,3905190.49,453168.05,3905190.49
1984,13,37,21,22,27,28,27.5,50.0,20.0,2,0,453218.05,3905200.49,453168.05,3905200.49
1984,13,38,21,22,27,28,27.5,50.0,20.0,2,0,453218.05,3905210.49,453168.05,3905210.49
1984,13,39,23,24,26,28,27.0,20.0,30.0,3,0,453198.05,3905220.49,453178.05,3905220.49
1984,13,40,21,22,27,29,28.0,50.0,30.0,3,0,453228.05,3905230.49,453178.05,3905230.49
1984,13,41,21,22,27,29,28.0,50.0,30.0,3,0,453228.05,3905240.49,453178.05,3905240.49
1984,13,42,21,22,27,28,27.5,50.0,20.0,2,0,453228.05,3905250.49,453178.05,3905250.49
1984,13,43,23,24,27,28,27.5,30.0,20.0,2,0,453208.05,3905260.49,453178.05,3905260.49
1984,13,44,21,22,27,28,27.5,50.0,20.0,2,0,453228.05,3905270.49,453178.05,3905270.49
1984,13,45,21,22,27,28,27.5,50.0,20.0,2,0,453228.05,3905280.49,453178.05,3905280.49
1984,13,46,22,23,28,29,28.5,50.0,20.0,2,0,453228.05,3905290.49,453178.05,3905290.49
1984,13,47,21,22,28,29,28.5,60.0,20.0,2,0,453238.05,3905300.49,453178.05,3905300.49
1984,13,48,21,22,27,29,28.0,50.0,30.0,3,0,453238.05,3905310.49,453188.05,3905310.49
1984,13,49,21,22,27,29,28.0,50.0,30.0,3,0,453238.05,3905320.49,453188.05,3905320.49
1984,14,0,26,27,29,30,29.5,20.0,20.0,2,0,453203.06,3905333.1,453183.06,3905333.1
1984,14,1,26,27,29,30,29.5,20.0,20.0,2,0,453203.06,3905343.1,453183.06,3905343.1
1984,14,2,23,24,29,31,30.0,50.0,30.0,3,0,453243.06,3905353.1,453193.06,3905353.1
1984,14,3,23,24,29,31,30.0,50.0,30.0,3,0,453243.06,3905363.1,453193.06,3905363.1
1984,14,4,23,24,29,31,30.0,50.0,30.0,3,0,453243.06,3905373.1,453193.06,3905373.1
1984,14,5,23,24,29,30,29.5,50.0,20.0,2,0,453243.06,3905383.1,453193.06,3905383.1
1984,14,6,26,27,29,30,29.5,20.0,20.0,2,0,453213.06,3905393.1,453193.06,3905393.1
1984,14,7,26,27,30,31,30.5,30.0,20.0,2,0,453223.06,3905403.1,453193.06,3905403.1
1984,14,8,26,27,30,31,30.5,30.0,20.0,2,0,453223.06,3905413.1,453193.06,3905413.1
1984,14,9,23,24,30,31,30.5,60.0,20.0,2,0,453253.06,3905423.1,453193.06,3905423.1
