3.2794,99.707,1.7671,0.4584,14.177,-0.060208,0.76952
3.7971,66.484,1.9713,0.31367,9.7651,0.643,1.2319
2.8504,15.83,0.98138,0.4976,8.7333,-0.30242,0.40845
3.8162,40.832,3.0107,0.54325,17.515,0.643,1.6811
3.0967,9.0585,0.8842,0.54853,8.8461,-0.49437,0.27931
2.9392,34.727,1.1343,0.66524,9.1253,-0.36515,0.52637
3.0011,18.159,0.5718,0.26799,8.3896,-0.47115,0.0070528
3.8671,20.92,2.1222,0.49758,11.185,0.45181,1.2675
3.3171,28.058,2.5598,0.57564,17.096,0.32396,1.3499
4.4161,73.573,2.2733,0.53554,16.342,-0.093431,0.93883
3.0646,58.146,2.009,0.55474,9.2827,0.58778,1.3776
2.9513,53.492,1.002,0.50593,9.3042,-0.35619,0.38093
2.9284,18.207,1.6347,0.20598,9.0976,0.59857,1.0297
2.9949,45.397,1.8687,0.52848,9.628,0.45181,1.2213
3.1866,14.994,1.4883,0.31021,11.647,0.069514,0.68045
4.8433,41.177,1.7309,0.481,12.156,-0.17664,0.69131
3.9401,45.847,1.7722,0.83327,10.47,-0.16921,0.96464
2.9512,32.282,1.1258,0.25057,7.5246,0.18597,0.62351
3.2925,12.332,0.91223,0.061429,10.308,-0.14654,0.18542
3.0558,32.543,0.76075,0.3169,9.2076,-0.4144,0.13531
2.9398,12.384,0.95063,0.36468,8.0121,-0.14654,0.41683
2.4994,12.653,0.80232,0.44952,7.3083,-0.26327,0.35336
3.9966,14.084,1.0501,0.19274,10.952,-0.31008,0.19933
2.8827,10.955,0.87675,0.14668,8.9961,-0.084363,0.28324
3.2739,20.531,1.8932,0.21381,11.27,0.59208,1.1008
2.8294,15.644,0.84049,0.30528,10.444,-0.40151,0.15786
2.3724,12.836,0.94037,0.17236,7.6314,0.14124,0.48362
3.1623,40.393,0.98927,0.51479,9.4099,-0.41777,0.33905
3.3546,37.203,1.3143,0.52639,9.5868,-0.14832,0.63204
2.9946,31.628,1.195,0.44353,8.7898,-0.059584,0.60395
2.789,70.475,1.023,0.43017,8.501,-0.16417,0.47134
2.8831,124.3,1.2695,0.20992,8.7171,0.27037,0.69437
3.0533,24.384,1.0743,0.54271,8.771,-0.28562,0.47877
3.0304,17.011,1.1317,0.28487,10.365,-0.11528,0.43057
3.6923,22.557,1.2765,0.58893,11.044,-0.44394,0.45193
2.8126,17.464,0.61717,0.44634,8.0026,-0.54479,0.095668
3.7479,24.145,1.3499,0.49051,9.4371,-0.11483,0.63993
4.0188,46.018,2.3354,0.73522,11.604,0.35984,1.4315
2.4734,20.387,1.0634,0.20149,7.7201,0.21452,0.59162
4.1903,41.924,2.4504,0.6021,12.25,0.51118,1.476
2.5225,25.879,0.54149,0.027221,8.0112,-0.16417,0.047082
2.7871,13.63,0.86111,0.29015,9.7428,-0.29632,0.22909
2.5358,11.032,1.3169,0.14746,7.5943,0.52464,0.84702
2.6594,12.483,1.7247,0.44579,7.5312,0.62408,1.2475
2.5245,12.737,0.89614,0.23961,8.1522,-0.034128,0.39283
2.7562,12.739,1.0905,0.28173,8.0204,0.098804,0.57312
2.7189,20.747,1.1114,0.12759,9.4057,0.15685,0.50876
3.8382,50.818,1.1401,0.3887,9.9699,-0.29009,0.38112
2.4796,11.145,0.5712,0.10664,6.8929,-0.1142,0.14943
3.5817,44.758,1.5505,0.22399,9.8448,0.33302,0.8265
2.5847,11.071,0.87805,0.17727,8.1722,0.00022445,0.36753
2.7073,14.162,1.347,0.28522,7.8775,0.37061,0.8433
2.8899,31.72,1.6253,0.3399,8.9483,0.47429,1.0342
2.5493,11.799,1.2696,0.18252,8.483,0.36487,0.74329
3.0363,20.421,1.4515,0.28055,8.7621,0.35683,0.85821
3.823,22.882,1.3009,0.58408,11.189,-0.44974,0.45078
3.3397,9.9186,0.45785,0.088008,8.6508,-0.47312,-0.15645
6.2336,30.61,2.0273,0.72922,8.585,0.15513,1.1944
2.7155,15.256,0.70719,0.26764,8.072,-0.26972,0.19032
2.9375,14.972,0.69109,0.22505,8.6798,-0.32718,0.11304
2.8896,23.963,1.1548,0.13296,9.2216,0.18597,0.54566
3.5734,59.281,1.4478,0.45144,9.6721,0.021423,0.73731
3.0244,20.58,1.3431,0.26545,9.9747,0.15274,0.6691
4.8103,40.415,1.9442,0.57667,8.574,0.36487,1.2135
2.3423,9.6201,0.39884,0.18914,6.697,-0.33682,0.00056698
3.534,42.809,1.4511,0.89023,10.079,-0.44942,0.71486
3.085,34.772,1.0473,0.46272,9.8382,-0.33682,0.37584
2.9568,45.216,1.3808,0.50517,12.665,-0.28562,0.53454
2.8112,37.562,0.99405,0.66254,8.652,-0.442,0.43036
3.0582,55.693,1.0385,0.50975,10.709,-0.46986,0.31078
2.8317,23.555,1.1511,0.86905,8.1562,-0.44974,0.61782
2.8972,14.337,0.57377,0.33095,7.5748,-0.44466,0.07277
3.2598,33.313,1.6549,0.64171,8.8101,0.16507,1.0369
2.7424,19.942,1.1418,0.56466,10.712,-0.36872,0.45253
