ws_peak_dam_yr,rod_amplitude,rod_width_domains,avon_north_dam_yr,rmse_p1,rmse_p2,combined_score,pareto_optimal
0.55,-0.1,5,0.35,0.2879,0.1965,0.2422,False
0.3,-0.45,4,0.15,0.2099,0.2746,0.2422,False
0.1,-0.3,7,0.2,0.1752,0.3092,0.2422,False
0.5,-0.15,6,0.05,0.2644,0.2199,0.2422,False
0.35,-0.4,5,0.55,0.2232,0.2612,0.2422,False
0.35,-0.4,4,0.05,0.2209,0.2635,0.2422,False
0.55,-0.1,3,0.35,0.2919,0.1925,0.2422,False
0.4,-0.35,5,0.15,0.229,0.2553,0.2422,False
0.5,-0.2,4,0.1,0.2666,0.2179,0.2422,False
0.15,-0.3,7,0.05,0.1803,0.3041,0.2422,False
0.5,-0.25,6,0.3,0.2556,0.2287,0.2422,False
0.35,-0.45,4,0.55,0.2265,0.2581,0.2423,False
0.3,-0.55,3,0.25,0.2128,0.2718,0.2423,False
0.15,-0.45,4,0.15,0.1853,0.2994,0.2423,False
0.5,-0.15,5,0.05,0.2676,0.2171,0.2423,False
0.1,-0.45,4,0.45,0.1833,0.3013,0.2423,False
0.55,-0.15,7,0.4,0.2772,0.2073,0.2423,False
0.55,-0.15,7,0.5,0.2793,0.2052,0.2423,False
0.2,-0.45,4,0.1,0.1924,0.2921,0.2423,False
0.25,-0.45,4,0.1,0.2006,0.2839,0.2423,False
0.1,-0.45,4,0.35,0.1812,0.3033,0.2423,False
0.55,-0.1,4,0.35,0.2901,0.1946,0.2423,False
0.2,-0.35,7,0.45,0.1891,0.2955,0.2423,False
0.2,-0.35,7,0.35,0.187,0.2976,0.2423,False
0.5,-0.25,5,0.25,0.2598,0.225,0.2424,False
0.35,-0.35,7,0.55,0.216,0.2689,0.2424,False
0.45,-0.4,3,0.2,0.2485,0.2362,0.2424,False
0.3,-0.35,7,0.2,0.2006,0.2845,0.2425,False
0.45,-0.25,7,0.05,0.2378,0.2471,0.2425,False
0.05,-0.3,6,0.2,0.173,0.3121,0.2426,False
0.4,-0.35,6,0.3,0.2256,0.2595,0.2426,False
0.55,-0.1,6,0.3,0.2852,0.2,0.2426,False
0.45,-0.3,7,0.25,0.2343,0.2511,0.2427,False
0.05,-0.5,3,0.2,0.1753,0.3102,0.2427,False
0.4,-0.35,6,0.55,0.2309,0.2544,0.2427,False
0.55,-0.15,3,0.45,0.2905,0.1952,0.2428,False
0.3,-0.4,5,0.15,0.2073,0.2782,0.2428,False
0.45,-0.3,6,0.2,0.239,0.2467,0.2428,False
0.1,-0.55,3,0.4,0.1837,0.3019,0.2428,False
0.25,-0.55,3,0.15,0.2031,0.2825,0.2428,False
0.05,-0.35,5,0.25,0.1744,0.3112,0.2428,False
0.25,-0.35,7,0.2,0.1927,0.2929,0.2428,False
0.1,-0.45,4,0.3,0.1809,0.3048,0.2428,False
0.25,-0.35,6,0.05,0.1961,0.2897,0.2429,False
0.55,-0.15,7,0.35,0.2767,0.209,0.2429,False
0.2,-0.35,7,0.5,0.1909,0.295,0.2429,False
0.55,-0.15,7,0.55,0.2809,0.2049,0.2429,False
0.2,-0.35,7,0.3,0.1867,0.2991,0.2429,False
0.45,-0.35,4,0.2,0.2462,0.2397,0.2429,False
0.5,-0.2,7,0.1,0.2555,0.2305,0.243,False
0.5,-0.3,4,0.45,0.2647,0.2214,0.243,False
0.55,-0.1,7,0.25,0.2826,0.2034,0.243,False
0.1,-0.45,4,0.5,0.1852,0.3007,0.243,False
0.1,-0.55,3,0.35,0.1829,0.3031,0.243,False
0.1,-0.55,3,0.45,0.185,0.301,0.243,False
0.35,-0.4,5,0.25,0.2179,0.2682,0.243,False
0.55,-0.15,3,0.5,0.2917,0.1943,0.243,False
0.35,-0.35,7,0.25,0.2104,0.2757,0.2431,False
0.55,-0.15,3,0.4,0.2897,0.1965,0.2431,False
0.05,-0.35,5,0.55,0.181,0.3052,0.2431,False
0.55,-0.1,5,0.3,0.2877,0.1987,0.2432,False
0.15,-0.35,6,0.15,0.1822,0.3042,0.2432,False
0.55,-0.15,6,0.45,0.2819,0.2046,0.2432,False
0.5,-0.3,4,0.4,0.2638,0.2226,0.2432,False
0.05,-0.4,4,0.15,0.175,0.3114,0.2432,False
0.1,-0.5,3,0.05,0.1809,0.3055,0.2432,False
0.5,-0.2,5,0.1,0.2635,0.2231,0.2433,False
0.5,-0.3,4,0.5,0.266,0.2206,0.2433,False
0.5,-0.3,3,0.2,0.2656,0.2211,0.2433,False
0.1,-0.35,5,0.05,0.179,0.3076,0.2433,False
0.55,-0.1,3,0.3,0.2917,0.1948,0.2433,False
0.35,-0.45,4,0.25,0.2213,0.2652,0.2433,False
0.45,-0.3,4,0.05,0.2484,0.2382,0.2433,False
0.55,-0.15,6,0.4,0.281,0.2059,0.2434,False
0.55,-0.15,6,0.5,0.2831,0.2038,0.2434,False
0.15,-0.4,5,0.2,0.1845,0.3023,0.2434,False
0.5,-0.25,7,0.25,0.2511,0.2357,0.2434,False
0.55,-0.1,4,0.3,0.2899,0.1969,0.2434,False
0.5,-0.2,3,0.05,0.2705,0.2164,0.2434,False
0.5,-0.25,6,0.25,0.2558,0.2311,0.2435,False
0.55,-0.15,4,0.45,0.2881,0.1989,0.2435,False
0.4,-0.5,3,0.45,0.2386,0.2483,0.2435,False
0.4,-0.5,3,0.4,0.2376,0.2494,0.2435,False
0.25,-0.4,5,0.1,0.199,0.2881,0.2435,False
0.5,-0.2,6,0.1,0.2598,0.2274,0.2436,False
0.1,-0.55,3,0.3,0.1826,0.3045,0.2436,False
0.1,-0.55,3,0.5,0.1868,0.3005,0.2436,False
0.55,-0.15,3,0.55,0.2932,0.1939,0.2436,False
0.4,-0.35,6,0.25,0.2258,0.2616,0.2437,False
0.55,-0.15,3,0.35,0.2892,0.1983,0.2437,False
0.55,-0.15,4,0.5,0.2893,0.1981,0.2437,False
0.5,-0.3,4,0.35,0.2632,0.2242,0.2437,False
0.55,-0.15,5,0.45,0.2853,0.2022,0.2437,False
0.45,-0.35,3,0.05,0.2506,0.2367,0.2437,False
0.15,-0.55,3,0.15,0.1879,0.2996,0.2438,False
0.55,-0.15,4,0.4,0.2873,0.2002,0.2438,False
0.55,-0.15,7,0.3,0.2765,0.2112,0.2438,False
0.3,-0.35,6,0.05,0.2054,0.2822,0.2438,False
0.3,-0.55,3,0.2,0.2135,0.2741,0.2438,False
0.4,-0.5,3,0.5,0.24,0.2476,0.2438,False
0.5,-0.25,3,0.1,0.2679,0.2197,0.2438,False
0.5,-0.35,3,0.45,0.2672,0.2204,0.2438,False
0.1,-0.45,4,0.25,0.1811,0.3066,0.2439,False
0.4,-0.5,3,0.35,0.237,0.2508,0.2439,False
0.2,-0.35,7,0.55,0.1931,0.2947,0.2439,False
0.55,-0.15,5,0.4,0.2844,0.2035,0.2439,False
0.5,-0.35,3,0.4,0.2663,0.2215,0.2439,False
0.5,-0.3,4,0.55,0.2676,0.2203,0.2439,False
0.55,-0.15,5,0.5,0.2864,0.2013,0.2439,False
0.4,-0.45,3,0.1,0.2358,0.2521,0.2439,False
0.2,-0.35,7,0.25,0.1869,0.301,0.2439,False
0.55,-0.15,6,0.55,0.2846,0.2034,0.244,False
0.1,-0.3,7,0.15,0.1765,0.3115,0.244,False
0.4,-0.4,4,0.15,0.2331,0.2548,0.244,False
0.05,-0.25,7,0.05,0.1741,0.3139,0.244,False
0.55,-0.1,6,0.25,0.2854,0.2027,0.244,False
0.1,-0.45,4,0.55,0.1875,0.3005,0.244,False
0.5,-0.35,3,0.5,0.2685,0.2196,0.244,False
0.55,-0.15,6,0.35,0.2805,0.2076,0.244,False
0.5,-0.25,4,0.15,0.2644,0.2238,0.2441,False
0.5,-0.25,5,0.2,0.2603,0.2279,0.2441,False
0.4,-0.3,7,0.05,0.2236,0.2649,0.2442,False
0.05,-0.35,5,0.2,0.1752,0.3133,0.2442,False
0.35,-0.35,6,0.1,0.215,0.2734,0.2442,False
0.2,-0.35,6,0.05,0.1897,0.299,0.2443,False
0.2,-0.4,5,0.1,0.1917,0.2969,0.2443,False
0.55,-0.15,4,0.55,0.2908,0.1977,0.2443,False
0.45,-0.3,7,0.2,0.2349,0.2536,0.2443,False
0.35,-0.5,3,0.1,0.2241,0.2645,0.2443,False
0.3,-0.35,7,0.15,0.2017,0.2871,0.2444,False
0.55,-0.15,4,0.35,0.2868,0.202,0.2444,False
0.45,-0.35,5,0.45,0.2458,0.2431,0.2444,False
0.45,-0.4,3,0.15,0.2494,0.2393,0.2444,False
0.05,-0.3,6,0.15,0.1743,0.3145,0.2444,False
0.2,-0.55,3,0.1,0.1958,0.293,0.2444,False
0.55,-0.15,5,0.35,0.2839,0.2052,0.2445,False
0.45,-0.3,5,0.1,0.2445,0.2444,0.2445,False
0.5,-0.35,3,0.35,0.2657,0.2232,0.2445,False
0.4,-0.35,5,0.1,0.2304,0.2585,0.2445,False
0.35,-0.35,7,0.2,0.2111,0.278,0.2445,False
0.35,-0.4,5,0.2,0.2185,0.2706,0.2445,False
0.3,-0.45,4,0.1,0.2114,0.2776,0.2445,False
0.45,-0.35,5,0.4,0.2448,0.2442,0.2445,False
0.55,-0.15,5,0.55,0.2879,0.201,0.2445,False
0.1,-0.55,3,0.25,0.1828,0.3063,0.2446,False
0.1,-0.35,6,0.4,0.1809,0.3082,0.2446,False
0.05,-0.5,3,0.15,0.1766,0.3126,0.2446,False
0.4,-0.5,3,0.55,0.2418,0.2473,0.2446,False
0.25,-0.35,7,0.15,0.1939,0.2954,0.2446,False
0.5,-0.3,4,0.3,0.263,0.2262,0.2446,False
0.15,-0.45,4,0.1,0.1871,0.3021,0.2446,False
0.5,-0.35,3,0.55,0.2701,0.2193,0.2447,False
0.1,-0.55,3,0.55,0.1891,0.3002,0.2447,False
0.55,-0.1,3,0.25,0.2919,0.1976,0.2447,False
0.1,-0.35,6,0.35,0.1801,0.3093,0.2447,False
0.55,-0.1,5,0.25,0.2878,0.2015,0.2447,False
0.4,-0.5,3,0.3,0.2368,0.2526,0.2447,False
0.1,-0.35,6,0.45,0.1823,0.3073,0.2448,False
0.45,-0.35,5,0.5,0.2472,0.2424,0.2448,False
0.55,-0.15,3,0.3,0.289,0.2006,0.2448,False
0.35,-0.45,4,0.2,0.2219,0.2676,0.2448,False
0.45,-0.3,6,0.15,0.2399,0.2497,0.2448,False
0.55,-0.1,7,0.2,0.2831,0.2065,0.2448,False
0.55,-0.1,4,0.25,0.29,0.1997,0.2449,False
0.45,-0.35,5,0.35,0.2442,0.2456,0.2449,False
0.45,-0.35,4,0.15,0.2472,0.2427,0.2449,False
0.25,-0.45,4,0.05,0.2027,0.2872,0.2449,False
0.2,-0.45,4,0.05,0.1946,0.2953,0.2449,False
0.55,-0.15,6,0.3,0.2803,0.2098,0.245,False
0.25,-0.55,3,0.1,0.2047,0.2854,0.245,False
0.5,-0.25,7,0.2,0.2517,0.2384,0.245,False
0.3,-0.4,5,0.1,0.2088,0.2812,0.245,False
0.45,-0.45,3,0.45,0.2523,0.2377,0.245,False
0.35,-0.55,3,0.45,0.2283,0.262,0.2451,False
0.5,-0.25,6,0.2,0.2563,0.2339,0.2451,False
0.4,-0.35,7,0.45,0.225,0.2652,0.2451,False
0.35,-0.55,3,0.4,0.2272,0.263,0.2451,False
0.4,-0.35,7,0.4,0.2239,0.2662,0.2451,False
0.5,-0.2,4,0.05,0.2681,0.2221,0.2451,False
0.45,-0.45,3,0.4,0.2513,0.2388,0.2451,False
0.15,-0.4,5,0.15,0.1857,0.3047,0.2452,False
0.55,-0.15,7,0.25,0.2767,0.2137,0.2452,False
0.4,-0.35,6,0.2,0.2264,0.2641,0.2452,False
0.1,-0.45,4,0.2,0.1818,0.3087,0.2453,False
0.55,-0.2,3,0.45,0.2886,0.2021,0.2453,False
0.1,-0.35,6,0.3,0.1798,0.3108,0.2453,False
0.45,-0.45,3,0.5,0.2536,0.237,0.2453,False
0.5,-0.3,3,0.15,0.2664,0.2244,0.2454,False
0.55,-0.15,4,0.3,0.2866,0.2042,0.2454,False
0.35,-0.55,3,0.35,0.2265,0.2644,0.2454,False
0.4,-0.35,7,0.35,0.2232,0.2675,0.2454,False
0.5,-0.35,3,0.3,0.2655,0.2252,0.2454,False
0.2,-0.35,7,0.2,0.1877,0.3031,0.2454,False
0.4,-0.35,7,0.5,0.2265,0.2646,0.2455,False
0.15,-0.35,6,0.1,0.184,0.3069,0.2455,False
0.1,-0.35,6,0.5,0.1841,0.3068,0.2455,False
0.55,-0.15,5,0.3,0.2837,0.2074,0.2455,False
0.45,-0.35,5,0.55,0.2489,0.2421,0.2455,False
0.55,-0.2,3,0.4,0.2877,0.2034,0.2455,False
0.45,-0.45,3,0.35,0.2507,0.2403,0.2455,False
0.55,-0.2,3,0.5,0.2897,0.2012,0.2455,False
0.05,-0.4,4,0.1,0.1768,0.3141,0.2455,False
0.35,-0.55,3,0.5,0.2297,0.2614,0.2456,False
0.45,-0.35,5,0.3,0.244,0.2475,0.2457,False
0.3,-0.55,3,0.15,0.2145,0.2768,0.2457,False
0.4,-0.5,3,0.25,0.2369,0.2547,0.2458,False
0.5,-0.2,7,0.05,0.2572,0.2345,0.2458,False
0.25,-0.5,4,0.4,0.2062,0.2857,0.2459,False
0.1,-0.4,5,0.4,0.1836,0.3082,0.2459,False
0.55,-0.1,6,0.2,0.2858,0.2059,0.2459,False
0.5,-0.3,4,0.25,0.2631,0.2286,0.2459,False
0.1,-0.4,5,0.35,0.1827,0.3093,0.246,False
0.1,-0.55,3,0.2,0.1835,0.3084,0.246,False
0.25,-0.5,4,0.45,0.2073,0.2847,0.246,False
0.15,-0.55,3,0.1,0.1896,0.3024,0.246,False
0.45,-0.45,3,0.55,0.2553,0.2367,0.246,False
0.55,-0.2,3,0.55,0.2912,0.2009,0.246,False
0.5,-0.25,5,0.15,0.2612,0.2311,0.2461,False
0.4,-0.35,7,0.3,0.223,0.2692,0.2461,False
0.1,-0.4,5,0.45,0.1849,0.3073,0.2461,False
0.05,-0.35,5,0.15,0.1765,0.3156,0.2461,False
0.55,-0.15,3,0.25,0.2891,0.2033,0.2462,False
0.5,-0.2,5,0.05,0.2651,0.2273,0.2462,False
0.25,-0.4,6,0.4,0.2004,0.292,0.2462,False
0.25,-0.5,4,0.35,0.2054,0.2869,0.2462,False
0.35,-0.55,3,0.3,0.2263,0.2661,0.2462,False
0.45,-0.3,7,0.15,0.2359,0.2565,0.2462,False
0.55,-0.2,3,0.35,0.2872,0.2051,0.2462,False
0.25,-0.4,5,0.05,0.2011,0.2913,0.2462,False
0.2,-0.5,4,0.4,0.1985,0.2941,0.2463,False
0.4,-0.4,4,0.1,0.2345,0.2581,0.2463,False
0.45,-0.45,3,0.3,0.2505,0.2422,0.2463,False
0.55,-0.2,7,0.45,0.274,0.2187,0.2463,False
0.1,-0.35,6,0.25,0.18,0.3126,0.2463,False
0.1,-0.3,7,0.1,0.1783,0.3142,0.2463,False
0.4,-0.35,7,0.55,0.2284,0.2643,0.2464,False
0.55,-0.15,6,0.25,0.2804,0.2123,0.2464,False
0.25,-0.4,6,0.45,0.2016,0.2911,0.2464,False
0.3,-0.4,6,0.4,0.2087,0.2841,0.2464,False
0.35,-0.55,3,0.55,0.2316,0.2611,0.2464,False
0.5,-0.2,6,0.05,0.2614,0.2315,0.2464,False
0.35,-0.4,5,0.15,0.2195,0.2733,0.2464,False
0.35,-0.35,7,0.15,0.2122,0.2807,0.2464,False
0.5,-0.25,4,0.1,0.2656,0.2275,0.2465,False
0.2,-0.5,4,0.45,0.1998,0.2932,0.2465,False
0.4,-0.4,5,0.4,0.2329,0.2602,0.2465,False
0.25,-0.4,6,0.35,0.1997,0.2933,0.2465,False
0.2,-0.5,4,0.35,0.1978,0.2953,0.2465,False
0.5,-0.3,5,0.45,0.2618,0.2311,0.2465,False
0.1,-0.35,6,0.55,0.1865,0.3066,0.2465,False
0.3,-0.4,6,0.45,0.2099,0.2832,0.2465,False
0.55,-0.1,5,0.2,0.2883,0.2046,0.2465,False
0.55,-0.2,7,0.4,0.2731,0.2199,0.2465,False
0.55,-0.2,7,0.5,0.2752,0.2179,0.2466,False
0.3,-0.35,7,0.1,0.2033,0.29,0.2466,False
0.5,-0.25,3,0.05,0.2695,0.2238,0.2466,False
0.25,-0.5,4,0.5,0.209,0.2841,0.2466,False
0.4,-0.4,5,0.45,0.2339,0.2592,0.2466,False
0.5,-0.3,5,0.4,0.2608,0.2323,0.2466,False
0.1,-0.4,5,0.3,0.1825,0.3108,0.2466,False
0.05,-0.3,6,0.1,0.1762,0.3171,0.2466,False
0.5,-0.35,3,0.25,0.2657,0.2276,0.2466,False
0.55,-0.1,3,0.2,0.2923,0.2008,0.2466,False
0.3,-0.4,6,0.35,0.208,0.2854,0.2467,False
0.55,-0.1,4,0.2,0.2905,0.2029,0.2467,False
0.1,-0.4,5,0.5,0.1867,0.3068,0.2467,False
0.5,-0.3,5,0.5,0.2631,0.2304,0.2467,False
0.55,-0.2,4,0.45,0.2859,0.2076,0.2467,False
0.4,-0.45,3,0.05,0.2376,0.2557,0.2467,False
0.35,-0.45,4,0.15,0.2229,0.2704,0.2467,False
0.45,-0.4,4,0.4,0.2493,0.2444,0.2468,False
0.55,-0.15,4,0.25,0.2867,0.2069,0.2468,False
0.45,-0.4,3,0.1,0.2507,0.2428,0.2468,False
0.05,-0.5,3,0.1,0.1784,0.3153,0.2468,False
0.35,-0.35,6,0.05,0.217,0.2767,0.2468,False
0.25,-0.5,4,0.3,0.2052,0.2885,0.2468,False
0.45,-0.4,4,0.45,0.2503,0.2433,0.2468,False
0.55,-0.2,4,0.5,0.2871,0.2068,0.2469,False
0.55,-0.15,7,0.2,0.2771,0.2167,0.2469,False
0.55,-0.15,5,0.25,0.2838,0.21,0.2469,False
0.45,-0.35,5,0.25,0.2441,0.2497,0.2469,False
0.25,-0.35,7,0.1,0.1955,0.2982,0.2469,False
0.4,-0.4,5,0.35,0.2322,0.2616,0.2469,False
0.25,-0.4,6,0.5,0.2033,0.2906,0.2469,False
0.2,-0.4,5,0.05,0.1939,0.3,0.247,False
0.2,-0.6,3,0.4,0.2011,0.2929,0.247,False
0.5,-0.25,7,0.15,0.2526,0.2414,0.247,False
0.55,-0.2,7,0.35,0.2725,0.2215,0.247,False
0.55,-0.1,7,0.15,0.2839,0.21,0.247,False
0.55,-0.2,4,0.4,0.285,0.2089,0.247,False
0.2,-0.5,4,0.5,0.2015,0.2926,0.247,False
0.3,-0.4,6,0.5,0.2115,0.2826,0.247,False
0.35,-0.5,3,0.05,0.226,0.268,0.247,False
0.2,-0.55,3,0.05,0.1979,0.2961,0.247,False
0.5,-0.3,5,0.35,0.2603,0.2338,0.247,False
0.4,-0.4,5,0.5,0.2354,0.2585,0.247,False
0.1,-0.45,4,0.15,0.1831,0.3111,0.2471,False
0.4,-0.35,6,0.15,0.2274,0.2668,0.2471,False
0.45,-0.3,6,0.1,0.2413,0.253,0.2471,False
0.45,-0.4,4,0.5,0.2516,0.2426,0.2471,False
0.25,-0.4,6,0.3,0.1994,0.2948,0.2471,False
0.5,-0.25,6,0.15,0.2572,0.237,0.2471,False
0.15,-0.35,7,0.4,0.1859,0.3084,0.2472,False
0.45,-0.3,5,0.05,0.2462,0.2482,0.2472,False
0.2,-0.5,4,0.3,0.1975,0.2968,0.2472,False
0.55,-0.2,3,0.3,0.287,0.2073,0.2472,False
0.15,-0.45,4,0.05,0.1893,0.3052,0.2472,False
0.4,-0.35,7,0.25,0.2232,0.2713,0.2472,False
0.4,-0.35,5,0.05,0.2323,0.2621,0.2472,False
0.2,-0.6,3,0.45,0.2024,0.292,0.2472,False
0.55,-0.2,7,0.55,0.2768,0.2176,0.2472,False
0.2,-0.35,7,0.15,0.1889,0.3055,0.2472,False
0.3,-0.45,4,0.05,0.2134,0.2809,0.2472,False
0.35,-0.55,3,0.25,0.2265,0.2681,0.2473,False
0.45,-0.35,4,0.1,0.2485,0.2461,0.2473,False
0.3,-0.4,6,0.3,0.2077,0.2869,0.2473,False
0.2,-0.6,3,0.35,0.2004,0.2941,0.2473,False
0.45,-0.4,4,0.35,0.2487,0.2459,0.2473,False
0.5,-0.3,5,0.55,0.2647,0.2301,0.2474,False
0.55,-0.2,6,0.45,0.2785,0.2162,0.2474,False
0.4,-0.5,3,0.2,0.2375,0.2572,0.2474,False
0.15,-0.35,7,0.45,0.1873,0.3076,0.2474,False
0.25,-0.6,3,0.4,0.2096,0.2851,0.2474,False
0.4,-0.45,4,0.4,0.237,0.2579,0.2474,False
0.15,-0.35,7,0.35,0.1851,0.3096,0.2474,False
0.25,-0.6,3,0.45,0.2108,0.2842,0.2475,False
0.5,-0.3,4,0.2,0.2636,0.2314,0.2475,False
0.55,-0.2,5,0.45,0.2825,0.2125,0.2475,False
0.15,-0.4,5,0.1,0.1875,0.3075,0.2475,False
0.4,-0.45,4,0.45,0.238,0.2569,0.2475,False
0.25,-0.5,4,0.55,0.211,0.2839,0.2475,False
0.55,-0.2,4,0.35,0.2845,0.2106,0.2475,False
0.45,-0.45,3,0.25,0.2507,0.2444,0.2475,False
0.55,-0.2,4,0.55,0.2886,0.2064,0.2475,False
0.55,-0.2,6,0.4,0.2776,0.2174,0.2475,False
0.1,-0.4,5,0.25,0.1827,0.3125,0.2476,False
0.55,-0.2,6,0.5,0.2797,0.2154,0.2476,False
0.25,-0.6,3,0.35,0.2089,0.2864,0.2476,False
0.55,-0.2,5,0.5,0.2837,0.2117,0.2477,False
0.3,-0.4,5,0.05,0.2108,0.2845,0.2477,False
0.2,-0.6,3,0.5,0.204,0.2914,0.2477,False
0.1,-0.35,6,0.2,0.1808,0.3146,0.2477,False
0.3,-0.5,4,0.4,0.2163,0.2791,0.2477,False
0.4,-0.4,5,0.3,0.232,0.2633,0.2477,False
0.4,-0.4,5,0.55,0.2372,0.2583,0.2477,False
0.55,-0.2,5,0.4,0.2817,0.2137,0.2477,False
0.25,-0.55,3,0.05,0.2067,0.2886,0.2477,False
0.3,-0.5,4,0.45,0.2174,0.2782,0.2478,False
0.4,-0.45,4,0.5,0.2394,0.2563,0.2478,False
0.45,-0.4,4,0.55,0.2533,0.2423,0.2478,False
0.1,-0.55,3,0.15,0.1848,0.3108,0.2478,False
0.4,-0.45,4,0.35,0.2363,0.2593,0.2478,False
0.1,-0.4,5,0.55,0.189,0.3065,0.2478,False
0.25,-0.4,6,0.55,0.2054,0.2903,0.2479,False
0.3,-0.55,3,0.1,0.2161,0.2798,0.2479,False
0.2,-0.6,3,0.3,0.2001,0.2957,0.2479,False
0.5,-0.3,3,0.1,0.2677,0.228,0.2479,False
0.3,-0.4,6,0.55,0.2135,0.2823,0.2479,False
0.25,-0.5,4,0.25,0.2054,0.2904,0.2479,False
0.5,-0.3,5,0.3,0.2601,0.2357,0.2479,False
0.55,-0.2,7,0.3,0.2723,0.2235,0.2479,False
0.25,-0.6,3,0.5,0.2124,0.2836,0.248,False
0.2,-0.5,4,0.55,0.2036,0.2924,0.248,False
0.55,-0.15,3,0.2,0.2896,0.2064,0.248,False
0.55,-0.1,6,0.15,0.2866,0.2094,0.248,False
0.15,-0.35,7,0.3,0.1848,0.3111,0.248,False
0.3,-0.5,4,0.35,0.2156,0.2804,0.248,False
0.15,-0.35,6,0.05,0.1863,0.3099,0.2481,False
0.55,-0.2,6,0.35,0.2771,0.2191,0.2481,False
0.15,-0.35,7,0.5,0.1891,0.307,0.2481,False
0.25,-0.4,6,0.25,0.1996,0.2966,0.2481,False
0.55,-0.15,6,0.2,0.2809,0.2153,0.2481,False
0.05,-0.4,4,0.05,0.1792,0.317,0.2481,False
0.45,-0.4,4,0.3,0.2485,0.2477,0.2481,False
0.2,-0.5,4,0.25,0.1977,0.2987,0.2482,False
0.55,-0.2,6,0.55,0.2813,0.2151,0.2482,False
0.05,-0.35,5,0.1,0.1783,0.3183,0.2483,False
0.55,-0.2,5,0.55,0.2853,0.2113,0.2483,False
0.3,-0.5,4,0.5,0.219,0.2776,0.2483,False
0.55,-0.2,5,0.35,0.2812,0.2154,0.2483,False
0.25,-0.6,3,0.3,0.2086,0.288,0.2483,False
0.2,-0.4,6,0.4,0.1949,0.3018,0.2483,False
0.5,-0.35,3,0.2,0.2662,0.2304,0.2483,False
0.05,-0.3,7,0.4,0.1791,0.3176,0.2484,False
0.3,-0.4,6,0.25,0.2079,0.2888,0.2484,False
0.2,-0.4,6,0.45,0.1961,0.3009,0.2485,False
0.2,-0.4,6,0.35,0.1941,0.303,0.2485,False
0.45,-0.3,7,0.1,0.2373,0.2597,0.2485,False
0.05,-0.3,7,0.35,0.1783,0.3188,0.2485,False
0.5,-0.25,5,0.1,0.2625,0.2346,0.2485,False
0.55,-0.2,4,0.3,0.2843,0.2127,0.2485,False
0.55,-0.2,3,0.25,0.2871,0.2099,0.2485,False
0.5,-0.3,6,0.45,0.2578,0.2392,0.2485,False
0.45,-0.35,5,0.2,0.2447,0.2522,0.2485,False
0.5,-0.3,6,0.4,0.2569,0.2403,0.2486,False
0.55,-0.15,4,0.2,0.2872,0.21,0.2486,False
0.4,-0.45,4,0.3,0.2361,0.261,0.2486,False
0.15,-0.55,3,0.05,0.1918,0.3055,0.2486,False
0.4,-0.45,4,0.55,0.2412,0.256,0.2486,False
0.35,-0.35,7,0.1,0.2137,0.2836,0.2486,False
0.05,-0.3,7,0.45,0.1805,0.3168,0.2486,False
0.45,-0.35,6,0.4,0.2421,0.2551,0.2486,False
0.55,-0.25,3,0.45,0.2874,0.2098,0.2486,False
0.45,-0.35,6,0.45,0.2431,0.2541,0.2486,False
0.55,-0.15,5,0.2,0.2843,0.213,0.2487,False
0.25,-0.45,5,0.4,0.2053,0.2921,0.2487,False
0.3,-0.5,4,0.3,0.2154,0.282,0.2487,False
0.55,-0.1,5,0.15,0.2891,0.2082,0.2487,False
0.35,-0.4,5,0.1,0.221,0.2763,0.2487,False
0.4,-0.35,7,0.2,0.2238,0.2736,0.2487,False
0.2,-0.6,3,0.55,0.2061,0.2912,0.2487,False
0.55,-0.25,3,0.5,0.2886,0.209,0.2488,False
0.5,-0.3,6,0.5,0.2592,0.2385,0.2488,False
0.55,-0.1,3,0.15,0.2931,0.2045,0.2488,False
0.35,-0.4,6,0.4,0.2194,0.2781,0.2488,False
0.4,-0.4,5,0.25,0.2322,0.2654,0.2488,False
0.35,-0.55,3,0.2,0.2271,0.2705,0.2488,False
0.55,-0.25,3,0.4,0.2865,0.2111,0.2488,False
0.2,-0.6,3,0.25,0.2003,0.2975,0.2489,False
0.15,-0.35,7,0.25,0.1851,0.3128,0.2489,False
0.35,-0.4,6,0.45,0.2206,0.2772,0.2489,False
0.35,-0.45,4,0.1,0.2244,0.2734,0.2489,False
0.15,-0.6,3,0.4,0.1954,0.3025,0.2489,False
0.1,-0.3,7,0.05,0.1807,0.3171,0.2489,False
0.25,-0.6,3,0.55,0.2144,0.2834,0.2489,False
0.25,-0.45,5,0.45,0.2065,0.2912,0.2489,False
0.55,-0.1,4,0.15,0.2913,0.2065,0.2489,False
0.55,-0.15,7,0.15,0.278,0.2201,0.249,False
0.1,-0.4,5,0.2,0.1834,0.3146,0.249,False
0.4,-0.4,4,0.05,0.2363,0.2616,0.249,False
0.45,-0.35,6,0.5,0.2445,0.2535,0.249,False
0.55,-0.2,6,0.3,0.2769,0.2211,0.249,False
0.15,-0.5,4,0.4,0.1938,0.3043,0.249,False
0.45,-0.35,6,0.35,0.2415,0.2565,0.249,False
0.25,-0.45,5,0.35,0.2046,0.2933,0.249,False
0.5,-0.3,6,0.35,0.2563,0.2417,0.249,False
0.15,-0.6,3,0.45,0.1967,0.3016,0.2491,False
0.15,-0.6,3,0.35,0.1946,0.3036,0.2491,False
0.35,-0.4,6,0.35,0.2188,0.2794,0.2491,False
