transect_id,domain_number,position_start_m,n_start,sd_start_m,first_obs_start,last_obs_start,position_end_m,n_end,sd_end_m,first_obs_end,last_obs_end,change_m,rate_m_yr,start_vintage,end_vintage,start_date,end_date,start_date_assumed,end_date_assumed,interval_yr,half_window_days
usa_NC_0032_0021,1,90.1857,7,11.3934,1984-09-21,1985-02-28,64.3190,21,15.3437,2003-11-29,2004-11-15,-25.8667,-1.3144,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0022,1,92.9857,7,12.6963,1984-09-21,1985-02-28,60.5053,19,13.4252,2003-11-29,2004-11-15,-32.4805,-1.6505,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0023,1,99.7143,7,13.7406,1984-09-21,1985-02-28,66.0737,19,18.9522,2003-11-29,2004-11-15,-33.6406,-1.7094,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0024,1,112.5429,7,11.7839,1984-09-21,1985-02-28,78.5737,19,17.6277,2003-11-29,2004-11-15,-33.9692,-1.7261,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0025,1,94.6000,7,10.1362,1984-09-21,1985-02-28,56.0368,19,18.0302,2003-11-29,2004-11-15,-38.5632,-1.9595,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0026,1,105.3571,7,11.9874,1984-09-21,1985-02-28,60.7056,18,18.7153,2003-11-29,2004-11-15,-44.6516,-2.2689,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0027,1,99.2714,7,11.3311,1984-09-21,1985-02-28,49.7944,18,18.6412,2003-11-29,2004-11-15,-49.4770,-2.5141,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0028,1,102.0286,7,9.7950,1984-09-21,1985-02-28,47.1056,18,19.1524,2003-11-29,2004-11-15,-54.9230,-2.7909,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0029,1,105.2000,7,9.9790,1984-09-21,1985-02-28,47.9125,16,21.6436,2003-11-29,2004-11-15,-57.2875,-2.9110,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0030,2,127.0571,7,11.9956,1984-09-21,1985-02-28,65.6800,15,15.8523,2003-11-29,2004-11-15,-61.3771,-3.1188,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0031,2,123.5714,7,11.0040,1984-09-21,1985-02-28,63.3187,16,15.8371,2003-11-29,2004-11-15,-60.2527,-3.0617,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0032,2,130.6286,7,11.0190,1984-09-21,1985-02-28,69.6267,15,14.9474,2003-11-29,2004-11-15,-61.0019,-3.0997,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0033,2,113.1000,7,10.1064,1984-09-21,1985-02-28,51.6813,16,14.1880,2003-11-29,2004-11-15,-61.4188,-3.1209,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
usa_NC_0032_0034,2,131.6429,7,14.2630,1984-09-21,1985-02-28,68.1188,16,14.4382,2003-11-29,2004-11-15,-63.5241,-3.2279,1984,2004,1984-09-19,2004-05-25,False,False,19.6797,182.6250
