gis_domain,change_rate_m_yr
1,0.4266025605294089
2,-0.08134856827036856
3,-0.11917735280885608
4,-0.1504269179986295
5,-0.5738462969632565
6,-1.2097839634334377
7,-1.1229395954394021
8,-0.8538913548801247
9,-0.6979476756539043
10,-0.628835636562053
11,-0.6551380914064794
12,-0.5310334124872498
13,-0.4544618905949392
14,-0.33016891245615626
15,-0.12695548358115047
16,0.00503046259891562
17,-0.21080608611118806
18,-0.23656975277472156
19,-0.11715790931657466
20,-0.08662168988557824
21,-0.19259835541497522
22,-0.31664588078219824
23,-0.4333302529887078
24,-0.5800295913997615
25,-0.5724672810107222
26,-0.5325513255074839
27,-0.41635860643964406
28,-0.4361220689032962
29,-0.437499026281057
30,-0.4008502628259521
31,-0.46537683987089623
32,-0.5673531238155192
33,-0.7711215616328445
34,-1.0408574818647138
35,-1.1829979582981651
36,-1.38349333147562
37,-1.5459375162187825
38,-1.5157727525382143
39,-1.4217684188929525
40,-1.2417048903397698
41,-1.020519819533547
42,-0.8164210489239849
43,-0.6435848771273414
44,-0.5789179273187074
45,-0.44096397795174197
46,-0.32732086603455174
47,-0.254478479420959
48,-0.15557923994056183
49,-0.0666038165080863
50,-0.01786946603051547
51,0.06482640765407269
52,0.15757645443982254
53,0.25688209652180377
54,0.22347849216066606
55,0.2994206734727413
56,0.3837569451694435
57,0.2965742736907487
58,0.20758407824168898
59,0.20683761611335286
60,0.04795286846219824
61,-0.013591699040625826
62,-0.16000709258696588
63,-0.21449251537878808
64,-0.22165434525622912
65,-0.32058328295670435
66,-0.41528258587140954
67,-0.6708192417661849
68,-1.0322944038288369
69,-1.3588254012242031
70,-1.5507471387146325
71,-1.7897805136135503
72,-2.036854412004959
73,-2.2215474420037937
74,-2.2887651878614634
75,-2.3529704004590712
76,-2.494813458421413
77,-2.6661949566849215
78,-2.920863577414184
79,-2.9143275222659213
80,-2.7658572088668736
81,-2.529996704010318
82,-2.3270693555033177
83,-2.0623502671707685
84,-1.947204439865527
85,-1.8403635461012526
86,-1.663348374362613
87,-1.5562104839989843
88,-1.6343147154349935
89,-1.711226318446552
90,-1.9028083017780772
