gis_domain,change_rate_m_yr
1,-2.5782642429100635
2,-2.643149714283936
3,-2.303629732957597
4,-2.002273718050219
5,-2.156982442923436
6,-2.5618010030594633
7,-2.29359886693328
8,-1.8879036787844599
9,-1.6162541524502558
10,-1.4976881139215947
11,-1.427247801898193
12,-1.1691710295515805
13,-1.0076992368424726
14,-0.8227954713658618
15,-0.5800268141623747
16,-0.3888622861418298
17,-0.5773844866146647
18,-0.5623404754612238
19,-0.40730592943255034
20,-0.3404453029045726
21,-0.3870553793377439
22,-0.47850666833182914
23,-0.5690079233560027
24,-0.698280321315815
25,-0.6685335202992974
26,-0.6088834088164731
27,-0.4765155643627622
28,-0.4875480043975585
29,-0.4960983176588343
30,-0.4655436106142588
31,-0.5378952584486797
32,-0.65049164112379
33,-0.8714767060659142
34,-1.1464131918233762
35,-1.3033469686041825
36,-1.5108884073205444
37,-1.6736869246768038
38,-1.6492283923094875
39,-1.5678337039985308
40,-1.4072646193230867
41,-1.2166649462070382
42,-1.048503586726565
43,-0.9106542956930752
44,-0.8781584981046763
45,-0.7661161486941637
46,-0.6669826087968431
47,-0.6138759181197202
48,-0.5270026987731399
49,-0.4455166968744379
50,-0.4006781361321373
51,-0.33241319207736525
52,-0.23051045500078543
53,-0.14052007954105647
54,-0.15575330339715948
55,-0.07371198536093289
56,0.021885219033811153
57,-0.04047895203020744
58,-0.09378625237268352
59,-0.0705271859842469
60,-0.1927566907790606
61,-0.21569936538326145
62,-0.3239146049332703
63,-0.3465302116546809
64,-0.32871952796886034
65,-0.40793967513964163
66,-0.48686025157539914
67,-0.7294059704803658
68,-1.0753704756936713
69,-1.39021171934628
70,-1.5725843176057424
71,-1.8039394833800544
72,-2.0448623794846754
73,-2.2249148031957704
74,-2.2887456721783566
75,-2.350925173806263
76,-2.4929392326526796
77,-2.6617265221799244
78,-2.9157585996150375
79,-2.9094651255394637
80,-2.760073831628233
81,-2.5206867104626327
82,-2.311569621955914
83,-2.01970031388455
84,-1.8942952669623991
85,-1.7013711787130887
86,-1.3743050238395882
87,-1.114517894594428
88,-0.9980636610591318
89,-0.8587743265779864
90,-0.7908235180196244
