domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
1,usa_NC_0032_0021,usa_NC_0032_0021,forward,1996_2024,3.157,0.4865,509,1996_2010,2.5023,0.5715,-0.6547,False,False,False,True,False,True,True,2024,2024,29,2024,2024,29,2009,2024,29,2006,2024,29,2009,2024,29,2008,2024,29,2004,2024,29
1,usa_NC_0032_0022,usa_NC_0032_0022,forward,1996_2024,3.1842,0.4598,522,1996_2010,2.8369,0.5752,-0.3473,True,False,True,True,True,True,True,2008,2024,29,2009,2024,29,2008,2024,29,2004,2024,29,2008,2024,29,2007,2024,29,2004,2024,29
1,usa_NC_0032_0023,usa_NC_0032_0023,forward,1996_2024,2.8737,0.4205,510,1996_2010,3.1991,0.631,0.3254,True,False,True,True,True,True,True,2006,2024,29,2011,2024,29,2004,2024,29,2004,2024,29,2006,2024,29,2004,2024,29,2004,2024,29
1,usa_NC_0032_0024,usa_NC_0032_0024,forward,1996_2024,2.8488,0.3913,514,1996_2010,3.3678,0.6499,0.519,False,False,True,True,False,True,True,2006,2024,29,2012,2024,29,2004,2024,29,2004,2024,29,2006,2024,29,2004,2024,29,2004,2024,29
1,usa_NC_0032_0025,usa_NC_0032_0025,forward,1996_2024,2.7908,0.3518,521,1996_2010,3.5079,0.6678,0.7171,False,False,False,True,False,True,True,2006,2024,29,2007,2024,29,2006,2024,29,2004,2024,29,2006,2024,29,2004,2024,29,2004,2024,29
1,usa_NC_0032_0026,usa_NC_0032_0026,forward,1996_2024,2.7617,0.3239,518,1996_2010,3.4787,0.67,0.717,False,False,False,True,False,True,True,2007,2024,29,2007,2024,29,2006,2024,29,2005,2024,29,2006,2024,29,2005,2023,28,2004,2024,29
1,usa_NC_0032_0027,usa_NC_0032_0027,forward,1996_2024,2.6717,0.3015,520,1996_2010,3.483,0.6788,0.8113,False,False,False,True,False,True,True,2007,2024,29,2007,2024,29,2006,2024,29,2005,2024,29,2006,2024,29,2005,2023,28,2004,2024,29
1,usa_NC_0032_0028,usa_NC_0032_0028,forward,1996_2024,2.6677,0.285,514,1996_2010,3.359,0.6951,0.6913,False,False,False,True,False,True,True,2007,2024,29,2007,2024,29,2007,2024,29,2006,2024,29,2007,2024,29,2006,2023,28,2004,2024,29
1,usa_NC_0032_0029,usa_NC_0032_0029,forward,1996_2024,2.6343,0.2595,516,1996_2010,3.3356,0.677,0.7013,False,False,False,True,False,True,True,2007,2024,29,2007,2024,29,2007,2024,29,2007,2023,28,2007,2024,29,2006,2023,28,2004,2024,29
2,usa_NC_0032_0030,usa_NC_0032_0030,forward,1996_2024,2.663,0.2425,516,1996_2010,3.2457,0.6645,0.5827,False,False,False,True,False,True,True,2007,2024,29,2007,2024,29,2007,2024,29,2007,2023,28,2007,2024,29,2007,2023,28,2006,2024,29
