transect_id,domain_number,line_id,position_1997_m,position_2023_m,change_m,rate_m_yr,start_vintage,end_vintage,start_date,end_date,start_date_assumed,end_date_assumed,interval_yr
dune_12,1,12,8241.367,8205.871,35.496,1.3803,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_13,1,13,8220.764,8199.181,21.583,0.8393,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_14,1,14,8200.161,8185.143,15.018,0.584,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_15,1,15,8179.558,8167.744,11.814,0.4594,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_16,1,16,8149.71,8161.013,-11.303,-0.4395,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_17,2,17,8114.524,8150.481,-35.957,-1.3982,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_18,2,18,8090.386,8133.742,-43.356,-1.6859,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_19,2,19,8073.659,8116.903,-43.244,-1.6816,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_20,2,20,8060.645,8093.76,-33.114,-1.2877,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_21,2,21,8047.632,8076.259,-28.628,-1.1132,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_22,3,22,8034.618,8062.759,-28.142,-1.0943,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_23,3,23,8026.054,8044.172,-18.117,-0.7045,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_24,3,24,8013.93,8026.526,-12.596,-0.4898,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_25,3,25,7998.02,8006.109,-8.088,-0.3145,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_26,3,26,7980.348,7979.17,1.178,0.0458,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_27,4,27,7957.897,7953.491,4.406,0.1713,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_28,4,28,7937.05,7923.783,13.267,0.5159,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_29,4,29,7916.983,7905.311,11.673,0.4539,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_30,4,30,7890.198,7884.284,5.914,0.23,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_31,4,31,7862.784,7862.382,0.401,0.0156,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_32,5,32,7833.58,7829.766,3.814,0.1483,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_33,5,33,7809.82,7805.64,4.18,0.1625,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_34,5,34,7782.651,7774.8,7.851,0.3053,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_35,5,35,7743.147,7732.916,10.23,0.3978,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_36,5,36,7700.44,7675.967,24.473,0.9516,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_37,6,37,7649.317,7612.573,36.744,1.4288,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_38,6,38,7521.868,7561.992,-40.124,-1.5602,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_39,6,39,7498.848,7547.686,-48.838,-1.8991,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_40,6,40,7468.739,7535.829,-67.089,-2.6088,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_41,6,41,7449.401,7513.161,-63.76,-2.4793,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_42,7,42,7435.279,7503.061,-67.782,-2.6357,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_43,7,43,7432.068,7482.471,-50.403,-1.9599,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_44,7,44,7420.984,7484.886,-63.903,-2.4849,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_45,7,45,7411.48,7490.586,-79.106,-3.0761,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_46,7,46,7399.9,7468.075,-68.176,-2.651,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_47,8,47,7391.972,7445.827,-53.856,-2.0942,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_48,8,48,7384.31,7429.975,-45.665,-1.7757,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_49,8,49,7363.38,7417.52,-54.14,-2.1053,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_50,8,50,7348.42,7405.886,-57.466,-2.2346,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_51,8,51,7346.86,7394.517,-47.657,-1.8532,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_52,9,52,7331.223,7369.193,-37.97,-1.4765,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_53,9,53,7314.435,7353.589,-39.154,-1.5225,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_54,9,54,7300.225,7337.374,-37.148,-1.4445,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_55,9,55,7290.34,7325.665,-35.326,-1.3737,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_56,9,56,7275.935,7313.44,-37.505,-1.4584,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_57,10,57,7259.554,7299.471,-39.917,-1.5522,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_58,10,58,7246.404,7292.564,-46.161,-1.795,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_59,10,59,7231.024,7270.726,-39.701,-1.5438,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_60,10,60,7217.51,7252.486,-34.976,-1.3601,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_61,10,61,7201.789,7243.645,-41.856,-1.6276,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_62,11,62,7180.502,7225.792,-45.29,-1.7611,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_63,11,63,7161.638,7206.856,-45.219,-1.7583,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_64,11,64,7145.949,7188.383,-42.433,-1.65,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_65,11,65,7130.026,7173.432,-43.406,-1.6879,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_66,11,66,7118.889,7158.656,-39.767,-1.5464,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_67,12,67,7106.699,7152.999,-46.299,-1.8004,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_68,12,68,7088.388,7131.443,-43.056,-1.6742,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_69,12,69,7068.89,7114.015,-45.125,-1.7547,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_70,12,70,7051.523,7106.064,-54.541,-2.1209,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_71,12,71,7035.408,7079.074,-43.666,-1.698,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_72,13,72,7019.292,7069.844,-50.553,-1.9658,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_73,13,73,7003.37,7050.754,-47.384,-1.8426,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_74,13,74,6987.985,7031.562,-43.576,-1.6945,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_75,13,75,6972.167,7007.961,-35.794,-1.3919,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_76,13,76,6955.62,6986.458,-30.838,-1.1991,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_77,14,77,6939.428,6967.53,-28.102,-1.0927,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_78,14,78,6929.045,6947.63,-18.586,-0.7227,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_79,14,79,6913.376,6918.927,-5.551,-0.2158,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_80,14,80,6897.708,6904.415,-6.707,-0.2608,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_81,14,81,6880.668,6884.956,-4.288,-0.1667,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_82,15,82,6862.917,6869.203,-6.287,-0.2445,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_83,15,83,6848.258,6848.588,-0.33,-0.0128,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_84,15,84,6837.823,6839.473,-1.65,-0.0642,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_85,15,85,6818.034,6807.154,10.88,0.4231,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_86,15,86,6802.531,6789.496,13.036,0.5069,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_87,16,87,6784.322,6773.593,10.729,0.4172,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_88,16,88,6772.061,6758.833,13.227,0.5144,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_89,16,89,6754.669,6740.548,14.121,0.5491,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_90,16,90,6735.4,6720.552,14.848,0.5774,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_91,16,91,6716.13,6703.24,12.89,0.5012,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_92,17,92,6696.861,6687.875,8.986,0.3494,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_93,17,93,6673.13,6661.543,11.587,0.4506,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_94,17,94,6651.437,6640.423,11.014,0.4283,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_95,17,95,6632.906,6620.772,12.134,0.4718,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_96,17,96,6611.189,6606.348,4.841,0.1882,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_97,18,97,6593.393,6592.526,0.866,0.0337,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_98,18,98,6576.87,6564.712,12.158,0.4728,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_99,18,99,6561.395,6548.892,12.503,0.4862,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_100,18,100,6546.046,6527.259,18.787,0.7305,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_101,18,101,6529.988,6509.467,20.521,0.7979,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_102,19,102,6516.647,6490.865,25.782,1.0026,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_103,19,103,6498.366,6470.7,27.666,1.0758,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_104,19,104,6478.983,6453.322,25.661,0.9978,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_105,19,105,6463.751,6436.365,27.386,1.0649,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_106,19,106,6447.263,6419.435,27.829,1.0821,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_107,20,107,6428.789,6403.761,25.028,0.9732,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_108,20,108,6410.84,6384.004,26.835,1.0435,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_109,20,109,6394.105,6371.789,22.316,0.8678,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_110,20,110,6377.37,6360.387,16.983,0.6604,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_111,20,111,6363.445,6343.218,20.227,0.7865,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_112,21,112,6336.889,6322.2,14.688,0.5712,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_113,21,113,6310.095,6299.436,10.659,0.4145,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_114,21,114,6285.353,6279.891,5.462,0.2124,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_115,21,115,6250.501,6260.825,-10.324,-0.4015,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_116,21,116,6235.192,6247.505,-12.314,-0.4788,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_117,22,117,6209.644,6225.178,-15.534,-0.604,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_118,22,118,6177.923,6204.961,-27.038,-1.0514,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_119,22,119,6146.589,6189.596,-43.007,-1.6723,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_120,22,120,6121.795,6165.702,-43.907,-1.7073,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_121,22,121,6097.644,6144.851,-47.207,-1.8357,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_122,23,122,6073.594,6125.473,-51.879,-2.0173,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_123,23,123,6048.962,6107.534,-58.571,-2.2776,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_124,23,124,6024.94,6094.021,-69.081,-2.6863,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_125,23,125,6006.558,6080.509,-73.952,-2.8756,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_126,23,126,5988.125,6063.124,-74.999,-2.9164,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_128,24,128,5951.046,6024.436,-73.39,-2.8538,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_129,24,129,5925.992,6003.523,-77.531,-3.0148,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_130,24,130,5907.288,5982.956,-75.667,-2.9423,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_131,24,131,5890.622,5963.498,-72.876,-2.8338,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_132,24,132,5875.504,5942.727,-67.223,-2.614,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_133,25,133,5853.196,5920.949,-67.753,-2.6346,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_134,25,134,5835.716,5903.689,-67.973,-2.6432,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_135,25,135,5817.998,5883.174,-65.176,-2.5344,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_136,25,136,5792.544,5860.769,-68.225,-2.6529,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_137,25,137,5775.162,5840.63,-65.468,-2.5458,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
dune_138,26,138,5754.86,5817.071,-62.211,-2.4191,1997,2023,1997-10-12,2023-07-01,False,True,25.7166
