gis_domain,change_rate_m_yr,lrr_m_yr,lrr_r2
1,-5.720847015704658,-4.731359032634648,0.8617854291149212
2,-5.4401175670640445,-4.8445482773626996,0.8934709208392262
3,-4.781891888756673,-4.645237237301659,0.9238294104259013
4,-4.211926133712313,-4.297147139704638,0.9401704128448803
5,-4.096653549951862,-3.8741463094830553,0.9380584997140617
6,-3.3868893683400527,-3.6857816280743845,0.9926889936164089
7,-2.8697665131575376,-3.1314779075439136,0.9958277606445177
8,-2.2485501941258006,-2.6042787796205817,0.9868119435873695
9,-1.9235448886957784,-2.1888578470904907,0.9840137439797264
10,-1.7416102226196017,-1.8569288277791978,0.9879926617403881
11,-1.6171706023905243,-1.579847705687792,0.9903214022213122
12,-1.3384457380499952,-1.2964855320876514,0.9874539839169769
13,-1.0933169447170257,-1.03497585186028,0.9805492763009569
14,-0.7999615428846483,-0.7803446464975673,0.9616668094014167
15,-0.45079525718556396,-0.5360698392129185,0.874958620193578
16,-0.1888589550650977,-0.3361048866174756,0.6486969048638694
17,-0.2847521329193114,-0.2372141516739692,0.6887546415681365
18,-0.1963686436552962,-0.12752287301423937,0.43869441578981294
19,0.03580404854683365,-0.00432721061168313,0.0008399493806354741
20,0.1792365631435132,0.09019380031692505,0.2305664599307481
21,0.2059451922480548,0.1519005893746369,0.5792999476061684
22,0.2010922456423941,0.2005350589096163,0.818758857411354
23,0.20074091617680095,0.25340944766016754,0.8995785196934947
24,0.17887954775196704,0.31790912652338854,0.8621244797668361
25,0.3293452757169689,0.43630563655179544,0.9150025740715921
26,0.5430158522187412,0.5854052985645836,0.9113685625199486
27,0.8714804557218485,0.7605846474654381,0.8611763938867725
28,1.0537287485490197,0.899163685671978,0.829861894432079
29,1.2320915117416917,1.0001574272417908,0.7915465706569575
30,1.3847545253311182,1.0519753129306755,0.7553617778913272
31,1.3365543671515296,0.9951015921934617,0.7346687760226083
32,1.1429998494015308,0.8430454385619014,0.7232887899409595
33,0.7585044168144123,0.5914418566257275,0.7343094793366249
34,0.2702866917002211,0.27967931001302276,0.7389172317593783
35,-0.10811769359506798,-0.028209747666026387,0.08634935858357617
36,-0.5145170382990727,-0.33403855395300913,0.727344077496497
37,-0.8577792668252187,-0.589109115812959,0.7746627085392718
38,-0.9881873815890685,-0.7572042421292559,0.8433155613165002
39,-1.0381214241488124,-0.8563789337407719,0.8972497832825908
40,-0.988841623929693,-0.8910735379624307,0.9471077300190032
41,-0.8922364785762511,-0.8853819307438436,0.9811598076152476
42,-0.8071646532839623,-0.8686220841409888,0.9930749796597809
43,-0.7518098697110872,-0.8580225164231013,0.9912294709370886
44,-0.807430247513912,-0.8742975806238102,0.9951307998595326
45,-0.8097192886742051,-0.8897601708281732,0.9940599722243694
46,-0.846400378704493,-0.9241807196463208,0.9956279745543969
47,-0.9385097795656293,-0.9784237329676775,0.9986798034903638
48,-1.0224220206444443,-1.0343581135755509,0.9966168794535705
49,-1.1204374856172763,-1.088613189184329,0.9892857890177046
50,-1.2354744768425008,-1.1251659290203881,0.9755078233404633
51,-1.2552149044429826,-1.1248889297518125,0.9671444581745019
52,-1.1929774812225333,-1.0815511824409383,0.9677939347325955
53,-1.060213161897991,-0.9940129236336573,0.9741623924176395
54,-1.0039736754371915,-0.8990296135409327,0.9747493794257996
55,-0.7898615135263753,-0.7572890704404078,0.9922299459184702
56,-0.5374111382248884,-0.6023858320308995,0.9894357179351104
57,-0.4370725786882758,-0.48032241010810917,0.988140797954471
58,-0.34430016670312397,-0.37035613415458757,0.9686552995667016
59,-0.17758089964745521,-0.2582551616693971,0.8453458703640196
60,-0.179526914154485,-0.18469509409038024,0.8170013634347875
61,-0.09054569734362303,-0.10377503752761266,0.5199783185920903
62,-0.08855605411990837,-0.04204891193413402,0.1312312216516519
63,-0.005738036142065539,0.029822222865477362,0.04721304212588495
64,0.1301737210932515,0.10368440594711159,0.2431763193676294
65,0.1840180156864335,0.14651195105684797,0.29814330811357315
66,0.2560542560421709,0.16763516427008812,0.2626612088624536
67,0.18469413790808176,0.12627520025983763,0.15403009185802585
68,0.0281570345135151,0.028095333333880954,0.00904478414526888
69,-0.0913104557139377,-0.0911881225009791,0.07679823660614338
70,-0.11617838056108667,-0.22648784594179563,0.2734694701694308
71,-0.2483305628747985,-0.4204050937281025,0.5166637694498568
72,-0.4866420541092339,-0.6793102166994259,0.7334542599504773
73,-0.7769630381991192,-0.989911024811449,0.8695289320229519
74,-1.099378111363785,-1.3591016181026148,0.9404118976672053
75,-1.5257956658894727,-1.7791981990384802,0.9812120649144686
76,-2.0951450660468254,-2.264080861371568,0.9966709665882685
77,-2.7218350645009197,-2.765251733427451,0.992402772794697
78,-3.470577698064244,-3.262239729578336,0.97595790634825
79,-3.9313796049775194,-3.641928619004181,0.9637658118423839
80,-4.220073857468106,-3.9028847079835116,0.9575894955439882
81,-4.321369871408843,-4.027297422920276,0.9558386907884128
82,-4.3388080970642475,-4.0198627507553075,0.9556664028252972
83,-4.159639691945722,-3.871092854767859,0.9592476270336187
84,-4.005183749389471,-3.633569982878206,0.9632279461303813
85,-3.6317435645732075,-3.2493891194605506,0.9721557675423216
86,-2.991348582542014,-2.7503887282783643,0.9902943891889143
87,-2.2255685813468515,-2.198878834443029,0.9926844746320442
88,-1.4777012151774216,-1.67059760539103,0.9026446919337432
89,-0.6000291022989586,-1.2070349246122476,0.6028258506653126
90,0.25860925344159114,-0.9111107652980642,0.2922755870761622
