17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
7384,7100,6838,6582,6283,6049,5806,5587,5402,5227,5026,4862,4704,4542,4410,4269,4140,4009,3878,3748,3643,3547,3480,3438,3385,3313,3242,3160,3045,2947,2874,2792,2699,2576,2451,2363,2296,2224,2136,2063,1993
