domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
4,usa_NC_0032_0052,usa_NC_0032_0052,forward,1996_2020,1.6683,0.2249,379,1996_2010,2.3417,0.607,0.6734,False,False,False,True,False,True,True,2016,2016,21,2016,2016,21,2005,2015,20,2001,2010,15,2001,2014,19,2001,2008,13,2000,2010,15
4,usa_NC_0032_0053,usa_NC_0032_0053,forward,1996_2020,1.6201,0.2307,379,1996_2010,2.3483,0.6162,0.7282,False,False,False,False,False,True,True,2016,2016,21,2016,2016,21,2015,2015,20,2005,2011,16,2011,2014,19,2000,2010,15,2000,2010,15
4,usa_NC_0032_0054,usa_NC_0032_0054,forward,1996_2020,1.5979,0.2376,372,1996_2010,2.2705,0.6349,0.6726,False,False,False,True,False,True,True,2000,2016,21,2000,2016,21,2000,2015,20,2000,2010,15,2000,2014,19,2000,2010,15,2000,2010,15
4,usa_NC_0032_0055,usa_NC_0032_0055,forward,1996_2020,1.4689,0.2344,380,1996_2010,1.9934,0.6009,0.5245,False,False,False,True,False,True,True,2016,2016,21,2016,2016,21,2011,2015,20,2010,2010,15,2011,2011,16,2000,2008,13,2000,2010,15
4,usa_NC_0032_0056,usa_NC_0032_0056,forward,1996_2020,1.3412,0.2311,379,1996_2010,1.8876,0.5838,0.5464,False,False,False,True,False,True,True,2011,2016,21,2011,2016,21,2011,2016,21,2010,2010,15,2011,2011,16,2008,2010,15,2000,2010,15
4,usa_NC_0032_0057,usa_NC_0032_0057,forward,1996_2020,1.2034,0.2344,382,1996_2010,1.9324,0.5942,0.729,False,False,False,False,False,True,True,2016,2016,21,2016,2016,21,2016,2016,21,2011,2011,16,2011,2014,19,2010,2010,15,2000,2010,15
4,usa_NC_0032_0058,usa_NC_0032_0058,forward,1996_2020,1.0757,0.2382,380,1996_2010,1.917,0.6042,0.8413,False,False,False,False,False,True,True,2016,2016,21,2016,2016,21,2016,2018,23,2011,2011,16,2015,2015,20,2010,2010,15,2000,2010,15
4,usa_NC_0032_0059,usa_NC_0032_0059,forward,1996_2020,0.9928,0.2414,381,1996_2010,1.7753,0.6068,0.7825,False,False,False,False,False,True,True,2016,2018,23,2016,2018,23,2016,2019,24,2011,2011,16,2014,2014,19,2010,2010,15,2010,2010,15
4,usa_NC_0032_0060,usa_NC_0032_0060,forward,1996_2020,0.8189,0.2452,382,1996_2010,1.6458,0.6117,0.8269,False,False,False,False,False,True,True,2015,2018,23,2015,2018,23,2016,2019,24,2011,2011,16,2014,2014,19,2010,2010,15,2010,2010,15
4,usa_NC_0032_0061,usa_NC_0032_0061,forward,1996_2020,0.6969,0.2507,377,1996_2010,1.4565,0.6135,0.7596,False,False,False,False,False,True,True,2015,2018,23,2015,2018,23,2016,2019,24,2011,2011,16,2014,2014,19,2010,2010,15,2010,2010,15
4,usa_NC_0032_0062,usa_NC_0032_0062,forward,1996_2020,0.5876,0.2492,382,1996_2010,1.1415,0.5984,0.5539,False,False,False,True,False,True,True,2014,2018,23,2014,2018,23,2015,2019,24,2010,2010,15,2011,2014,19,2010,2010,15,2010,2010,15
4,usa_NC_0032_0063,usa_NC_0032_0063,forward,1996_2020,0.4792,0.2501,391,1996_2010,0.93,0.5622,0.4508,False,False,False,True,True,True,True,2015,2018,23,2015,2018,23,2019,2019,24,2010,2010,15,2010,2014,19,2009,2009,14,2010,2010,15
5,usa_NC_0032_0064,usa_NC_0032_0064,forward,1996_2020,0.3196,0.2499,387,1996_2010,0.5805,0.5514,0.2609,False,False,False,True,True,True,True,2011,2018,23,2011,2018,23,2015,2019,24,2010,2010,15,2010,2010,15,2008,2008,13,2009,2009,14
5,usa_NC_0032_0065,usa_NC_0032_0065,forward,1996_2020,0.2876,0.2457,385,1996_2010,0.4746,0.5283,0.187,True,True,False,True,True,True,True,2010,2018,23,2010,2018,23,2019,2019,24,2009,2009,14,2010,2010,15,2008,2008,13,2008,2008,13
5,usa_NC_0032_0066,usa_NC_0032_0066,forward,1996_2020,0.2691,0.2436,385,1996_2010,0.3703,0.5517,0.1012,True,True,False,True,True,True,True,2010,2018,23,2010,2018,23,2019,2019,24,2008,2008,13,2010,2010,15,2008,2008,13,2008,2008,13
5,usa_NC_0032_0067,usa_NC_0032_0067,forward,1996_2020,0.1555,0.2604,389,1996_2010,0.2564,0.6117,0.1009,True,True,False,True,True,True,True,2010,2018,23,2010,2018,23,2011,2020,25,2008,2008,13,2010,2018,23,2008,2008,13,2003,2008,13
5,usa_NC_0032_0068,usa_NC_0032_0068,forward,1996_2020,0.0549,0.264,379,1996_2010,0.0654,0.6395,0.0105,True,True,True,True,True,True,True,2010,2018,23,2010,2018,23,2010,2020,25,2008,2008,13,2008,2018,23,2003,2008,13,2002,2018,23
5,usa_NC_0032_0069,usa_NC_0032_0069,forward,1996_2020,-0.0403,0.2777,384,1996_2010,-0.0385,0.6905,0.0018,True,True,True,True,True,True,True,2010,2019,24,2010,2019,24,2010,2020,25,2003,2008,13,2009,2018,23,2003,2008,13,2002,2018,23
5,usa_NC_0032_0070,usa_NC_0032_0070,forward,1996_2020,-0.0168,0.2864,383,1996_2010,-0.0282,0.7102,-0.0114,True,True,False,True,True,True,True,2010,2019,24,2010,2019,24,2020,2020,25,2003,2008,13,2009,2018,23,2003,2008,13,2002,2018,23
5,usa_NC_0032_0071,usa_NC_0032_0071,forward,1996_2020,0.0917,0.2922,377,1996_2010,0.0283,0.7217,-0.0634,True,True,False,True,True,True,True,2010,2019,24,2010,2019,24,2020,2020,25,2008,2008,13,2009,2018,23,2003,2008,13,2002,2018,23
5,usa_NC_0032_0072,usa_NC_0032_0072,forward,1996_2020,0.2091,0.2966,379,1996_2010,-0.1959,0.7172,-0.405,False,False,False,True,True,True,True,2009,2019,24,2009,2019,24,2009,2020,25,2003,2008,13,2008,2018,23,2003,2008,13,2002,2018,23
5,usa_NC_0032_0073,usa_NC_0032_0073,forward,1996_2020,0.3395,0.2907,378,1996_2010,-0.1602,0.6846,-0.4997,False,False,False,True,True,True,True,2003,2019,24,2009,2019,24,2009,2020,25,2003,2018,23,2003,2018,23,2002,2006,11,2002,2018,23
5,usa_NC_0032_0074,usa_NC_0032_0074,forward,1996_2020,0.4704,0.2638,380,1996_2010,0.0542,0.6199,-0.4162,False,False,False,True,True,True,True,2003,2019,24,2003,2019,24,2009,2020,25,2003,2017,22,2003,2018,23,2002,2006,11,2002,2018,23
5,usa_NC_0032_0075,usa_NC_0032_0075,forward,1996_2020,0.5759,0.2675,384,1996_2010,0.1315,0.62,-0.4444,False,False,False,True,True,True,True,2003,2019,24,2003,2019,24,2009,2019,24,2003,2006,11,2003,2018,23,2003,2006,11,2002,2018,23
5,usa_NC_0032_0076,usa_NC_0032_0076,forward,1996_2020,0.535,0.2298,374,1996_2010,-0.2431,0.5592,-0.7781,False,False,False,False,False,True,True,2003,2019,24,2003,2019,24,2003,2019,24,2003,2013,18,2003,2018,23,2003,2003,8,2002,2018,23
6,usa_NC_0032_0077,usa_NC_0032_0077,forward,1996_2020,0.3795,0.2268,374,1996_2010,-0.6424,0.524,-1.0219,False,False,False,False,False,False,False,2004,2018,23,2004,2018,23,2019,2019,24,2002,2013,18,2004,2014,19,2002,2012,17,2002,2014,19
6,usa_NC_0032_0078,usa_NC_0032_0078,forward,1996_2020,-1.482,0.2433,241,1996_2010,-0.4113,0.6677,1.0707,False,False,False,False,False,False,False,2017,2017,22,2017,2017,22,2017,2017,22,2011,2011,16,2011,2016,21,2011,2011,16,2011,2011,16
6,usa_NC_0032_0079,usa_NC_0032_0079,forward,1996_2020,-1.9948,0.1791,392,1996_2010,-1.0173,0.3694,0.9775,False,False,False,False,False,True,False,2017,2017,22,2017,2017,22,2017,2017,22,2016,2016,21,2016,2016,21,2010,2010,15,2000,2016,21
6,usa_NC_0032_0080,usa_NC_0032_0080,forward,1996_2020,-2.2128,0.1738,389,1996_2010,-1.6894,0.382,0.5234,False,False,False,False,False,True,True,2017,2017,22,2017,2017,22,2011,2011,16,2000,2011,16,2000,2011,16,2000,2005,10,2000,2005,10
6,usa_NC_0032_0081,usa_NC_0032_0081,forward,1996_2020,-2.3233,0.1779,391,1996_2010,-2.1902,0.4105,0.1331,True,True,True,True,True,True,True,2007,2017,22,2007,2017,22,2005,2005,10,2000,2005,10,2000,2005,10,2000,2004,9,2000,2004,9
6,usa_NC_0032_0082,usa_NC_0032_0082,forward,1996_2020,-2.2746,0.1838,390,1996_2010,-2.1223,0.4182,0.1523,True,True,True,True,True,True,True,2001,2017,22,2001,2016,21,2001,2007,12,2001,2007,12,2001,2007,12,2001,2001,6,2000,2000,5
7,usa_NC_0032_0083,usa_NC_0032_0083,forward,1996_2020,-2.0932,0.1834,381,1996_2010,-2.3219,0.4215,-0.2287,False,True,True,True,True,True,True,2004,2011,16,2004,2007,12,2004,2007,12,2004,2007,12,2004,2007,12,2000,2003,8,2000,2000,5
7,usa_NC_0032_0084,usa_NC_0032_0084,forward,1996_2020,-2.0627,0.1781,370,1996_2010,-2.1011,0.4083,-0.0384,True,True,True,True,True,True,True,2008,2018,23,2007,2018,23,2000,2007,12,2000,2004,9,2000,2004,9,2000,2004,9,2000,2004,9
7,usa_NC_0032_0085,usa_NC_0032_0085,forward,1996_2020,-1.5212,0.2132,384,1996_2010,-1.9754,0.3938,-0.4542,False,False,False,True,True,True,True,2004,2018,23,2004,2018,23,2004,2018,23,2001,2017,22,2001,2017,22,2001,2001,6,2000,2018,23
7,usa_NC_0032_0086,usa_NC_0032_0086,forward,1996_2020,-1.6162,0.1905,383,1996_2010,-1.8163,0.365,-0.2001,False,True,True,True,True,True,True,2005,2018,23,2005,2018,23,2005,2018,23,2005,2017,22,2005,2018,23,2000,2004,9,2000,2018,23
8,usa_NC_0032_0088,usa_NC_0032_0088,forward,1996_2020,-1.6487,0.1925,384,1996_2010,-1.265,0.3863,0.3837,False,False,False,True,True,True,True,2001,2018,23,2001,2018,23,2001,2017,22,2001,2010,15,2001,2010,15,2000,2005,10,2000,2009,14
8,usa_NC_0032_0089,usa_NC_0032_0089,forward,1996_2020,-1.4706,0.2165,390,1996_2010,-1.0367,0.356,0.4339,False,False,False,True,True,True,True,2000,2018,23,2000,2017,22,2000,2017,22,2000,2007,12,2000,2017,22,2000,2005,10,2000,2017,22
8,usa_NC_0032_0090,usa_NC_0032_0090,forward,1996_2020,-1.2513,0.2247,381,1996_2010,-1.2043,0.3296,0.047,True,True,True,True,True,True,True,2001,2018,23,2001,2018,23,2001,2018,23,2001,2017,22,2001,2017,22,2000,2000,5,2000,2017,22
8,usa_NC_0032_0091,usa_NC_0032_0091,forward,1996_2020,-1.0287,0.2405,384,1996_2010,-1.1664,0.3468,-0.1377,True,True,True,True,True,True,True,2007,2018,23,2007,2018,23,2007,2018,23,2001,2017,22,2001,2017,22,2001,2001,6,2000,2017,22
8,usa_NC_0032_0092,usa_NC_0032_0092,forward,1996_2020,-0.8446,0.2494,384,1996_2010,-1.0768,0.3452,-0.2322,True,True,False,True,True,True,True,2005,2018,23,2005,2018,23,2005,2018,23,2002,2017,22,2002,2017,22,2001,2017,22,2001,2017,22
8,usa_NC_0032_0093,usa_NC_0032_0093,forward,1996_2020,-0.7239,0.2455,391,1996_2010,-0.9203,0.3509,-0.1964,True,True,False,True,True,True,True,2005,2018,23,2005,2018,23,2018,2018,23,2001,2017,22,2002,2017,22,2001,2001,6,2000,2017,22
8,usa_NC_0032_0094,usa_NC_0032_0094,forward,1996_2020,-0.7199,0.267,379,1996_2010,-0.9802,0.3694,-0.2603,True,False,False,True,True,True,True,2008,2018,23,2008,2018,23,2008,2018,23,2001,2017,22,2004,2017,22,2001,2017,22,2000,2017,22
8,usa_NC_0032_0095,usa_NC_0032_0095,forward,1996_2020,-0.8926,0.2696,385,1996_2010,-1.1156,0.391,-0.223,True,True,False,True,True,True,True,2001,2018,23,2001,2018,23,2001,2018,23,2000,2017,22,2001,2017,22,2000,2017,22,2000,2017,22
9,usa_NC_0032_0096,usa_NC_0032_0096,forward,1996_2020,-0.9965,0.2484,388,1996_2010,-1.2234,0.3625,-0.2269,True,True,False,True,True,True,True,2000,2018,23,2000,2018,23,2005,2018,23,2000,2017,22,2000,2017,22,2000,2016,21,2000,2017,22
9,usa_NC_0032_0097,usa_NC_0032_0097,forward,1996_2020,-0.9072,0.2342,377,1996_2010,-1.3699,0.3631,-0.4627,False,False,False,True,True,True,True,2001,2018,23,2001,2018,23,2003,2018,23,2000,2017,22,2001,2017,22,2000,2015,20,2000,2017,22
9,usa_NC_0032_0098,usa_NC_0032_0098,forward,1996_2020,-0.9508,0.2076,373,1996_2010,-1.3205,0.3533,-0.3697,False,False,False,True,True,True,True,2001,2018,23,2001,2018,23,2001,2018,23,2001,2017,22,2001,2017,22,2000,2000,5,2000,2018,23
9,usa_NC_0032_0099,usa_NC_0032_0099,forward,1996_2020,-1.0094,0.1943,372,1996_2010,-1.2306,0.3579,-0.2212,False,True,False,True,True,True,True,2001,2018,23,2001,2018,23,2001,2018,23,2000,2017,22,2000,2018,23,2000,2000,5,2000,2018,23
9,usa_NC_0032_0100,usa_NC_0032_0100,forward,1996_2020,-0.9718,0.2107,367,1996_2010,-1.2405,0.405,-0.2687,False,False,False,True,True,True,True,2001,2018,23,2001,2018,23,2001,2018,23,2000,2017,22,2000,2018,23,2000,2000,5,2000,2018,23
9,usa_NC_0032_0101,usa_NC_0032_0101,forward,1996_2020,-0.837,0.2038,379,1996_2010,-1.2281,0.384,-0.3911,False,False,False,True,True,True,True,2003,2018,23,2003,2018,23,2003,2018,23,2003,2018,23,2003,2018,23,2002,2002,7,2000,2018,23
9,usa_NC_0032_0102,usa_NC_0032_0102,forward,1996_2020,-0.7676,0.2077,375,1996_2010,-1.2458,0.3878,-0.4782,False,False,False,True,True,True,True,2007,2018,23,2007,2018,23,2019,2019,24,2006,2018,23,2007,2018,23,2003,2015,20,2000,2018,23
9,usa_NC_0032_0103,usa_NC_0032_0103,forward,1996_2020,-0.6864,0.2125,369,1996_2010,-1.2599,0.3846,-0.5735,False,False,False,True,False,True,True,2007,2018,23,2007,2018,23,2019,2019,24,2007,2018,23,2007,2018,23,2006,2017,22,2006,2018,23
9,usa_NC_0032_0104,usa_NC_0032_0104,forward,1996_2020,-0.6575,0.2168,374,1996_2010,-1.3434,0.3839,-0.6859,False,False,False,False,False,True,False,2009,2018,23,2009,2018,23,2019,2019,24,2007,2018,23,2007,2018,23,2006,2017,22,2006,2018,23
10,usa_NC_0032_0105,usa_NC_0032_0105,forward,1996_2020,-0.6275,0.2217,367,1996_2010,-1.392,0.3964,-0.7645,False,False,False,False,False,True,False,2007,2018,23,2007,2018,23,2008,2019,24,2006,2018,23,2006,2018,23,2004,2016,21,2004,2018,23
10,usa_NC_0032_0106,usa_NC_0032_0106,forward,1996_2020,-0.608,0.2208,368,1996_2010,-1.3592,0.4078,-0.7512,False,False,False,False,False,True,False,2004,2018,23,2004,2018,23,2007,2019,24,2004,2018,23,2004,2018,23,2003,2012,17,2002,2018,23
10,usa_NC_0032_0107,usa_NC_0032_0107,forward,1996_2020,-0.5269,0.2258,375,1996_2010,-1.1921,0.4003,-0.6652,False,False,False,True,False,True,False,2006,2018,23,2006,2018,23,2008,2019,24,2003,2017,22,2004,2018,23,2003,2017,22,2002,2018,23
10,usa_NC_0032_0108,usa_NC_0032_0108,forward,1996_2020,-0.4969,0.2349,377,1996_2010,-1.1505,0.4151,-0.6536,False,False,False,True,False,True,False,2006,2018,23,2006,2018,23,2006,2018,23,2005,2017,22,2006,2018,23,2003,2017,22,2003,2018,23
10,usa_NC_0032_0109,usa_NC_0032_0109,forward,1996_2020,-0.4857,0.2318,374,1996_2010,-1.3516,0.3774,-0.8659,False,False,False,False,False,True,False,2007,2018,23,2007,2018,23,2007,2019,24,2005,2017,22,2006,2018,23,2004,2017,22,2004,2018,23
10,usa_NC_0032_0110,usa_NC_0032_0110,forward,1996_2020,-0.4505,0.2413,374,1996_2010,-1.545,0.4031,-1.0945,False,False,False,False,False,False,False,2018,2018,23,2018,2018,23,2019,2019,24,2006,2017,22,2007,2018,23,2005,2017,22,2005,2018,23
10,usa_NC_0032_0111,usa_NC_0032_0111,forward,1996_2020,-0.3913,0.2323,384,1996_2010,-1.3327,0.4276,-0.9414,False,False,False,False,False,True,False,2007,2018,23,2007,2018,23,2019,2019,24,2006,2017,22,2006,2018,23,2005,2017,22,2005,2018,23
10,usa_NC_0032_0112,usa_NC_0032_0112,forward,1996_2020,-0.3736,0.2287,377,1996_2010,-1.3487,0.4268,-0.9751,False,False,False,False,False,True,False,2007,2018,23,2007,2018,23,2019,2019,24,2005,2017,22,2006,2018,23,2004,2017,22,2004,2018,23
10,usa_NC_0032_0113,usa_NC_0032_0113,forward,1996_2020,-0.3776,0.2336,377,1996_2010,-1.4952,0.4221,-1.1176,False,False,False,False,False,False,False,2018,2018,23,2018,2018,23,2019,2019,24,2004,2017,22,2004,2018,23,2004,2017,22,2003,2018,23
10,usa_NC_0032_0114,usa_NC_0032_0114,forward,1996_2020,-0.3569,0.2272,388,1996_2010,-1.4574,0.4151,-1.1005,False,False,False,False,False,False,False,2004,2018,23,2004,2018,23,2019,2019,24,2004,2017,22,2004,2018,23,2003,2017,22,2002,2018,23
11,usa_NC_0032_0115,usa_NC_0032_0115,forward,1996_2020,-0.2889,0.2336,374,1996_2010,-1.4899,0.4298,-1.201,False,False,False,False,False,False,False,2018,2018,23,2018,2018,23,2019,2019,24,2004,2018,23,2004,2018,23,2003,2017,22,2002,2018,23
11,usa_NC_0032_0116,usa_NC_0032_0116,forward,1996_2020,-0.3742,0.2363,349,1996_2010,-1.9295,0.4196,-1.5553,False,False,False,False,False,False,False,2019,2019,24,2019,2019,24,2019,2019,24,2018,2018,23,2018,2018,23,2017,2017,22,2018,2018,23
