gis_domain,change_rate_m_yr,lrr_m_yr,lrr_r2
1,-1.539311492631441,-1.5599472558719358,0.8926157565218763
2,-1.5209033172951423,-1.6795969729972726,0.9091831845659183
3,-1.494992000713046,-1.7530502204317435,0.9121873424723854
4,-1.5898724603513075,-1.8205556169335357,0.9249563954378658
5,-2.0236033320847127,-1.9174024360633295,0.9393364714801264
6,-1.9380600932690868,-1.8793886310280128,0.9557494518907503
7,-1.7314672576279009,-1.7346298796977353,0.9708002143583688
8,-1.419025857915767,-1.5465601919611653,0.9765300671182826
9,-1.1991553714201473,-1.3623088640074883,0.973400374331704
10,-1.0047902843184602,-1.178909866302686,0.9650581392063766
11,-0.8342184982655454,-1.0214212320750111,0.9483176257299945
12,-0.7445387096234299,-0.8996959067759711,0.9402719113710586
13,-0.6675452445389964,-0.8032890545195984,0.9343163530268505
14,-0.6508587346364948,-0.7423814213497913,0.9294648658717581
15,-0.5588916115952998,-0.6862369516729362,0.9088107913781428
16,-0.49569911494409097,-0.6568102968496573,0.8867030284005947
17,-0.611246379352815,-0.6816880611197521,0.920039327128668
18,-0.6751481893727942,-0.7253758289838962,0.9233458032352404
19,-0.6191852369420303,-0.770906279209874,0.8993939683282826
20,-0.6760767410974949,-0.8644044008789924,0.8975299978376133
21,-0.8111819368640681,-0.9657618957335637,0.9271557071771269
22,-1.0296267916589386,-1.098316191799012,0.9535300835345907
23,-1.1439429211417518,-1.1968219832692675,0.9592203037260929
24,-1.3228173513239199,-1.2761955131396951,0.9640699256528206
25,-1.2953268469687829,-1.3017062386990215,0.9625732728473821
26,-1.1997118986452733,-1.296171459107577,0.9526331005541431
27,-1.1104309573238424,-1.2850306319622458,0.9394366417094269
28,-1.1414737374338983,-1.3007847650940203,0.9435663452891496
29,-1.240579253566466,-1.3543268957702586,0.9541609191342015
30,-1.2474545727836812,-1.379482654619069,0.9607001890541833
31,-1.2302059977477255,-1.4137259560463347,0.9666122731168318
32,-1.3137970071600649,-1.4940260134286596,0.9788492509439444
33,-1.4320869198600121,-1.5746919513500577,0.9882947184793619
34,-1.6722248688433865,-1.6888759817027705,0.9872331072657952
35,-1.8103675361480782,-1.7783064965848026,0.97679647034636
36,-1.9316262093429941,-1.8425608885118194,0.9660345425192273
37,-1.9928782713274813,-1.8598449912767023,0.9603478547852787
38,-1.8236321884639437,-1.799287514099968,0.9687468588016322
39,-1.6799062293503084,-1.7025064141147381,0.9747855827332766
40,-1.499622567352344,-1.5717329752292157,0.980231308170185
41,-1.3115222644438291,-1.4231961111660298,0.9819778137211184
42,-1.1325251254034812,-1.2749190210391186,0.9797478285690344
43,-0.9878309649004222,-1.1327956830811896,0.9747608153814894
44,-0.8850156708458599,-0.9997261686875466,0.9703783807928231
45,-0.7157031216223914,-0.8614642663762885,0.956494455052694
46,-0.6231117258617814,-0.7479110752248928,0.9445187194524067
47,-0.5835236605672435,-0.6459985378279667,0.9336069555849814
48,-0.4978904889563637,-0.5344890839025428,0.8989950886769003
49,-0.33009196632692694,-0.4066303223991869,0.8208780963055736
50,-0.1516785203280051,-0.2777659547802782,0.613216222526502
51,0.013528765587034286,-0.16061492802171454,0.27556293058697434
52,0.13051417010019578,-0.07079500932503065,0.054698596465228344
53,0.2195646354532073,-0.016202473687128308,0.0027480026138583247
54,0.20310444413808,-0.011588082998721619,0.001633299060628035
55,0.12570309782377082,-0.04826720416410589,0.037888561990296
56,-0.10428119643129322,-0.12765664813729707,0.3527092379806307
57,-0.11396257575324853,-0.17670201219618922,0.5816502157279415
58,-0.167011458117031,-0.240259067623498,0.7429644604279573
59,-0.2554868985855137,-0.31903385801828604,0.8468902015631564
60,-0.3523688551255873,-0.4095418304631578,0.8911571316545005
61,-0.4041660037585643,-0.4993209918185208,0.8957865854841187
62,-0.5895750428243446,-0.6208361019847382,0.936982335971382
63,-0.6666146609108182,-0.733627158426021,0.9415292513687123
64,-0.7469723235925813,-0.8624368018231655,0.9403919456105623
65,-0.8147304614638415,-1.0145920279307625,0.9363334119705614
66,-1.0176427327646707,-1.2240285538041487,0.9581294617641843
67,-1.3374362993462454,-1.4880288551333387,0.9807079493203247
68,-1.6711585923126222,-1.7606636531455235,0.991528772086796
69,-2.004897662015355,-2.036015289304005,0.9944559672208162
70,-2.226238971539897,-2.2524024906151667,0.994990982475692
71,-2.4282264735995343,-2.4372191898208397,0.9955068234224875
72,-2.557810355988022,-2.5774195884041635,0.9944518575464785
73,-2.57606666917809,-2.684697466915428,0.9941368437784995
74,-2.7069732431612463,-2.8021433635645905,0.9926430778356834
75,-2.895501810332098,-2.932645451742201,0.9904345690564919
76,-3.0628494079118354,-3.04245279270455,0.987029856304068
77,-3.1319036048550517,-3.113293988465884,0.9838750070700903
78,-3.2317180041885876,-3.1447342672318985,0.9802603370773537
79,-3.181404361231307,-3.1068980362732055,0.9793435703365785
80,-3.0654876804832383,-3.014863560216941,0.9812874684876433
81,-2.8330089592528567,-2.8635518432859053,0.9840709973306251
82,-2.6505300745977367,-2.6921727347098034,0.9876048828017289
83,-2.4532901252968258,-2.5319585823430235,0.9902428938504696
84,-2.3063664320327915,-2.3775142182727182,0.9883466245037251
85,-2.112351648094318,-2.2662949572051314,0.9815700842441126
86,-2.024999447138998,-2.2333176024563395,0.9710964248801558
87,-2.0722611025048536,-2.2960046332606,0.964971017122407
88,-2.2750025970374734,-2.4653007035916756,0.9646337713215073
89,-2.5249787037379066,-2.724082869285945,0.9656035469851464
90,-2.8414266811483686,-3.0793702809274346,0.9695355539693825
