time,Rhigh,Rlow,period,duration
1,0.16532779303148648,0.13624481940623423,10.0703125,9
1,0.19597509547492709,0.13406266980514162,10.671875,23
1,0.22241873659448919,0.13819178694371076,11.4609375,22
1,0.21965552922243653,0.13448295431736104,11.28125,26
1,0.19569677566374008,0.13431109523590662,12.9140625,19
1,0.17057214546229682,0.1341502694526841,9.703125,35
1,0.22902876697133698,0.13516580623325575,15.6796875,48
1,0.2351002655588926,0.1363724555286049,13.1640625,56
2,0.17968635417723164,0.13454120472693,9.46875,9
2,0.20917658597032704,0.1347710957029476,11.8671875,20
2,0.17627335492855392,0.13460369440080133,8.7265625,29
2,0.1953257386848001,0.13461241805815632,11.078125,51
2,0.1525370484776094,0.13520908087076547,10.2421875,9
3,0.2201674285080101,0.1359501602838135,10.9609375,38
3,0.15140785622654035,0.13464099797585175,13.03125,9
3,0.224284785698405,0.1373550609497371,11.1171875,37
3,0.22760881900719238,0.1340727284285253,13.25,64
3,0.19764277891873933,0.13436294220278056,12.5625,19
4,0.17789665448042086,0.13653450285004834,10.734375,16
4,0.15465071695692942,0.13731922919509718,10.7578125,8
4,0.19090647331269534,0.13406557671311914,9.7578125,11
4,0.23130821889983003,0.13578241051302148,10.53125,42
4,0.22582421757237667,0.13533523426064295,10.65625,30
4,0.2603250548219793,0.13408128993715743,12.984375,30
4,0.23749485082339655,0.13705800853298364,16.2109375,43
4,0.26179712052045995,0.1357255643045275,12.7265625,12
4,0.16741384201019976,0.1353685143914513,11.7109375,16
4,0.18002135661563173,0.13485024704731668,11.9296875,24
4,0.15578257774779924,0.13915326054086646,14.15625,8
5,0.17030638177820023,0.13488743157802702,13.203125,10
5,0.20891934955973693,0.14412996967845934,10.78125,14
5,0.1799497092109889,0.1347369015054813,8.984375,14
5,0.19828095177303032,0.13613435413193833,10.65625,25
5,0.1964319467979223,0.13573702553633252,10.6640625,23
5,0.1769386107036337,0.1341436456231911,10.5625,28
5,0.19986541168245386,0.13627873500838658,10.75,21
5,0.1799770221993445,0.13496287158331297,10.765625,21
6,0.2206398001994112,0.13509758014784062,14.140625,42
6,0.23829157789764005,0.13771487879674446,11.65625,20
6,0.17448811877999076,0.13404640923579705,10.109375,23
6,0.21038922694583007,0.13482626862570268,9.3828125,33
6,0.20899448415624175,0.13444667376348735,9.890625,35
6,0.17401103619712327,0.1345280031798511,12.3359375,11
6,0.19102546087130282,0.13477857873240912,14.125,13
6,0.2010040375369401,0.1341950358573613,14.2890625,30
6,0.15053808149465792,0.13462030953346038,13.453125,8
7,0.1958083998793438,0.13886905194031995,10.6875,14
7,0.15940187854986115,0.13472689384268116,10.5859375,12
7,0.25555756034316823,0.13528804805413958,11.3984375,22
7,0.17996762612036626,0.13427598058531043,9.9453125,26
8,0.15582432363850626,0.13606997528746953,10.046875,8
8,0.17272383874679775,0.13556382471582812,10.3671875,18
8,0.17086898191007802,0.13656300772137503,11.828125,11
8,0.19823524097103742,0.13677895861907655,10.21875,17
8,0.18203705581799134,0.13609681675487684,9.0,19
8,0.20931556706211887,0.13408898898442634,10.9375,31
8,0.16304053968875049,0.13950490074579772,8.3984375,11
8,0.22648375272225513,0.13415788907635454,16.296875,34
8,0.17526237489780158,0.13743709905973472,12.7265625,16
8,0.20939275168692056,0.13755550002546468,10.7734375,12
9,0.20152223378837225,0.13408166164285934,11.828125,35
9,0.1810755597634476,0.134698620847794,11.3515625,21
9,0.2514659703494542,0.13462399244312437,11.6640625,37
9,0.17065726677665305,0.13531738337173854,10.5859375,24
9,0.1580337503697354,0.13463810538522583,12.828125,15
9,0.19719357888976202,0.13492157708379637,10.2109375,20
9,0.20643794369738205,0.13507129132887336,14.4453125,26
9,0.22805013942729824,0.13419007557059398,11.03125,31
9,0.21222169207114533,0.1341404201579785,11.2890625,39
10,0.211015146457764,0.13523668362424238,10.7578125,42
10,0.20661590299531526,0.13683451979135525,11.4765625,10
10,0.2065445448924625,0.13634777879592946,10.890625,12
10,0.18117390801964023,0.13470190136461313,11.7265625,9
10,0.17238783736191357,0.1380671409771148,7.8984375,10
10,0.2438746186432188,0.13518508813453187,10.3125,28
10,0.18887807297851328,0.1368448407992898,11.890625,20
10,0.16062537920138129,0.1345756137062341,9.6171875,21
10,0.16210150180686983,0.1380345032800193,9.109375,8
10,0.23424202714924808,0.13555259153141028,11.6328125,23
10,0.23204987960927706,0.13523254885088898,11.7578125,46
10,0.23981713168168434,0.1342323947963926,12.3671875,29
