calendar_year,StartTime,EndTime,Rhigh,Rlow,period,duration,time
1996,1996-01-08 01:00:00,1996-01-09 04:00:00,0.16532779303148648,0.13624481940623423,10.0703125,9,1
1996,1996-02-03 12:00:00,1996-02-05 14:00:00,0.19597509547492709,0.13406266980514162,10.671875,23,1
1996,1996-03-12 02:00:00,1996-03-13 08:00:00,0.22241873659448919,0.13819178694371076,11.4609375,22,1
1996,1996-07-10 19:00:00,1996-07-13 03:00:00,0.21965552922243653,0.13448295431736104,11.28125,26,1
1996,1996-09-13 11:00:00,1996-09-15 01:00:00,0.19569677566374008,0.13431109523590662,12.9140625,19,1
1996,1996-10-04 16:00:00,1996-10-09 10:00:00,0.17057214546229682,0.1341502694526841,9.703125,35,1
1996,1996-11-15 14:00:00,1996-11-19 20:00:00,0.22902876697133698,0.13516580623325575,15.6796875,48,1
1996,1996-12-14 14:00:00,1996-12-18 08:00:00,0.2351002655588926,0.1363724555286049,13.1640625,56,1
1997,1997-02-09 01:00:00,1997-02-10 03:00:00,0.17968635417723164,0.13454120472693,9.46875,9,2
1997,1997-04-01 17:00:00,1997-04-02 22:00:00,0.20917658597032704,0.1347710957029476,11.8671875,20,2
1997,1997-06-04 11:00:00,1997-06-08 04:00:00,0.17627335492855392,0.13460369440080133,8.7265625,29,2
1997,1997-10-15 23:00:00,1997-10-21 18:00:00,0.1953257386848001,0.13461241805815632,11.078125,51,2
1997,1997-11-08 05:00:00,1997-11-09 19:00:00,0.1525370484776094,0.13520908087076547,10.2421875,9,2
1998,1998-01-28 00:00:00,1998-02-01 16:00:00,0.2201674285080101,0.1359501602838135,10.9609375,38,3
1998,1998-02-27 00:00:00,1998-03-01 02:00:00,0.15140785622654035,0.13464099797585175,13.03125,9,3
1998,1998-05-13 00:00:00,1998-05-15 05:00:00,0.224284785698405,0.1373550609497371,11.1171875,37,3
1998,1998-08-24 01:00:00,1998-08-28 16:00:00,0.22760881900719238,0.1340727284285253,13.25,64,3
1998,1998-09-01 07:00:00,1998-09-02 21:00:00,0.19764277891873933,0.13436294220278056,12.5625,19,3
1999,1999-01-31 11:00:00,1999-02-02 12:00:00,0.17789665448042086,0.13653450285004834,10.734375,16,4
1999,1999-02-25 08:00:00,1999-02-26 22:00:00,0.15465071695692942,0.13731922919509718,10.7578125,8,4
1999,1999-03-15 08:00:00,1999-03-16 11:00:00,0.19090647331269534,0.13406557671311914,9.7578125,11,4
1999,1999-04-30 11:00:00,1999-05-03 04:00:00,0.23130821889983003,0.13578241051302148,10.53125,42,4
1999,1999-05-14 22:00:00,1999-05-18 03:00:00,0.22582421757237667,0.13533523426064295,10.65625,30,4
1999,1999-09-13 14:00:00,1999-09-16 19:00:00,0.2603250548219793,0.13408128993715743,12.984375,30,4
1999,1999-09-21 08:00:00,1999-09-23 12:00:00,0.23749485082339655,0.13705800853298364,16.2109375,43,4
1999,1999-10-18 05:00:00,1999-10-18 19:00:00,0.26179712052045995,0.1357255643045275,12.7265625,12,4
1999,1999-11-22 10:00:00,1999-11-25 14:00:00,0.16741384201019976,0.1353685143914513,11.7109375,16,4
1999,1999-12-01 06:00:00,1999-12-03 09:00:00,0.18002135661563173,0.13485024704731668,11.9296875,24,4
1999,1999-12-15 03:00:00,1999-12-15 18:00:00,0.15578257774779924,0.13915326054086646,14.15625,8,4
2000,2000-01-20 11:00:00,2000-01-22 14:00:00,0.17030638177820023,0.13488743157802702,13.203125,10,5
2000,2000-01-25 02:00:00,2000-01-25 18:00:00,0.20891934955973693,0.14412996967845934,10.78125,14,5
2000,2000-04-18 23:00:00,2000-04-21 02:00:00,0.1799497092109889,0.1347369015054813,8.984375,14,5
2000,2000-05-29 19:00:00,2000-05-31 23:00:00,0.19828095177303032,0.13613435413193833,10.65625,25,5
2000,2000-09-06 06:00:00,2000-09-07 22:00:00,0.1964319467979223,0.13573702553633252,10.6640625,23,5
2000,2000-09-30 01:00:00,2000-10-02 17:00:00,0.1769386107036337,0.1341436456231911,10.5625,28,5
2000,2000-10-27 10:00:00,2000-10-29 15:00:00,0.19986541168245386,0.13627873500838658,10.75,21,5
2000,2000-12-03 16:00:00,2000-12-04 21:00:00,0.1799770221993445,0.13496287158331297,10.765625,21,5
2001,2001-03-06 08:00:00,2001-03-10 15:00:00,0.2206398001994112,0.13509758014784062,14.140625,42,6
2001,2001-03-21 06:00:00,2001-03-23 00:00:00,0.23829157789764005,0.13771487879674446,11.65625,20,6
2001,2001-05-07 00:00:00,2001-05-10 04:00:00,0.17448811877999076,0.13404640923579705,10.109375,23,6
2001,2001-09-14 21:00:00,2001-09-18 12:00:00,0.21038922694583007,0.13482626862570268,9.3828125,33,6
2001,2001-09-30 09:00:00,2001-10-02 13:00:00,0.20899448415624175,0.13444667376348735,9.890625,35,6
2001,2001-10-12 21:00:00,2001-10-13 23:00:00,0.17401103619712327,0.1345280031798511,12.3359375,11,6
2001,2001-11-05 13:00:00,2001-11-07 06:00:00,0.19102546087130282,0.13477857873240912,14.125,13,6
2001,2001-11-26 20:00:00,2001-11-30 13:00:00,0.2010040375369401,0.1341950358573613,14.2890625,30,6
2001,2001-12-26 09:00:00,2001-12-28 10:00:00,0.15053808149465792,0.13462030953346038,13.453125,8,6
2002,2002-01-03 14:00:00,2002-01-04 18:00:00,0.1958083998793438,0.13886905194031995,10.6875,14,7
2002,2002-02-25 09:00:00,2002-02-28 00:00:00,0.15940187854986115,0.13472689384268116,10.5859375,12,7
2002,2002-09-09 13:00:00,2002-09-11 16:00:00,0.25555756034316823,0.13528804805413958,11.3984375,22,7
2002,2002-10-14 18:00:00,2002-10-16 23:00:00,0.17996762612036626,0.13427598058531043,9.9453125,26,7
2003,2003-01-02 11:00:00,2003-01-04 14:00:00,0.15582432363850626,0.13606997528746953,10.046875,8,8
2003,2003-02-16 12:00:00,2003-02-18 14:00:00,0.17272383874679775,0.13556382471582812,10.3671875,18,8
2003,2003-03-02 10:00:00,2003-03-03 13:00:00,0.17086898191007802,0.13656300772137503,11.828125,11,8
2003,2003-03-19 12:00:00,2003-03-21 03:00:00,0.19823524097103742,0.13677895861907655,10.21875,17,8
2003,2003-04-10 05:00:00,2003-04-12 09:00:00,0.18203705581799134,0.13609681675487684,9.0,19,8
2003,2003-04-18 01:00:00,2003-04-21 06:00:00,0.20931556706211887,0.13408898898442634,10.9375,31,8
2003,2003-05-18 00:00:00,2003-05-20 04:00:00,0.16304053968875049,0.13950490074579772,8.3984375,11,8
2003,2003-09-04 18:00:00,2003-09-07 23:00:00,0.22648375272225513,0.13415788907635454,16.296875,34,8
2003,2003-09-28 01:00:00,2003-09-30 15:00:00,0.17526237489780158,0.13743709905973472,12.7265625,16,8
2003,2003-11-23 11:00:00,2003-11-26 14:00:00,0.20939275168692056,0.13755550002546468,10.7734375,12,8
2004,2004-02-16 06:00:00,2004-02-19 12:00:00,0.20152223378837225,0.13408166164285934,11.828125,35,9
2004,2004-02-27 03:00:00,2004-02-28 08:00:00,0.1810755597634476,0.134698620847794,11.3515625,21,9
2004,2004-03-10 01:00:00,2004-03-12 07:00:00,0.2514659703494542,0.13462399244312437,11.6640625,37,9
2004,2004-03-29 04:00:00,2004-03-31 08:00:00,0.17065726677665305,0.13531738337173854,10.5859375,24,9
2004,2004-09-02 03:00:00,2004-09-04 17:00:00,0.1580337503697354,0.13463810538522583,12.828125,15,9
2004,2004-09-19 14:00:00,2004-09-21 19:00:00,0.19719357888976202,0.13492157708379637,10.2109375,20,9
2004,2004-09-23 18:00:00,2004-09-25 23:00:00,0.20643794369738205,0.13507129132887336,14.4453125,26,9
2004,2004-11-12 11:00:00,2004-11-16 16:00:00,0.22805013942729824,0.13419007557059398,11.03125,31,9
2004,2004-12-25 11:00:00,2004-12-28 16:00:00,0.21222169207114533,0.1341404201579785,11.2890625,39,9
2005,2005-01-14 17:00:00,2005-01-18 09:00:00,0.211015146457764,0.13523668362424238,10.7578125,42,10
2005,2005-01-23 10:00:00,2005-01-24 15:00:00,0.20661590299531526,0.13683451979135525,11.4765625,10,10
2005,2005-02-28 13:00:00,2005-03-01 05:00:00,0.2065445448924625,0.13634777879592946,10.890625,12,10
2005,2005-04-02 19:00:00,2005-04-03 10:00:00,0.18117390801964023,0.13470190136461313,11.7265625,9,10
2005,2005-04-10 00:00:00,2005-04-11 02:00:00,0.17238783736191357,0.1380671409771148,7.8984375,10,10
2005,2005-05-06 09:00:00,2005-05-08 01:00:00,0.2438746186432188,0.13518508813453187,10.3125,28,10
2005,2005-05-25 00:00:00,2005-05-28 03:00:00,0.18887807297851328,0.1368448407992898,11.890625,20,10
2005,2005-09-06 01:00:00,2005-09-08 17:00:00,0.16062537920138129,0.1345756137062341,9.6171875,21,10
2005,2005-09-11 16:00:00,2005-09-12 20:00:00,0.16210150180686983,0.1380345032800193,9.109375,8,10
2005,2005-09-14 09:00:00,2005-09-16 11:00:00,0.23424202714924808,0.13555259153141028,11.6328125,23,10
2005,2005-10-13 19:00:00,2005-10-17 12:00:00,0.23204987960927706,0.13523254885088898,11.7578125,46,10
