domain_id,LineID,ORIG_LEN,n_crossings,x,y,feature_type,year,source_type,method,editor,edit_date,notes,duneline_file,transect_file,built,built_by
1,12,8179.186228533916,1,452019.2660714661,3898862.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
1,13,8170.495099999942,1,452027.95720000006,3898962.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
1,14,8154.617450623016,1,452043.834849377,3899062.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
1,15,8139.641852499974,1,452058.81044750003,3899162.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
1,16,8129.252217050525,1,452069.2000829495,3899262.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
2,17,8119.6038712795125,1,452078.8484287205,3899362.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
2,18,8102.616723647225,1,452095.8355763528,3899462.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
2,19,8085.195748492202,1,452113.2565515078,3899562.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
2,20,8069.647218662604,1,452128.8050813374,3899662.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
2,21,8055.108147218998,1,452143.344152781,3899762.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
3,22,8040.8357118938,1,452157.6165881062,3899862.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
3,23,8026.563276568602,1,452171.8890234314,3899962.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
3,24,8011.229854470467,1,452187.22244552954,3900062.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
3,25,7991.350318634009,1,452207.101981366,3900162.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
3,26,7971.470782797551,1,452226.98151720245,3900262.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
4,27,7951.591246961091,1,452246.8610530389,3900362.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
4,28,7929.921614355408,1,452268.5306856446,3900462.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
4,29,7907.699440000869,1,452290.75285999913,3900562.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
4,30,7879.103401900736,1,452319.34889809927,3900662.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
4,31,7849.855077068728,1,452348.5972229313,3900762.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
5,32,7816.607740907581,1,452381.8445590924,3900862.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
5,33,7778.4153030272,1,452420.0369969728,3900962.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
5,34,7740.222865146818,1,452458.2294348532,3901062.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
5,35,7693.936989383307,1,452504.5153106167,3901162.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
5,36,7636.812887339736,1,452561.63941266027,3901262.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
6,37,7573.832899054629,1,452624.6194009454,3901362.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
6,38,7489.079486210016,1,452709.37281379,3901462.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
6,39,7462.352857707358,1,452736.09944229265,3901562.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
6,40,7445.524111547041,1,452752.92818845296,3901662.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
6,41,7436.223272819479,1,452762.2290271805,3901762.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
7,42,7425.412471546035,1,452773.03982845397,3901862.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
7,43,7416.125358616408,1,452782.3269413836,3901962.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
7,44,7408.001923685835,1,452790.45037631417,3902062.3268999998,,,,,,,,duneline_2004.geojson,transects_100m.geojson,2026-09-15,duneline_to_raw_offsets.py
