domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
2,usa_NC_0032_0031,usa_NC_0032_0031,backward,1996_2020,1.1484,0.2783,377,2010_2020,-2.3558,0.7124,-3.5042,False,False,False,False,False,False,False,2000,1997,24,2000,1997,24,2000,1996,25,2016,2001,20,2016,2000,21,2016,2001,20,2016,2000,21
2,usa_NC_0032_0032,usa_NC_0032_0032,backward,1996_2020,1.173,0.2758,373,2010_2020,-2.1049,0.7117,-3.2779,False,False,False,False,False,False,False,2000,1996,25,2000,1996,25,2000,1996,25,2001,2001,20,2000,2000,21,2016,2001,20,2016,2000,21
2,usa_NC_0032_0033,usa_NC_0032_0033,backward,1996_2020,1.2042,0.2913,369,2010_2020,-1.8919,0.7117,-3.0961,False,False,False,False,False,False,False,2000,1996,25,2000,1996,25,2000,1996,25,2016,2001,20,2000,2000,21,2016,2001,20,2016,2000,21
2,usa_NC_0032_0034,usa_NC_0032_0034,backward,1996_2020,1.3093,0.3001,369,2010_2020,-1.4403,0.6936,-2.7496,False,False,False,False,False,False,False,2000,1996,25,2000,1996,25,2000,1996,25,2016,2001,20,2000,2000,21,2016,2001,20,2016,2000,21
2,usa_NC_0032_0035,usa_NC_0032_0035,backward,1996_2020,1.4373,0.2842,372,2010_2020,-0.9501,0.6454,-2.3874,False,False,False,False,False,False,False,2000,1996,25,2000,1996,25,2000,1996,25,2016,2001,20,2016,2000,21,2016,2001,20,2016,2000,21
2,usa_NC_0032_0036,usa_NC_0032_0036,backward,1996_2020,1.505,0.274,377,2010_2020,-0.473,0.652,-1.978,False,False,False,False,False,False,False,2015,1996,25,2000,1996,25,2015,1996,25,2016,2001,20,2016,2000,21,2016,2001,20,2016,2000,21
2,usa_NC_0032_0037,usa_NC_0032_0037,backward,1996_2020,1.5639,0.2613,376,2010_2020,0.004,0.6239,-1.5599,False,False,False,False,False,False,False,2000,1996,25,2000,1996,25,2000,1997,24,2015,2001,20,2015,2000,21,2016,2005,16,2016,2000,21
2,usa_NC_0032_0038,usa_NC_0032_0038,backward,1996_2020,1.5577,0.2552,375,2010_2020,0.2764,0.6087,-1.2813,False,False,False,False,False,False,False,2016,1996,25,2016,1996,25,2016,1997,24,2016,2001,20,2016,2000,21,2016,2005,16,2016,2000,21
2,usa_NC_0032_0039,usa_NC_0032_0039,backward,1996_2020,1.5963,0.2445,377,2010_2020,0.6824,0.6017,-0.9139,False,False,False,False,False,True,False,2016,1996,25,2016,1996,25,2016,1997,24,2016,2001,20,2016,2000,21,2016,2008,13,2016,2000,21
2,usa_NC_0032_0040,usa_NC_0032_0040,backward,1996_2020,1.5781,0.2323,381,2010_2020,0.8014,0.6097,-0.7767,False,False,False,False,False,True,True,2000,1996,25,2000,1997,24,2005,2000,21,2016,2001,20,2016,2000,21,2016,2010,11,2016,2000,21
3,usa_NC_0032_0041,usa_NC_0032_0041,backward,1996_2020,1.5767,0.2249,387,2010_2020,0.9679,0.6001,-0.6088,False,False,False,True,False,True,True,2005,1997,24,2005,1997,24,2005,2000,21,2016,2001,20,2016,2000,21,2016,2011,10,2016,2000,21
3,usa_NC_0032_0042,usa_NC_0032_0042,backward,1996_2020,1.7016,0.2269,375,2010_2020,1.2551,0.6284,-0.4465,False,False,False,True,True,True,True,2005,1997,24,2005,2000,21,2005,2000,21,2010,2001,20,2010,2000,21,2015,2011,10,2015,2000,21
3,usa_NC_0032_0043,usa_NC_0032_0043,backward,1996_2020,1.8509,0.2189,373,2010_2020,1.5802,0.6368,-0.2707,False,False,True,True,True,True,True,2014,1997,24,2014,1997,24,2014,2000,21,2014,2011,10,2014,2001,20,2014,2011,10,2014,2001,20
3,usa_NC_0032_0044,usa_NC_0032_0044,backward,1996_2020,1.9899,0.2159,373,2010_2020,2.0667,0.6357,0.0768,True,True,True,True,True,True,True,2011,1997,24,2011,1997,24,2011,2011,10,2011,2011,10,2011,2011,10,2014,2014,7,2014,2014,7
3,usa_NC_0032_0045,usa_NC_0032_0045,backward,1996_2020,1.9864,0.2115,365,2010_2020,2.1351,0.6785,0.1487,True,True,True,True,True,True,True,2011,1996,25,2011,1997,24,2011,2011,10,2013,2011,10,2011,2011,10,2014,2014,7,2014,2014,7
3,usa_NC_0032_0046,usa_NC_0032_0046,backward,1996_2020,2.0233,0.2153,362,2010_2020,2.3104,0.7024,0.2871,False,False,True,True,True,True,True,2011,1996,25,2011,1997,24,2011,2011,10,2013,2013,8,2011,2011,10,2013,2013,8,2014,2014,7
3,usa_NC_0032_0047,usa_NC_0032_0047,backward,1996_2020,2.0446,0.2147,365,2010_2020,2.0833,0.7037,0.0387,True,True,True,True,True,True,True,2010,1996,25,2011,1997,24,2011,2005,16,2013,2011,10,2011,2006,15,2013,2013,8,2014,2014,7
3,usa_NC_0032_0048,usa_NC_0032_0048,backward,1996_2020,1.9778,0.2233,371,2010_2020,2.0283,0.722,0.0505,True,True,True,True,True,True,True,2011,1997,24,2011,2000,21,2011,2005,16,2013,2013,8,2011,2005,16,2013,2013,8,2014,2014,7
3,usa_NC_0032_0049,usa_NC_0032_0049,backward,1996_2020,1.9001,0.224,372,2010_2020,1.753,0.715,-0.1471,True,True,True,True,True,True,True,2010,2000,21,2011,2000,21,2011,2005,16,2011,2011,10,2011,2005,16,2014,2014,7,2014,2014,7
3,usa_NC_0032_0050,usa_NC_0032_0050,backward,1996_2020,1.8312,0.2219,377,2010_2020,1.3692,0.6555,-0.462,False,False,False,True,True,True,True,2014,1999,22,2014,1999,22,2014,2000,21,2014,2005,16,2014,2005,16,2015,2011,10,2015,2005,16
4,usa_NC_0032_0051,usa_NC_0032_0051,backward,1996_2020,1.7092,0.227,381,2010_2020,1.373,0.6763,-0.3362,False,False,True,True,True,True,True,2004,1999,22,2004,1999,22,2010,2000,21,2011,2005,16,2011,2005,16,2014,2014,7,2015,2005,16
4,usa_NC_0032_0052,usa_NC_0032_0052,backward,1996_2020,1.6683,0.2249,379,2010_2020,1.3438,0.6875,-0.3245,False,False,True,True,True,True,True,2004,1999,22,2004,1999,22,2010,1999,22,2011,2005,16,2011,2005,16,2014,2011,10,2015,2005,16
4,usa_NC_0032_0053,usa_NC_0032_0053,backward,1996_2020,1.6201,0.2307,379,2010_2020,1.4823,0.7194,-0.1378,True,True,True,True,True,True,True,2010,1999,22,2010,1999,22,2010,1999,22,2013,2005,16,2011,2005,16,2013,2013,8,2014,2005,16
4,usa_NC_0032_0054,usa_NC_0032_0054,backward,1996_2020,1.5979,0.2376,372,2010_2020,1.6194,0.7096,0.0215,True,True,True,True,True,True,True,2013,1999,22,2013,1999,22,2013,1999,22,2013,2011,10,2013,2005,16,2013,2013,8,2013,2013,8
4,usa_NC_0032_0055,usa_NC_0032_0055,backward,1996_2020,1.4689,0.2344,380,2010_2020,1.6597,0.7054,0.1908,True,True,True,True,True,True,True,2013,1999,22,2013,1999,22,2013,1999,22,2013,2013,8,2013,2011,10,2013,2013,8,2014,2014,7
4,usa_NC_0032_0056,usa_NC_0032_0056,backward,1996_2020,1.3412,0.2311,379,2010_2020,1.6421,0.7097,0.3009,False,False,False,True,True,True,True,2013,1999,22,2013,1999,22,2013,1999,22,2013,2013,8,2013,1999,22,2013,2013,8,2014,1999,22
4,usa_NC_0032_0057,usa_NC_0032_0057,backward,1996_2020,1.2034,0.2344,382,2010_2020,1.3452,0.7147,0.1418,True,True,True,True,True,True,True,2011,1999,22,2011,1999,22,2011,1999,22,2013,2013,8,2013,1999,22,2013,2013,8,2013,1999,22
4,usa_NC_0032_0058,usa_NC_0032_0058,backward,1996_2020,1.0757,0.2382,380,2010_2020,1.0053,0.6949,-0.0704,True,True,True,True,True,True,True,2012,1999,22,2012,1999,22,2012,1999,22,2012,2012,9,2012,1999,22,2013,2013,8,2013,1999,22
4,usa_NC_0032_0059,usa_NC_0032_0059,backward,1996_2020,0.9928,0.2414,381,2010_2020,0.9992,0.7018,0.0064,True,True,True,True,True,True,True,2011,1998,23,2011,1999,22,2011,1998,23,2012,1999,22,2012,1999,22,2012,2012,9,2013,1999,22
4,usa_NC_0032_0060,usa_NC_0032_0060,backward,1996_2020,0.8189,0.2452,382,2010_2020,1.0152,0.7198,0.1963,True,True,False,True,True,True,True,2011,1998,23,2011,1998,23,2009,1997,24,2012,1999,22,2011,1999,22,2012,2012,9,2012,1999,22
4,usa_NC_0032_0061,usa_NC_0032_0061,backward,1996_2020,0.6969,0.2507,377,2010_2020,1.0415,0.7766,0.3446,False,False,False,True,True,True,True,2009,1998,23,2009,1998,23,2009,1997,24,2012,1999,22,2011,1999,22,2012,2012,9,2013,1999,22
4,usa_NC_0032_0062,usa_NC_0032_0062,backward,1996_2020,0.5876,0.2492,382,2010_2020,1.284,0.8321,0.6964,False,False,False,True,False,True,True,2008,1998,23,2008,1998,23,2008,1997,24,2011,2011,10,2011,1999,22,2011,2011,10,2012,1999,22
4,usa_NC_0032_0063,usa_NC_0032_0063,backward,1996_2020,0.4792,0.2501,391,2010_2020,1.0319,0.9164,0.5527,False,False,False,True,False,True,True,2011,1998,23,2011,1998,23,2006,1997,24,2012,2012,9,2011,1999,22,2012,2012,9,2013,1999,22
5,usa_NC_0032_0064,usa_NC_0032_0064,backward,1996_2020,0.3196,0.2499,387,2010_2020,1.2937,0.9757,0.9741,False,False,False,False,False,True,True,2005,1998,23,2005,1998,23,2005,1996,25,2011,2008,13,2008,1999,22,2012,2012,9,2012,2012,9
5,usa_NC_0032_0065,usa_NC_0032_0065,backward,1996_2020,0.2876,0.2457,385,2010_2020,1.4922,0.9937,1.2046,False,False,False,False,False,False,True,2005,1998,23,2005,1999,22,2005,1996,25,2008,2008,13,2007,2007,14,2011,2008,13,2012,2012,9
5,usa_NC_0032_0066,usa_NC_0032_0066,backward,1996_2020,0.2691,0.2436,385,2010_2020,1.4236,0.9147,1.1545,False,False,False,False,False,False,True,2005,1998,23,2005,1999,22,2005,1996,25,2008,2008,13,2007,2007,14,2011,2008,13,2012,2012,9
5,usa_NC_0032_0067,usa_NC_0032_0067,backward,1996_2020,0.1555,0.2604,389,2010_2020,1.5864,0.9541,1.4309,False,False,False,False,False,False,False,2005,1998,23,2005,1998,23,2005,1996,25,2007,2007,14,2005,2005,16,2007,2007,14,2011,2007,14
5,usa_NC_0032_0068,usa_NC_0032_0068,backward,1996_2020,0.0549,0.264,379,2010_2020,1.9734,0.9603,1.9185,False,False,False,False,False,False,False,2005,2005,16,2005,2005,16,1996,1996,25,2006,2006,15,2005,2005,16,2007,2007,14,2007,2007,14
5,usa_NC_0032_0069,usa_NC_0032_0069,backward,1996_2020,-0.0403,0.2777,384,2010_2020,2.0803,0.9702,2.1206,False,False,False,False,False,False,False,2004,2004,17,2004,2000,21,1996,1996,25,2005,2005,16,2005,2005,16,2006,2006,15,2006,2006,15
5,usa_NC_0032_0070,usa_NC_0032_0070,backward,1996_2020,-0.0168,0.2864,383,2010_2020,2.3443,0.9892,2.3611,False,False,False,False,False,False,False,2004,2000,21,2004,1997,24,1996,1996,25,2005,2005,16,2005,2005,16,2006,2006,15,2005,2005,16
5,usa_NC_0032_0071,usa_NC_0032_0071,backward,1996_2020,0.0917,0.2922,377,2010_2020,2.5718,0.988,2.4801,False,False,False,False,False,False,False,2004,1998,23,2004,1997,24,1996,1996,25,2005,2005,16,2005,2005,16,2005,2005,16,2005,2005,16
5,usa_NC_0032_0072,usa_NC_0032_0072,backward,1996_2020,0.2091,0.2966,379,2010_2020,2.9193,0.9844,2.7102,False,False,False,False,False,False,False,2004,1998,23,2004,1997,24,2000,1996,25,2005,2005,16,2004,2004,17,2005,2005,16,2005,2005,16
5,usa_NC_0032_0073,usa_NC_0032_0073,backward,1996_2020,0.3395,0.2907,378,2010_2020,3.0046,0.9994,2.6651,False,False,False,False,False,False,False,2004,2000,21,2004,1998,23,2000,1996,25,2005,2005,16,2004,2004,17,2005,2005,16,2005,2005,16
5,usa_NC_0032_0074,usa_NC_0032_0074,backward,1996_2020,0.4704,0.2638,380,2010_2020,3.1149,0.9092,2.6445,False,False,False,False,False,False,False,2004,2000,21,2004,1998,23,2004,1996,25,2005,2005,16,2004,2004,17,2005,2005,16,2005,2005,16
5,usa_NC_0032_0075,usa_NC_0032_0075,backward,1996_2020,0.5759,0.2675,384,2010_2020,3.0972,0.9601,2.5213,False,False,False,False,False,False,False,2004,1998,23,2004,1998,23,2000,1996,25,2005,2005,16,2004,2004,17,2005,2005,16,2005,2005,16
5,usa_NC_0032_0076,usa_NC_0032_0076,backward,1996_2020,0.535,0.2298,374,2010_2020,2.6286,0.7926,2.0936,False,False,False,False,False,False,False,2000,1998,23,2000,2000,21,2000,1996,25,2004,2004,17,2004,2004,17,2005,2005,16,2004,2004,17
6,usa_NC_0032_0077,usa_NC_0032_0077,backward,1996_2020,0.3795,0.2268,374,2010_2020,2.283,0.7976,1.9035,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,1996,1996,25,2004,2004,17,2001,2001,20,2012,2006,15,2012,2001,20
6,usa_NC_0032_0078,usa_NC_0032_0078,backward,1996_2020,-1.482,0.2433,241,2010_2020,-2.2695,0.7794,-0.7875,False,False,False,False,False,True,True,2000,2000,21,2000,2000,21,2000,2000,21,2016,2006,15,2016,2002,19,2016,2011,10,2016,2011,10
6,usa_NC_0032_0079,usa_NC_0032_0079,backward,1996_2020,-1.9948,0.1791,392,2010_2020,-3.1495,0.6786,-1.1547,False,False,False,False,False,False,False,2016,1999,22,2016,1999,22,2016,2000,21,2016,2003,18,2016,2002,19,2016,2008,13,2016,2000,21
6,usa_NC_0032_0080,usa_NC_0032_0080,backward,1996_2020,-2.2128,0.1738,389,2010_2020,-3.1221,0.6495,-0.9093,False,False,False,False,False,True,False,1999,1999,22,2000,2000,21,2005,2005,16,2005,2005,16,2005,2005,16,2011,2011,10,2016,2005,16
6,usa_NC_0032_0081,usa_NC_0032_0081,backward,1996_2020,-2.3233,0.1779,391,2010_2020,-3.1183,0.6393,-0.795,False,False,False,False,False,True,True,2005,2000,21,2005,2005,16,2005,2005,16,2006,2006,15,2005,2005,16,2010,2010,11,2016,2006,15
6,usa_NC_0032_0082,usa_NC_0032_0082,backward,1996_2020,-2.2746,0.1838,390,2010_2020,-3.2275,0.6875,-0.9529,False,False,False,False,False,True,False,2005,2005,16,2005,2005,16,2016,2005,16,2016,2006,15,2016,2005,16,2016,2010,11,2016,2006,15
7,usa_NC_0032_0083,usa_NC_0032_0083,backward,1996_2020,-2.0932,0.1834,381,2010_2020,-2.0481,0.7208,0.0451,True,True,True,True,True,True,True,2013,2002,19,2013,2003,18,2013,2013,8,2013,2013,8,2013,2013,8,2014,2014,7,2016,2016,5
7,usa_NC_0032_0084,usa_NC_0032_0084,backward,1996_2020,-2.0627,0.1781,370,2010_2020,-1.5787,0.697,0.484,False,False,False,True,True,True,True,2008,2002,19,2008,2002,19,2008,2008,13,2010,2010,11,2010,2010,11,2012,2012,9,2013,2013,8
7,usa_NC_0032_0085,usa_NC_0032_0085,backward,1996_2020,-1.5212,0.2132,384,2010_2020,0.0758,0.9231,1.597,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,2002,2002,19,2003,2003,18,2002,2002,19,2007,2007,14,2007,2003,18
7,usa_NC_0032_0086,usa_NC_0032_0086,backward,1996_2020,-1.6162,0.1905,383,2010_2020,-0.0365,0.8097,1.5797,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,2003,2003,18,2004,2004,17,2004,2004,17,2007,2007,14,2007,2004,17
8,usa_NC_0032_0088,usa_NC_0032_0088,backward,1996_2020,-1.6487,0.1925,384,2010_2020,-0.9381,0.7684,0.7106,False,False,False,False,False,True,True,2008,2000,21,2008,2001,20,2008,2008,13,2009,2009,12,2008,2008,13,2011,2011,10,2011,2011,10
8,usa_NC_0032_0089,usa_NC_0032_0089,backward,1996_2020,-1.4706,0.2165,390,2010_2020,-0.4517,0.9414,1.0189,False,False,False,False,False,False,True,2007,2007,14,2008,2008,13,2008,2008,13,2008,2008,13,2008,2008,13,2009,2009,12,2016,2010,11
8,usa_NC_0032_0090,usa_NC_0032_0090,backward,1996_2020,-1.2513,0.2247,381,2010_2020,0.502,1.0011,1.7533,False,False,False,False,False,False,False,2003,2003,18,2003,2003,18,2003,2003,18,2007,2007,14,2006,2006,15,2008,2008,13,2008,2008,13
8,usa_NC_0032_0091,usa_NC_0032_0091,backward,1996_2020,-1.0287,0.2405,384,2010_2020,1.2,1.0529,2.2287,False,False,False,False,False,False,False,2003,2003,18,2003,2003,18,2002,2002,19,2005,2005,16,2004,2004,17,2006,2006,15,2016,2006,15
8,usa_NC_0032_0092,usa_NC_0032_0092,backward,1996_2020,-0.8446,0.2494,384,2010_2020,1.7264,1.1241,2.571,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,2002,2002,19,2004,2004,17,2003,2003,18,2005,2005,16,2016,2004,17
8,usa_NC_0032_0093,usa_NC_0032_0093,backward,1996_2020,-0.7239,0.2455,391,2010_2020,1.6464,1.1096,2.3703,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,2002,2002,19,2004,2004,17,2003,2003,18,2006,2006,15,2016,2004,17
8,usa_NC_0032_0094,usa_NC_0032_0094,backward,1996_2020,-0.7199,0.267,379,2010_2020,2.1481,1.2366,2.868,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,2002,2002,19,2016,2004,17,2003,2003,18,2016,2005,16,2016,2004,17
8,usa_NC_0032_0095,usa_NC_0032_0095,backward,1996_2020,-0.8926,0.2696,385,2010_2020,2.1765,1.1664,3.0691,False,False,False,False,False,False,False,2016,2002,19,2016,2002,19,2016,2002,19,2016,2004,17,2016,2003,18,2016,2004,17,2016,2004,17
9,usa_NC_0032_0096,usa_NC_0032_0096,backward,1996_2020,-0.9965,0.2484,388,2010_2020,2.0875,1.0605,3.084,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,2002,2002,19,2004,2004,17,2003,2003,18,2016,2005,16,2016,2004,17
9,usa_NC_0032_0097,usa_NC_0032_0097,backward,1996_2020,-0.9072,0.2342,377,2010_2020,2.416,1.0028,3.3232,False,False,False,False,False,False,False,2001,2001,20,2001,2001,20,2001,2001,20,2004,2004,17,2003,2003,18,2005,2005,16,2016,2004,17
9,usa_NC_0032_0098,usa_NC_0032_0098,backward,1996_2020,-0.9508,0.2076,373,2010_2020,1.7803,0.8737,2.7311,False,False,False,False,False,False,False,2001,2001,20,2002,2002,19,2001,2001,20,2004,2004,17,2004,2004,17,2006,2006,15,2005,2005,16
9,usa_NC_0032_0099,usa_NC_0032_0099,backward,1996_2020,-1.0094,0.1943,372,2010_2020,1.2994,0.8074,2.3088,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,2002,2002,19,2004,2004,17,2004,2004,17,2007,2007,14,2007,2007,14
9,usa_NC_0032_0100,usa_NC_0032_0100,backward,1996_2020,-0.9718,0.2107,367,2010_2020,1.4692,0.8485,2.441,False,False,False,False,False,False,False,2001,2001,20,2002,2002,19,2001,2001,20,2004,2004,17,2003,2003,18,2007,2007,14,2006,2004,17
9,usa_NC_0032_0101,usa_NC_0032_0101,backward,1996_2020,-0.837,0.2038,379,2010_2020,1.847,0.7877,2.684,False,False,False,False,False,False,False,2000,2000,21,2001,2001,20,2000,2000,21,2003,2003,18,2003,2003,18,2006,2006,15,2003,2003,18
9,usa_NC_0032_0102,usa_NC_0032_0102,backward,1996_2020,-0.7676,0.2077,375,2010_2020,2.5451,0.765,3.3127,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,1999,1999,22,2003,2003,18,2003,2003,18,2006,2006,15,2003,2003,18
9,usa_NC_0032_0103,usa_NC_0032_0103,backward,1996_2020,-0.6864,0.2125,369,2010_2020,2.8917,0.7618,3.5781,False,False,False,False,False,False,False,1999,1999,22,1999,1999,22,1998,1998,23,2003,2003,18,2002,2002,19,2006,2006,15,2004,2004,17
9,usa_NC_0032_0104,usa_NC_0032_0104,backward,1996_2020,-0.6575,0.2168,374,2010_2020,2.8961,0.7552,3.5536,False,False,False,False,False,False,False,1998,1998,23,1999,1999,22,1997,1997,24,2003,2003,18,2002,2002,19,2006,2006,15,2004,2004,17
10,usa_NC_0032_0105,usa_NC_0032_0105,backward,1996_2020,-0.6275,0.2217,367,2010_2020,2.9946,0.7771,3.6221,False,False,False,False,False,False,False,1999,1999,22,2000,2000,21,1998,1998,23,2004,2004,17,2003,2003,18,2005,2005,16,2004,2004,17
10,usa_NC_0032_0106,usa_NC_0032_0106,backward,1996_2020,-0.608,0.2208,368,2010_2020,2.6995,0.8053,3.3075,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,1998,1998,23,2004,2004,17,2003,2003,18,2005,2005,16,2004,2004,17
10,usa_NC_0032_0107,usa_NC_0032_0107,backward,1996_2020,-0.5269,0.2258,375,2010_2020,2.762,0.8461,3.2889,False,False,False,False,False,False,False,2002,2002,19,2002,2002,19,1998,1998,23,2004,2004,17,2003,2003,18,2005,2005,16,2004,2004,17
10,usa_NC_0032_0108,usa_NC_0032_0108,backward,1996_2020,-0.4969,0.2349,377,2010_2020,2.7944,0.8758,3.2913,False,False,False,False,False,False,False,2001,2001,20,2002,2002,19,1997,1997,24,2004,2004,17,2003,2003,18,2006,2006,15,2016,2005,16
10,usa_NC_0032_0109,usa_NC_0032_0109,backward,1996_2020,-0.4857,0.2318,374,2010_2020,3.1653,0.8545,3.651,False,False,False,False,False,False,False,2000,1998,23,2001,2001,20,1996,1996,25,2004,2004,17,2003,2003,18,2005,2005,16,2016,2004,17
10,usa_NC_0032_0110,usa_NC_0032_0110,backward,1996_2020,-0.4505,0.2413,374,2010_2020,3.3945,0.8755,3.845,False,False,False,False,False,False,False,2000,1998,23,2000,1998,23,1996,1996,25,2004,2004,17,2002,2002,19,2004,2004,17,2016,2004,17
10,usa_NC_0032_0111,usa_NC_0032_0111,backward,1996_2020,-0.3913,0.2323,384,2010_2020,3.2897,0.8116,3.681,False,False,False,False,False,False,False,2000,1998,23,2000,1998,23,1996,1996,25,2004,2004,17,2003,2003,18,2005,2005,16,2004,2004,17
10,usa_NC_0032_0112,usa_NC_0032_0112,backward,1996_2020,-0.3736,0.2287,377,2010_2020,3.3554,0.7976,3.729,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,1996,1996,25,2004,2004,17,2003,2003,18,2004,2004,17,2004,2004,17
10,usa_NC_0032_0113,usa_NC_0032_0113,backward,1996_2020,-0.3776,0.2336,377,2010_2020,3.5792,0.8107,3.9568,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,1996,1996,25,2003,2003,18,2002,2002,19,2004,2004,17,2003,2003,18
10,usa_NC_0032_0114,usa_NC_0032_0114,backward,1996_2020,-0.3569,0.2272,388,2010_2020,3.509,0.7703,3.8659,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,1996,1996,25,2003,2003,18,2002,2002,19,2004,2004,17,2016,2002,19
11,usa_NC_0032_0115,usa_NC_0032_0115,backward,1996_2020,-0.2889,0.2336,374,2010_2020,3.8093,0.8172,4.0982,False,False,False,False,False,False,False,2000,2000,21,2000,2000,21,1996,1996,25,2002,2002,19,2002,2002,19,2004,2004,17,2002,2002,19
11,usa_NC_0032_0116,usa_NC_0032_0116,backward,1996_2020,-0.3742,0.2363,349,2010_2020,3.9904,0.7942,4.3646,False,False,False,False,False,False,False,2000,1998,23,2000,1998,23,1996,1996,25,2002,2002,19,2002,2002,19,2003,2003,18,2002,2002,19
11,usa_NC_0032_0117,usa_NC_0032_0117,backward,1996_2020,-0.4114,0.2415,348,2010_2020,3.9188,0.8359,4.3302,False,False,False,False,False,False,False,1997,1997,24,1997,1997,24,1996,1996,25,2002,2002,19,2001,2001,20,2003,2003,18,2002,2002,19
