domain_number,unit_id,transect_id,direction,ref_window,ref_lrr_m_yr,ref_unc_m_yr,ref_n_obs,marked_window,lrr_marked_m_yr,unc_marked_m_yr,diff_marked_m_yr,marked_in_ci,marked_in_abs,marked_in_rel,marked_in_ci3x,marked_in_abs50,marked_in_abs100,marked_in_overlap,first_entry_ci,stable_entry_ci,years_needed_ci,first_entry_abs,stable_entry_abs,years_needed_abs,first_entry_rel,stable_entry_rel,years_needed_rel,first_entry_ci3x,stable_entry_ci3x,years_needed_ci3x,first_entry_abs50,stable_entry_abs50,years_needed_abs50,first_entry_abs100,stable_entry_abs100,years_needed_abs100,first_entry_overlap,stable_entry_overlap,years_needed_overlap
1,usa_NC_0032_0025,usa_NC_0032_0025,forward,1996_2024,2.7908,0.3518,521,1996_2010,3.5079,0.6678,0.7171,False,False,False,True,False,True,True,2006,2024,29,2007,2024,29,2006,2024,29,2004,2024,29,2006,2024,29,2004,2024,29,2004,2024,29
13,usa_NC_0032_0140,usa_NC_0032_0140,forward,1996_2024,0.4639,0.1741,503,1996_2010,-2.2346,0.4197,-2.6985,False,False,False,False,False,False,False,2024,2024,29,2023,2023,28,2024,2024,29,2022,2022,27,2022,2022,27,2021,2021,26,2023,2023,28
26,usa_NC_0033_0058,usa_NC_0033_0058,forward,1996_2024,-1.3669,0.1787,560,1996_2010,-2.0292,0.5157,-0.6623,False,False,False,False,False,True,True,2005,2023,28,2005,2023,28,2005,2023,28,2005,2022,27,2005,2022,27,2005,2021,26,2000,2023,28
38,usa_NC_0033_0183,usa_NC_0033_0183,forward,1996_2024,0.0557,0.1503,585,1996_2010,0.8045,0.4793,0.7488,False,False,False,False,False,True,False,2013,2022,27,2012,2021,26,2024,2024,29,2007,2021,26,2007,2021,26,2000,2006,11,2000,2021,26
51,usa_NC_0034_0054,usa_NC_0034_0054,forward,1996_2024,-0.6109,0.1447,587,1996_2010,-0.5605,0.518,0.0504,True,True,True,True,True,True,True,2007,2018,23,2007,2016,21,2007,2020,25,2007,2015,20,2006,2015,20,2006,2006,11,2006,2015,20
64,usa_NC_0034_0186,usa_NC_0034_0186,forward,1996_2024,-0.159,0.1486,585,1996_2010,-1.9857,0.394,-1.8267,False,False,False,False,False,False,False,2023,2023,28,2022,2022,27,2024,2024,29,2021,2021,26,2005,2021,26,2003,2019,24,2003,2022,27
77,usa_NC_0035_0069,usa_NC_0035_0069,forward,1996_2024,-1.6834,0.1553,615,1996_2010,-3.1254,0.4291,-1.442,False,False,False,False,False,False,False,2015,2023,28,2015,2022,27,2015,2022,27,2015,2020,25,2015,2020,25,2014,2014,19,2015,2020,25
90,usa_NC_0037_0002,usa_NC_0037_0002,forward,1996_2024,1.3013,0.142,588,1996_2010,-0.4111,0.3578,-1.7124,False,False,False,False,False,False,False,2016,2023,28,2001,2023,28,2001,2023,28,2001,2021,26,2001,2015,20,2000,2014,19,2000,2023,28
