11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
50,27,24,24,22,22,21,22,24,27,45,45,39,34,38,34,30,26,21,16,10,4,4,5,4,3,3,3,2,1,0,0,0,0,0,2,6,15,48
