11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
49,24,21,21,20,20,21,22,22,26,46,47,41,36,40,37,34,31,28,23,17,13,13,15,14,14,7,4,2,2,7,10,10,9,8,8,8,11,40
