transect_id,domain_number,mean_start_m,n_start,sd_start_m,first_obs_start,last_obs_start,mean_end_m,n_end,sd_end_m,first_obs_end,last_obs_end,change_m,endpoint_rate_m_yr
usa_NC_0033_0005,21,31.225,20,18.109,2003-11-29,2004-11-15,50.921,38,11.578,2023-01-21,2023-12-23,19.696,1.031
usa_NC_0033_0006,21,30.900,18,13.625,2003-11-29,2004-11-15,45.076,38,11.625,2023-01-21,2023-12-23,14.176,0.742
usa_NC_0033_0007,21,29.750,18,13.870,2003-11-29,2004-11-15,43.024,38,10.684,2023-01-21,2023-12-23,13.274,0.695
usa_NC_0033_0008,21,30.732,19,10.819,2003-11-29,2004-11-15,44.318,39,12.832,2023-01-21,2023-12-23,13.586,0.711
usa_NC_0033_0009,21,34.630,20,10.661,2003-11-29,2004-11-15,45.818,39,11.224,2023-01-21,2023-12-23,11.188,0.586
usa_NC_0033_0010,21,36.953,19,11.828,2003-11-29,2004-11-15,44.521,39,10.289,2023-01-21,2023-12-23,7.568,0.396
usa_NC_0033_0011,21,37.742,19,11.524,2003-11-29,2004-11-15,37.672,39,10.093,2023-01-21,2023-12-23,-0.070,-0.004
usa_NC_0033_0012,21,39.963,16,11.693,2003-11-29,2004-11-15,38.459,39,10.303,2023-01-21,2023-12-23,-1.504,-0.079
usa_NC_0033_0013,22,41.432,19,13.567,2003-11-29,2004-11-15,37.705,38,9.503,2023-01-21,2023-12-23,-3.726,-0.195
usa_NC_0033_0014,22,47.343,21,13.259,2003-11-29,2004-11-15,40.205,38,8.706,2023-01-21,2023-12-23,-7.138,-0.374
usa_NC_0033_0015,22,49.553,19,12.872,2003-11-29,2004-11-15,42.297,38,12.714,2023-01-21,2023-12-23,-7.255,-0.380
usa_NC_0033_0016,22,47.953,19,11.579,2003-11-29,2004-11-15,39.805,38,14.439,2023-01-21,2023-12-23,-8.147,-0.427
usa_NC_0033_0017,22,48.763,19,10.924,2003-11-29,2004-11-15,40.426,39,13.467,2023-01-21,2023-12-23,-8.338,-0.437
usa_NC_0033_0018,22,51.222,18,11.403,2003-11-29,2004-11-15,37.521,39,12.781,2023-01-21,2023-12-23,-13.702,-0.717
usa_NC_0033_0019,22,50.395,19,10.474,2003-11-29,2004-11-15,33.185,39,9.141,2023-01-21,2023-12-23,-17.210,-0.901
usa_NC_0033_0020,22,51.167,18,10.187,2003-11-29,2004-11-15,35.205,39,10.606,2023-01-21,2023-12-23,-15.962,-0.836
usa_NC_0033_0021,22,54.384,19,11.261,2003-11-29,2004-11-15,36.431,39,10.506,2023-01-21,2023-12-23,-17.953,-0.940
usa_NC_0033_0022,22,59.062,21,11.761,2003-11-29,2004-11-15,38.777,39,9.623,2023-01-21,2023-12-23,-20.285,-1.062
usa_NC_0033_0023,23,66.410,21,11.558,2003-11-29,2004-11-15,47.821,39,11.217,2023-01-21,2023-12-23,-18.589,-0.973
usa_NC_0033_0024,23,70.756,18,11.323,2003-11-29,2004-11-15,52.472,39,10.271,2023-01-21,2023-12-23,-18.284,-0.957
usa_NC_0033_0025,23,73.239,18,11.338,2003-11-29,2004-11-15,53.395,39,10.171,2023-01-21,2023-12-23,-19.844,-1.039
usa_NC_0033_0026,23,75.250,18,11.167,2003-11-29,2004-11-15,51.703,39,11.887,2023-01-21,2023-12-23,-23.547,-1.233
usa_NC_0033_0027,23,79.472,18,11.497,2003-11-29,2004-11-15,48.362,39,10.115,2023-01-21,2023-12-23,-31.111,-1.629
usa_NC_0033_0028,23,85.984,19,13.275,2003-11-29,2004-11-15,47.821,39,8.494,2023-01-21,2023-12-23,-38.164,-1.998
usa_NC_0033_0029,23,109.900,19,11.270,2003-11-29,2004-11-15,69.605,39,8.908,2023-01-21,2023-12-23,-40.295,-2.110
usa_NC_0033_0030,23,102.121,19,9.807,2003-11-29,2004-11-15,65.123,39,9.973,2023-01-21,2023-12-23,-36.998,-1.937
usa_NC_0033_0031,23,99.781,16,9.600,2003-11-29,2004-11-15,63.885,39,9.015,2023-01-21,2023-12-23,-35.897,-1.879
usa_NC_0033_0032,23,103.031,16,11.186,2003-11-29,2004-11-15,64.946,39,8.544,2023-01-21,2023-12-23,-38.085,-1.994
usa_NC_0033_0033,24,105.420,20,14.096,2003-11-29,2004-11-15,66.292,39,11.589,2023-01-21,2023-12-23,-39.128,-2.049
usa_NC_0033_0034,24,103.215,20,13.313,2003-11-29,2004-11-15,61.944,39,9.815,2023-01-21,2023-12-23,-41.271,-2.161
usa_NC_0033_0035,24,106.837,19,13.840,2003-11-29,2004-11-15,62.795,39,10.189,2023-01-21,2023-12-23,-44.042,-2.306
usa_NC_0033_0036,24,105.279,19,12.505,2003-11-29,2004-11-15,64.223,39,10.811,2023-01-21,2023-12-23,-41.056,-2.150
usa_NC_0033_0037,24,102.668,19,10.465,2003-11-29,2004-11-15,65.272,39,9.165,2023-01-21,2023-12-23,-37.397,-1.958
usa_NC_0033_0038,24,102.185,20,10.263,2003-11-29,2004-11-15,64.985,39,10.377,2023-01-21,2023-12-23,-37.200,-1.948
usa_NC_0033_0039,24,88.415,20,11.284,2003-11-29,2004-11-15,53.708,39,12.017,2023-01-21,2023-12-23,-34.707,-1.817
usa_NC_0033_0040,24,91.294,18,10.165,2003-11-29,2004-11-15,55.344,39,9.836,2023-01-21,2023-12-23,-35.951,-1.882
usa_NC_0033_0041,24,87.224,21,10.149,2003-11-29,2004-11-15,49.608,39,8.867,2023-01-21,2023-12-23,-37.616,-1.970
usa_NC_0033_0042,24,98.170,23,8.780,2003-11-29,2004-11-15,61.723,39,10.274,2023-01-21,2023-12-23,-36.446,-1.908
usa_NC_0033_0043,25,90.895,22,8.859,2003-11-29,2004-11-15,54.995,39,10.727,2023-01-21,2023-12-23,-35.901,-1.880
usa_NC_0033_0044,25,99.165,23,10.160,2003-11-29,2004-11-15,63.923,39,11.308,2023-01-21,2023-12-23,-35.242,-1.845
usa_NC_0033_0045,25,91.738,21,10.285,2003-11-29,2004-11-15,56.115,40,12.591,2023-01-21,2023-12-23,-35.623,-1.865
usa_NC_0033_0046,25,97.185,20,10.938,2003-11-29,2004-11-15,58.983,40,11.165,2023-01-21,2023-12-23,-38.203,-2.000
usa_NC_0033_0047,25,99.679,19,11.341,2003-11-29,2004-11-15,55.838,39,10.435,2023-01-21,2023-12-23,-43.840,-2.295
usa_NC_0033_0048,25,100.460,20,11.577,2003-11-29,2004-11-15,53.054,39,9.504,2023-01-21,2023-12-23,-47.406,-2.482
usa_NC_0033_0049,25,101.155,20,13.199,2003-11-29,2004-11-15,52.418,39,10.038,2023-01-21,2023-12-23,-48.737,-2.552
usa_NC_0033_0050,25,103.360,20,12.130,2003-11-29,2004-11-15,55.872,39,10.103,2023-01-21,2023-12-23,-47.488,-2.486
usa_NC_0033_0051,25,93.847,17,13.299,2003-11-29,2004-11-15,50.192,39,8.214,2023-01-21,2023-12-23,-43.655,-2.286
usa_NC_0033_0052,25,93.925,20,12.991,2003-11-29,2004-11-15,51.026,39,10.240,2023-01-21,2023-12-23,-42.899,-2.246
usa_NC_0033_0053,26,85.423,22,11.968,2003-11-29,2004-11-15,46.205,39,9.150,2023-01-21,2023-12-23,-39.218,-2.053
usa_NC_0033_0054,26,83.073,22,12.623,2003-11-29,2004-11-15,45.469,39,9.247,2023-01-21,2023-12-23,-37.603,-1.969
usa_NC_0033_0055,26,74.316,19,12.380,2003-11-29,2004-11-15,40.103,39,11.208,2023-01-21,2023-12-23,-34.213,-1.791
usa_NC_0033_0056,26,71.205,19,13.099,2003-11-29,2004-11-15,41.159,39,9.484,2023-01-21,2023-12-23,-30.046,-1.573
usa_NC_0033_0057,26,74.345,20,16.862,2003-11-29,2004-11-15,45.524,38,9.888,2023-01-21,2023-12-23,-28.821,-1.509
usa_NC_0033_0058,26,77.175,20,16.798,2003-11-29,2004-11-15,47.274,38,10.402,2023-01-21,2023-12-23,-29.901,-1.566
usa_NC_0033_0059,26,63.044,18,15.477,2003-11-29,2004-11-15,29.941,37,9.282,2023-01-21,2023-12-23,-33.104,-1.733
usa_NC_0033_0060,26,76.932,19,14.741,2003-11-29,2004-11-15,43.965,37,9.903,2023-01-21,2023-12-23,-32.967,-1.726
usa_NC_0033_0061,26,67.855,20,14.490,2003-11-29,2004-11-15,40.043,37,9.485,2023-01-21,2023-12-23,-27.812,-1.456
usa_NC_0033_0062,26,63.495,21,13.576,2003-11-29,2004-11-15,38.722,37,7.523,2023-01-21,2023-12-23,-24.774,-1.297
usa_NC_0033_0064,27,52.595,21,16.296,2003-11-29,2004-11-15,36.429,38,9.168,2023-01-21,2023-12-23,-16.166,-0.846
usa_NC_0033_0065,27,50.825,20,16.346,2003-11-29,2004-11-15,44.039,38,9.143,2023-01-21,2023-12-23,-6.786,-0.355
usa_NC_0033_0066,27,49.695,19,15.064,2003-11-29,2004-11-15,45.747,38,9.783,2023-01-21,2023-12-23,-3.947,-0.207
usa_NC_0033_0067,27,51.110,20,14.733,2003-11-29,2004-11-15,50.297,38,8.854,2023-01-21,2023-12-23,-0.813,-0.043
usa_NC_0033_0068,27,48.255,20,13.615,2003-11-29,2004-11-15,49.450,38,10.993,2023-01-21,2023-12-23,1.195,0.063
usa_NC_0033_0069,27,51.043,21,14.022,2003-11-29,2004-11-15,48.603,38,10.502,2023-01-21,2023-12-23,-2.440,-0.128
usa_NC_0033_0070,27,45.205,19,13.562,2003-11-29,2004-11-15,41.611,38,10.285,2023-01-21,2023-12-23,-3.595,-0.188
usa_NC_0033_0071,27,45.441,17,13.445,2003-11-29,2004-11-15,43.774,38,10.641,2023-01-21,2023-12-23,-1.667,-0.087
usa_NC_0033_0072,27,42.438,21,13.299,2003-11-29,2004-11-15,43.813,38,8.999,2023-01-21,2023-12-23,1.375,0.072
usa_NC_0033_0073,27,42.887,24,13.713,2003-11-29,2004-11-15,51.295,38,10.026,2023-01-21,2023-12-23,8.407,0.440
usa_NC_0033_0074,28,42.633,21,14.664,2003-11-29,2004-11-15,56.805,38,9.962,2023-01-21,2023-12-23,14.172,0.742
usa_NC_0033_0075,28,41.986,21,15.371,2003-11-29,2004-11-15,62.266,38,10.070,2023-01-21,2023-12-23,20.280,1.062
usa_NC_0033_0076,28,38.253,19,8.784,2003-11-29,2004-11-15,68.777,39,10.540,2023-01-21,2023-12-23,30.524,1.598
usa_NC_0033_0077,28,42.200,21,9.182,2003-11-29,2004-11-15,77.928,39,8.645,2023-01-21,2023-12-23,35.728,1.871
usa_NC_0033_0078,28,46.700,20,10.747,2003-11-29,2004-11-15,89.449,39,9.481,2023-01-21,2023-12-23,42.749,2.238
usa_NC_0033_0079,28,48.219,21,11.160,2003-11-29,2004-11-15,93.892,39,8.898,2023-01-21,2023-12-23,45.673,2.391
usa_NC_0033_0080,28,44.295,21,12.867,2003-11-29,2004-11-15,97.900,39,8.015,2023-01-21,2023-12-23,53.605,2.807
usa_NC_0033_0081,28,45.305,22,12.419,2003-11-29,2004-11-15,105.667,39,9.188,2023-01-21,2023-12-23,60.362,3.160
usa_NC_0033_0082,28,47.664,22,10.501,2003-11-29,2004-11-15,113.964,39,8.609,2023-01-21,2023-12-23,66.300,3.471
usa_NC_0033_0083,28,47.486,22,8.863,2003-11-29,2004-11-15,115.861,38,10.179,2023-01-21,2023-12-23,68.374,3.580
usa_NC_0033_0084,29,40.930,20,10.368,2003-11-29,2004-11-15,109.521,38,9.309,2023-01-21,2023-12-23,68.591,3.591
usa_NC_0033_0085,29,45.547,19,12.059,2003-11-29,2004-11-15,110.947,38,9.818,2023-01-21,2023-12-23,65.400,3.424
usa_NC_0033_0086,29,37.895,20,12.447,2003-11-29,2004-11-15,104.037,38,11.067,2023-01-21,2023-12-23,66.142,3.463
usa_NC_0033_0087,29,30.820,20,13.818,2003-11-29,2004-11-15,95.174,38,8.806,2023-01-21,2023-12-23,64.354,3.369
usa_NC_0033_0088,29,43.175,20,15.119,2003-11-29,2004-11-15,106.823,39,10.214,2023-01-21,2023-12-23,63.648,3.332
usa_NC_0033_0089,29,48.271,21,15.827,2003-11-29,2004-11-15,111.072,39,9.956,2023-01-21,2023-12-23,62.800,3.288
usa_NC_0033_0090,29,45.750,18,13.107,2003-11-29,2004-11-15,109.469,39,8.827,2023-01-21,2023-12-23,63.719,3.336
usa_NC_0033_0091,29,44.900,19,13.194,2003-11-29,2004-11-15,109.051,39,9.952,2023-01-21,2023-12-23,64.151,3.359
usa_NC_0033_0092,29,46.791,22,13.415,2003-11-29,2004-11-15,108.790,39,8.359,2023-01-21,2023-12-23,61.999,3.246
usa_NC_0033_0093,29,56.843,23,16.514,2003-11-29,2004-11-15,114.274,39,9.310,2023-01-21,2023-12-23,57.431,3.007
usa_NC_0033_0094,30,59.785,20,14.281,2003-11-29,2004-11-07,114.451,39,10.071,2023-01-21,2023-12-23,54.666,2.862
usa_NC_0033_0095,30,69.462,21,15.270,2003-11-29,2004-11-15,122.821,39,7.763,2023-01-21,2023-12-23,53.359,2.794
usa_NC_0033_0096,30,61.355,22,13.867,2003-11-29,2004-11-15,112.218,39,9.462,2023-01-21,2023-12-23,50.863,2.663
usa_NC_0033_0097,30,64.800,22,11.527,2003-11-29,2004-11-15,116.351,39,9.999,2023-01-21,2023-12-23,51.551,2.699
usa_NC_0033_0098,30,53.000,20,11.104,2003-11-29,2004-11-15,104.897,39,8.430,2023-01-21,2023-12-23,51.897,2.717
usa_NC_0033_0099,30,59.648,21,10.731,2003-11-29,2004-11-15,108.410,39,8.691,2023-01-21,2023-12-23,48.763,2.553
usa_NC_0033_0100,30,63.552,21,10.625,2003-11-29,2004-11-15,110.850,38,9.568,2023-01-21,2023-12-23,47.298,2.476
usa_NC_0033_0101,30,60.500,23,11.338,2003-11-29,2004-11-15,105.987,39,9.122,2023-01-21,2023-12-23,45.487,2.382
usa_NC_0033_0102,30,53.645,22,12.851,2003-11-29,2004-11-15,95.431,39,9.144,2023-01-21,2023-12-23,41.785,2.188
usa_NC_0033_0103,30,52.090,21,13.455,2003-11-29,2004-11-15,94.124,38,10.299,2023-01-21,2023-12-23,42.033,2.201
usa_NC_0033_0104,31,61.605,21,14.390,2003-11-29,2004-11-15,104.253,40,11.752,2023-01-21,2023-12-23,42.648,2.233
usa_NC_0033_0105,31,54.350,20,15.368,2003-11-29,2004-11-15,97.246,39,10.171,2023-01-21,2023-12-23,42.896,2.246
usa_NC_0033_0106,31,48.557,21,13.072,2003-11-29,2004-11-15,94.226,39,10.987,2023-01-21,2023-12-23,45.668,2.391
usa_NC_0033_0107,31,54.510,21,13.470,2003-11-29,2004-11-15,101.446,39,10.013,2023-01-21,2023-12-23,46.937,2.458
usa_NC_0033_0108,31,59.764,22,13.862,2003-11-29,2004-11-15,105.700,39,9.754,2023-01-21,2023-12-23,45.936,2.405
usa_NC_0033_0109,31,59.357,21,14.619,2003-11-29,2004-11-15,107.305,40,11.516,2023-01-21,2023-12-23,47.948,2.510
usa_NC_0033_0110,31,45.022,18,15.356,2003-11-29,2004-11-15,95.223,39,10.946,2023-01-21,2023-12-23,50.201,2.628
usa_NC_0033_0111,31,41.781,21,13.704,2003-11-29,2004-11-15,89.536,39,11.747,2023-01-21,2023-12-23,47.755,2.500
usa_NC_0033_0112,31,47.050,22,12.881,2003-11-29,2004-11-15,93.003,39,11.086,2023-01-21,2023-12-23,45.953,2.406
usa_NC_0033_0113,31,46.014,22,14.143,2003-11-29,2004-11-15,90.692,39,12.613,2023-01-21,2023-12-23,44.679,2.339
usa_NC_0033_0114,31,47.024,21,13.351,2003-11-29,2004-11-15,92.395,39,13.091,2023-01-21,2023-12-23,45.371,2.376
usa_NC_0033_0115,32,43.000,21,11.672,2003-11-29,2004-11-15,85.640,40,12.871,2023-01-21,2023-12-23,42.640,2.233
usa_NC_0033_0116,32,38.795,22,10.833,2003-11-29,2004-11-15,79.140,40,13.191,2023-01-21,2023-12-23,40.345,2.112
usa_NC_0033_0117,32,43.332,22,11.517,2003-11-29,2004-11-15,83.290,40,12.916,2023-01-21,2023-12-23,39.958,2.092
usa_NC_0033_0118,32,47.609,22,11.603,2003-11-29,2004-11-15,86.977,40,11.607,2023-01-21,2023-12-23,39.368,2.061
usa_NC_0033_0119,32,50.862,21,11.455,2003-11-29,2004-11-15,92.074,39,11.278,2023-01-21,2023-12-23,41.212,2.158
usa_NC_0033_0120,32,49.505,22,11.116,2003-11-29,2004-11-15,89.963,40,10.381,2023-01-21,2023-12-23,40.458,2.118
usa_NC_0033_0121,32,48.027,22,13.095,2003-11-29,2004-11-15,86.341,39,11.458,2023-01-21,2023-12-23,38.314,2.006
usa_NC_0033_0122,32,42.410,21,12.024,2003-11-29,2004-11-15,80.687,39,10.127,2023-01-21,2023-12-23,38.278,2.004
usa_NC_0033_0123,32,47.786,21,10.008,2003-11-29,2004-11-15,88.352,40,10.666,2023-01-21,2023-12-23,40.567,2.124
usa_NC_0033_0124,32,50.910,20,10.022,2003-11-29,2004-11-15,91.944,39,11.053,2023-01-21,2023-12-23,41.034,2.148
usa_NC_0033_0125,33,74.389,19,11.797,2003-11-29,2004-11-15,115.700,39,9.474,2023-01-21,2023-12-23,41.311,2.163
usa_NC_0033_0126,33,94.260,20,14.672,2003-11-29,2004-11-15,134.946,39,10.447,2023-01-21,2023-12-23,40.686,2.130
usa_NC_0033_0127,33,47.305,20,14.918,2003-11-29,2004-11-15,86.938,39,10.213,2023-01-21,2023-12-23,39.633,2.075
usa_NC_0033_0128,33,38.229,21,14.637,2003-11-29,2004-11-15,80.313,39,10.083,2023-01-21,2023-12-23,42.084,2.203
usa_NC_0033_0129,33,31.480,20,13.642,2003-11-29,2004-11-15,73.913,39,11.808,2023-01-21,2023-12-23,42.433,2.222
usa_NC_0033_0130,33,31.318,17,13.411,2003-11-29,2004-11-15,75.751,39,12.381,2023-01-21,2023-12-23,44.434,2.326
usa_NC_0033_0131,33,38.711,19,11.628,2003-11-29,2004-11-15,82.741,39,12.019,2023-01-21,2023-12-23,44.030,2.305
usa_NC_0033_0132,33,42.852,21,11.514,2003-11-29,2004-11-15,83.538,39,11.884,2023-01-21,2023-12-23,40.686,2.130
usa_NC_0033_0133,33,44.805,21,11.624,2003-11-29,2004-11-15,85.037,40,11.976,2023-01-21,2023-12-23,40.233,2.107
usa_NC_0033_0134,33,47.820,20,11.723,2003-11-29,2004-11-15,88.995,40,12.383,2023-01-21,2023-12-23,41.175,2.156
usa_NC_0033_0135,33,40.475,20,11.671,2003-11-29,2004-11-15,83.322,40,12.266,2023-01-21,2023-12-23,42.847,2.243
usa_NC_0033_0136,34,41.095,22,13.440,2003-11-29,2004-11-15,84.665,40,10.694,2023-01-21,2023-12-23,43.570,2.281
usa_NC_0033_0137,34,46.771,21,13.852,2003-11-29,2004-11-15,90.638,40,10.798,2023-01-21,2023-12-23,43.866,2.297
usa_NC_0033_0138,34,46.652,21,14.134,2003-11-29,2004-11-15,90.925,40,9.493,2023-01-21,2023-12-23,44.273,2.318
usa_NC_0033_0139,34,49.545,20,14.972,2003-11-29,2004-11-15,92.935,40,10.314,2023-01-21,2023-12-23,43.390,2.272
usa_NC_0033_0140,34,55.343,21,15.122,2003-11-29,2004-11-15,97.380,40,10.563,2023-01-21,2023-12-23,42.037,2.201
usa_NC_0033_0141,34,60.530,23,15.441,2003-11-29,2004-11-15,101.203,40,9.333,2023-01-21,2023-12-23,40.672,2.130
usa_NC_0033_0142,34,57.859,22,16.637,2003-11-29,2004-11-15,97.822,40,10.586,2023-01-21,2023-12-23,39.963,2.092
usa_NC_0033_0143,34,56.173,22,14.793,2003-11-29,2004-11-15,94.620,40,10.511,2023-01-21,2023-12-23,38.447,2.013
usa_NC_0033_0144,34,53.210,21,14.282,2003-11-29,2004-11-15,90.718,40,10.743,2023-01-21,2023-12-23,37.508,1.964
usa_NC_0033_0145,34,54.257,21,12.216,2003-11-29,2004-11-15,87.578,40,12.071,2023-01-21,2023-12-23,33.320,1.745
usa_NC_0033_0146,35,51.095,21,10.516,2003-11-29,2004-11-15,82.463,40,13.023,2023-01-21,2023-12-23,31.367,1.642
usa_NC_0033_0147,35,55.210,21,10.802,2003-11-29,2004-11-15,81.715,40,13.313,2023-01-21,2023-12-23,26.505,1.388
usa_NC_0033_0148,35,63.959,22,11.568,2003-11-29,2004-11-15,85.133,40,12.743,2023-01-21,2023-12-23,21.173,1.109
usa_NC_0033_0149,35,67.170,20,11.528,2003-11-29,2004-11-15,84.478,40,12.929,2023-01-21,2023-12-23,17.308,0.906
usa_NC_0033_0150,35,63.888,17,10.860,2003-11-29,2004-11-15,80.792,40,13.991,2023-01-21,2023-12-23,16.904,0.885
usa_NC_0033_0151,35,68.505,20,12.364,2003-11-29,2004-11-15,80.228,40,14.246,2023-01-21,2023-12-23,11.723,0.614
usa_NC_0033_0152,35,67.348,23,13.742,2003-11-29,2004-11-15,74.597,40,14.773,2023-01-21,2023-12-23,7.250,0.380
usa_NC_0033_0153,35,68.739,23,13.396,2003-11-29,2004-11-15,72.222,40,14.092,2023-01-21,2023-12-23,3.483,0.182
usa_NC_0033_0154,35,66.124,21,12.246,2003-11-29,2004-11-15,65.977,40,12.887,2023-01-21,2023-12-23,-0.146,-0.008
usa_NC_0033_0155,35,66.176,21,12.774,2003-11-29,2004-11-15,66.933,40,11.745,2023-01-21,2023-12-23,0.756,0.040
usa_NC_0033_0156,35,66.577,22,13.066,2003-11-29,2004-11-15,68.805,40,11.315,2023-01-21,2023-12-23,2.228,0.117
usa_NC_0033_0157,36,64.605,22,12.253,2003-11-29,2004-11-15,66.760,40,11.195,2023-01-21,2023-12-23,2.155,0.113
usa_NC_0033_0158,36,61.523,22,10.964,2003-11-29,2004-11-15,66.677,40,11.449,2023-01-21,2023-12-23,5.155,0.270
usa_NC_0033_0159,36,59.664,22,9.987,2003-11-29,2004-11-15,67.142,40,12.291,2023-01-21,2023-12-23,7.479,0.392
usa_NC_0033_0160,36,60.468,22,9.077,2003-11-29,2004-11-15,68.993,40,11.740,2023-01-21,2023-12-23,8.524,0.446
usa_NC_0033_0161,36,62.852,23,9.079,2003-11-29,2004-11-15,70.118,40,10.806,2023-01-21,2023-12-23,7.265,0.380
usa_NC_0033_0162,36,55.795,22,9.740,2003-11-29,2004-11-15,61.842,40,10.478,2023-01-21,2023-12-23,6.047,0.317
usa_NC_0033_0163,36,57.668,22,10.487,2003-11-29,2004-11-15,65.490,40,10.862,2023-01-21,2023-12-23,7.822,0.410
usa_NC_0033_0164,36,52.762,21,10.997,2003-11-29,2004-11-15,59.733,40,10.745,2023-01-21,2023-12-23,6.971,0.365
usa_NC_0033_0165,36,49.905,19,9.263,2003-11-29,2004-11-15,56.397,40,10.719,2023-01-21,2023-12-23,6.492,0.340
usa_NC_0033_0166,36,46.229,21,9.147,2003-11-29,2004-11-15,54.663,40,10.593,2023-01-21,2023-12-23,8.434,0.442
usa_NC_0033_0167,37,42.181,21,9.650,2003-11-29,2004-11-15,52.487,40,11.476,2023-01-21,2023-12-23,10.307,0.540
usa_NC_0033_0168,37,40.236,22,9.394,2003-11-29,2004-11-15,49.887,40,12.216,2023-01-21,2023-12-23,9.651,0.505
usa_NC_0033_0169,37,39.135,20,8.708,2003-11-29,2004-10-31,48.087,40,11.835,2023-01-21,2023-12-23,8.952,0.469
usa_NC_0033_0170,37,38.856,18,10.995,2003-11-29,2004-11-15,46.932,40,12.044,2023-01-21,2023-12-23,8.077,0.423
usa_NC_0033_0171,37,35.995,20,11.103,2003-11-29,2004-11-15,44.420,40,11.714,2023-01-21,2023-12-23,8.425,0.441
usa_NC_0033_0172,37,37.191,22,12.945,2003-11-29,2004-11-15,47.600,40,13.602,2023-01-21,2023-12-23,10.409,0.545
usa_NC_0033_0173,37,36.733,21,12.904,2003-11-29,2004-11-15,49.832,40,12.716,2023-01-21,2023-12-23,13.099,0.686
usa_NC_0033_0174,37,39.105,21,13.058,2003-11-29,2004-11-15,55.270,40,13.777,2023-01-21,2023-12-23,16.165,0.846
usa_NC_0033_0175,37,31.824,21,13.349,2003-11-29,2004-11-15,47.448,40,13.467,2023-01-21,2023-12-23,15.624,0.818
usa_NC_0033_0176,37,46.782,22,13.654,2003-11-29,2004-11-15,60.763,40,11.115,2023-01-21,2023-12-23,13.981,0.732
usa_NC_0033_0177,37,37.032,22,11.946,2003-11-29,2004-11-15,46.503,40,9.663,2023-01-21,2023-12-23,9.471,0.496
usa_NC_0033_0178,38,36.226,19,11.976,2003-11-29,2004-11-15,43.290,40,8.662,2023-01-21,2023-12-23,7.064,0.370
usa_NC_0033_0179,38,34.945,20,10.091,2003-11-29,2004-11-15,44.750,40,7.849,2023-01-21,2023-12-23,9.805,0.513
usa_NC_0033_0180,38,37.524,21,9.011,2003-11-29,2004-11-15,45.930,40,8.076,2023-01-21,2023-12-23,8.406,0.440
usa_NC_0033_0181,38,37.117,23,9.180,2003-11-29,2004-11-15,45.483,40,8.735,2023-01-21,2023-12-23,8.365,0.438
usa_NC_0033_0182,38,39.655,22,10.921,2003-11-29,2004-11-15,46.807,40,10.603,2023-01-21,2023-12-23,7.153,0.375
usa_NC_0033_0183,38,36.109,23,11.019,2003-11-29,2004-11-15,40.948,40,10.824,2023-01-21,2023-12-23,4.839,0.253
usa_NC_0033_0184,38,34.748,21,10.536,2003-11-29,2004-11-15,42.383,40,11.186,2023-01-21,2023-12-23,7.635,0.400
usa_NC_0033_0185,38,32.205,20,9.785,2003-11-29,2004-11-15,42.145,40,11.765,2023-01-21,2023-12-23,9.940,0.520
usa_NC_0033_0186,38,31.419,21,10.335,2003-11-29,2004-11-15,42.665,40,12.364,2023-01-21,2023-12-23,11.246,0.589
usa_NC_0033_0187,38,31.629,21,12.230,2003-11-29,2004-11-15,42.777,40,13.076,2023-01-21,2023-12-23,11.149,0.584
usa_NC_0033_0188,39,32.624,21,12.161,2003-11-29,2004-11-15,44.953,40,11.672,2023-01-21,2023-12-23,12.329,0.646
usa_NC_0033_0189,39,34.285,20,11.701,2003-11-29,2004-11-15,47.475,40,10.270,2023-01-21,2023-12-23,13.190,0.691
usa_NC_0033_0190,39,35.172,18,14.040,2003-11-29,2004-11-15,47.615,40,9.586,2023-01-21,2023-12-23,12.443,0.651
usa_NC_0033_0191,39,35.863,19,13.311,2003-11-29,2004-11-15,47.575,40,9.276,2023-01-21,2023-12-23,11.712,0.613
usa_NC_0033_0192,39,37.950,22,13.104,2003-11-29,2004-11-15,49.060,40,9.982,2023-01-21,2023-12-23,11.110,0.582
usa_NC_0033_0193,39,38.800,23,12.968,2003-11-29,2004-11-15,50.420,40,9.843,2023-01-21,2023-12-23,11.620,0.608
usa_NC_0033_0194,39,33.810,21,14.155,2003-11-29,2004-11-15,45.328,40,8.942,2023-01-21,2023-12-23,11.518,0.603
usa_NC_0033_0195,39,36.867,21,14.105,2003-11-29,2004-11-15,46.938,40,8.300,2023-01-21,2023-12-23,10.071,0.527
usa_NC_0033_0196,39,36.014,21,13.602,2003-11-29,2004-11-15,45.756,39,7.654,2023-01-21,2023-12-23,9.742,0.510
usa_NC_0033_0197,39,38.091,22,13.836,2003-11-29,2004-11-15,48.541,39,7.111,2023-01-21,2023-12-23,10.450,0.547
usa_NC_0033_0198,40,37.173,22,14.217,2003-11-29,2004-11-15,50.903,40,9.197,2023-01-21,2023-12-23,13.730,0.719
usa_NC_0033_0199,40,34.800,19,14.273,2003-11-29,2004-11-15,51.692,40,10.507,2023-01-21,2023-12-23,16.892,0.884
usa_NC_0033_0200,40,35.395,21,12.877,2003-11-29,2004-11-15,53.682,39,9.923,2023-01-21,2023-12-23,18.287,0.957
usa_NC_0033_0201,40,37.248,23,12.981,2003-11-29,2004-11-15,54.862,40,10.433,2023-01-21,2023-12-23,17.615,0.922
