scenario,kind,domain,setback_m,verdict,road_off_island,pct_road_cells_water,pct_profiles_road_submerged,pct_bayside_water,pct_seaside_water,pct_findwidths_disagree,road_start_cell,road_end_cell,border_row,domain_width_rows,iw_min,iw_p20,iw_median,iw_max,largest_fitting_setback_m,narrow_label,pct_profiles_land_behind,land_behind_median_cells,gap_median_cells,relocation_road_ele_m,relocation_ele_refuses,average_barrier_width_m,relocation_width_refuses
1984 initial,initial,46,140.0,FITS,False,0.0,0.0,0.0,0.0,0.0,14,16,17,57,30,36,39,46,340.0,HOLED,90.0,2,2,,,,
1984 initial,initial,47,140.0,FITS,False,0.0,0.0,0.0,0.0,0.0,14,16,17,50,29,32,34,41,300.0,HOLED,70.0,1,2,,,,
1984 initial,initial,48,120.0,FITS,False,0.0,0.0,0.0,0.0,0.0,12,14,15,36,21,23,25,30,200.0,TRUE_END,18.0,0,1,,,,
1984 initial,initial,49,130.0,FITS,False,0.0,0.0,0.0,0.0,0.0,13,15,16,29,20,22,23,27,190.0,TRUE_END,0.0,0,0,,,,
1984 initial,initial,50,110.0,FITS,False,0.0,0.0,0.0,0.0,0.0,11,13,14,26,15,19,21,24,160.0,TRUE_END,2.0,0,1,,,,
1984 initial,initial,51,120.0,FITS,False,0.0,0.0,0.0,0.0,0.0,12,14,15,30,18,22,24,28,190.0,TRUE_END,4.0,0,3,,,,
1984 initial,initial,52,95.0,FITS,False,0.0,0.0,0.0,0.0,0.0,9,11,12,32,15,18,21,27,160.0,TRUE_END,8.0,0,1,,,,
1984 initial,initial,53,140.0,FITS,False,0.0,0.0,0.0,0.0,0.0,14,16,17,37,21,24,26,33,210.0,MIXED,32.0,0,1,,,,
1984 initial,initial,54,150.0,FITS,False,0.0,0.0,0.0,0.0,0.0,15,17,18,45,22,25,28,44,230.0,HOLED,66.0,1,2,,,,
1984 initial,initial,55,160.0,FITS,False,0.0,0.0,0.0,0.0,0.0,16,18,19,52,23,33,36,49,310.0,HOLED,70.0,4,1,,,,
1984 initial,initial,56,180.0,FITS,False,0.0,0.0,0.0,0.0,0.0,18,20,21,52,24,27,29,34,250.0,MIXED,28.0,0,2,,,,
1984 initial,initial,57,200.0,FITS,False,0.0,0.0,0.0,0.0,0.0,20,22,23,47,25,29,36,45,270.0,TRUE_END,12.0,0,1,,,,
1984 initial,initial,58,240.0,FITS,False,0.0,0.0,0.0,0.0,0.0,24,26,27,55,32,41,45,52,400.0,MIXED,36.0,0,2,,,,
1984 initial,initial,59,270.0,FITS,False,0.0,0.0,0.0,0.0,0.0,27,29,30,58,42,44,48,57,430.0,HOLED,52.0,1,1,,,,
1984 initial,initial,60,310.0,FITS,False,0.0,0.0,0.0,0.0,0.0,31,33,34,60,48,56,58,59,540.0,TRUE_END,20.0,0,1,,,,
1984 initial,initial,61,330.0,FITS,False,0.0,0.0,0.0,0.0,0.0,33,35,36,63,48,53,59,62,560.0,MIXED,30.0,0,1,,,,
1984 initial,initial,62,340.0,FITS,False,0.0,0.0,0.0,0.0,0.0,34,36,37,68,56,62,63,67,590.0,MIXED,24.0,0,1,,,,
1984 initial,initial,63,350.0,FITS,False,0.0,0.0,0.0,0.0,0.0,35,37,38,70,60,63,65,69,620.0,MIXED,28.0,0,1,,,,
1984 initial,initial,64,370.0,FITS,False,0.0,0.0,0.0,0.0,0.0,37,39,40,72,62,65,69,70,660.0,MIXED,34.0,0,1,,,,
1984 initial,initial,65,370.0,FITS,False,0.0,0.0,0.0,0.0,0.0,37,39,40,71,60,67,68,70,640.0,TRUE_END,4.0,0,1,,,,
1984 initial,initial,66,340.0,FITS,False,0.0,0.0,0.0,0.0,0.0,34,36,37,71,60,64,65,70,610.0,TRUE_END,0.0,0,0,,,,
1984 initial,initial,67,420.0,FITS,False,0.0,0.0,0.0,0.0,0.0,42,44,45,74,46,66,68,71,640.0,TRUE_END,16.0,0,1,,,,
1984 initial,initial,68,555.0,FITS,False,2.0,2.0,2.0,0.0,8.0,55,57,58,78,46,61,72,76,610.0,MIXED,32.0,0,1,,,,
1984 initial,initial,69,560.0,FITS,False,0.0,0.0,0.0,0.0,2.0,56,58,59,82,37,70,75,79,720.0,HOLED,62.0,2,1,,,,
1984 initial,initial,70,480.0,FITS,False,0.0,0.0,0.0,0.0,0.0,48,50,51,80,54,69,72,78,670.0,HOLED,54.0,1,1,,,,
1984 initial,initial,71,410.0,FITS,False,2.0,0.0,2.0,2.0,8.0,41,43,44,83,39,55,73,82,670.0,HOLED,60.0,2,1,,,,
1984 initial,initial,72,490.0,FITS,False,0.0,0.0,0.0,0.0,0.0,49,51,52,82,70,79,80,81,760.0,TRUE_END,8.0,0,1,,,,
1984 initial,initial,73,550.0,FITS,False,0.0,0.0,0.0,0.0,24.0,55,57,58,80,22,25,77,79,730.0,MIXED,26.0,0,9,,,,
1984 initial,initial,74,600.0,FITS,False,0.0,0.0,0.0,0.0,20.0,60,62,63,76,22,62,74,75,710.0,MIXED,24.0,0,7,,,,
1984 initial,initial,75,540.0,FITS,False,0.0,0.0,0.0,0.0,0.0,54,56,57,74,68,69,71,73,670.0,TRUE_END,2.0,0,1,,,,
1984 initial,initial,76,505.0,FITS,False,0.0,0.0,2.0,0.0,0.0,50,52,53,68,52,62,64,67,600.0,TRUE_END,4.0,0,1,,,,
1984 initial,initial,77,500.0,FITS,False,3.0,0.0,6.0,4.0,18.0,50,52,53,63,35,52,55,62,520.0,MIXED,32.0,0,3,,,,
1984 initial,initial,78,470.0,FITS,False,0.0,0.0,16.0,0.0,10.0,47,49,50,68,35,49,51,67,470.0,MIXED,26.0,0,1,,,,
1984 initial,initial,79,400.0,FITS,False,0.0,0.0,18.0,0.0,8.0,40,42,43,68,19,42,62,67,400.0,TRUE_END,16.0,0,1,,,,
1984 initial,initial,80,450.0,FITS,False,0.0,0.0,2.0,0.0,0.0,45,47,48,68,47,48,63,67,450.0,TRUE_END,0.0,0,0,,,,
1984 initial,initial,81,350.0,FITS,False,0.0,0.0,0.0,0.0,0.0,35,37,38,57,50,50,51,56,470.0,TRUE_END,0.0,0,0,,,,
1984 initial,initial,82,115.0,FITS,False,0.0,0.0,0.0,0.0,0.0,11,13,14,57,39,44,48,56,420.0,TRUE_END,14.0,0,1,,,,
1984 initial,initial,83,60.0,FITS,False,0.0,0.0,0.0,0.0,0.0,6,8,9,52,39,45,46,51,420.0,TRUE_END,6.0,0,1,,,,
1984 initial,initial,84,0.0,FITS,False,0.0,0.0,0.0,0.0,0.0,0,2,3,51,3,15,19,44,320.0,HOLED,96.0,15,4,,,,
1984 initial,initial,85,0.0,FITS,False,0.0,0.0,0.0,0.0,0.0,0,2,3,50,17,20,29,46,280.0,HOLED,80.0,4,1,,,,
1984 initial,initial,86,0.0,FITS,False,0.0,0.0,0.0,0.0,0.0,0,2,3,39,9,10,19,38,70.0,HOLED,58.0,1,2,,,,
1984 initial,initial,87,20.0,FITS,False,0.0,0.0,0.0,0.0,0.0,2,4,5,40,10,12,18,23,130.0,HOLED,78.0,3,3,,,,
1984 initial,initial,88,110.0,FITS,False,0.0,0.0,0.0,0.0,0.0,11,13,14,56,20,28,32,49,250.0,HOLED,66.0,1,2,,,,
1984 initial,initial,89,160.0,FITS,False,0.0,0.0,0.0,0.0,0.0,16,18,19,73,47,55,58,69,540.0,MIXED,38.0,0,1,,,,
1984 initial,initial,90,150.0,FITS,False,0.0,0.0,0.0,0.0,0.0,15,17,18,76,27,37,49,74,350.0,HOLED,90.0,13,2,,,,
2004 initial,initial,9,40.0,FITS,False,0.0,0.0,0.0,0.0,0.0,4,6,7,99,10,13,16,71,100.0,HOLED,98.0,33,3,,,,
2004 initial,initial,10,10.0,FITS,False,0.0,0.0,0.0,0.0,0.0,1,3,4,59,8,9,11,17,70.0,HOLED,100.0,6,2,,,,
2004 initial,initial,11,10.0,FITS,False,0.0,0.0,0.0,0.0,0.0,1,3,4,60,5,7,8,15,40.0,HOLED,72.0,3,28,,,,
2004 initial,initial,12,20.0,FITS,False,0.0,0.0,0.0,0.0,0.0,2,4,5,58,6,7,10,14,40.0,TRUE_END,16.0,0,1,,,,
2004 initial,initial,13,40.0,FITS,False,0.0,0.0,0.0,0.0,0.0,4,6,7,16,8,9,11,15,70.0,TRUE_END,2.0,0,1,,,,
2004 initial,initial,14,50.0,FITS,False,0.0,0.0,4.0,0.0,0.0,5,7,8,22,7,8,11,19,50.0,TRUE_END,4.0,0,1,,,,
2004 initial,initial,15,50.0,FITS,False,0.0,0.0,0.0,0.0,0.0,5,7,8,21,9,9,10,19,60.0,TRUE_END,2.0,0,1,,,,
2004 initial,initial,16,70.0,FITS,False,0.0,0.0,0.0,0.0,0.0,7,9,10,25,17,19,21,24,170.0,TRUE_END,4.0,0,1,,,,
2004 initial,initial,17,90.0,FITS,False,0.0,0.0,0.0,0.0,0.0,9,11,12,47,17,21,26,46,200.0,HOLED,68.0,4,1,,,,
2004 initial,initial,18,120.0,FITS,False,0.0,0.0,0.0,0.0,0.0,12,14,15,62,16,29,35,54,390.0,HOLED,82.0,12,2,,,,
2004 initial,initial,19,130.0,FITS,False,0.0,0.0,2.0,2.0,4.0,13,15,16,55,8,18,25,48,270.0,HOLED,90.0,13,1,,,,
2004 initial,initial,20,80.0,FITS,False,0.0,0.0,0.0,0.0,0.0,8,10,11,58,29,33,45,55,390.0,MIXED,30.0,0,2,,,,
2004 initial,initial,21,125.0,FITS,False,0.0,0.0,0.0,0.0,0.0,12,14,15,92,25,42,44,71,610.0,HOLED,90.0,24,2,,,,
2004 initial,initial,22,185.0,FITS,False,0.0,0.0,0.0,0.0,0.0,18,20,21,100,33,38,43,97,870.0,HOLED,98.0,40,2,,,,
2004 initial,initial,23,220.0,FITS,False,0.0,0.0,0.0,0.0,0.0,22,24,25,101,42,49,66,93,880.0,HOLED,100.0,30,1,,,,
2004 initial,initial,24,170.0,FITS,False,0.0,0.0,0.0,0.0,0.0,17,19,20,99,46,56,86,97,920.0,HOLED,78.0,7,2,,,,
2004 initial,initial,25,160.0,FITS,False,0.0,0.0,0.0,0.0,0.0,16,18,19,102,38,48,76,98,950.0,HOLED,92.0,16,1,,,,
2004 initial,initial,26,205.0,FITS,False,2.0,0.0,0.0,6.0,8.0,20,22,23,102,17,45,67,100,950.0,HOLED,74.0,26,1,,,,
2004 initial,initial,27,260.0,FITS,False,0.0,0.0,0.0,0.0,0.0,26,28,29,104,44,72,85,103,980.0,HOLED,74.0,15,1,,,,
2004 initial,initial,28,270.0,FITS,False,0.0,0.0,0.0,0.0,0.0,27,29,30,107,46,48,79,105,1010.0,HOLED,88.0,20,1,,,,
2004 initial,initial,29,260.0,FITS,False,0.0,0.0,0.0,0.0,0.0,26,28,29,110,38,47,87,108,990.0,HOLED,72.0,16,1,,,,
2004 initial,initial,30,250.0,FITS,False,0.0,0.0,0.0,0.0,0.0,25,27,28,112,32,51,60,83,720.0,HOLED,90.0,20,1,,,,
2004 initial,initial,31,230.0,FITS,False,0.0,0.0,0.0,0.0,0.0,23,25,26,68,30,32,41,67,340.0,HOLED,60.0,1,2,,,,
2004 initial,initial,32,220.0,FITS,False,0.0,0.0,0.0,0.0,0.0,22,24,25,52,32,45,46,50,420.0,TRUE_END,12.0,0,2,,,,
2004 initial,initial,33,250.0,FITS,False,0.0,0.0,0.0,0.0,0.0,25,27,28,56,30,44,47,53,440.0,MIXED,36.0,0,1,,,,
2004 initial,initial,34,320.0,FITS,False,0.0,0.0,0.0,0.0,0.0,32,34,35,54,41,43,46,52,400.0,TRUE_END,12.0,0,1,,,,
2004 initial,initial,35,320.0,FITS,False,0.0,0.0,2.0,0.0,2.0,32,34,35,54,33,43,44,52,400.0,MIXED,22.0,0,1,,,,
2004 initial,initial,36,330.0,FITS,False,0.0,0.0,0.0,0.0,0.0,33,35,36,69,51,52,54,60,490.0,TRUE_END,14.0,0,4,,,,
2004 initial,initial,37,320.0,FITS,False,0.0,0.0,0.0,0.0,0.0,32,34,35,88,53,57,78,86,740.0,HOLED,56.0,1,1,,,,
2004 initial,initial,38,280.0,FITS,False,0.0,0.0,0.0,0.0,0.0,28,30,31,90,69,78,81,88,770.0,TRUE_END,20.0,0,1,,,,
2004 initial,initial,39,230.0,FITS,False,0.0,0.0,0.0,0.0,0.0,23,25,26,78,68,69,71,77,660.0,TRUE_END,10.0,0,1,,,,
2004 initial,initial,40,210.0,FITS,False,0.0,0.0,0.0,0.0,0.0,21,23,24,77,53,63,70,75,640.0,MIXED,34.0,0,1,,,,
2004 initial,initial,41,190.0,FITS,False,0.0,0.0,0.0,0.0,0.0,19,21,22,65,43,52,54,58,490.0,HOLED,58.0,1,3,,,,
2004 initial,initial,42,190.0,FITS,False,0.0,0.0,0.0,0.0,0.0,19,21,22,66,42,43,61,65,570.0,HOLED,56.0,1,1,,,,
2004 initial,initial,43,170.0,FITS,False,0.0,0.0,0.0,0.0,0.0,17,19,20,68,53,61,63,66,590.0,TRUE_END,18.0,0,1,,,,
2004 initial,initial,44,160.0,FITS,False,0.0,0.0,0.0,0.0,0.0,16,18,19,66,46,50,53,65,530.0,HOLED,58.0,4,1,,,,
2004 initial,initial,45,150.0,FITS,False,0.0,0.0,0.0,0.0,0.0,15,17,18,64,31,38,41,56,370.0,HOLED,88.0,5,2,,,,
2004 initial,initial,46,140.0,FITS,False,0.0,0.0,0.0,0.0,0.0,14,16,17,57,30,36,39,46,340.0,HOLED,90.0,2,2,,,,
2004 initial,initial,47,140.0,FITS,False,0.0,0.0,0.0,0.0,0.0,14,16,17,50,29,32,34,41,300.0,HOLED,70.0,1,2,,,,
2004 initial,initial,48,120.0,FITS,False,0.0,0.0,0.0,0.0,0.0,12,14,15,36,21,23,25,30,200.0,TRUE_END,18.0,0,1,,,,
