gis_domain,change_rate_m_yr
1,-2.5524918810632697
2,-2.6079431627625125
3,-2.2577890293450764
4,-1.943645653594467
5,-2.0836041728472083
6,-2.473634848069014
7,-2.1896804518233695
8,-1.768370346417214
9,-1.5243733627946312
10,-1.4174191024681022
11,-1.3692156357768908
12,-1.1135880138701395
13,-0.9587509668203893
14,-0.7793617459024063
15,-0.540079105694258
16,-0.3516109078114823
17,-0.5395954836718374
18,-0.5200635914792656
19,-0.3554543114598346
20,-0.2803059720760757
21,-0.3139037001179531
22,-0.3993651178996515
23,-0.48057130883626087
24,-0.6065373733294109
25,-0.5810842012857392
26,-0.5295880602499892
27,-0.39140103987838304
28,-0.40436702762181087
29,-0.4023947168331688
30,-0.3782896202880693
31,-0.45898272765243747
32,-0.5909918737572297
33,-0.8228278247172967
34,-1.1087507354106492
35,-1.2747037773322518
36,-1.4894784529904428
37,-1.6579909165408935
38,-1.6379327084207034
39,-1.5598308876336886
40,-1.4016645286138556
41,-1.2127815984608787
42,-1.0458268498886354
43,-0.9088111641794058
44,-0.8768820963825419
45,-0.765215163679477
46,-0.666319278006813
47,-0.613374208692403
48,-0.52679984964916
49,-0.4451937891727539
50,-0.40040459519223076
51,-0.3321813255107372
52,-0.23029627830210303
53,-0.14030438123418207
54,-0.15551935016555946
55,-0.07344139164324588
56,0.02221603762418454
57,-0.0400543325153194
58,-0.09321664523504296
59,-0.0697312585922191
60,-0.19160364611234398
61,-0.21398021356753816
62,-0.32130412160859123
63,-0.34253453089459074
64,-0.3225751430522905
65,-0.39839988111771163
66,-0.47213985887119636
67,-0.7085876966169963
68,-1.0379226249783642
69,-1.3393920851699477
70,-1.4977154948101088
71,-1.689856005452657
72,-1.8915546112450101
73,-2.015779498370648
74,-2.014117297255325
75,-2.011751639087106
76,-2.0656765813773745
77,-2.1924062685872743
78,-2.401040604319314
79,-2.381350937918069
80,-2.219246035330252
81,-1.9904439229189848
82,-1.7973189735609594
83,-1.54777772952566
84,-1.4867335321941026
85,-1.3497587612020652
86,-1.0853855897445102
87,-0.8816737213652232
88,-0.8150904639524924
89,-0.7150379654197423
90,-0.6875430568086813
