gis_domain,change_rate_m_yr
1,0.43276206357322733
2,-0.06754595389757015
3,-0.09749115233207703
4,-0.12041867617326715
5,-0.5357059862135429
6,-1.1680452119652727
7,-1.0693810066435616
8,-0.7940716879084903
9,-0.650554839312008
10,-0.5858365391398366
11,-0.6170590187806738
12,-0.4964430425964565
13,-0.4221442491657399
14,-0.29783501994297695
15,-0.09306881316260843
16,0.04256427523350794
17,-0.16744720222577597
18,-0.18492796131358774
19,-0.05535558819474318
20,-0.016724347084527837
21,-0.09504508410436756
22,-0.21775537901085046
23,-0.3290688015295927
24,-0.48024016185363505
25,-0.4752685197152459
26,-0.43977420269702633
27,-0.31324590568783606
28,-0.333529509341588
29,-0.33449801158531045
30,-0.30894217786926675
31,-0.38405392376971575
32,-0.5065798323853414
33,-0.7217846600791745
34,-1.0027712545335816
35,-1.1541538954760653
36,-1.361990170584886
37,-1.5301996105966282
38,-1.504460782339629
39,-1.413763383254991
40,-1.2361121798725434
41,-1.0166524479232977
42,-0.8137693597704129
43,-0.6417781528942215
44,-0.5776915426183222
45,-0.44013118103330273
46,-0.3267512519457341
47,-0.2540819520464538
48,-0.15529337613734243
49,-0.0663853509134242
50,-0.017687977374225738
51,0.0649929074427746
52,0.15774475240314131
53,0.2570665984183506
54,0.2236932704132414
55,0.29968213684833245
56,0.38408686619559373
57,0.29700408252119814
58,0.2081618735029224
59,0.2076399604404287
60,0.0491048980143205
61,-0.011883979160029413
62,-0.15741376964761003
63,-0.21051511224122804
64,-0.21556068359141137
65,-0.3110050400763612
66,-0.4005860546270924
67,-0.6500017595617464
68,-0.994954736035561
69,-1.3082436282215895
70,-1.4764755071038962
71,-1.6768996970286936
72,-1.8854865772817901
73,-2.0156148798078903
74,-2.0190928293118304
75,-2.021320772218678
76,-2.0792685443775554
77,-2.209162360281425
78,-2.424162707053256
79,-2.4099280264185836
80,-2.252002898498995
81,-2.0393623234319422
82,-1.8589198478495745
83,-1.634043293004106
84,-1.5913412070094637
85,-1.5372274352717796
86,-1.4111091634821604
87,-1.3499771622981824
88,-1.466321293119654
89,-1.5766143995931088
90,-1.7958038858454528
