gis,year,free_v2_m,free_v3_m,free_v3_minus_v2_m,prescribed_v2_m,prescribed_v3_m,prescribed_v3_minus_v2_m
10,1996,0.0,8.5,8.5,0.0,8.5,8.5
10,1997,0.0,8.5,8.5,0.0,8.5,8.5
10,1998,20.0,20.0,0.0,20.0,20.0,0.0
10,1999,20.0,20.0,0.0,70.0,70.0,0.0
10,2000,20.0,20.0,0.0,70.0,70.0,0.0
10,2001,20.0,20.0,0.0,70.0,70.0,0.0
10,2002,10.0,10.0,0.0,60.0,60.0,0.0
10,2003,10.0,10.0,0.0,60.0,60.0,0.0
10,2004,10.0,10.0,0.0,60.0,60.0,0.0
11,1984,10.0,24.5,14.5,10.0,24.5,14.5
11,1985,0.0,14.5,14.5,0.0,14.5,14.5
11,1986,0.0,14.5,14.5,0.0,14.5,14.5
11,1987,0.0,14.5,14.5,0.0,14.5,14.5
11,1988,0.0,14.5,14.5,0.0,14.5,14.5
11,1989,0.0,14.5,14.5,0.0,14.5,14.5
11,1990,0.0,14.5,14.5,0.0,14.5,14.5
11,1991,0.0,14.5,14.5,0.0,14.5,14.5
11,1992,20.0,4.5,-15.5,20.0,4.5,-15.5
11,1993,20.0,4.5,-15.5,20.0,4.5,-15.5
11,1994,20.0,4.5,-15.5,20.0,4.5,-15.5
11,1995,20.0,4.5,-15.5,20.0,4.5,-15.5
11,1996,20.0,4.5,-15.5,20.0,4.5,-15.5
11,1997,20.0,4.5,-15.5,20.0,4.5,-15.5
11,1998,10.0,20.0,10.0,10.0,20.0,10.0
11,1999,10.0,20.0,10.0,90.0,100.0,10.0
11,2000,10.0,20.0,10.0,90.0,100.0,10.0
11,2001,10.0,20.0,10.0,0.0,0.0,0.0
11,2002,10.0,20.0,10.0,0.0,0.0,0.0
11,2003,10.0,20.0,10.0,0.0,0.0,0.0
11,2004,0.0,10.0,10.0,0.0,0.0,0.0
12,1984,20.0,35.0,15.0,20.0,35.0,15.0
12,1985,20.0,35.0,15.0,20.0,35.0,15.0
12,1986,20.0,35.0,15.0,20.0,35.0,15.0
12,1987,20.0,35.0,15.0,20.0,35.0,15.0
12,1988,20.0,35.0,15.0,20.0,35.0,15.0
12,1989,20.0,35.0,15.0,20.0,35.0,15.0
12,1990,20.0,35.0,15.0,20.0,35.0,15.0
12,1991,20.0,35.0,15.0,20.0,35.0,15.0
12,1992,10.0,25.0,15.0,10.0,25.0,15.0
12,1993,10.0,25.0,15.0,10.0,25.0,15.0
12,1994,10.0,25.0,15.0,10.0,25.0,15.0
12,1995,10.0,25.0,15.0,10.0,25.0,15.0
12,1996,10.0,25.0,15.0,10.0,25.0,15.0
12,1997,10.0,25.0,15.0,10.0,25.0,15.0
12,1998,10.0,25.0,15.0,10.0,25.0,15.0
12,1999,0.0,15.0,15.0,70.0,85.0,15.0
12,2000,0.0,15.0,15.0,70.0,85.0,15.0
12,2001,0.0,15.0,15.0,70.0,85.0,15.0
12,2002,0.0,15.0,15.0,70.0,85.0,15.0
12,2003,0.0,15.0,15.0,70.0,85.0,15.0
12,2004,0.0,15.0,15.0,70.0,85.0,15.0
13,1984,20.0,32.3,12.299999999999997,20.0,32.3,12.299999999999997
13,1985,20.0,32.3,12.299999999999997,20.0,32.3,12.299999999999997
13,1986,20.0,32.3,12.299999999999997,20.0,32.3,12.299999999999997
13,1987,20.0,32.3,12.299999999999997,20.0,32.3,12.299999999999997
13,1988,20.0,32.3,12.299999999999997,20.0,32.3,12.299999999999997
13,1989,20.0,32.3,12.299999999999997,20.0,32.3,12.299999999999997
13,1990,20.0,32.3,12.299999999999997,20.0,32.3,12.299999999999997
13,1991,10.0,22.3,12.3,10.0,22.3,12.3
13,1992,10.0,22.3,12.3,10.0,22.3,12.3
13,1993,10.0,22.3,12.3,10.0,22.3,12.3
13,1994,10.0,22.3,12.3,10.0,22.3,12.3
13,1995,10.0,22.3,12.3,10.0,22.3,12.3
13,1996,10.0,22.3,12.3,10.0,22.3,12.3
13,1997,10.0,22.3,12.3,10.0,22.3,12.3
13,1998,10.0,22.3,12.3,10.0,22.3,12.3
13,1999,10.0,22.3,12.3,60.0,72.3,12.299999999999997
13,2000,0.0,12.299999999999995,12.299999999999995,50.0,62.3,12.299999999999997
13,2001,0.0,12.299999999999995,12.299999999999995,50.0,62.3,12.299999999999997
13,2002,0.0,12.299999999999995,12.299999999999995,50.0,62.3,12.299999999999997
13,2003,0.0,12.299999999999995,12.299999999999995,50.0,62.3,12.299999999999997
13,2004,0.0,12.299999999999995,12.299999999999995,50.0,62.3,12.299999999999997
14,1984,60.0,60.1,0.10000000000000142,60.0,60.1,0.10000000000000142
14,1985,60.0,60.1,0.10000000000000142,60.0,60.1,0.10000000000000142
14,1986,60.0,60.1,0.10000000000000142,60.0,60.1,0.10000000000000142
14,1987,60.0,60.1,0.10000000000000142,60.0,60.1,0.10000000000000142
14,1988,60.0,60.1,0.10000000000000142,60.0,60.1,0.10000000000000142
14,1989,60.0,60.1,0.10000000000000142,60.0,60.1,0.10000000000000142
14,1990,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1991,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1992,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1993,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1994,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1995,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1996,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1997,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1998,50.0,50.1,0.10000000000000142,50.0,50.1,0.10000000000000142
14,1999,50.0,50.1,0.10000000000000142,70.0,70.1,0.09999999999999432
14,2000,50.0,50.1,0.10000000000000142,70.0,70.1,0.09999999999999432
14,2001,50.0,50.1,0.10000000000000142,70.0,70.1,0.09999999999999432
14,2002,40.0,40.1,0.10000000000000142,60.0,60.1,0.10000000000000142
14,2003,40.0,40.1,0.10000000000000142,60.0,60.1,0.10000000000000142
14,2004,40.0,40.1,0.10000000000000142,60.0,60.1,0.10000000000000142
15,1984,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1985,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1986,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1987,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1988,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1989,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1990,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1991,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1992,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1993,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1994,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1995,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1996,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1997,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1998,60.0,40.9,-19.1,60.0,40.9,-19.1
15,1999,60.0,40.9,-19.1,60.0,40.9,-19.1
15,2000,60.0,40.9,-19.1,60.0,40.9,-19.1
15,2001,60.0,40.9,-19.1,60.0,40.9,-19.1
15,2002,60.0,40.9,-19.1,60.0,40.9,-19.1
15,2003,50.0,40.9,-9.100000000000001,50.0,40.9,-9.100000000000001
15,2004,50.0,30.9,-19.1,50.0,30.9,-19.1
16,1984,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1985,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1986,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1987,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1988,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1989,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1990,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1991,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1992,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1993,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1994,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1995,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1996,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1997,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1998,40.0,1.4,-38.6,40.0,1.4,-38.6
16,1999,40.0,1.4,-38.6,40.0,1.4,-38.6
16,2000,40.0,1.4,-38.6,40.0,1.4,-38.6
16,2001,40.0,1.4,-38.6,40.0,1.4,-38.6
16,2002,40.0,1.4,-38.6,40.0,1.4,-38.6
16,2003,40.0,1.4,-38.6,40.0,1.4,-38.6
16,2004,40.0,1.4,-38.6,40.0,1.4,-38.6
17,1984,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1985,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1986,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1987,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1988,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1989,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1990,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1991,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1992,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1993,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1994,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1995,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1996,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1997,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1998,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,1999,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,2000,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,2001,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,2002,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,2003,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
17,2004,90.0,92.7,2.700000000000003,90.0,92.7,2.700000000000003
18,1984,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1985,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1986,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1987,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1988,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1989,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1990,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1991,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1992,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1993,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1994,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1995,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1996,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1997,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1998,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,1999,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,2000,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,2001,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,2002,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,2003,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
18,2004,120.0,120.9,0.9000000000000057,120.0,120.9,0.9000000000000057
19,1984,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1985,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1986,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1987,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1988,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1989,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1990,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1991,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1992,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1993,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1994,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1995,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1996,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1997,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1998,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,1999,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,2000,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,2001,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,2002,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,2003,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
19,2004,130.0,127.7,-2.299999999999997,130.0,127.7,-2.299999999999997
20,1984,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1985,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1986,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1987,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1988,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1989,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1990,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1991,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1992,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1993,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1994,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1995,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1996,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1997,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1998,70.0,51.6,-18.4,70.0,51.6,-18.4
20,1999,70.0,51.6,-18.4,70.0,51.6,-18.4
20,2000,70.0,51.6,-18.4,70.0,51.6,-18.4
20,2001,70.0,51.6,-18.4,70.0,51.6,-18.4
20,2002,70.0,51.6,-18.4,70.0,51.6,-18.4
20,2003,70.0,51.6,-18.4,70.0,51.6,-18.4
20,2004,70.0,51.6,-18.4,70.0,51.6,-18.4
32,1984,210.0,197.5,-12.5,210.0,197.5,-12.5
32,1985,210.0,197.5,-12.5,210.0,197.5,-12.5
32,1986,210.0,197.5,-12.5,210.0,197.5,-12.5
32,1987,210.0,197.5,-12.5,210.0,197.5,-12.5
32,1988,210.0,197.5,-12.5,210.0,197.5,-12.5
32,1989,210.0,197.5,-12.5,210.0,197.5,-12.5
32,1990,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1991,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1992,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1993,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1994,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1995,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1996,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1997,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1998,220.0,207.5,-12.5,220.0,207.5,-12.5
32,1999,220.0,207.5,-12.5,220.0,207.5,-12.5
32,2000,220.0,207.5,-12.5,220.0,207.5,-12.5
32,2001,220.0,207.5,-12.5,220.0,207.5,-12.5
32,2002,220.0,207.5,-12.5,220.0,207.5,-12.5
32,2003,220.0,207.5,-12.5,220.0,207.5,-12.5
32,2004,220.0,207.5,-12.5,220.0,207.5,-12.5
33,1984,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1985,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1986,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1987,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1988,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1989,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1990,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1991,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1992,180.0,163.1,-16.900000000000006,180.0,163.1,-16.900000000000006
33,1993,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,1994,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,1995,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,1996,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,1997,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,1998,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,1999,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,2000,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,2001,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,2002,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,2003,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
33,2004,190.0,173.1,-16.900000000000006,190.0,173.1,-16.900000000000006
34,1984,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1985,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1986,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1987,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1988,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1989,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1990,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1991,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1992,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1993,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1994,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1995,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1996,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1997,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1998,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,1999,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,2000,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,2001,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,2002,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,2003,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
34,2004,210.0,199.8,-10.199999999999989,210.0,199.8,-10.199999999999989
35,1984,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1985,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1986,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1987,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1988,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1989,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1990,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1991,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1992,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1993,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1994,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1995,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1996,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1997,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1998,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,1999,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,2000,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,2001,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,2002,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,2003,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
35,2004,195.0,182.9,-12.099999999999994,195.0,182.9,-12.099999999999994
36,1984,350.0,338.8,-11.199999999999989,350.0,338.8,-11.199999999999989
36,1985,350.0,338.8,-11.199999999999989,350.0,338.8,-11.199999999999989
36,1986,350.0,338.8,-11.199999999999989,350.0,338.8,-11.199999999999989
36,1987,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1988,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1989,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1990,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1991,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1992,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1993,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1994,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1995,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1996,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1997,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1998,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,1999,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,2000,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,2001,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,2002,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,2003,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
36,2004,340.0,328.8,-11.199999999999989,340.0,328.8,-11.199999999999989
37,1984,330.0,314.9,-15.100000000000023,330.0,314.9,-15.100000000000023
37,1985,330.0,314.9,-15.100000000000023,330.0,314.9,-15.100000000000023
37,1986,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1987,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1988,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1989,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1990,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1991,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1992,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1993,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1994,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1995,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1996,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1997,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1998,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,1999,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,2000,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,2001,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,2002,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,2003,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
37,2004,320.0,304.9,-15.100000000000023,320.0,304.9,-15.100000000000023
38,1984,300.0,272.1,-27.899999999999977,300.0,272.1,-27.899999999999977
38,1985,300.0,272.1,-27.899999999999977,300.0,272.1,-27.899999999999977
38,1986,290.0,262.1,-27.899999999999977,290.0,262.1,-27.899999999999977
38,1987,290.0,262.1,-27.899999999999977,290.0,262.1,-27.899999999999977
38,1988,290.0,262.1,-27.899999999999977,290.0,262.1,-27.899999999999977
38,1989,290.0,262.1,-27.899999999999977,290.0,262.1,-27.899999999999977
38,1990,290.0,262.1,-27.899999999999977,290.0,262.1,-27.899999999999977
38,1991,290.0,262.1,-27.899999999999977,290.0,262.1,-27.899999999999977
38,1992,290.0,262.1,-27.899999999999977,290.0,262.1,-27.899999999999977
38,1993,290.0,262.1,-27.899999999999977,290.0,262.1,-27.899999999999977
38,1994,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,1995,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,1996,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,1997,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,1998,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,1999,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,2000,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,2001,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,2002,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,2003,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
38,2004,280.0,252.1,-27.900000000000006,280.0,252.1,-27.900000000000006
39,1984,230.0,220.8,-9.199999999999989,230.0,220.8,-9.199999999999989
39,1985,220.0,210.8,-9.199999999999989,220.0,210.8,-9.199999999999989
39,1986,220.0,210.8,-9.199999999999989,220.0,210.8,-9.199999999999989
39,1987,220.0,210.8,-9.199999999999989,220.0,210.8,-9.199999999999989
39,1988,220.0,210.8,-9.199999999999989,220.0,210.8,-9.199999999999989
39,1989,210.0,200.8,-9.199999999999989,210.0,200.8,-9.199999999999989
39,1990,210.0,200.8,-9.199999999999989,210.0,200.8,-9.199999999999989
39,1991,210.0,200.8,-9.199999999999989,210.0,200.8,-9.199999999999989
39,1992,210.0,200.8,-9.199999999999989,210.0,200.8,-9.199999999999989
39,1993,210.0,200.8,-9.199999999999989,210.0,200.8,-9.199999999999989
39,1994,210.0,200.8,-9.199999999999989,210.0,200.8,-9.199999999999989
