gis,year,free_v2_m,free_v3_m,free_v3_minus_v2_m,prescribed_v2_m,prescribed_v3_m,prescribed_v3_minus_v2_m
55,2000,160.0,171.6,11.599999999999994,160.0,171.6,11.599999999999994
55,2001,160.0,171.6,11.599999999999994,160.0,171.6,11.599999999999994
55,2002,160.0,171.6,11.599999999999994,160.0,171.6,11.599999999999994
55,2003,160.0,171.6,11.599999999999994,160.0,171.6,11.599999999999994
55,2004,160.0,171.6,11.599999999999994,160.0,171.6,11.599999999999994
56,1984,180.0,173.6,-6.400000000000006,180.0,173.6,-6.400000000000006
56,1985,180.0,173.6,-6.400000000000006,180.0,173.6,-6.400000000000006
56,1986,180.0,173.6,-6.400000000000006,180.0,173.6,-6.400000000000006
56,1987,180.0,173.6,-6.400000000000006,180.0,173.6,-6.400000000000006
56,1988,180.0,173.6,-6.400000000000006,180.0,173.6,-6.400000000000006
56,1989,180.0,173.6,-6.400000000000006,180.0,173.6,-6.400000000000006
56,1990,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1991,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1992,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1993,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1994,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1995,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1996,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1997,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1998,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,1999,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,2000,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,2001,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,2002,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,2003,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
56,2004,170.0,163.6,-6.400000000000006,170.0,163.6,-6.400000000000006
57,1984,210.0,203.2,-6.800000000000011,210.0,203.2,-6.800000000000011
57,1985,210.0,203.2,-6.800000000000011,210.0,203.2,-6.800000000000011
57,1986,210.0,203.2,-6.800000000000011,210.0,203.2,-6.800000000000011
57,1987,210.0,203.2,-6.800000000000011,210.0,203.2,-6.800000000000011
57,1988,210.0,203.2,-6.800000000000011,210.0,203.2,-6.800000000000011
57,1989,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1990,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1991,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1992,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1993,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1994,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1995,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1996,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1997,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1998,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,1999,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,2000,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,2001,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,2002,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,2003,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
57,2004,200.0,193.2,-6.800000000000011,200.0,193.2,-6.800000000000011
58,1984,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1985,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1986,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1987,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1988,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1989,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1990,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1991,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1992,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1993,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1994,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1995,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1996,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1997,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1998,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,1999,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,2000,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,2001,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,2002,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,2003,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
58,2004,240.0,245.4,5.400000000000006,240.0,245.4,5.400000000000006
59,1984,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1985,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1986,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1987,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1988,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1989,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1990,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1991,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1992,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1993,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1994,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1995,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1996,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1997,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1998,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,1999,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,2000,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,2001,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,2002,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,2003,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
59,2004,270.0,254.6,-15.400000000000006,270.0,254.6,-15.400000000000006
60,1984,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1985,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1986,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1987,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1988,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1989,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1990,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1991,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1992,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1993,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1994,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1995,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1996,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1997,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1998,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,1999,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,2000,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,2001,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,2002,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,2003,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
60,2004,310.0,311.6,1.6000000000000227,310.0,311.6,1.6000000000000227
61,1984,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1985,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1986,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1987,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1988,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1989,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1990,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1991,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1992,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1993,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1994,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1995,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1996,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1997,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1998,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,1999,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,2000,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,2001,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,2002,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,2003,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
61,2004,330.0,319.2,-10.800000000000011,330.0,319.2,-10.800000000000011
62,1984,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1985,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1986,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1987,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1988,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1989,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1990,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1991,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1992,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1993,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1994,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1995,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1996,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1997,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1998,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,1999,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,2000,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,2001,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,2002,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,2003,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
62,2004,320.0,291.6,-28.399999999999977,320.0,291.6,-28.399999999999977
63,1984,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1985,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1986,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1987,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1988,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1989,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1990,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1991,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1992,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1993,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1994,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1995,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1996,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1997,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1998,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,1999,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,2000,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,2001,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,2002,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,2003,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
63,2004,300.0,249.1,-50.900000000000006,300.0,249.1,-50.900000000000006
64,1984,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1985,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1986,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1987,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1988,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1989,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1990,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1991,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1992,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1993,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1994,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1995,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1996,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1997,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1998,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,1999,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,2000,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,2001,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,2002,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,2003,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
64,2004,300.0,238.8,-61.19999999999999,300.0,238.8,-61.19999999999999
65,1984,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1985,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1986,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1987,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1988,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1989,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1990,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1991,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1992,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1993,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1994,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1995,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1996,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1997,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1998,290.0,250.5,-39.5,290.0,250.5,-39.5
65,1999,290.0,250.5,-39.5,290.0,250.5,-39.5
65,2000,290.0,250.5,-39.5,290.0,250.5,-39.5
65,2001,290.0,250.5,-39.5,290.0,250.5,-39.5
65,2002,290.0,250.5,-39.5,290.0,250.5,-39.5
65,2003,290.0,250.5,-39.5,290.0,250.5,-39.5
65,2004,290.0,250.5,-39.5,290.0,250.5,-39.5
66,1984,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1985,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1986,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1987,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1988,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1989,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1990,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1991,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1992,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1993,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1994,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1995,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1996,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1997,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1998,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,1999,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,2000,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,2001,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,2002,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,2003,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
66,2004,290.0,238.6,-51.400000000000006,290.0,238.6,-51.400000000000006
67,1984,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1985,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1986,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1987,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1988,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1989,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1990,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1991,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1992,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1993,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1994,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1995,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1996,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1997,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1998,300.0,248.0,-52.0,300.0,248.0,-52.0
67,1999,300.0,248.0,-52.0,300.0,248.0,-52.0
67,2000,300.0,248.0,-52.0,300.0,248.0,-52.0
67,2001,300.0,248.0,-52.0,300.0,248.0,-52.0
67,2002,300.0,248.0,-52.0,300.0,248.0,-52.0
67,2003,300.0,248.0,-52.0,300.0,248.0,-52.0
67,2004,300.0,248.0,-52.0,300.0,248.0,-52.0
84,1984,25.0,59.7,34.7,25.0,59.7,34.7
84,1985,15.0,49.7,34.7,15.0,49.7,34.7
84,1986,5.0,39.7,34.7,5.0,39.7,34.7
84,1987,20.0,29.700000000000003,9.700000000000003,20.0,29.700000000000003,9.700000000000003
84,1988,20.0,29.700000000000003,9.700000000000003,20.0,29.700000000000003,9.700000000000003
84,1989,10.0,19.700000000000003,9.700000000000003,50.0,59.7,9.700000000000003
84,1990,10.0,19.700000000000003,9.700000000000003,50.0,59.7,9.700000000000003
84,1991,10.0,19.700000000000003,9.700000000000003,50.0,59.7,9.700000000000003
84,1992,0.0,9.700000000000005,9.700000000000005,40.0,49.7,9.700000000000003
84,1993,0.0,9.700000000000005,9.700000000000005,40.0,49.7,9.700000000000003
84,1994,0.0,9.700000000000005,9.700000000000005,40.0,49.7,9.700000000000003
84,1995,20.0,20.0,0.0,30.0,39.7,9.700000000000003
84,1996,20.0,20.0,0.0,30.0,39.7,9.700000000000003
84,1997,20.0,20.0,0.0,30.0,39.7,9.700000000000003
84,1998,10.0,10.0,0.0,20.0,29.700000000000003,9.700000000000003
84,1999,10.0,10.0,0.0,20.0,29.700000000000003,9.700000000000003
84,2000,10.0,10.0,0.0,20.0,29.700000000000003,9.700000000000003
84,2001,10.0,10.0,0.0,20.0,29.700000000000003,9.700000000000003
84,2002,0.0,0.0,0.0,10.0,19.700000000000003,9.700000000000003
84,2003,0.0,0.0,0.0,10.0,19.700000000000003,9.700000000000003
84,2004,0.0,0.0,0.0,10.0,19.700000000000003,9.700000000000003
85,1984,0.0,44.0,44.0,0.0,44.0,44.0
85,1985,20.0,34.0,14.0,20.0,34.0,14.0
85,1986,10.0,24.0,14.0,10.0,24.0,14.0
85,1987,10.0,24.0,14.0,10.0,24.0,14.0
85,1988,0.0,14.0,14.0,0.0,14.0,14.0
85,1989,0.0,14.0,14.0,110.0,124.0,14.0
85,1990,0.0,14.0,14.0,110.0,124.0,14.0
85,1991,20.0,4.0,-16.0,100.0,114.0,14.0
85,1992,20.0,4.0,-16.0,100.0,114.0,14.0
85,1993,20.0,4.0,-16.0,100.0,114.0,14.0
85,1994,20.0,4.0,-16.0,100.0,114.0,14.0
85,1995,10.0,20.0,10.0,90.0,104.0,14.0
85,1996,10.0,20.0,10.0,90.0,104.0,14.0
85,1997,10.0,20.0,10.0,90.0,104.0,14.0
85,1998,0.0,10.0,10.0,80.0,94.0,14.0
85,1999,0.0,10.0,10.0,80.0,94.0,14.0
85,2000,0.0,10.0,10.0,80.0,94.0,14.0
85,2001,0.0,10.0,10.0,80.0,94.0,14.0
85,2002,20.0,0.0,-20.0,70.0,84.0,14.0
85,2003,20.0,0.0,-20.0,70.0,84.0,14.0
85,2004,20.0,0.0,-20.0,70.0,84.0,14.0
86,1984,0.0,12.2,12.2,0.0,12.2,12.2
86,1985,20.0,2.1999999999999997,-17.8,20.0,2.1999999999999997,-17.8
86,1986,20.0,2.1999999999999997,-17.8,20.0,2.1999999999999997,-17.8
86,1987,20.0,2.1999999999999997,-17.8,20.0,2.1999999999999997,-17.8
86,1988,10.0,20.0,10.0,10.0,20.0,10.0
86,1989,10.0,20.0,10.0,100.0,110.0,10.0
86,1990,10.0,20.0,10.0,100.0,110.0,10.0
86,1991,0.0,10.0,10.0,90.0,100.0,10.0
86,1992,0.0,10.0,10.0,90.0,100.0,10.0
86,1993,0.0,10.0,10.0,90.0,100.0,10.0
86,1994,0.0,10.0,10.0,90.0,100.0,10.0
86,1995,20.0,0.0,-20.0,80.0,90.0,10.0
86,1996,20.0,0.0,-20.0,80.0,90.0,10.0
86,1997,20.0,0.0,-20.0,80.0,90.0,10.0
86,1998,20.0,0.0,-20.0,80.0,90.0,10.0
86,1999,10.0,20.0,10.0,70.0,80.0,10.0
86,2000,10.0,20.0,10.0,70.0,80.0,10.0
86,2001,10.0,20.0,10.0,70.0,80.0,10.0
86,2002,10.0,20.0,10.0,70.0,80.0,10.0
86,2003,0.0,10.0,10.0,60.0,70.0,10.0
86,2004,0.0,10.0,10.0,60.0,70.0,10.0
87,1984,50.0,60.0,10.0,50.0,60.0,10.0
87,1985,50.0,60.0,10.0,50.0,60.0,10.0
87,1986,50.0,60.0,10.0,50.0,60.0,10.0
87,1987,40.0,60.0,20.0,40.0,60.0,20.0
87,1988,40.0,50.0,10.0,40.0,50.0,10.0
87,1989,40.0,50.0,10.0,60.0,70.0,10.0
87,1990,40.0,50.0,10.0,60.0,70.0,10.0
87,1991,40.0,50.0,10.0,60.0,70.0,10.0
87,1992,40.0,50.0,10.0,60.0,70.0,10.0
87,1993,30.0,40.0,10.0,50.0,60.0,10.0
87,1994,30.0,40.0,10.0,50.0,60.0,10.0
87,1995,30.0,40.0,10.0,50.0,60.0,10.0
87,1996,30.0,40.0,10.0,50.0,60.0,10.0
87,1997,20.0,30.0,10.0,40.0,50.0,10.0
87,1998,20.0,30.0,10.0,40.0,50.0,10.0
87,1999,20.0,30.0,10.0,40.0,50.0,10.0
87,2000,20.0,30.0,10.0,40.0,50.0,10.0
87,2001,10.0,20.0,10.0,30.0,40.0,10.0
87,2002,10.0,20.0,10.0,30.0,40.0,10.0
87,2003,10.0,20.0,10.0,30.0,40.0,10.0
87,2004,10.0,20.0,10.0,30.0,40.0,10.0
88,1984,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1985,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1986,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1987,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1988,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1989,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1990,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1991,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1992,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1993,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1994,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1995,160.0,166.8,6.800000000000011,160.0,166.8,6.800000000000011
88,1996,150.0,156.8,6.800000000000011,150.0,156.8,6.800000000000011
88,1997,150.0,156.8,6.800000000000011,150.0,156.8,6.800000000000011
88,1998,150.0,156.8,6.800000000000011,150.0,156.8,6.800000000000011
88,1999,150.0,156.8,6.800000000000011,150.0,156.8,6.800000000000011
88,2000,140.0,146.8,6.800000000000011,140.0,146.8,6.800000000000011
88,2001,140.0,146.8,6.800000000000011,140.0,146.8,6.800000000000011
88,2002,140.0,146.8,6.800000000000011,140.0,146.8,6.800000000000011
88,2003,140.0,146.8,6.800000000000011,140.0,146.8,6.800000000000011
88,2004,130.0,146.8,16.80000000000001,130.0,146.8,16.80000000000001
89,1984,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1985,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1986,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1987,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1988,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1989,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1990,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1991,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1992,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1993,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1994,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1995,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1996,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1997,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1998,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,1999,160.0,152.2,-7.800000000000011,160.0,152.2,-7.800000000000011
89,2000,150.0,142.2,-7.800000000000011,150.0,142.2,-7.800000000000011
89,2001,150.0,142.2,-7.800000000000011,150.0,142.2,-7.800000000000011
89,2002,150.0,142.2,-7.800000000000011,150.0,142.2,-7.800000000000011
89,2003,150.0,142.2,-7.800000000000011,150.0,142.2,-7.800000000000011
89,2004,140.0,132.2,-7.800000000000011,140.0,132.2,-7.800000000000011
90,1984,160.0,154.1,-5.900000000000006,160.0,154.1,-5.900000000000006
