1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
7271.8,7190.5,7076.0,7005.6,6941.4,6859.4,6774.0,6670.0,6599.4,6501.2,6425.2,6324.2,6196.2,6078.0,5968.0,5866.6,5760.8,5700.6,5615.4,5497.8,5396.8,5293.8,5171.0,5037.4,4886.0,4757.0,4623.2,4514.6,4417.4,4353.2,4323.6,4316.8,4288.0,4249.6,4220.0,4175.6,4135.0,4100.0,4073.4,4031.6,3993.0,3953.6,3915.8,3882.2,3830.4,3770.8,3725.6,3649.0,3563.2,3487.8,3395.6,3294.0,3206.0,3115.8,3041.2,2949.6,2859.4,2773.6,2591.8,2467.6,2356.4,2268.8,2189.8,2115.6,2041.6,1999.2,1983.2,1960.4,2002.0,2074.0,2121.6,2250.25,2290.6,2365.33,2456.33,2531.8,2626.8,2730.0,2811.0,2914.6,2987.6,3086.4,3141.6,3261.8,3313.8,3367.4,3465.6,3547.2,3648.4,3782.0
