1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
5311.4,5230.1,5115.6,5045.2,4981.0,4899.0,4813.6,4709.6,4639.0,4540.8,4464.8,4363.8,4235.8,4117.6,4007.6,3906.2,3800.4,3740.2,3655.0,3537.4,3436.4,3333.4,3210.6,3077.0,2925.6,2796.6,2662.8,2554.2,2457.0,2392.8,2363.2,2356.4,2327.6,2289.2,2259.6,2215.2,2174.6,2139.6,2113.0,2071.2,2032.6,1993.2,1955.4,1921.8,1870.0,1810.4,1765.2,1688.6,1602.8,1527.4,1435.2,1333.6,1245.6,1155.4,1080.8,989.2,899.0,813.2,631.4,507.2,396.0,308.4,229.4,155.2,81.2,38.8,22.8,0.0,41.6,113.6,161.2,289.85,330.2,404.93,495.93,571.4,666.4,769.6,850.6,954.2,1027.2,1126.0,1181.2,1301.4,1353.4,1407.0,1505.2,1586.8,1688.0,1821.6
