gis_domain,change_rate_m_yr
1,-1.2214674308504072
2,-1.1784757880857797
3,-1.1219145897903218
4,-1.1699616566133044
5,-1.5431468755452442
6,-2.28014574941335
7,-2.0434152184312553
8,-1.6968082536302973
9,-1.4498212687363776
10,-1.2275968823360928
11,-1.0314039482684165
12,-0.9158991380375483
13,-0.8153905325978485
14,-0.7772725848539267
15,-0.66599285095499
16,-0.5854550815229231
17,-0.6875647836200187
18,-0.7396103734736243
19,-0.6763597730937363
20,-0.7291288134969364
21,-0.861089442530556
22,-1.0696290009048426
23,-1.181050045482698
24,-1.352960585332403
25,-1.31669033491562
26,-1.2238585985352075
27,-1.1376204670824337
28,-1.1666632416386165
29,-1.2758994634130432
30,-1.2769991074214886
31,-1.260578462192734
32,-1.3388701883220164
33,-1.4514640599649282
34,-1.6863938741818856
35,-1.820590479996372
36,-1.93876656521561
37,-1.9975247544399282
38,-1.826239623348829
39,-1.6808642701186727
40,-1.499192765974294
41,-1.310107328480808
42,-1.1301073166452624
43,-0.9848262747540503
44,-0.8812938470433437
45,-0.7114611738189524
46,-0.6182083304634943
47,-0.5781040961124745
48,-0.49253828347600576
49,-0.3246436024322065
50,-0.1443444713552708
51,0.02119679379202353
52,0.13911473617154116
53,0.23017273426439716
54,0.21379720888344309
55,0.136982950147285
56,-0.09209890048668967
57,-0.10109551433588422
58,-0.15318903469851647
59,-0.24107011474807222
60,-0.3377895148842981
61,-0.3915337063245715
62,-0.5800613845271982
63,-0.6618933283489241
64,-0.7468202575556461
65,-0.821279109322495
66,-1.0312732058315306
67,-1.3589206123606345
68,-1.694097554216387
69,-2.0296935308590944
70,-2.2730002359205175
71,-2.451976319619189
72,-2.608787618972747
73,-2.6219159747876803
74,-2.7649388980817093
75,-2.960130790119456
76,-3.1397540809010933
77,-3.2088935598778336
78,-3.293458832837132
79,-3.2350156118989615
80,-3.1040360681388846
81,-2.8614085885511487
82,-2.681214423059828
83,-2.4825164358497203
84,-2.3191978769840715
85,-2.114978627053188
86,-2.0280754333856748
87,-2.0771258420559207
88,-2.277115453028364
89,-2.5271740386516286
90,-2.844626740640615
