transect_id,domain_number,line_id,position_2004_m,position_2023_m,change_m,rate_m_yr,start_vintage,end_vintage,start_date,end_date,start_date_assumed,end_date_assumed,interval_yr
dune_67,12,67,7119.932,7152.999,-33.067,-1.7313,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_68,12,68,7098.182,7131.443,-33.262,-1.7415,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_69,12,69,7086.304,7114.015,-27.711,-1.4509,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_70,12,70,7074.427,7106.064,-31.637,-1.6565,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_71,12,71,7061.557,7079.074,-17.517,-0.9172,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_72,13,72,7042.844,7069.844,-27.001,-1.4137,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_73,13,73,7024.131,7050.754,-26.624,-1.394,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_74,13,74,7009.671,7031.562,-21.89,-1.1461,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_75,13,75,7005.386,7007.961,-2.575,-0.1348,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_76,13,76,6982.006,6986.458,-4.452,-0.2331,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_77,14,77,6958.032,6967.53,-9.498,-0.4973,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_78,14,78,6934.702,6947.63,-12.928,-0.6769,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_79,14,79,6919.024,6918.927,0.098,0.0051,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_80,14,80,6903.346,6904.415,-1.068,-0.0559,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_81,14,81,6887.668,6884.956,2.713,0.142,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_82,15,82,6872.851,6869.203,3.647,0.191,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_83,15,83,6858.091,6848.588,9.502,0.4975,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_84,15,84,6843.331,6839.473,3.857,0.202,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_85,15,85,6828.57,6807.154,21.417,1.1213,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_86,15,86,6813.81,6789.496,24.315,1.2731,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_87,16,87,6799.05,6773.593,25.457,1.3329,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_88,16,88,6784.29,6758.833,25.457,1.3329,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_89,16,89,6769.53,6740.548,28.983,1.5175,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_90,16,90,6754.77,6720.552,34.219,1.7916,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_91,16,91,6740.01,6703.24,36.77,1.9252,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_92,17,92,6718.517,6687.875,30.642,1.6044,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_93,17,93,6687.036,6661.543,25.493,1.3348,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_94,17,94,6655.555,6640.423,15.131,0.7922,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_95,17,95,6630.76,6620.772,9.988,0.523,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_96,17,96,6612.45,6606.348,6.102,0.3195,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_97,18,97,6594.141,6592.526,1.614,0.0845,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_98,18,98,6575.831,6564.712,11.119,0.5822,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_99,18,99,6559.917,6548.892,11.025,0.5772,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_100,18,100,6545.023,6527.259,17.764,0.9301,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_101,18,101,6530.13,6509.467,20.662,1.0818,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_102,19,102,6515.236,6490.865,24.371,1.276,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_103,19,103,6500.342,6470.7,29.642,1.552,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_104,19,104,6484.439,6453.322,31.117,1.6292,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_105,19,105,6468.019,6436.365,31.654,1.6573,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_106,19,106,6451.599,6419.435,32.164,1.6841,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_107,20,107,6435.179,6403.761,31.418,1.645,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_108,20,108,6418.76,6384.004,34.755,1.8197,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_109,20,109,6402.34,6371.789,30.55,1.5996,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_110,20,110,6385.92,6360.387,25.533,1.3369,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_111,20,111,6367.248,6343.218,24.03,1.2582,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_112,21,112,6341.3,6322.2,19.1,1.0,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_113,21,113,6315.353,6299.436,15.917,0.8334,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_114,21,114,6289.406,6279.891,9.515,0.4982,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_115,21,115,6263.459,6260.825,2.633,0.1379,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_116,21,116,6237.511,6247.505,-9.994,-0.5233,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_117,22,117,6211.564,6225.178,-13.614,-0.7128,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_118,22,118,6185.617,6204.961,-19.345,-1.0128,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_119,22,119,6159.67,6189.596,-29.926,-1.5669,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_120,22,120,6133.722,6165.702,-31.98,-1.6744,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_121,22,121,6111.644,6144.851,-33.208,-1.7387,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_122,23,122,6089.988,6125.473,-35.485,-1.8579,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_123,23,123,6068.332,6107.534,-39.202,-2.0525,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_124,23,124,6046.676,6094.021,-47.346,-2.4789,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_125,23,125,6025.02,6080.509,-55.49,-2.9053,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_126,23,126,6003.364,6063.124,-59.76,-3.1289,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_128,24,128,5961.881,6024.436,-62.556,-3.2753,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_129,24,129,5941.191,6003.523,-62.332,-3.2636,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_130,24,130,5920.501,5982.956,-62.454,-3.27,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_131,24,131,5899.811,5963.498,-63.686,-3.3345,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_132,24,132,5879.122,5942.727,-63.606,-3.3303,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_133,25,133,5860.403,5920.949,-60.546,-3.1701,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_134,25,134,5841.907,5903.689,-61.782,-3.2348,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_135,25,135,5823.41,5883.174,-59.764,-3.1291,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_136,25,136,5804.913,5860.769,-55.855,-2.9245,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_137,25,137,5786.416,5840.63,-54.214,-2.8385,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_138,26,138,5767.92,5817.071,-49.152,-2.5735,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_139,26,139,5749.423,5791.701,-42.278,-2.2136,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_140,26,140,5730.926,5765.692,-34.766,-1.8203,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_141,26,141,5712.429,5746.271,-33.841,-1.7719,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_142,26,142,5693.933,5718.597,-24.664,-1.2914,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_143,27,143,5675.436,5694.405,-18.969,-0.9932,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_144,27,144,5656.939,5673.379,-16.44,-0.8608,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_145,27,145,5638.443,5653.741,-15.299,-0.801,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_146,27,146,5619.946,5625.502,-5.556,-0.2909,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_147,27,147,5601.449,5594.725,6.724,0.3521,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_148,28,148,5576.936,5565.298,11.638,0.6093,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_149,28,149,5551.373,5541.722,9.651,0.5053,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_150,28,150,5525.81,5521.428,4.382,0.2294,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_151,28,151,5500.247,5486.518,13.729,0.7188,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_152,28,152,5474.683,5470.56,4.123,0.2159,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_153,29,153,5449.12,5451.515,-2.395,-0.1254,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_154,29,154,5421.972,5409.913,12.059,0.6314,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_155,29,155,5394.766,5396.88,-2.114,-0.1107,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_156,29,156,5366.557,5362.077,4.48,0.2346,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_157,29,157,5338.706,5355.955,-17.249,-0.9032,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_158,30,158,5317.663,5324.13,-6.467,-0.3386,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_159,30,159,5296.621,5312.818,-16.197,-0.848,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_160,30,160,5275.579,5281.772,-6.193,-0.3243,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_161,30,161,5254.537,5265.644,-11.107,-0.5815,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_162,30,162,5233.494,5237.021,-3.527,-0.1847,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_163,31,163,5209.313,5207.716,1.597,0.0836,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_164,31,164,5184.555,5188.737,-4.183,-0.219,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_165,31,165,5159.796,5162.307,-2.511,-0.1314,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_166,31,166,5135.038,5141.298,-6.26,-0.3278,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_167,31,167,5110.279,5122.309,-12.03,-0.6299,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_168,32,168,5085.521,5088.409,-2.888,-0.1512,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_169,32,169,5060.762,5065.395,-4.633,-0.2426,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_170,32,170,5037.245,5041.892,-4.647,-0.2433,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_171,32,171,5014.057,5010.809,3.248,0.17,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_172,32,172,4990.868,5003.075,-12.206,-0.6391,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_173,33,173,4967.68,4970.112,-2.432,-0.1273,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_174,33,174,4935.681,4936.519,-0.838,-0.0439,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_175,33,175,4903.502,4905.605,-2.102,-0.1101,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_176,33,176,4871.324,4876.731,-5.407,-0.2831,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_177,33,177,4839.146,4848.912,-9.767,-0.5114,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_178,34,178,4812.555,4828.463,-15.908,-0.8329,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_179,34,179,4788.283,4798.985,-10.702,-0.5603,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_180,34,180,4764.011,4778.701,-14.689,-0.7691,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_181,34,181,4738.403,4757.899,-19.497,-1.0208,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_182,34,182,4711.13,4723.718,-12.588,-0.6591,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_183,35,183,4683.866,4705.67,-21.803,-1.1416,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_184,35,184,4657.824,4683.739,-25.915,-1.3569,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_185,35,185,4631.782,4660.082,-28.299,-1.4817,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_186,35,186,4605.74,4634.738,-28.997,-1.5182,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_187,35,187,4584.982,4616.549,-31.567,-1.6528,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_188,36,188,4565.47,4594.89,-29.421,-1.5404,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_189,36,189,4545.958,4573.891,-27.934,-1.4626,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_190,36,190,4526.445,4553.748,-27.303,-1.4295,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_191,36,191,4505.968,4532.371,-26.403,-1.3824,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_192,36,192,4484.399,4511.727,-27.328,-1.4309,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_193,37,193,4462.83,4494.224,-31.393,-1.6437,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_194,37,194,4447.035,4478.688,-31.653,-1.6573,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_195,37,195,4432.959,4460.292,-27.333,-1.4311,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_196,37,196,4420.963,4440.077,-19.114,-1.0008,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_197,37,197,4414.113,4435.104,-20.991,-1.099,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_198,38,198,4407.263,4413.951,-6.688,-0.3502,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_199,38,199,4400.413,4396.977,3.436,0.1799,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_200,38,200,4393.563,4383.126,10.437,0.5465,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_201,38,201,4386.713,4370.986,15.727,0.8234,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_202,38,202,4375.594,4360.734,14.859,0.778,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_203,39,203,4362.164,4350.331,11.833,0.6195,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_204,39,204,4351.559,4342.557,9.002,0.4713,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_205,39,205,4346.399,4338.033,8.366,0.438,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_206,39,206,4341.239,4328.585,12.653,0.6625,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_207,39,207,4336.078,4322.649,13.43,0.7031,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_208,40,208,4330.918,4319.979,10.94,0.5728,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_209,40,209,4325.758,4320.553,5.205,0.2725,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_210,40,210,4320.598,4317.026,3.572,0.187,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_211,40,211,4315.438,4317.38,-1.942,-0.1017,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_212,40,212,4310.278,4319.669,-9.391,-0.4917,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_213,41,213,4305.117,4311.645,-6.528,-0.3418,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_214,41,214,4299.957,4298.115,1.843,0.0965,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_215,41,215,4294.797,4280.455,14.342,0.7509,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_216,41,216,4289.92,4274.494,15.426,0.8077,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_217,41,217,4285.265,4264.569,20.695,1.0836,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_218,42,218,4280.609,4261.16,19.449,1.0183,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_219,42,219,4275.954,4256.984,18.97,0.9932,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_220,42,220,4271.299,4254.609,16.69,0.8738,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_221,42,221,4266.643,4251.827,14.816,0.7758,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_222,42,222,4261.988,4248.213,13.775,0.7212,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_223,43,223,4257.333,4242.237,15.095,0.7904,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_224,43,224,4252.677,4238.613,14.065,0.7364,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_225,43,225,4248.022,4236.146,11.876,0.6218,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_226,43,226,4243.367,4227.625,15.742,0.8242,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_227,43,227,4238.711,4222.726,15.985,0.8369,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_228,44,228,4234.056,4217.823,16.233,0.85,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_229,44,229,4229.401,4215.527,13.874,0.7264,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_230,44,230,4224.745,4202.53,22.216,1.1632,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_231,44,231,4220.09,4205.24,14.85,0.7775,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_232,44,232,4215.129,4203.907,11.222,0.5875,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_233,45,233,4210.056,4191.396,18.66,0.977,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_234,45,234,4204.984,4188.95,16.033,0.8395,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_235,45,235,4199.911,4186.711,13.2,0.6911,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_236,45,236,4194.839,4180.974,13.865,0.7259,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_237,45,237,4189.766,4179.322,10.444,0.5468,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_238,46,238,4184.548,4174.976,9.573,0.5012,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_239,46,239,4178.137,4170.43,7.707,0.4035,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_240,46,240,4171.726,4167.708,4.019,0.2104,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_241,46,241,4165.315,4161.84,3.476,0.182,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_242,46,242,4158.905,4157.955,0.95,0.0497,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_243,47,243,4152.494,4155.934,-3.44,-0.1801,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_244,47,244,4146.083,4147.833,-1.75,-0.0916,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_245,47,245,4139.481,4141.782,-2.301,-0.1205,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_246,47,246,4130.553,4135.785,-5.232,-0.2739,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_247,47,247,4121.624,4127.709,-6.085,-0.3186,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_248,48,248,4112.696,4116.378,-3.682,-0.1928,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_249,48,249,4108.765,4112.397,-3.632,-0.1902,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
dune_250,48,250,4105.046,4103.93,1.116,0.0584,2004,2023,2004-05-25,2023-07-01,False,True,19.0992
