transect_id,alongshore_m,domain,origin_y,dist_from_groin_m,n_obs,slope_full,r2_full,breakpoint_year,slope_before,slope_after,rss_full,rss_piecewise,rss_reduction_frac
usa_NC_0033_0149,21540.80750157495,35.0,3916048.3325894773,14761.803664563675,737,-0.20421109787838432,0.011976866864026325,2014,-1.8207864171660388,1.2556556801692227,366863.73538265424,246841.80343498796,0.32715670798717233
usa_NC_0033_0150,21590.575740007476,35.0,3916096.2985457215,14811.571902996202,731,-0.3358208429450214,0.032434559735785906,2008,-1.4021479471816019,2.5211166141247223,358827.0499073049,242546.85815617826,0.3240563713944227
usa_NC_0033_0151,21640.262934295402,35.0,3916144.7650267277,14861.259097284128,733,-0.451787670346733,0.054987003142118684,2008,-1.489655283964465,2.660070887985046,373486.0905519333,240186.641633799,0.35690605966381755
usa_NC_0033_0152,21690.167967376612,35.0,3916192.4001262877,14911.164130365338,736,-0.533257356679609,0.0728941901021769,2008,-1.5428143816662898,2.684829866610963,385389.27630426694,247275.6368897094,0.3583743708154351
usa_NC_0033_0153,21739.878297040425,35.0,3916240.71710486,14960.87446002915,733,-0.5915392249618571,0.08917285499869876,2008,-1.591027417181619,2.784215422280891,381314.526530861,236851.62657944584,0.37885496066912444
usa_NC_0033_0154,21789.738602875757,35.0,3916288.502736602,15010.734765864483,720,-0.6306316496744485,0.10279689647188206,2006,-1.3021660280461187,2.196069995559259,367347.539254074,222380.56568665145,0.39463167185436593
usa_NC_0033_0155,21839.458544345685,35.0,3916337.4769227137,15060.454707334411,710,-0.6375706443023466,0.10478339256638469,2006,-1.3618601867410625,2.3455921214666042,366114.8096938809,211253.4821907461,0.4229856957510646
usa_NC_0033_0156,21888.944183245774,35.0,3916386.257309115,15109.9403462345,722,-0.5995627471613293,0.09352396403081464,2006,-1.3624015587397014,2.4015487795256045,368874.8572283702,206799.19342505958,0.4393784521425641
usa_NC_0033_0157,21938.283175351997,36.0,3916434.155475776,15159.279338340722,722,-0.6086076555162271,0.09636378569325466,2006,-1.3435010230095663,2.4273473829831516,365964.48457510176,201054.8566648619,0.4506164801803268
usa_NC_0033_0158,21987.59328243926,36.0,3916482.292135532,15208.589445427984,726,-0.5992969603532557,0.0907610122507021,2006,-1.3660727811784052,2.509356507807835,380560.06393844355,206752.21730635047,0.4567159381710817
usa_NC_0033_0159,22036.901515424983,36.0,3916530.4679922936,15257.897678413708,726,-0.5911709999061047,0.08685501361646741,2006,-1.3149687630534705,2.5770207411949557,386498.9480818804,204353.92509914533,0.4712691299334335
usa_NC_0033_0160,22086.209497926484,36.0,3916578.990517727,15307.20566091521,724,-0.5792884011941216,0.08841500000926694,2006,-1.2666298831201328,2.4440568355627117,364655.633041317,201249.20026216513,0.4481116373173844
usa_NC_0033_0161,22135.524995434473,36.0,3916627.629732043,15356.521158423198,738,-0.559100012017036,0.08640831542317029,2006,-1.2121704926941272,2.336155785899145,349709.2025066335,193437.94886829655,0.4468605702058203
usa_NC_0033_0162,22185.357286704366,36.0,3916674.617191572,15406.353449693092,735,-0.5860061277240203,0.10006704488399987,2006,-1.1520517740214966,2.2053274031655925,324819.9969173143,178718.9474490346,0.44979080984804937
usa_NC_0033_0163,22234.775080288244,36.0,3916723.6730643697,15455.77124327697,740,-0.5995182783953649,0.11051291706948718,2006,-1.1018857782568634,2.046902117446638,305942.0742790558,173624.0185611787,0.43249381775841395
usa_NC_0033_0164,22284.08103180443,36.0,3916771.5082707372,15505.077194793157,739,-0.626010672954384,0.12994513127942664,2006,-1.0379085858003152,1.789896084853414,276667.19899979694,165641.29016394154,0.40129769353661937
usa_NC_0033_0165,22332.896586460476,36.0,3916819.3083970584,15553.892749449202,743,-0.6429428523413792,0.1467994051781386,2006,-0.9584967349526908,1.5481582439801023,254574.78650292594,160931.4781467864,0.3678420382572461
usa_NC_0033_0166,22381.726088271636,36.0,3916867.007896776,15602.722251260362,753,-0.6486680207847682,0.15231379092114383,2006,-0.9245373679182971,1.4613695549563723,249868.41230923234,162026.3755263142,0.3515531874201311
usa_NC_0033_0167,22430.535325387387,37.0,3916914.831665542,15651.531488376113,744,-0.665343063832565,0.1573125257244793,2006,-0.8983322563994958,1.406046881713642,252541.4030711964,169642.55101229314,0.32825846000203157
usa_NC_0033_0168,22479.39046421054,37.0,3916962.446383292,15700.386627199267,741,-0.6231479188523779,0.14196000720393143,2006,-0.8869678232112788,1.3329984667338508,247940.37741121085,173244.52886172078,0.30126536601017784
usa_NC_0033_0169,22528.26110002607,37.0,3917010.3934914917,15749.257263014795,734,-0.5927991950938654,0.13072484834530418,2004,-0.6886151732424822,1.0102529010136096,246490.8095013061,178057.9652678198,0.27762838043307936
usa_NC_0033_0170,22577.21966169287,37.0,3917058.4795991797,15798.215824681596,730,-0.5457818645562101,0.1183759494804798,2005,-0.8369469097914974,1.1497485126292137,234116.82449036575,171608.6175075782,0.26699579203185314
usa_NC_0033_0171,22626.278961298307,37.0,3917106.225349466,15847.275124287033,736,-0.46326072903475257,0.09067106931528823,2005,-0.8889533341690662,1.2405285749998507,227049.64910667096,162928.7059627801,0.2824093470136392
usa_NC_0033_0172,22675.27691567571,37.0,3917154.891005818,15896.273078664435,728,-0.3596568896501355,0.05771445586356627,2005,-0.9313900909448039,1.3202195592247778,222237.24897690784,160205.4232469215,0.27912434128642366
usa_NC_0033_0173,22724.229180173472,37.0,3917203.413896226,15945.225343162198,728,-0.2763365663007736,0.03382169037653171,2016,-0.9783173091210652,3.695994410057103,229011.85883194773,167172.13228325587,0.2700284905074316
usa_NC_0033_0174,22773.336799137145,37.0,3917252.407190038,15994.33296212587,725,-0.21834768148479197,0.021183540329262285,2016,-0.9035446855132636,3.8242939097884507,232432.65577534903,170633.26251048484,0.2658808550748333
usa_NC_0033_0175,22822.779994531356,37.0,3917299.6565712206,16043.776157520082,716,-0.20204961087163695,0.018474274910681987,2002,-0.45656885676552644,1.0097362727652215,228044.59840353555,170098.41016043376,0.25410024463970554
usa_NC_0033_0176,22873.559821779763,37.0,3917350.0489538116,16094.555984768489,728,-0.18251942788234046,0.015321657749685968,2002,-0.4922153896073059,0.918387822192936,227474.31199676267,178852.092714147,0.21374817602836685
usa_NC_0033_0177,22923.970322392557,37.0,3917396.6120873606,16144.966485381283,725,-0.2026380412444984,0.019459386390457634,2020,-0.7748264797419695,1.2918067042199588,217959.36245709908,176624.00066511502,0.18964710359767223
usa_NC_0033_0178,22972.926536650826,38.0,3917444.6592546985,16193.922699639552,719,-0.21777753246955178,0.023167734406223772,2020,-0.7579349508522926,1.2007675868003578,209654.3174229963,172753.83329407757,0.1760063164092572
usa_NC_0033_0179,23021.834859665578,38.0,3917493.2748863366,16242.831022654304,729,-0.14073500808586878,0.012095579465780215,2001,0.05510373385619979,0.6124700762871228,210528.6465447707,177378.57562527107,0.15746109360205274
usa_NC_0033_0180,23070.742676225844,38.0,3917541.9573343755,16291.73883921457,729,-0.16801385169459368,0.01748917486135415,2016,-0.36856727029129155,2.878937001975967,206510.9344965792,180435.7213210332,0.12626553281118355
usa_NC_0033_0181,23119.62532523919,38.0,3917590.4362707054,16340.621488227916,740,-0.1809519520984091,0.020381993034962798,2015,-0.34543042496630993,2.4824527389584654,205735.70004645563,182365.90008387336,0.11359136969084759
usa_NC_0033_0182,23168.567074836734,38.0,3917639.184546008,16389.56323782546,742,-0.22612886627464204,0.030956596331249253,2020,-0.5608796929125839,-0.17263182666659505,211037.5772421885,187134.8442863371,0.11326292344808546
usa_NC_0033_0183,23217.60882588043,38.0,3917687.190098199,16438.604988869156,744,-0.24810377210509343,0.03841063085702623,2020,-0.5724007593456866,-0.14015012861593676,202352.3430273991,179823.86317266407,0.11133293303000993
usa_NC_0033_0184,23266.593202181877,38.0,3917736.079706367,16487.589365170603,745,-0.23789931908503273,0.03460683635218853,2020,-0.5521579515169394,-1.0635697847876915,205811.56247879792,184364.03569463937,0.10420953286513242
usa_NC_0033_0185,23315.37983613861,38.0,3917784.6011358663,16536.375999127336,748,-0.23511197113681512,0.033522265712354726,1990,-0.055949907053478416,0.050770926470314844,207421.82664954494,185575.8586256347,0.1053214523118663
usa_NC_0033_0186,23363.927334642463,38.0,3917832.8146033855,16584.92349763119,744,-0.2294335585763942,0.033382525674795716,2020,-0.5347752354714372,-1.8177378609258235,197860.9800971155,176435.7698529724,0.10828416109951063
usa_NC_0033_0187,23412.480981341225,38.0,3917880.9552597534,16633.47714432995,741,-0.21838897268306406,0.02961346497119266,2020,-0.5464881959937523,-2.1446383562354496,204813.73384284717,179364.11756883617,0.1242573717909874
usa_NC_0033_0188,23461.048250368458,39.0,3917929.384210417,16682.044413357184,743,-0.21232702623000482,0.028709845588619665,2020,-0.5419251701680126,-2.2361476952757866,199719.89503019105,174057.88519561532,0.12849000261439392
usa_NC_0033_0189,23509.593340374337,39.0,3917977.8036957183,16730.589503363062,742,-0.215560897687913,0.029498607937489485,2020,-0.552249162016389,-2.18403040122175,200090.73753750243,173398.48220675212,0.13340075437398724
usa_NC_0033_0190,23558.076185846265,39.0,3918026.1434764904,16779.07234883499,736,-0.19336704050447193,0.024181541641955517,2020,-0.5353734640049825,-2.4445077709654903,198023.54654882447,170371.8883244985,0.13963823346385837
usa_NC_0033_0191,23606.571924831187,39.0,3918074.5012213294,16827.568087819913,740,-0.2050324308857616,0.027953249676038072,2020,-0.5443475004776667,-1.9584600133106211,190613.43769791772,164054.92317517102,0.13933180600224193
usa_NC_0033_0192,23655.1001971431,39.0,3918122.950501601,16876.096360131825,745,-0.18174210596603518,0.0225827473325122,2020,-0.5306973956756875,-1.7892268526265773,187716.59176741444,159876.3279142374,0.14831008591756148
usa_NC_0033_0193,23703.68305839841,39.0,3918171.504115543,16924.679221387134,732,-0.18438575601911678,0.02298335778247207,2020,-0.5573458280837029,-1.476672084858283,188934.19747834577,158681.04363678506,0.16012534652456498
usa_NC_0033_0194,23752.48825277192,39.0,3918219.818537209,16973.484415760646,729,-0.19913595753083563,0.02729784262522883,2020,-0.5726942210900957,-0.9853589756694334,184593.64636116126,155031.87562373784,0.16014511506850676
usa_NC_0033_0195,23801.24092573542,39.0,3918268.4910218497,17022.237088724145,724,-0.18236649185857412,0.023399512577687576,2020,-0.5511007336814169,-0.5216186612850228,180741.07021147484,152618.471581642,0.15559606124345837
usa_NC_0033_0196,23850.01795214543,39.0,3918316.972430423,17071.014115134156,728,-0.15897303489287104,0.017496006277065823,2011,-0.4846805580487301,1.726104735581497,185247.9078705322,156147.2213786022,0.15709050011117073
usa_NC_0033_0197,23898.820202100156,39.0,3918365.750116998,17119.816365088882,735,-0.1492078338867921,0.015592283880429991,2011,-0.48458299610689337,1.6511319715025532,183814.32416842258,155648.40215216018,0.15323028900867897
usa_NC_0033_0198,23947.58747122053,40.0,3918414.3591523985,17168.583634209255,735,-0.1431103313052027,0.015236480954857634,2011,-0.519957643859133,1.5905451311160261,172969.79642436776,145156.1129874214,0.1608008103837255
usa_NC_0033_0199,23996.372202109975,40.0,3918462.957953434,17217.3683650987,733,-0.13425678967438923,0.013111033162806818,2011,-0.5201833344408725,1.5913741359636469,177687.5271656777,149725.0597305598,0.157368769103559
usa_NC_0033_0200,24045.325802899504,40.0,3918511.8557807696,17266.32196588823,743,-0.1245006601764275,0.011604564599226319,2013,-0.5318556240607722,1.555537240169362,175004.28192338298,151185.04237576897,0.13610660999736046
usa_NC_0033_0201,24094.577927209193,40.0,3918561.0994532946,17315.57409019792,738,-0.14395326226552793,0.016195822694384354,1999,-0.5042348458806635,0.42193512113822007,165081.38617530777,143805.21318727997,0.12888293151011962
usa_NC_0033_0202,24143.79617893799,40.0,3918610.172300309,17364.792341926717,750,-0.16556037427158327,0.02001359004755321,1999,-0.5146570516356566,0.3880218011822111,176183.45958469345,155793.39128628388,0.1157320235762985
usa_NC_0033_0203,24193.38115958761,40.0,3918659.6433953834,17414.377322576336,749,-0.1711650674569194,0.02139865843229194,1999,-0.5248689392833009,0.36700687331397125,175802.24916043962,156473.39777129918,0.1099465534795329
usa_NC_0033_0204,24242.651815480986,40.0,3918708.6372935325,17463.64797846971,752,-0.16486419087011087,0.018441811411862186,2006,-0.8238260742012913,0.022636378373173293,189271.00804709183,167226.65203241666,0.1164697976839136
usa_NC_0033_0205,24291.942212031743,40.0,3918757.926121357,17512.93837502047,749,-0.11161674882552731,0.008534904108996932,2006,-0.814583224699265,0.09956627623213188,189509.17641095998,164404.3795993243,0.13247272394448423
usa_NC_0033_0206,24341.440104823072,40.0,3918807.201073896,17562.436267811798,750,-0.07011979676931739,0.0031963573712352478,2006,-0.8122014642124054,0.1273944965163141,201469.13706759107,173347.80435150047,0.13958134295604865
usa_NC_0033_0207,24391.126944181113,40.0,3918856.6112891366,17612.12310716984,748,-0.06429750733897664,0.0025897445326175106,2006,-0.8835645261156844,0.15630221176267314,208177.81357120335,173769.1909990307,0.16528477257930196
usa_NC_0033_0208,24440.73426542725,41.0,3918906.1480598305,17661.730428415976,748,-0.02523649015666139,0.000370289574819771,1999,-0.5978158811844007,0.7698312157637771,225494.10445775118,182986.58161231573,0.18850835567366112
usa_NC_0033_0209,24490.400648497292,41.0,3918955.8140262403,17711.396811486018,738,-0.01347750884868017,0.0001003649854175448,1999,-0.6101080985942742,0.8337408552751276,235723.40551091285,187752.86059330445,0.20350352911979971
usa_NC_0033_0210,24540.003806923196,41.0,3919005.303272083,17760.99996991192,731,-0.0119159185296394,7.822994002137929e-05,1999,-0.6122610838804134,0.8484603505387481,236120.40212521708,186998.00542633302,0.20803961138789667
usa_NC_0033_0211,24590.026884741543,41.0,3919054.5311484006,17811.02304773027,734,-0.015009956487013714,0.00012090565878764004,1995,-0.49486251511654994,0.7284097836002222,241103.36487422598,190722.8912032509,0.20895798653517986
usa_NC_0033_0212,24639.725611365917,41.0,3919104.209534746,17860.721774354643,725,-0.0169254476253547,0.00015788446024689318,1995,-0.47312592872619363,0.7256692460074244,234676.83982750654,184379.6938866827,0.2143251374008339
usa_NC_0033_0213,24691.16680930384,41.0,3919153.188543827,17912.162972292565,728,-0.036481340503394605,0.00077096181318137,1995,-0.4188800068741906,0.6663438209947387,223192.31537065306,177732.06261184672,0.20368198019412537
usa_NC_0033_0214,24740.849022935894,41.0,3919202.8689138377,17961.84518592462,730,-0.06183923280733475,0.002473060235332114,1998,-0.4550804312738743,0.6781224383742773,200159.67043349193,162091.1021579941,0.19019100197882813
usa_NC_0033_0215,24790.90852174645,41.0,3919252.8961280826,18011.904684735175,722,-0.10912598959454627,0.008352278347772746,1998,-0.45817073571443895,0.5952395812397216,182970.4683269215,148672.95499591297,0.18744835516148775
usa_NC_0033_0216,24841.13831782928,41.0,3919303.080534989,18062.134480818007,723,-0.1305365988624269,0.012286274146428355,1998,-0.516356520062186,0.5352696084362395,177576.7464025435,146693.468813817,0.1739150998899266
usa_NC_0033_0217,24891.658675166924,41.0,3919352.8214414273,18112.65483815565,732,-0.15847497519156262,0.019673848089580614,1998,-0.522535596552463,0.46055443387609846,161946.9902996141,135119.3943678153,0.16565665025429455
usa_NC_0033_0218,24941.70724714762,41.0,3919402.7976333406,18162.703410136346,719,-0.1498850776345759,0.017446752276181532,1998,-0.5226090004123535,0.48131177594853675,162525.94622169482,135035.89783416272,0.16914252171178917
usa_NC_0033_0219,24991.851136299087,42.0,3919452.6347388243,18212.847299287812,719,-0.13532406617078133,0.013952310017619984,1998,-0.5095897044684556,0.46728346296979745,166475.7959054806,141442.47207024507,0.15037215289511882
usa_NC_0033_0220,25042.06841650855,42.0,3919502.795730671,18263.064579497277,726,-0.10224238237201602,0.007720744800907897,1991,-0.3457671012875093,0.29974085428457625,173893.22001870014,150285.28202806838,0.13576111816258857
usa_NC_0033_0221,25092.512473226856,42.0,3919552.5040895073,18313.50863621558,734,-0.07555368503046622,0.00423915195536162,1991,-0.33084720519226646,0.3180851390998064,173764.60229270865,151132.43436353916,0.13024613546460584
usa_NC_0033_0222,25143.589778992817,42.0,3919602.909395323,18364.585941981542,735,-0.08427201362110394,0.005388919496809974,1991,-0.2870264653261982,0.3185967847342196,169835.04134126363,145095.26276476384,0.14566945891212224
usa_NC_0033_0223,25194.405750558308,42.0,3919652.5118306917,18415.401913547033,745,-0.07308479472407532,0.003959750138366247,1991,-0.31034204750138467,0.33625133497170995,174913.60531903972,149463.76719244852,0.14549947718572886
usa_NC_0033_0224,25244.425822353496,42.0,3919702.5068271966,18465.421985342222,737,-0.044615800957175135,0.001481319095635092,1991,-0.26335708157229565,0.3637755875137198,173830.9929578316,148577.26762700803,0.14527746117718884
usa_NC_0033_0225,25294.665301707988,42.0,3919752.684287597,18515.661464696714,743,-0.050324173106161114,0.0019499152632208583,1991,-0.30597441023141564,0.36334856611108424,169740.91509055652,144411.88569007316,0.14922170878465194
usa_NC_0033_0226,25344.904444289106,42.0,3919802.4990391866,18565.900607277832,748,-0.0692517559728413,0.0038735796198506867,1991,-0.3442784293251339,0.3098731345600417,161264.22806247498,140381.39805583694,0.1294944964393956
usa_NC_0033_0227,25394.962804554663,42.0,3919852.5475329864,18615.95896754339,741,-0.059631244655086,0.0029612984309942414,1991,-0.3537369110632458,0.3168735222522933,156230.8605782037,135743.0465185737,0.13113807338579242
usa_NC_0033_0228,25445.080336723488,42.0,3919902.6622218355,18666.076499712213,746,-0.03927388190576013,0.0011881618537060712,1991,-0.3620193050705279,0.3432873674704092,169631.03951937004,148096.20057631118,0.12695105214278787
usa_NC_0033_0229,25495.895038133647,43.0,3919953.04079924,18716.891201122373,741,-0.03878260383650905,0.0011917077722891634,1990,-0.3532661458807292,0.3365934074108762,164901.50725114672,142199.38174642983,0.137670818679306
usa_NC_0033_0230,25546.935110686652,43.0,3920002.612058478,18767.931273675378,727,-0.02923610398817268,0.000701178222893506,1990,-0.32844115597477447,0.3382970848579793,158994.054696346,137516.24945218596,0.13508558722638597
usa_NC_0033_0231,25596.98342050342,43.0,3920052.602043614,18817.979583492146,730,-0.06188167082667839,0.0033112182765381304,1990,-0.31864916099178064,0.2738711413016584,150437.21201961284,132451.82006104648,0.11955414300167672
usa_NC_0033_0232,25647.142761187217,43.0,3920102.457458285,18868.138924175943,733,-0.0837060905911805,0.006584189545503993,1990,-0.30248792946127273,0.21787828956981536,138372.41361391047,123597.48736229452,0.10677653056512587
usa_NC_0033_0233,25697.205566077537,43.0,3920152.5110044917,18918.201729066262,726,-0.09732394731105393,0.008964419141182622,1990,-0.3180550902145704,0.1920953088101261,136482.0130583029,123033.07572892717,0.098539998260654
usa_NC_0033_0234,25747.257891453093,43.0,3920202.4839013554,18968.25405444182,716,-0.11685279470832736,0.012561475550385892,1989,-0.31208387531296417,0.13195382940335004,139436.38307050389,128150.21855082441,0.08094131725987752
usa_NC_0033_0235,25797.443856112062,43.0,3920252.4773002802,19018.440019100788,721,-0.10623067168454385,0.01069531718274952,1989,-0.3163755247627371,0.15861149538153665,135651.62800484512,122911.38821993515,0.09391881227149679
usa_NC_0033_0236,25849.65364578372,43.0,3920303.393494053,19070.649808772447,714,-0.11035458102177954,0.011616421449335057,1990,-0.32430226303349835,0.1750669683185503,134197.49938617024,121347.23987879972,0.09575632605785203
usa_NC_0033_0237,25900.261647446805,43.0,3920353.458435253,19121.25781043553,724,-0.12230494027370098,0.013617850640777474,1990,-0.33881956069263724,0.17316762580292605,140321.8367823017,126237.07729760726,0.10037468014722345
usa_NC_0033_0238,25950.61356997567,43.0,3920403.7591599785,19171.609732964396,733,-0.15279433480300147,0.02083393858175464,2000,-0.7154162939493013,-0.17726101607520195,142197.30405953433,129393.88098480413,0.09003984399992382
usa_NC_0033_0239,26001.343914988196,44.0,3920454.354705901,19222.34007797692,721,-0.1418350492596698,0.01861916211323611,2000,-0.7123597199670005,-0.17253220030130284,137415.37775955728,124153.33794953345,0.09651059456554487
usa_NC_0033_0240,26054.367612026203,44.0,3920503.8223885396,19275.36377501493,724,-0.14331305686221263,0.018867244813345563,2000,-0.6775294081272176,-0.2325120479454689,138948.6446985543,125839.5424046243,0.09434494537438548
usa_NC_0033_0241,26105.15059524356,44.0,3920554.442517119,19326.146758232284,739,-0.13703157383396075,0.016621681424557,2000,-0.6575797005386116,-0.2481717078978091,145166.37681588088,131946.9523046884,0.09106395572549901
usa_NC_0033_0242,26158.33014124939,44.0,3920605.624273454,19379.326304238115,737,-0.11879492290719343,0.012607326920883621,2000,-0.6247814176922928,-0.22901075411546096,145078.95695624754,132554.83508812566,0.08632624696839294
usa_NC_0033_0243,26209.440580451417,44.0,3920655.465245592,19430.436743440143,734,-0.06624291231642629,0.003917482561808461,2000,-0.621751183562608,-0.1129476366081247,145429.16176028157,132488.44200958902,0.08898297696319947
usa_NC_0033_0244,26259.810452641435,44.0,3920705.7358781938,19480.80661563016,739,-0.021298019590020267,0.00040738100018566925,2001,-0.5549260774078707,-0.1364929428269727,144547.0350951437,130104.45404607104,0.09991613483850624
usa_NC_0033_0245,26310.190470858797,44.0,3920756.0862352895,19531.186633847523,740,-0.011096122398065358,0.00010604797243662922,2001,-0.5943299954121759,-0.1458997807848443,150967.91925831942,133504.70094398086,0.11567502817904946
usa_NC_0033_0246,26360.56059098544,44.0,3920806.364906371,19581.556753974164,739,-0.04243421746284526,0.0015361248351729584,2001,-0.6015690324097457,-0.23968790509191518,151330.93597254116,133010.61711103245,0.12106129354035658
usa_NC_0033_0247,26410.800683943307,44.0,3920856.288124853,19631.796846932033,735,-0.08548881786114411,0.006370455944797682,2001,-0.616597598700049,-0.31852567262383147,146036.5872690316,127791.54184961368,0.12493475614988529
usa_NC_0033_0248,26462.296951998236,44.0,3920907.003806753,19683.293114986962,735,-0.12307354370738792,0.012861560208865086,2001,-0.6342847993625771,-0.3836465372761376,149311.24405664767,130995.09612752497,0.12267092170348322
usa_NC_0033_0249,26512.707655787053,45.0,3920956.7202136572,19733.70381877578,722,-0.153000155474218,0.020129833962977073,2001,-0.6414476584849487,-0.44551362371484426,145259.38469236065,126720.9175155778,0.12762319774412345
usa_NC_0033_0250,26562.66399541789,45.0,3921006.5884933607,19783.660158406616,723,-0.20055280632301464,0.03583406510209597,2001,-0.6454201149273339,-0.5518449387561707,137725.42994320623,118790.81865459114,0.13748086534507925
usa_NC_0033_0251,26612.557469955136,45.0,3921056.460974077,19833.553632943862,721,-0.23077038597729274,0.04869730782178916,2002,-0.5477345566401697,-0.6347296437028074,132733.73263533687,118548.23172297043,0.1068718601573472
usa_NC_0033_0252,26662.27868739957,45.0,3921106.011892957,19883.274850388294,720,-0.2729028222904,0.06359765383840499,2000,-0.6400841908597471,-0.48821108935028634,139929.59524367505,129014.22019652007,0.07800619324415842
usa_NC_0033_0253,26712.044188793203,45.0,3921155.7764868885,19933.04035178193,724,-0.3348162185784267,0.0854056892697691,2000,-0.6247251986115532,-0.6237172547794646,154125.94203928282,142637.39761500168,0.07453997861925797
usa_NC_0033_0254,26761.74741336876,45.0,3921205.4224226153,19982.743576357487,717,-0.3693591570518829,0.09890490172510114,2000,-0.5705899323741235,-0.7349202379702703,159255.111644198,146690.22921465544,0.07889782814390647
usa_NC_0033_0255,26811.45226906666,45.0,3921255.083644366,20032.448432055386,721,-0.447671867719043,0.13590301194110077,2000,-0.6323099176250103,-0.8405440526885185,164380.70690871036,150867.99576298104,0.08220375371200753
usa_NC_0033_0256,26861.515837483028,45.0,3921304.3972950852,20082.512000471754,732,-0.49959747532241583,0.16492561841870934,2000,-0.6208841941927241,-0.9311523371516258,163617.12707601162,149371.31422099195,0.08706798065462605
usa_NC_0033_0257,26911.264224664592,45.0,3921354.1431092187,20132.260387653318,725,-0.5382010741251951,0.18799346364228886,2000,-0.5804664306648626,-0.986853327932845,160754.50588319107,147304.7693093823,0.08366631155945166
usa_NC_0033_0258,26961.076228011072,45.0,3921403.949264278,20182.072390999798,728,-0.562405340571609,0.2043614030248334,1996,-0.6478499807545435,-0.9064971282331078,158399.27991790383,145525.1529328804,0.08127642367879401
usa_NC_0033_0259,27010.838598061484,46.0,3921453.711628972,20231.83476105021,728,-0.5695966043592263,0.21877058359118728,1996,-0.5726386903112842,-0.9634634472560946,149337.84980612778,134322.6229271092,0.1005453533615995
usa_NC_0033_0260,27060.534607803686,46.0,3921503.3557297736,20281.53077079241,731,-0.609278593462985,0.2383929195578054,1999,-0.5304191707921324,-1.1067717211413823,152574.09934759702,135783.68526586192,0.11004760410535265
usa_NC_0034_0001,27110.229234534574,46.0,3921552.99380669,20331.2253975233,768,-0.6056651877546372,0.20744711733100263,1999,-0.4960379835271673,-1.2186239343598653,185171.21219737115,160124.81254080302,0.13526076412931595
usa_NC_0034_0002,27159.93017074574,46.0,3921602.5911333696,20380.926333734467,766,-0.6212362699961168,0.21152556003752165,1994,-0.5414856395473829,-1.1030020552260162,190142.34929356995,165519.21311019763,0.12949843248941598
usa_NC_0034_0003,27209.72275364251,46.0,3921652.0846131966,20430.718916631235,746,-0.6437620250652881,0.23398456399459655,1994,-0.5824130525299106,-1.101934256138018,178231.50190567665,155995.5957765398,0.12475856339304431
usa_NC_0034_0004,27259.525198921314,46.0,3921701.5788024864,20480.52136191004,745,-0.6650639455601646,0.2539162741279193,1994,-0.5834061229699272,-1.0864331829279583,169545.91003352604,150902.057018069,0.10996344890755788
usa_NC_0034_0005,27309.967846421187,46.0,3921751.6119046183,20530.964009409912,750,-0.6768956362219096,0.2513351167469515,1993,-0.6423497254770627,-1.063609766671086,178488.6573614202,160060.12058847758,0.10324766315893573
usa_NC_0034_0006,27360.201674848915,46.0,3921800.928291632,20581.19783783764,734,-0.7077512033683238,0.2574531119874136,1993,-0.6885712169774006,-1.108022272242111,188183.29514497588,168060.91611138417,0.10692967735573708
usa_NC_0034_0007,27410.095621963148,46.0,3921850.767242574,20631.091784951874,738,-0.7287387878747286,0.2637985437132976,1993,-0.7048138860042179,-1.1400437323031685,193361.57089206413,172149.50699580007,0.1097015492706397
usa_NC_0034_0008,27459.87887617828,46.0,3921900.3004121454,20680.875039167007,734,-0.7590164440778948,0.2914857500137934,1993,-0.7003260436032958,-1.1659917889985412,182569.06570665052,162171.83266839842,0.11172337963883815
usa_NC_0034_0009,27509.758652509714,47.0,3921949.8182714097,20730.75481549844,717,-0.7517356745923264,0.31352966922254166,1993,-0.6722121259937228,-1.1177085056670149,160102.44705066306,144219.31150173146,0.09920607611890854
usa_NC_0034_0010,27559.516701218483,47.0,3921999.5759576634,20780.51286420721,731,-0.7838193836087846,0.3266813630891283,1993,-0.686200287630201,-1.1378010026316758,165397.7156246279,150877.41920954594,0.08779018718756633
usa_NC_0034_0011,27609.286929050206,47.0,3922049.1715398305,20830.28309203893,733,-0.8098353194136556,0.3497040905419637,2010,-0.5342177012544124,0.0012561986793431226,160056.32454054058,146666.37852298433,0.08365771272077856
usa_NC_0034_0012,27659.195456524492,47.0,3922098.689897805,20880.191619513218,733,-0.8372367708672485,0.3600873993387098,2010,-0.5984085966003763,0.04288082938618866,162822.4180464733,149814.35918402864,0.07989108022417314
usa_NC_0034_0013,27708.942281836466,47.0,3922148.4340308434,20929.93844482519,736,-0.854678072502405,0.37678212815323076,2010,-0.6308319465510579,-0.012638034310985593,158498.15528414873,146604.3427053608,0.0750407003631381
usa_NC_0034_0014,27758.721564075437,47.0,3922198.2116958126,20979.717727064162,736,-0.8414067871569207,0.3715965036307669,2010,-0.645448951881093,0.02322866955954096,157141.66121603874,145845.8648100707,0.07188288782589974
usa_NC_0034_0015,27808.578819135626,47.0,3922247.775313137,21029.57498212435,744,-0.8205466761288586,0.3450508473212699,2011,-0.7073308747761401,0.25917400720799505,168209.96250455355,156886.9439381183,0.06731479157263792
usa_NC_0034_0016,27859.574910129297,47.0,3922297.878015624,21080.571073118022,751,-0.8165168000434821,0.3463249924292,2011,-0.739224366093152,0.4237326419115767,165760.0790631832,151740.81809648772,0.08457561703594331
