transect_id,alongshore_m,domain,origin_y,dist_from_groin_m,n_obs,slope_full,r2_full,breakpoint_year,slope_before,slope_after,rss_full,rss_piecewise,rss_reduction_frac
usa_NC_0032_0058,5440.37456026187,4.0,3900565.0359400804,-1338.6292767494033,705,-0.280014960278977,0.01278204839592234,2000,-6.3121590538724845,1.5898913229477407,708676.4112844011,205553.64048345946,0.7099471109657577
usa_NC_0032_0059,5477.666558891132,4.0,3900602.1258881656,-1301.3372781201415,710,-0.2927556461723696,0.014235254353202387,2000,-6.258745886260362,1.5089896568827388,700120.7715677539,214690.02856850086,0.6933528652667258
usa_NC_0032_0060,5515.386221410978,4.0,3900639.571502922,-1263.6176156002957,709,-0.34208051942194584,0.01979335403667981,2000,-6.263486724527852,1.372425524210094,681295.2543775806,213802.29981931645,0.6861826081342038
usa_NC_0032_0061,5558.656061503984,4.0,3900681.5135913366,-1220.347775507289,702,-0.4195069564139029,0.030180241203580982,2000,-6.199940709221285,1.2396285257007078,661144.9508188597,218296.90622289485,0.6698198996263623
usa_NC_0032_0062,5602.45560911167,4.0,3900722.3670943575,-1176.5482278996033,705,-0.44551608279234356,0.033475169527298565,1995,-5.249601007557279,1.4810068540633232,668359.518200267,227788.3566423505,0.6591828941768791
usa_NC_0032_0063,5645.83721519441,4.0,3900764.533332016,-1133.166621816863,714,-0.4755566618030413,0.037981192393653274,1995,-5.319811763496928,1.401717351568269,670311.3552814152,243552.21193601692,0.6366580843110333
usa_NC_0032_0064,5689.322446819411,5.0,3900807.548806861,-1089.6813901918622,709,-0.5458082270806961,0.050666303211464925,1995,-5.339385647540834,1.273366080789336,654354.65679466,251539.0685422388,0.6155921472701109
usa_NC_0032_0065,5733.24061128158,5.0,3900848.770609732,-1045.7632257296937,706,-0.58851599084486,0.06107102226638361,1995,-5.390202902788701,1.1613076962573692,623198.0764655303,240880.10106509924,0.6134774638085351
usa_NC_0032_0066,5775.78856213014,5.0,3900889.814943455,-1003.2152748811332,708,-0.6139418479891805,0.06720158180347435,1993,-5.1901874683573554,1.0084323462426261,613333.9572292434,240450.58507157565,0.6079614013908194
usa_NC_0032_0067,5817.72688979661,5.0,3900929.2830189685,-961.2769472146638,713,-0.6083904138517752,0.06725862637926971,1993,-4.998307863454991,0.9318285155593518,604618.9755666496,265980.60648783034,0.5600855791226979
usa_NC_0032_0068,5859.584187034751,5.0,3900968.995943172,-919.4196499765221,705,-0.6009093435418376,0.0677674527453841,1993,-5.086692837950588,0.8624093757671613,585524.3062475722,269142.5942070824,0.5403391604151729
usa_NC_0032_0069,5901.333429846088,5.0,3901008.9779892247,-877.6704071651857,711,-0.6085202584036337,0.06804459139045305,1992,-4.779597194392644,0.7247880981327246,600686.9954873757,305366.29641325684,0.4916382430328899
usa_NC_0032_0070,5943.048574091711,5.0,3901049.099915715,-835.9552629195623,709,-0.5749100247635495,0.06195820344118552,1992,-4.632913621820681,0.7060032228029152,592238.6684845078,321038.41897555016,0.45792391469968985
usa_NC_0032_0071,5984.842173384077,5.0,3901089.1831743172,-794.1616636271965,704,-0.5524096875076494,0.0609548500001994,1992,-4.5394762729831175,0.6686714255661065,555934.1420626377,307116.405600514,0.44756692859149705
usa_NC_0032_0072,6027.813004976782,5.0,3901128.407909929,-751.190832034491,705,-0.5551512225141363,0.06159348606690951,1992,-4.3847472088438275,0.627604659305644,553254.3399514966,319929.0951539827,0.42173233529079834
usa_NC_0032_0073,6070.688472871776,5.0,3901167.33600196,-708.3153641394974,701,-0.45575884107831544,0.044228265792666255,1992,-4.172295642127592,0.6732065035322249,526171.3286884255,312160.40162731736,0.4067323994915648
usa_NC_0032_0074,6114.3877402437265,5.0,3901205.7771027368,-664.6160967675469,700,-0.4025046196333762,0.03898054382166238,1992,-3.8881306648976333,0.6787315572248883,465831.6277727001,270711.80707320507,0.41886340271146777
usa_NC_0032_0075,6159.978665503119,5.0,3901243.8004729487,-619.025171508154,707,-0.3599608688575325,0.03161255045205136,1992,-3.6216805058117254,0.6999068339647238,468842.5164516909,285401.2682548752,0.39126410630405645
usa_NC_0032_0076,6205.670225027146,5.0,3901282.0841234243,-573.333611984127,687,-0.315720327750466,0.029771240310557334,1992,-3.3833791709051777,0.6606256872498634,374955.16695471306,225004.6458557276,0.399915868120565
usa_NC_0032_0077,6250.57190265883,6.0,3901324.826948374,-528.431934352443,681,-0.292587990015594,0.025166958071899725,1991,-2.8663116565245157,0.6605899394300754,374830.1044535214,223401.4445014027,0.40399279074153366
usa_NC_0032_0078,6355.444895294115,6.0,3901428.3459936837,-423.55894171715863,533,-1.132574871667398,0.48687611735572467,2020,-1.3524276834859306,-2.5232489046632427,133874.44117958835,126708.28560954884,0.05352892984573761
usa_NC_0032_0079,6491.076503676482,6.0,3901493.7880603787,-287.927333334791,717,-1.4750345057456105,0.6197673282275964,1997,-1.712890516018154,-1.8862234650814258,158312.0689203481,142547.90405513422,0.09957651979866008
usa_NC_0032_0080,6599.953908695812,6.0,3901599.9806635357,-179.04992831546133,711,-1.964326693377466,0.7267718693064513,2001,-1.3445591498434475,-2.507472941740282,169798.22358773687,153865.39786842684,0.09383387754393872
usa_NC_0032_0081,6673.683190427498,6.0,3901672.5393352443,-105.32064658377567,716,-2.1532721101706884,0.7559473383170542,1973,-1.6767889009753523,-2.2987956056513954,177320.17299133952,157981.613938762,0.10906011835168944
usa_NC_0032_0082,6779.003837011273,6.0,3901776.3658426837,0.0,715,-2.132301811253137,0.7455147881399318,1990,-0.19741522247914978,-2.1918470093887206,183235.69011240234,166303.76188358417,0.09240518710318722
usa_NC_0032_0083,6903.085160211382,7.0,3901899.9275425156,124.08132320010827,707,-2.0105836728212334,0.724620867975942,1990,-0.396512657600087,-2.006178594082063,181314.97458102155,168622.0748270172,0.070004696431361
usa_NC_0032_0084,7028.46148095982,7.0,3902024.1755922264,249.45764394854632,699,-1.80634238663492,0.6618040145450701,1990,-0.6780392940047552,-1.6828759034554492,196980.09363512916,185729.78111782196,0.05711395659170729
usa_NC_0032_0085,7143.247447992385,7.0,3902138.887701098,364.2436109811115,713,-1.5787412960773088,0.5301303542063096,2018,-1.985874810741692,-4.456238487889728,262845.04008398,235574.55980103568,0.10375116941233249
usa_NC_0032_0086,7229.821514793937,7.0,3902221.9089038074,450.81767778266385,709,-1.481236678516053,0.5109287914403765,2018,-2.021070512115704,-4.096508302689113,248226.90906750143,210911.86689535913,0.1503263377541194
usa_NC_0032_0087,7311.302874481431,8.0,3902302.5775271147,532.2990374701576,702,-1.43480363102842,0.48428712954108544,2020,-1.8220403841011568,-7.826249184104301,257731.76451746,216591.46971700352,0.15962446413030096
usa_NC_0032_0088,7382.3839560627075,8.0,3902372.667238985,603.3801190514341,712,-1.3922818183856023,0.4546868855148757,2020,-1.7881903143165776,-5.715241237487408,274820.476441988,243492.6110166107,0.11399392734838788
usa_NC_0032_0089,7444.9251582129755,8.0,3902434.165729562,665.9213212017021,717,-1.2769323308377245,0.38422169569478315,2018,-1.7861600167555678,-2.7445303400665235,309399.6487867951,281552.6672867886,0.09000327443550414
usa_NC_0032_0090,7533.746431671597,8.0,3902520.5640972788,754.7425946603234,709,-1.1297477117059205,0.3201240654217865,2017,-1.9048980707697425,-2.1672378562604577,319638.32122482365,272580.09841145703,0.14722334491385133
usa_NC_0032_0091,7604.6433375658535,8.0,3902572.2421820434,825.6395005545801,715,-1.0311065956877747,0.27126523266069535,2017,-1.8732877681874303,-2.838424018132799,338153.57697889215,275905.42643145623,0.18408248436573985
usa_NC_0032_0092,7666.960057838236,8.0,3902621.616907115,887.9562208269626,711,-0.9813113666438886,0.24706555564160093,2017,-1.8890176257172726,-3.1368856669828475,345338.37950636796,270707.9700642675,0.2161080663805115
usa_NC_0032_0093,7718.14733474251,8.0,3902672.739909212,939.1434977312365,716,-0.9000300935931153,0.219539585517587,2017,-1.862333010064102,-2.714322973720468,338638.4081106516,257375.87764035937,0.23996843985794825
usa_NC_0032_0094,7780.396211410889,8.0,3902721.993996589,1001.3923743996156,707,-0.9179850216517202,0.21184528837682304,2017,-1.9467345887501046,-3.134632119734741,369542.87333406456,277268.50337602803,0.2496986861782098
usa_NC_0032_0095,7848.841547821422,8.0,3902775.004232085,1069.8377108101486,712,-0.9633234422269864,0.22746191695499474,2017,-2.000420158462528,-2.920780751232519,371575.9212415298,276991.901863268,0.2545483008216262
usa_NC_0032_0096,7917.160992125242,9.0,3902823.7075689584,1138.1571551139687,715,-0.9727125769670475,0.23413835023037433,2017,-2.023260280799213,-2.870536259935855,365552.8876061606,267970.20257730474,0.2669454635357429
usa_NC_0032_0097,7971.3997414707965,9.0,3902875.467724382,1192.395904459523,707,-0.9032845880628207,0.2157605663884532,2017,-2.0397589946862817,-2.632424483291071,350266.79676545935,240387.3630658639,0.3137021114027298
usa_NC_0032_0098,8022.13763687328,9.0,3902924.99695678,1243.1337998620065,703,-0.8802173802626552,0.2251429522964592,2017,-1.9973461907205055,-1.6424566917841892,314257.9967853527,215093.3967530548,0.3155515565130716
usa_NC_0032_0099,8072.186186114563,9.0,3902973.9848134737,1293.1823491032892,699,-0.9079339222358087,0.24936687356313259,2018,-1.949258389109013,-2.641454627999208,291226.0705314846,190872.0256480136,0.3445915563133682
usa_NC_0032_0100,8122.043198251266,9.0,3903023.0517602824,1343.039361239993,694,-0.9080045191084403,0.2435544111765081,2017,-2.095998606901418,-1.4958168536841938,299298.1104421175,190869.97528459216,0.3622747066373301
usa_NC_0032_0101,8190.323205318259,9.0,3903090.4908429678,1411.3193683069858,704,-0.9067060979542213,0.2613416190706275,2017,-2.1206194579935973,-1.5612635880622927,272344.6421408092,158592.63655189215,0.417676678691936
usa_NC_0032_0102,8263.708749654817,9.0,3903163.615692215,1484.704912643544,701,-0.8817508935711397,0.2456183217392699,2017,-2.1501827935563194,-1.4335925646840209,280106.04049228464,157881.89694238137,0.4363495458187731
usa_NC_0032_0103,8322.715150740136,9.0,3903222.3145208126,1543.7113137288625,689,-0.8333827584566847,0.2105923122044242,2017,-2.215494234084687,-0.8878790534660284,301162.7419101507,161666.23014885097,0.4631931256719575
usa_NC_0032_0104,8374.211503453524,9.0,3903272.8763830117,1595.2076664422502,693,-0.8106182905091172,0.1982258575744823,2017,-2.241897197060964,-0.3165278359242564,306874.1070778424,159084.00183688125,0.48159848560788604
usa_NC_0032_0105,8425.187381056707,10.0,3903323.7449361533,1646.1835440454333,688,-0.7491387833660867,0.16713890788004626,2017,-2.246947621262502,0.047942783458664345,323301.4962198351,165688.11446259753,0.4875120703124285
usa_NC_0032_0106,8476.279767757049,10.0,3903374.44714167,1697.2759307457754,689,-0.6956548167712738,0.14289198206853748,2017,-2.2582473968245753,0.8147337100208671,336729.5458274862,166872.775778229,0.5044308471115821
usa_NC_0032_0107,8527.29569260802,10.0,3903425.4625531044,1748.2918555967472,699,-0.6275943069516992,0.1125791348496209,2017,-2.2966074002773955,0.7663382367049782,363536.0216416175,163504.98869897565,0.5502371733050356
usa_NC_0032_0108,8578.920691868632,10.0,3903475.729204627,1799.9168548573589,702,-0.5616781811474584,0.0843505444861673,2017,-2.3484737286320483,1.311564001602194,401319.3711611981,172238.74457206248,0.5708187619409
usa_NC_0032_0109,8630.143873416002,10.0,3903526.5280698347,1851.1400364047286,696,-0.5384553022771809,0.07685635902055143,2017,-2.369058511511504,1.3986460736117818,404633.1142766705,161744.23248452006,0.6002694125179127
usa_NC_0032_0110,8681.613449843559,10.0,3903577.968078288,1902.6096128322852,693,-0.5201425953159599,0.07110128146082084,2017,-2.346341747844577,1.328908391328588,408815.21382162574,164562.02749964158,0.5974659896795248
usa_NC_0032_0111,8735.7508206164,10.0,3903628.1178777567,1956.7469836051268,700,-0.4922088637734809,0.06365044635689121,2016,-2.438492894772711,2.8412608063196765,411188.37290474965,162377.62518784832,0.6051016130617523
usa_NC_0032_0112,8787.087830293061,10.0,3903679.112079635,2008.083993281788,696,-0.4850192009578114,0.06296827029361174,2016,-2.488120322911073,2.732882165159834,405585.11648849864,151441.43929674936,0.6266099688077587
usa_NC_0032_0113,8838.66400107903,10.0,3903729.9291537576,2059.6601640677573,695,-0.496732051418903,0.06514245370394267,2016,-2.501196707217197,2.545305806923997,408420.19016170176,150815.9403310825,0.6307333869283704
usa_NC_0032_0114,8890.102320569082,10.0,3903780.8340049167,2111.0984835578083,704,-0.5379943954564028,0.07705633631904829,2017,-2.3051243385950633,1.097122903199352,399688.46115327266,155450.236730723,0.6110714923263424
usa_NC_0032_0115,8941.418292602448,11.0,3903831.8812182522,2162.4144555911744,685,-0.46953110169705725,0.05713876841887444,2017,-2.326038269459618,1.385575404744682,411118.3961736645,150067.5988906403,0.6349771737598218
usa_NC_0032_0116,8993.025973840206,11.0,3903882.6699066027,2214.022136828932,631,-0.5520089045639267,0.07664288325607505,2015,-2.651821143062945,3.8209204499617035,389669.147456603,121263.27851255427,0.6888045171036816
usa_NC_0032_0117,9044.418369654893,11.0,3903933.6244581295,2265.41453264362,630,-1.2331975312465955,0.2423235131548439,2010,-3.5051763857268914,3.8899528458472536,621571.6117263304,154872.1049639642,0.7508378728336256
usa_NC_0032_0118,9095.839790096716,11.0,3903984.5518743396,2316.8359530854423,625,-1.2265859950778852,0.23780191733683798,2010,-3.517418347788807,3.999489866594235,628879.4420544376,152268.47404334252,0.7578733476389236
usa_NC_0032_0119,9147.543554629596,11.0,3904035.2640933087,2368.5397176183224,629,-1.196308866524883,0.23402985090162343,2010,-3.5070171958775687,3.7712723116427895,611237.5001582786,142205.8921416585,0.7673475660363859
usa_NC_0032_0120,9199.270058864813,11.0,3904085.948861335,2420.2662218535397,629,-1.2419054733870967,0.2568988090847606,2009,-3.50342264800407,3.4837437454312954,578126.7226410955,135615.7375321537,0.765422125943926
usa_NC_0032_0121,9250.602966634542,11.0,3904137.0079425815,2471.5991296232687,694,-1.1952141549010586,0.2416371196616457,2009,-3.498222078459707,3.4279408162253504,629906.8198588456,164157.2497089327,0.7393943921011709
usa_NC_0032_0122,9302.412813140349,11.0,3904187.7462488227,2523.408976129075,688,-1.2138698138478305,0.250254924162585,2009,-3.5075882260338234,3.316143839651815,614679.3411549096,157624.06127638358,0.7435670101093251
usa_NC_0032_0123,9353.924066071815,11.0,3904238.6865106137,2574.9202290605417,682,-1.2135324040223465,0.2487751922812138,2009,-3.526272928117352,3.265433122952717,616185.6544981725,152626.24507223433,0.7523047737998143
usa_NC_0032_0124,9405.03704924008,11.0,3904289.7623357326,2626.0332122288064,690,-1.1988697582833723,0.23848607045135206,2009,-3.54216984156435,3.4107108940804682,638725.8328093379,156079.36416065908,0.7556394995421308
usa_NC_0032_0125,9456.116142539606,12.0,3904340.5740244854,2677.1123055283324,692,-1.1703899685226387,0.23085282767952386,2009,-3.5142734539466502,3.332478899313881,633225.5136305796,160313.05575657607,0.7468310225887362
usa_NC_0032_0126,9508.18645532888,12.0,3904390.619312155,2729.1826183176063,694,-1.1472472395225957,0.2196551508202813,2009,-3.4866381019910944,3.3700601736819276,648992.1489472971,172279.64406980807,0.7345427916974718
usa_NC_0032_0127,9559.244455033067,12.0,3904441.420307432,2780.240618021794,628,-1.2221525572762686,0.24437109839836657,2009,-3.484212393440328,3.5120594214979963,598527.6430801833,149055.54057561597,0.7509629800746774
usa_NC_0032_0128,9610.545048391456,12.0,3904491.8487639436,2831.541211380182,633,-1.2312878835895218,0.24856707150601898,2009,-3.501697872073402,3.5000008980536745,595630.4635078227,140471.11822101433,0.7641639794685057
usa_NC_0032_0129,9662.192701766642,12.0,3904542.0134068276,2883.1888647553687,676,-1.207722516725983,0.2396931646797118,2009,-3.532649665673293,3.4642172379198883,631245.4488090111,153659.1887944937,0.7565777478722312
usa_NC_0032_0130,9713.22608279351,12.0,3904592.783287951,2934.2222457822363,686,-1.2082238952498332,0.23957697559621294,2010,-3.48554869171812,3.5485347085599246,633400.9461703907,159102.71863046358,0.7488119972153254
usa_NC_0032_0131,9764.525788024981,12.0,3904643.134262586,2985.5219510137076,676,-1.168027665832444,0.22957961830750329,2009,-3.5123141191630745,3.3655667667903475,617523.5238308782,153799.54661131813,0.7509413962771735
usa_NC_0032_0132,9815.357765639403,12.0,3904693.01526343,3036.3539286281293,678,-1.1473310190920065,0.22339771020135601,2008,-3.4711950233990256,3.2883471060737186,617789.4550607726,154982.1456008295,0.7491343623118596
usa_NC_0032_0133,9863.891406702996,12.0,3904740.828896559,3084.887569691723,681,-1.1352991351713535,0.22414941263258814,2008,-3.4204637868707817,3.2172697355941273,603906.9355171398,158093.2580823275,0.7382158594569733
usa_NC_0032_0134,9912.264460794268,12.0,3904788.988237225,3133.260623782994,680,-1.062600171087783,0.20459920816006472,2008,-3.338175551214281,3.294346146035292,596711.9404314284,160844.79506809835,0.7304481707676135
usa_NC_0032_0135,9960.922411890771,13.0,3904836.7537116404,3181.918574879498,685,-1.027466114280222,0.195017437516251,2008,-3.302217265466988,3.2179978553629436,597386.8293909297,168315.53711628358,0.7182469903330628
usa_NC_0032_0136,10009.577274370138,13.0,3904884.5623294674,3230.573437358865,677,-1.0373087813783848,0.19726912896779047,2008,-3.3030160466473433,3.1659608379214967,594523.7916912395,172946.17578243266,0.709101337575653
usa_NC_0032_0137,10058.069756673734,13.0,3904932.5683109774,3279.065919662461,677,-0.9948047101190532,0.18247520897447012,2008,-3.283531014356473,3.2622425964511375,600824.4696511658,168249.2678665475,0.7199693481787921
usa_NC_0032_0138,10106.823052414125,13.0,3904980.376866896,3327.819215402852,674,-0.9630377402612584,0.17501065847310038,2008,-3.2549634146837176,3.2718757985333284,584487.4787457571,157960.63104269735,0.7297450556483046
usa_NC_0032_0139,10155.394503370348,13.0,3905028.3664053967,3376.390666359074,677,-0.9327455693315295,0.16777807688087798,2008,-3.1827234435388485,3.2226353340694565,576195.368842476,164008.5804467681,0.7153594261331077
usa_NC_0032_0140,10204.905508401753,13.0,3905075.900339774,3425.9016713904794,674,-0.9303980938976271,0.1659133041713614,2009,-3.1569349846853294,3.2710942200376323,577972.5233561617,172884.96089427418,0.7008768515666306
usa_NC_0032_0141,10253.917051842049,13.0,3905124.1935199564,3474.9132148307754,659,-0.8898303164935796,0.15337166016372472,2009,-3.1489043831528294,3.3382343060543684,575251.548754682,164606.3032506075,0.7138533505786275
usa_NC_0032_0142,10303.337123433275,13.0,3905172.3899634266,3524.333286422002,655,-0.8581231382495215,0.1431752253929105,2007,-3.116948323140749,3.0578372258192035,576233.2257033022,173288.84486251225,0.6992730770583206
usa_NC_0032_0143,10353.127096816685,13.0,3905220.4681075974,3574.123259805411,649,-0.814905060439145,0.13172737815107005,2007,-3.0821736166323,2.917976499426601,565188.0011287334,175596.1607379131,0.6893137143972782
