time,Rhigh,Rlow,period,duration
1,0.2201674285080101,0.1359501602838135,10.9609375,38.0
1,0.15140785622654035,0.13464099797585175,13.03125,9.0
1,0.224284785698405,0.1373550609497371,11.1171875,37.0
1,0.22760881900719238,0.1340727284285253,13.25,64.0
1,0.19764277891873933,0.13436294220278056,12.5625,19.0
2,0.20152223378837225,0.13408166164285934,11.828125,35.0
2,0.1810755597634476,0.134698620847794,11.3515625,21.0
2,0.2514659703494542,0.13462399244312437,11.6640625,37.0
2,0.17065726677665305,0.13531738337173854,10.5859375,24.0
2,0.1580337503697354,0.13463810538522583,12.828125,15.0
2,0.19719357888976202,0.13492157708379637,10.2109375,20.0
2,0.20643794369738205,0.13507129132887336,14.4453125,26.0
2,0.22805013942729824,0.13419007557059398,11.03125,31.0
2,0.21222169207114533,0.1341404201579785,11.2890625,39.0
3,0.17789665448042086,0.13653450285004834,10.734375,16.0
3,0.15465071695692942,0.13731922919509718,10.7578125,8.0
3,0.19090647331269534,0.13406557671311914,9.7578125,11.0
3,0.23130821889983003,0.13578241051302148,10.53125,42.0
3,0.22582421757237667,0.13533523426064295,10.65625,30.0
3,0.2603250548219793,0.13408128993715743,12.984375,30.0
3,0.23749485082339655,0.13705800853298364,16.2109375,43.0
3,0.26179712052045995,0.1357255643045275,12.7265625,12.0
3,0.16741384201019976,0.1353685143914513,11.7109375,16.0
3,0.18002135661563173,0.13485024704731668,11.9296875,24.0
3,0.15578257774779924,0.13915326054086646,14.15625,8.0
4,0.17789665448042086,0.13653450285004834,10.734375,16.0
4,0.15465071695692942,0.13731922919509718,10.7578125,8.0
4,0.19090647331269534,0.13406557671311914,9.7578125,11.0
4,0.23130821889983003,0.13578241051302148,10.53125,42.0
4,0.22582421757237667,0.13533523426064295,10.65625,30.0
4,0.2603250548219793,0.13408128993715743,12.984375,30.0
4,0.23749485082339655,0.13705800853298364,16.2109375,43.0
4,0.26179712052045995,0.1357255643045275,12.7265625,12.0
4,0.16741384201019976,0.1353685143914513,11.7109375,16.0
4,0.18002135661563173,0.13485024704731668,11.9296875,24.0
4,0.15578257774779924,0.13915326054086646,14.15625,8.0
5,0.22993684012167265,0.13418966392301918,10.9609375,25.0
5,0.17666430584630016,0.1344326555357945,10.75,10.0
5,0.17702664748161973,0.1350414594702028,13.9765625,19.0
5,0.1958471447756735,0.13408326398451081,10.8828125,32.0
5,0.27685334015985413,0.139835933616409,15.703125,19.0
5,0.2331183149692786,0.13492661732462494,9.9765625,34.0
5,0.17437891326885077,0.1342386788473738,10.96875,17.0
5,0.2875404321099421,0.1376760758205696,13.125,35.0
5,0.17875775272217093,0.13406749568150428,8.8984375,9.0
5,0.19544666941060088,0.13440072751880527,10.6015625,28.0
6,0.20241478488220638,0.13482363274395964,11.0703125,19.0
6,0.25802286446722483,0.13431953756232864,11.6484375,66.0
6,0.1629924028580559,0.13525895633311205,16.3125,8.0
6,0.2406434723490054,0.13737580603546165,15.609375,33.0
6,0.16748489423144766,0.1342304406633442,11.9453125,19.0
6,0.242125315357681,0.1397278099592283,11.5,28.0
6,0.2534017670959419,0.14566087985159082,12.8046875,31.0
7,0.22993684012167265,0.13418966392301918,10.9609375,25.0
7,0.17666430584630016,0.1344326555357945,10.75,10.0
7,0.17702664748161973,0.1350414594702028,13.9765625,19.0
7,0.1958471447756735,0.13408326398451081,10.8828125,32.0
7,0.27685334015985413,0.139835933616409,15.703125,19.0
7,0.2331183149692786,0.13492661732462494,9.9765625,34.0
7,0.17437891326885077,0.1342386788473738,10.96875,17.0
7,0.2875404321099421,0.1376760758205696,13.125,35.0
7,0.17875775272217093,0.13406749568150428,8.8984375,9.0
7,0.19544666941060088,0.13440072751880527,10.6015625,28.0
8,0.24090087600800675,0.13473995956270363,11.828125,43.0
8,0.19400557739991187,0.13990875592653212,9.9921875,20.0
8,0.17181753073670847,0.1433395834523738,12.46875,9.0
8,0.17374788212642098,0.13428510177297343,10.3359375,10.0
8,0.18579533440163795,0.13766217657713337,10.2421875,16.0
8,0.2607770505064042,0.13400763972099022,10.859375,33.0
8,0.21378960497184002,0.1360070794160415,10.1953125,23.0
9,0.18183328467017854,0.1356233427336889,11.828125,9.0
9,0.23695011985895537,0.13765479220129925,11.828125,25.0
9,0.16909548724260404,0.1434757823179595,9.1953125,10.0
9,0.17788040538593167,0.13578846914907322,9.15625,11.0
9,0.21805605642133846,0.13400699075629147,10.734375,47.0
9,0.31797498599060575,0.1407637273752354,13.078125,41.0
9,0.21805928500211977,0.13545595640391106,14.390625,58.0
9,0.2627652238304145,0.13632680922854515,12.4296875,46.0
10,0.37639768913011007,0.13504364881492434,16.328125,40.0
10,0.16713270768375552,0.13586080211476664,8.921875,36.0
11,0.17605378880506245,0.14065941498284204,10.65625,10.0
11,0.19264713898962849,0.13436919292371266,10.328125,21.0
11,0.20114111978267074,0.13496245504773974,14.1640625,22.0
11,0.2021342843379959,0.1340236479372925,14.1171875,31.0
12,0.16031634195597166,0.13623222349351813,10.6875,10.0
12,0.20060251959053543,0.1344845685833568,12.9609375,29.0
12,0.22618824436004412,0.13522234102818748,12.375,55.0
12,0.19936939755911326,0.13611146509722144,10.265625,23.0
12,0.1639671185109886,0.136215677161671,10.796875,10.0
12,0.23383739350436214,0.13645078992433568,10.640625,26.0
12,0.1551600029174757,0.13526477762819944,11.6796875,8.0
13,0.17030638177820023,0.13488743157802702,13.203125,10.0
13,0.20891934955973693,0.14412996967845934,10.78125,14.0
13,0.1799497092109889,0.1347369015054813,8.984375,14.0
13,0.19828095177303032,0.13613435413193833,10.65625,25.0
13,0.1964319467979223,0.13573702553633252,10.6640625,23.0
13,0.1769386107036337,0.1341436456231911,10.5625,28.0
13,0.19986541168245386,0.13627873500838658,10.75,21.0
13,0.1799770221993445,0.13496287158331297,10.765625,21.0
14,0.16532779303148648,0.13624481940623423,10.0703125,9.0
14,0.19597509547492709,0.13406266980514162,10.671875,23.0
14,0.22241873659448919,0.13819178694371076,11.4609375,22.0
14,0.21965552922243653,0.13448295431736104,11.28125,26.0
14,0.19569677566374008,0.13431109523590662,12.9140625,19.0
14,0.17057214546229682,0.1341502694526841,9.703125,35.0
14,0.22902876697133698,0.13516580623325575,15.6796875,48.0
14,0.2351002655588926,0.1363724555286049,13.1640625,56.0
15,0.15582432363850626,0.13606997528746953,10.046875,8.0
15,0.17272383874679775,0.13556382471582812,10.3671875,18.0
15,0.17086898191007802,0.13656300772137503,11.828125,11.0
15,0.19823524097103742,0.13677895861907655,10.21875,17.0
15,0.18203705581799134,0.13609681675487684,9.0,19.0
15,0.20931556706211887,0.13408898898442634,10.9375,31.0
15,0.16304053968875049,0.13950490074579772,8.3984375,11.0
