domain_number,coastsat_loess_m_yr,endpoint_raw_m_yr,endpoint_loess_m_yr,model_endpoint_coastsat_m_yr,model_lrr_coastsat_m_yr,resid_lrr_coastsat_vs_coastsat_loess_m_yr,resid_endpoint_coastsat_vs_endpoint_raw_m_yr,resid_endpoint_coastsat_vs_endpoint_loess_m_yr,model_endpoint_dunemean3_m_yr,model_lrr_dunemean3_m_yr,resid_lrr_dunemean3_vs_coastsat_loess_m_yr,resid_endpoint_dunemean3_vs_endpoint_raw_m_yr,resid_endpoint_dunemean3_vs_endpoint_loess_m_yr,model_endpoint_duneraw_m_yr,model_lrr_duneraw_m_yr,resid_lrr_duneraw_vs_coastsat_loess_m_yr,resid_endpoint_duneraw_vs_endpoint_raw_m_yr,resid_endpoint_duneraw_vs_endpoint_loess_m_yr
11,-1.5805953067604863,-4.831,-3.1994956163559043,-0.0721563548557761,-0.0459953915085799,1.5345999152519063,4.758843645144224,3.1273392615001283,-0.7164166255598892,-0.7437829424480114,0.836812364312475,4.1145833744401115,2.483078990796015,-0.470333005082596,-0.4855181407909869,1.0950771659694993,4.360666994917405,2.729162611273308
12,-1.454957797636064,-5.954,-3.2228240027810644,-0.0031792141280675,-0.028608629982585,1.426349167653479,5.950820785871932,3.219644788652997,-0.4908098746318501,-0.5441119557342938,0.9108458419017701,5.46319012536815,2.7320141281492143,-0.307319515981752,-0.3555018482277634,1.0994559494083005,5.646680484018248,2.9155044867993123
13,-1.1881596661881657,-5.227,-3.06125465150155,-0.0357162207107778,-0.017612544327652,1.1705471218605137,5.191283779289223,3.025538430790772,-0.4001480860138794,-0.3924993858326969,0.7956602803554689,4.826851913986121,2.6611065654876707,-0.2648488208707412,-0.2566680982861815,0.9314915679019842,4.962151179129259,2.7964058306308086
14,-0.7201679257473127,-2.66,-2.726741026376396,0.0450745949236599,0.0310465203309732,0.7512144460782859,2.70507459492366,2.7718156213000555,-0.2237672467233226,-0.2375582561201977,0.482609669627115,2.4362327532766774,2.502973779653073,-0.1251336157109628,-0.1410305955392028,0.5791373302081099,2.5348663842890375,2.601607410665433
15,-0.11715186520460574,-1.414,-2.2021178549300937,0.1359291181391069,0.0835755581021756,0.20072742330678134,1.5499291181391068,2.3380469730692006,-0.0596149311335726,-0.1060049613932078,0.011146903811397949,1.3543850688664274,2.142502923796521,0.0113966519697247,-0.0383417162753939,0.07881014892921184,1.4253966519697245,2.2135145068998185
16,0.4671485010591141,1.215,-1.624419835829536,0.1625755616812187,0.1108539643123438,-0.3562945367467703,-1.0524244383187813,1.7869953975107549,0.022475120110617,-0.0209041666630481,-0.4880526677221622,-1.192524879889383,1.6468949559401531,0.0729133831832119,0.0258535162519267,-0.4412949848071874,-1.1420866168167882,1.697333219012748
17,0.8042846731155352,-1.066,-1.1668434438098192,0.0825526537317793,0.1027091893106758,-0.7015754838048593,1.1485526537317794,1.2493960975415985,-0.0164128881963603,0.012425889342607,-0.7918587837729282,1.0495871118036397,1.1504305556134589,0.0189584970149943,0.0443125218552573,-0.759972151260278,1.0849584970149944,1.1858019408248135
18,0.8352306342986558,-0.717,-0.8376719945536222,0.0865562138001873,0.1043767859395407,-0.7308538483591152,0.8035562138001873,0.9242282083538095,0.0175926269594128,0.0433361641989746,-0.7918944700996813,0.7345926269594127,0.855264621513035,0.0420925054600697,0.0648085571492284,-0.7704220771494275,0.7590925054600697,0.8797645000136919
19,0.6210374432816373,-0.526,-0.7235788081755838,0.2066914257481715,0.1261525767145206,-0.4948848665671167,0.7326914257481716,0.9302702339237554,0.1592534993120093,0.0854000409661259,-0.5356374023155115,0.6852534993120093,0.8828323074875931,0.1760217582541372,0.0996872421667053,-0.521350201114932,0.7020217582541373,0.8996005664297211
20,0.2016213934214258,-0.574,-0.8211636821618384,0.1957416020860754,0.0930345340343024,-0.1085868593871234,0.7697416020860753,1.0169052842479138,0.1635269155529905,0.0661611806601314,-0.13546021276129439,0.7375269155529904,0.9846905977148289,0.1748664871457939,0.0755554711888752,-0.1260659222325506,0.7488664871457938,0.9960301693076323
