domain_number,coastsat_loess_m_yr,endpoint_raw_m_yr,endpoint_loess_m_yr,cs_endpoint_raw_m_yr,cs_endpoint_loess_m_yr,model_endpoint_coastsat_m_yr,model_lrr_coastsat_m_yr,resid_lrr_coastsat_vs_coastsat_loess_m_yr,resid_endpoint_coastsat_vs_endpoint_raw_m_yr,resid_endpoint_coastsat_vs_endpoint_loess_m_yr,resid_endpoint_coastsat_vs_cs_endpoint_raw_m_yr,resid_endpoint_coastsat_vs_cs_endpoint_loess_m_yr,model_endpoint_dunemean3_m_yr,model_lrr_dunemean3_m_yr,resid_lrr_dunemean3_vs_coastsat_loess_m_yr,resid_endpoint_dunemean3_vs_endpoint_raw_m_yr,resid_endpoint_dunemean3_vs_endpoint_loess_m_yr,resid_endpoint_dunemean3_vs_cs_endpoint_raw_m_yr,resid_endpoint_dunemean3_vs_cs_endpoint_loess_m_yr,model_endpoint_duneraw_m_yr,model_lrr_duneraw_m_yr,resid_lrr_duneraw_vs_coastsat_loess_m_yr,resid_endpoint_duneraw_vs_endpoint_raw_m_yr,resid_endpoint_duneraw_vs_endpoint_loess_m_yr,resid_endpoint_duneraw_vs_cs_endpoint_raw_m_yr,resid_endpoint_duneraw_vs_cs_endpoint_loess_m_yr
11,1.7077412409978276,-0.885,-1.439253527339244,1.42,1.0068187064094754,0.5124684362411245,0.0362419045942802,-1.6714993364035475,1.3974684362411245,1.9517219635803684,-0.9075315637588754,-0.49435027016835087,-0.3010331438558751,-0.8466797509921815,-2.554420991990009,0.5839668561441249,1.1382203834833688,-1.721033143855875,-1.3078518502653504,-0.3339226958630206,-0.8814110490302266,-2.5891522900280544,0.5510773041369794,1.1053308314762234,-1.7539226958630205,-1.340741402272496
12,1.8936589012002762,-1.499,-0.9788477474382452,0.889,1.1561240890227826,0.4311015394493552,-0.0242556797605914,-1.9179145809608678,1.9301015394493553,1.4099492868876005,-0.4578984605506448,-0.7250225495734275,-0.2097519173636101,-0.7105563196282011,-2.6042152208284772,1.28924808263639,0.7690958300746351,-1.09875191736361,-1.3658760063863928,-0.2349606398397554,-0.7375334678724007,-2.631192369072677,1.2640393601602447,0.7438871075984899,-1.1239606398397555,-1.391084728862538
13,1.9896694850835634,-0.864,-0.511409115335639,0.887,1.2534403205173703,0.3468130362565716,-0.0755921822785109,-2.0652616673620745,1.2108130362565717,0.8582221515922106,-0.5401869637434284,-0.9066272842607987,-0.1537860829626879,-0.6028076048263864,-2.59247708990995,0.7102139170373121,0.3576230323729511,-1.0407860829626878,-1.4072264034800581,-0.1730238490839838,-0.6235265289470883,-2.6131960140306516,0.6909761509160162,0.3383852662516552,-1.0600238490839837,-1.426464169601354
14,1.9898978528311226,-0.217,-0.08764422802257617,1.672,1.3320262088689114,0.1809769162988232,-0.1480106982270004,-2.137908551058123,0.3979769162988232,0.2686211443213994,-1.4910230837011766,-1.1510492925700881,-0.2068880411446116,-0.5482016740033004,-2.538099526834423,0.010111958855388403,-0.11924381312203543,-1.8788880411446116,-1.538914250013523,-0.2200542612466051,-0.5637666293091848,-2.5536644821403076,-0.0030542612466051,-0.13241003322402894,-1.8920542612466051,-1.5520804701155164
15,1.9784196575194712,0.657,0.28305366474269666,1.523,1.4715363923386306,-0.047863331303688,-0.2369178623899138,-2.215337519909385,-0.7048633313036881,-0.3309169960463847,-1.570863331303688,-1.5193997236423187,-0.3454960885404944,-0.5364427019568716,-2.514862359476343,-1.0024960885404943,-0.6285497532831911,-1.8684960885404944,-1.8170324808791252,-0.3568673225692692,-0.5484182188413472,-2.5268378763608186,-1.0138673225692691,-0.6399209873119658,-1.879867322569269,-1.8284037149078998
16,1.9868170472746711,1.58,0.6412860104750144,1.352,1.6542879800172314,0.069834868891121,-0.4076374791135881,-2.3944545263882593,-1.510165131108879,-0.5714511415838934,-1.282165131108879,-1.5844531111261104,-0.1560087517470492,-0.6319803893642454,-2.6187974366389164,-1.7360087517470493,-0.7972947622220636,-1.5080087517470493,-1.8102967317642806,-0.1649104453124891,-0.6410411148740232,-2.6278581621486943,-1.744910445312489,-0.8061964557875035,-1.5169104453124893,-1.8191984253297204
17,1.9563715125600911,0.915,0.9221128598931838,1.669,1.7524499099247168,-0.315830890989946,-0.5349485784898067,-2.491320091049898,-1.230830890989946,-1.23794375088313,-1.984830890989946,-2.0682808009146627,-0.4853712105471459,-0.701343552147692,-2.657715064707783,-1.400371210547146,-1.4074840704403297,-2.1543712105471458,-2.2378211204718625,-0.4922130474219557,-0.7081167330592951,-2.664488245619386,-1.4072130474219557,-1.4143259073151395,-2.1612130474219557,-2.2446629573466725
18,1.7881658999158958,0.651,0.9735156030518233,2.312,1.6779783522906375,-0.4673722969885602,-0.6243318243120038,-2.4124977242278995,-1.1183722969885603,-1.4408879000403836,-2.77937229698856,-2.1453506492791976,-0.591976676343893,-0.7456959852399125,-2.533861885155808,-1.242976676343893,-1.5654922793957162,-2.903976676343893,-2.2699550286345307,-0.5971645031643675,-0.7507067048126876,-2.5388726047285832,-1.2481645031643676,-1.5706801062161908,-2.9091645031643676,-2.2751428554550053
19,1.4649837856422163,1.56,0.7313959476716618,2.336,1.4390835122749732,-0.3715929608698388,-0.6755384401617078,-2.1405222258039243,-1.9315929608698388,-1.1029889085415006,-2.707592960869839,-1.810676473144812,-0.4639164259931022,-0.7630985726729549,-2.228082358315171,-2.0239164259931024,-1.195312373664764,-2.799916425993102,-1.9029999382680753,-0.4678073137789397,-0.7667712150462842,-2.2317550006885005,-2.02780731377894,-1.1992032614506014,-2.8038073137789397,-1.906890826053913
20,1.002814438274172,1.532,0.26763370398077396,1.651,1.0244192708611706,-0.2029372306031291,-0.7214518590340226,-1.7242662973081946,-1.7349372306031292,-0.4705709345839031,-1.8539372306031292,-1.2273565014642998,-0.2701436637789811,-0.7840884963700459,-1.7869029346442178,-1.8021436637789812,-0.537777367759755,-1.9211436637789812,-1.2945629346401517,-0.2730309998037228,-0.7867563753944099,-1.7895708136685817,-1.8050309998037228,-0.5406647037844967,-1.9240309998037228,-1.2974502706648934
21,0.42190278168597983,0.389,-0.333291390921857,0.682,0.4135482735251346,-0.4633685543249157,-0.679732187844632,-1.1016349695306118,-0.8523685543249158,-0.1300771634030587,-1.1453685543249157,-0.8769168278500503,-0.5137005864527054,-0.7250438097575944,-1.1469465914435744,-0.9027005864527055,-0.18040919553084844,-1.1957005864527055,-0.9272488599778401,-0.5158335459695991,-0.7269673461656402,-1.14887012785162,-0.9048335459695991,-0.18254215504774207,-1.197833545969599,-0.9293818194947336
22,-0.19578132198966808,-1.341,-0.9820734259474351,-0.627,-0.2983364982972056,-0.4338042412394315,-0.7515175377616666,-0.5557362157719985,0.9071957587605685,0.5482691847080036,0.1931957587605685,-0.1354677429422259,-0.472222232801414,-0.7842531560005066,-0.5884718340108386,0.8687777671985859,0.509851193146021,0.154777767198586,-0.1738857345042084,-0.4737839098233962,-0.7856279560054984,-0.5898466340158304,0.8672160901766037,0.5082895161240388,0.15321609017660381,-0.1754474115261906
23,-0.7227000589506314,-2.485,-1.5103449287360189,-1.575,-0.8827398751119084,-0.4449136711845313,-0.8300918178895322,-0.10739175893890085,2.0400863288154687,1.0654312575514875,1.1300863288154686,0.43782620392737714,-0.4711175529776483,-0.8530220707677533,-0.13032201181712189,2.0138824470223518,1.0392273757583705,1.1038824470223516,0.41162232213426014,-0.4722516231431655,-0.8539964486945264,-0.13129638974389501,2.0127483768568344,1.0380933055928534,1.1027483768568345,0.41048825196874295
24,-1.0047533536218192,-3.295,-1.7932153210018904,-2.015,-1.1451506299179564,-0.6001690208093351,-0.901973505537222,0.10277984808459717,2.694830979190665,1.1930463001925553,1.414830979190665,0.5449816091086213,-0.6199317193721072,-0.9182113810460584,0.0865419725757608,2.675068280627893,1.1732836016297832,1.395068280627893,0.5252189105458491,-0.6207483570951808,-0.9188958964678108,0.08585745715400839,2.674251642904819,1.1724669639067096,1.3942516429048193,0.5244022728227755
25,-0.980551470290958,-3.059,-1.7845968477189278,-2.194,-1.0933914661516586,-0.5753993932416052,-0.9282200955615364,0.05233137472942162,2.483600606758395,1.2091974544773225,1.618600606758395,0.5179920729100534,-0.588314536353846,-0.9393111012000062,0.041240369090951856,2.470685463646154,1.1962823113650818,1.605685463646154,0.5050769297978126,-0.5888978562867123,-0.9397878829179056,0.04076358737305241,2.4701021437132877,1.1956989914322156,1.6051021437132875,0.5044936098649463
26,-0.6210178086599102,-1.934,-1.5604456034134357,-1.667,-0.6402824546924478,-0.5121389626030577,-0.9330650792390404,-0.3120472705791302,1.4218610373969423,1.048306640810378,1.1548610373969423,0.12814349208939013,-0.5216496273515077,-0.9408383586902184,-0.3198205500303082,1.4123503726484923,1.038795976061928,1.1453503726484924,0.11863282734094016,-0.5220630168986645,-0.9411676624782288,-0.3201498538183186,1.4119369831013353,1.0383825865147713,1.1449369831013354,0.1182194377937833
27,0.046203671913402786,-0.519,-1.1767881325331442,-0.128,0.04441537978964593,-0.5278681883712124,-0.9489755924491348,-0.9951792643625376,-0.008868188371212393,0.6489199441619318,-0.3998681883712124,-0.5722835681608583,-0.5340908504777871,-0.954425545689342,-1.0006292176027447,-0.015090850477787132,0.642697282055357,-0.40609085047778715,-0.5785062302674331,-0.5343815711891693,-0.954651069766589,-1.0008547416799918,-0.015381571189169274,0.6424065613439749,-0.4063815711891693,-0.5787969509788152
28,0.6377150998808964,0.456,-0.7495038321399188,2.292,0.7364609967125022,-0.827614648060262,-1.0345011838906797,-1.6722162837715762,-1.283614648060262,-0.07811081592034319,-3.119614648060262,-1.5640756447727642,-0.8331235020732493,-1.0388035943083485,-1.676518694189245,-1.2891235020732492,-0.08361966993333048,-3.125123502073249,-1.5695844987857515,-0.8333267079181497,-1.0389568266160631,-1.6766719264969594,-1.2893267079181496,-0.08382287577823089,-3.1253267079181493,-1.5697877046306519
29,1.0795425081644572,-0.055,-0.42122641584415577,3.342,1.3835074339790894,-0.8086380580297373,-1.2422398026005683,-2.3217823107650255,-0.7536380580297373,-0.38741164218558155,-4.150638058029737,-2.1921454920088266,-0.8137675308324106,-1.245953214008275,-2.3254957221727324,-0.7587675308324106,-0.39254111498825484,-4.155767530832411,-2.1972749648115,-0.8139076783080782,-1.24605624530948,-2.325598753473937,-0.7589076783080781,-0.39268126246392243,-4.155907678308078,-2.1974151122871675
30,1.5196995699044096,-0.455,-0.2542997261071886,2.554,1.9358704335782169,-1.0785067315714514,-1.3357350100445655,-2.855434579948975,-0.6235067315714513,-0.8242070054642627,-3.632506731571451,-3.0143771651496682,-1.084013208716351,-1.3392499447414852,-2.8589495146458948,-0.6290132087163509,-0.8297134826091623,-3.638013208716351,-3.019883642294568,-1.0841091525756383,-1.339318664276366,-2.8590182341807755,-0.6291091525756383,-0.8298094264684497,-3.6381091525756384,-3.0199795861538554
31,1.9305303040027397,-0.245,-0.28005532410974376,2.408,2.261139036994928,-1.164145848915814,-1.3966993405256771,-3.327229644528417,-0.9191458489158141,-0.8840905248060703,-3.572145848915814,-3.425284885910742,-1.1671400412344155,-1.399661597986447,-3.3301919019891866,-0.9221400412344155,-0.8870847171246717,-3.575140041234415,-3.4282790782293437,-1.167205185338298,-1.3997070450418585,-3.330237349044598,-0.9222051853382981,-0.8871498612285543,-3.575205185338298,-3.428344222333226
32,2.08087118196564,-0.221,-0.4381609208684612,2.106,2.186910673724552,-1.2879926566831272,-1.4874379391868364,-3.5683091211524767,-1.0669926566831271,-0.8498317358146661,-3.3939926566831273,-3.4749033304076793,-1.2908387490911992,-1.4904101378445471,-3.571281319810187,-1.0698387490911991,-0.8526778282227381,-3.396838749091199,-3.477749422815751,-1.2908825906622952,-1.490439928434591,-3.571311110400231,-1.069882590662295,-0.852721669793834,-3.396882590662295,-3.4777932643868468
33,1.9729800817696275,-0.215,-0.6299381824079232,2.187,1.8621808019605013,-1.4220318589001182,-1.5721726876736652,-3.545152769443293,-1.207031858900118,-0.792093676492195,-3.609031858900118,-3.2842126608606197,-1.424844422847218,-1.5745251198759322,-3.54750520164556,-1.2098444228472178,-0.7949062404392947,-3.6118444228472177,-3.287025224807719,-1.4248736660426402,-1.5745444774687714,-3.547524559238399,-1.2098736660426401,-0.794935483634717,-3.61187366604264,-3.2870544680031415
34,1.7867737637570957,-0.768,-0.7834290323163653,2.131,1.5162067722419157,-1.6683278797134335,-1.6879350135042868,-3.4747087772613825,-0.9003278797134335,-0.8848988473970683,-3.7993278797134336,-3.1845346519553495,-1.669578248958078,-1.6895230466301436,-3.4762968103872396,-0.9015782489580779,-0.8861492166417126,-3.800578248958078,-3.185785021199994,-1.6695975795936646,-1.689535516038068,-3.4763092797951636,-0.9015975795936646,-0.8861685472772993,-3.8005975795936644,-3.1858043518355803
35,1.5716304778197425,-1.43,-0.822323521101351,0.659,1.2027457070071867,-1.8088742083970828,-1.7779715792716402,-3.3496020570913827,-0.37887420839708286,-0.9865506872957318,-2.467874208397083,-3.0116199154042693,-1.810958810356169,-1.7792908569179229,-3.3509213347376656,-0.38095881035616896,-0.9886352892548179,-2.469958810356169,-3.0137045173633554,-1.8109714701198756,-1.7792988184546188,-3.3509292962743613,-0.38097147011987564,-0.9886479490185246,-2.4699714701198756,-3.013717177127062
36,1.335135189218606,-1.449,-0.733037936610043,0.347,0.9249772730351025,-1.9310671321502924,-1.842453940512445,-3.177589129731051,-0.4820671321502923,-1.1980291955402493,-2.2780671321502926,-2.856044405185395,-1.930818652450216,-1.843066338535443,-3.178201527754049,-0.48181865245021593,-1.197780715840173,-2.277818652450216,-2.8557959254853182,-1.9308268668915844,-1.8430713778093188,-3.178206567027925,-0.4818268668915844,-1.1977889302815414,-2.2778268668915844,-2.855804139926687
37,1.0600445737526278,-1.366,-0.5719015717991606,0.591,0.7398240699339744,-1.9926789263013236,-1.859820212488354,-2.919864786240982,-0.6266789263013235,-1.420777354502163,-2.5836789263013236,-2.732502996235298,-1.9935045095557145,-1.860425343411311,-2.9204699171639388,-0.6275045095557144,-1.4216029377565538,-2.5845045095557144,-2.733328579489689,-1.9935097901040533,-1.860428505411716,-2.920473079164344,-0.6275097901040532,-1.4216082183048928,-2.584509790104053,-2.7333338600380275
38,0.7846618434105953,0.396,-0.33022133149037675,0.448,0.7223105392480083,-1.823568629528745,-1.7992896688522004,-2.5839515122627956,-2.219568629528745,-1.4933472980383682,-2.271568629528745,-2.5458791687767532,-1.824534451848922,-1.7998040687509118,-2.584465912161507,-2.220534451848922,-1.4943131203585451,-2.272534451848922,-2.54684499109693,-1.8245378152194465,-1.7998060360133037,-2.584467879423899,-2.2205378152194464,-1.4943164837290697,-2.2725378152194464,-2.5468483544674547
39,0.5619676901779627,0.579,-0.00718310558085658,0.598,0.8160874617068702,-1.6798917991880444,-1.7025153358599918,-2.2644830260379543,-2.2588917991880444,-1.6727086936071878,-2.2778917991880445,-2.4959792608949147,-1.6798125423842063,-1.70276117557455,-2.2647288657525126,-2.2588125423842063,-1.6726294368033496,-2.2778125423842064,-2.4959000040910766,-1.67981466529136,-1.7027623894166972,-2.26473007959466,-2.25881466529136,-1.6726315597105033,-2.27781466529136,-2.49590212699823
40,0.3914011782563668,0.088,0.31237403045760626,1.131,0.8526032943282846,-1.4996242620032718,-1.5717418706473074,-1.963143048903674,-1.587624262003272,-1.8119982924608782,-2.6306242620032716,-2.3522275563315564,-1.4998869962121717,-1.5719919007303071,-1.963393078986674,-1.5878869962121718,-1.8122610266697778,-2.6308869962121717,-2.352490290540456,-1.4998883237433802,-1.571992643389902,-1.9633938216462687,-1.5878883237433803,-1.8122623542009864,-2.63088832374338,-2.3524916180716646
41,0.251680475663719,0.479,0.5299134901004254,1.659,0.7743071351270926,-1.311527931661112,-1.4232031271823535,-1.6748836028460725,-1.7905279316611118,-1.8414414217615374,-2.970527931661112,-2.0858350667882046,-1.3116544521503783,-1.4234112394969742,-1.6750917151606932,-1.7906544521503784,-1.8415679422508038,-2.970654452150378,-2.085961587277471,-1.3116552740620135,-1.4234116897880005,-1.6750921654517195,-1.7906552740620136,-1.841568764162439,-2.970655274062014,-2.085962409189106
42,0.09374011182891161,0.876,0.6237097195129777,1.17,0.5884128074723028,-1.1325305973815376,-1.2749239978565967,-1.3686641096855083,-2.0085305973815375,-1.7562403168945153,-2.3025305973815375,-1.7209434048538403,-1.1331758436389463,-1.2752037674602728,-1.3689438792891844,-2.009175843638946,-1.756885563151924,-2.3031758436389462,-1.721588651111249,-1.1331763462653726,-1.2752040374262583,-1.36894414925517,-2.0091763462653724,-1.7568860657783503,-2.3031763462653725,-1.7215891537376753
43,-0.10317147209577164,0.762,0.6391064020718742,0.182,0.2955936749626444,-0.98783502698343,-1.1327989365154862,-1.0296274644197145,-1.74983502698343,-1.6269414290553041,-1.16983502698343,-1.2834287019460744,-0.987839412320136,-1.1329435815977007,-1.029772109501929,-1.749839412320136,-1.6269458143920101,-1.1698394123201359,-1.2834330872827804,-0.9878397140917514,-1.132943740693971,-1.0297722685981994,-1.7498397140917514,-1.6269461161636256,-1.1698397140917514,-1.2834333890543959
44,-0.3010489870767653,0.821,0.5939343454131685,-0.248,-0.08239011280292372,-0.8850180898747567,-0.9997280453838496,-0.6986790583070843,-1.7060180898747568,-1.4789524352879253,-0.6370180898747567,-0.802627977071833,-0.8846976153505238,-0.9998068655622506,-0.6987578784854853,-1.7056976153505237,-1.4786319607636922,-0.6366976153505238,-0.8023075025476001,-0.8846977898802834,-0.999806955972647,-0.6987579688958817,-1.7056977898802832,-1.4786321352934517,-0.6366977898802834,-0.8023076770773596
45,-0.46551637759406644,0.756,0.5001190860765277,-0.669,-0.4387184034139531,-0.7157038745657701,-0.8614649916952098,-0.3959486141011434,-1.4717038745657702,-1.215822960642298,-0.046703874565770076,-0.27698547115181704,-0.7162381590783298,-0.8617025848406978,-0.3961862072466314,-1.4722381590783298,-1.2163572451548574,-0.04723815907832973,-0.2775197556643767,-0.716238250393235,-0.8617026312469035,-0.39618625365283705,-1.472238250393235,-1.2163573364697626,-0.047238250393234926,-0.2775198469792819
46,-0.6094163497447925,0.269,0.44026941002268793,-1.093,-0.6653118827216439,-0.6231106771909254,-0.7479106950858393,-0.13849434534104677,-0.8921106771909254,-1.0633800872136132,0.4698893228090746,0.04220120553071849,-0.623567675997856,-0.7481344814355534,-0.13871813169076086,-0.892567675997856,-1.063837086020544,0.46943232400214396,0.04174420672378787,-0.6235677079687776,-0.7481344969113909,-0.13871814716659836,-0.8925677079687776,-1.0638371179914654,0.4694322920312224,0.04174417475286629
47,-0.7289928548975472,-0.197,0.48702214920316694,-1.247,-0.7431050265753909,-0.5835203885038936,-0.6459968746299612,0.08299598026758592,-0.38652038850389364,-1.0705425377070605,0.6634796114961065,0.15958463807149725,-0.5833805513088919,-0.6460983113744436,0.08289454352310355,-0.3863805513088919,-1.0704027005120589,0.6636194486911082,0.15972447526649902,-0.5833805329806637,-0.6460983006229363,0.0828945542746109,-0.3863805329806637,-1.0704026821838306,0.6636194670193364,0.15972449359472718
48,-0.8104995251602443,0.043,0.6574111663828821,-0.791,-0.7113442126998899,-0.4978841297485815,-0.5344856685907244,0.2760138565695198,-0.5408841297485815,-1.1552952961314635,0.29311587025141855,0.21346008295130842,-0.4985473838498365,-0.5346895778018176,0.2758099473584267,-0.5415473838498365,-1.1559585502327185,0.29245261615016355,0.2127968288500534,-0.4985473116906178,-0.5346895384420399,0.27580998671820434,-0.5415473116906178,-1.1559584780735,0.29245268830938226,0.21279690100927212
49,-0.8720087660879535,0.693,0.9577299809863467,-0.57,-0.6267520691190848,-0.3300810062801247,-0.4066242750999127,0.4653844909880408,-1.0230810062801248,-1.2878109872664714,0.23991899371987524,0.29667106283896005,-0.3299505890168802,-0.4066414373559706,0.46536732873198294,-1.0229505890168802,-1.2876805700032268,0.24004941098311977,0.2968014801022046,-0.3299504464491292,-0.4066413595152495,0.46536740657270403,-1.022950446449129,-1.2876804274354758,0.24004955355087076,0.2968016226699556
50,-0.9419934460628866,1.448,1.3613023684136851,-0.273,-0.5550047024010493,-0.1516604811843535,-0.2777557844364863,0.6642376616264003,-1.5996604811843533,-1.5129628495980385,0.12133951881564653,0.4033442212166958,-0.1514148062884487,-0.2777012914777669,0.6642921545851197,-1.5994148062884486,-1.5127171747021337,0.12158519371155133,0.40358989611260054,-0.151414560482317,-0.2777011556406136,0.664292290422273,-1.599414560482317,-1.512716928896002,0.12158543951768302,0.40359014191873227
51,-1.024546699558105,2.164,1.7727273394059289,-0.155,-0.541530709391795,0.0135578011260804,-0.1605982141119645,0.8639484854461404,-2.15044219887392,-1.7591695382798485,0.1685578011260804,0.5550885105178754,0.013396851363359,-0.1605749497476963,0.8639717498104087,-2.150603148636641,-1.7593304880425698,0.168396851363359,0.554927560755154,0.0133972558533059,-0.1605747225155321,0.8639719770425729,-2.150602744146694,-1.7593300835526229,0.1683972558533059,0.5549279652451009
52,-1.071595009526022,2.542,2.0202345877218555,-0.325,-0.5829946922160693,0.1305602760861802,-0.070767903775912,1.0008271057501101,-2.4114397239138197,-1.8896743116356753,0.4555602760861802,0.7135549683022495,0.1301925815171671,-0.0707254244187695,1.0008695851072527,-2.411807418482833,-1.8900420062046883,0.4551925815171671,0.7131872737332363,0.1301932333550212,-0.0707250513553292,1.0008699581706928,-2.4118067666449785,-1.8900413543668342,0.4551932333550212,0.7131879255710905
53,-1.033849800700286,2.616,2.0162118241357847,-1.065,-0.6379721988450499,0.219637125591089,-0.0161589272628671,1.017690873437419,-2.396362874408911,-1.7965746985446958,1.284637125591089,0.8576093244361389,0.2206099461845042,-0.015833086680286,1.01801671402,-2.395390053815496,-1.7956018779512806,1.285609946184504,0.8585821450295541,0.2206109839582495,-0.0158324808155718,1.0180173198847142,-2.395389016041751,-1.7956008401775352,1.2856109839582495,0.8585831828032994
