FID_dune_1984_buffer_domains,FID_dune_1984_buffer,BUFF_DIST,ORIG_FID,FID_domains_updated,Coords,domain_id,reach,z_mean,z_max,z_min,relief_m,slope_avg,road_z,shch_myr,eros_hot,bnour,bnour_yr,bnour_src,armor,editor,edit_date,notes,hotspot,FID_Transect_Points_1m,ORIG_FID_1,ORIG_LEN,ORIG_SEQ,LineID
4,1,1.500000000000000,1,3,3900543,4,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,307865,31,7834.000000000000000,7835,31.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,317829,32,7797.000000000000000,7798,32.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,317828,32,7796.000000000000000,7797,32.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,317827,32,7795.000000000000000,7796,32.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,327795,33,7762.000000000000000,7763,33.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,327794,33,7761.000000000000000,7762,33.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,327793,33,7760.000000000000000,7761,33.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,337753,34,7719.000000000000000,7720,34.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,337752,34,7718.000000000000000,7719,34.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,337751,34,7717.000000000000000,7718,34.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,347709,35,7674.000000000000000,7675,35.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,347708,35,7673.000000000000000,7674,35.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,347707,35,7672.000000000000000,7673,35.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,357669,36,7633.000000000000000,7634,36.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,357668,36,7632.000000000000000,7633,36.000000000000000
5,1,1.500000000000000,1,4,3901046,5,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,357667,36,7631.000000000000000,7632,36.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,367613,37,7576.000000000000000,7577,37.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,367612,37,7575.000000000000000,7576,37.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,367611,37,7574.000000000000000,7575,37.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,377556,38,7518.000000000000000,7519,38.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,377555,38,7517.000000000000000,7518,38.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,377554,38,7516.000000000000000,7517,38.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,387529,39,7490.000000000000000,7491,39.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,387528,39,7489.000000000000000,7490,39.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,387527,39,7488.000000000000000,7489,39.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,397507,40,7467.000000000000000,7468,40.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,397506,40,7466.000000000000000,7467,40.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,397505,40,7465.000000000000000,7466,40.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,407485,41,7444.000000000000000,7445,41.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,407484,41,7443.000000000000000,7444,41.000000000000000
6,1,1.500000000000000,1,5,3901548,6, ,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000, , ,0, ,"3 jetties, from 1930s and 1970s", ,, ,0,407483,41,7442.000000000000000,7443,41.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,417474,42,7432.000000000000000,7433,42.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,417473,42,7431.000000000000000,7432,42.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,417472,42,7430.000000000000000,7431,42.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,427466,43,7423.000000000000000,7424,43.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,427465,43,7422.000000000000000,7423,43.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,427464,43,7421.000000000000000,7422,43.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,437460,44,7416.000000000000000,7417,44.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,437459,44,7415.000000000000000,7416,44.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,437458,44,7414.000000000000000,7415,44.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,447459,45,7414.000000000000000,7415,45.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,447458,45,7413.000000000000000,7414,45.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,447457,45,7412.000000000000000,7413,45.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,457461,46,7415.000000000000000,7416,46.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,457460,46,7414.000000000000000,7415,46.000000000000000
7,1,1.500000000000000,1,6,3902050,7,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,457459,46,7413.000000000000000,7414,46.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,467453,47,7406.000000000000000,7407,47.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,467452,47,7405.000000000000000,7406,47.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,467451,47,7404.000000000000000,7405,47.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,477445,48,7397.000000000000000,7398,48.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,477444,48,7396.000000000000000,7397,48.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,477443,48,7395.000000000000000,7396,48.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,487430,49,7381.000000000000000,7382,49.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,487429,49,7380.000000000000000,7381,49.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,487428,49,7379.000000000000000,7380,49.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,497399,50,7349.000000000000000,7350,50.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,497398,50,7348.000000000000000,7349,50.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,497397,50,7347.000000000000000,7348,50.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,507377,51,7326.000000000000000,7327,51.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,507376,51,7325.000000000000000,7326,51.000000000000000
8,1,1.500000000000000,1,7,3902555,8,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,507375,51,7324.000000000000000,7325,51.000000000000000
9,1,1.500000000000000,1,8,3903062,9,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,517371,52,7319.000000000000000,7320,52.000000000000000
9,1,1.500000000000000,1,8,3903062,9,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,517370,52,7318.000000000000000,7319,52.000000000000000
9,1,1.500000000000000,1,8,3903062,9,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,517369,52,7317.000000000000000,7318,52.000000000000000
9,1,1.500000000000000,1,8,3903062,9,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,527376,53,7323.000000000000000,7324,53.000000000000000
9,1,1.500000000000000,1,8,3903062,9,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,527375,53,7322.000000000000000,7323,53.000000000000000
9,1,1.500000000000000,1,8,3903062,9,,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,0,,,,,,0,527374,53,7321.000000000000000,7322,53.000000000000000
