run_name,Hs_m,arm,timestamp,start_year,end_year,source_sink_preset,be_nonzero_domains,be_values_digest,be_rate_gis1_m_yr,be_rate_gis90_m_yr,scenario,scenario_overridden,groin_enabled,groin_trapping_m_yr,roadway_management,relocations_enabled,beach_dune_management,nourishment_fills,bdm_domains,nourishment_projects,rslr_m_yr,annual_states,run_complete,mean_bias_m_yr,rmse_m_yr,mean_bias_interior_m_yr,rmse_interior_m_yr,nourishment_ok,roads_drowned,roads_reloc_blocked,groin_extent_updrift_m,groin_extent_downdrift_m,runtime_min,use_sandbox_cascade,topo_product,topo_dune_version,git_commit,git_dirty,rate_estimator,lrr_r2_median,lrr_r2_below_floor,endpoint_mean_bias_interior_m_yr,endpoint_rmse_interior_m_yr,sandbags_on,groin_deterioration_f
HAT_1984_2004_calibBE_road_bdm_groin_waveHs3,3.0,sensitivity,2026-09-01 13:36:45,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,-0.0496675108033858,0.6307743766410473,-0.0450293442941228,0.6125106071253528,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9038104254081648,11,-0.0456710553252156,0.5274850044220021,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveHs3p5,3.5,sensitivity,2026-09-01 13:38:21,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,-0.1241546802201866,0.8742125798050812,-0.1245864295479096,0.8114076681755308,True,0,0,,,1.4,True,1984-start,v1,317edc4af21e,True,lrr,0.9078267030364328,14,-0.1308235741405594,0.7199349655744108,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveHs4,4.0,sensitivity,2026-09-01 13:39:54,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,-0.1961772436917797,1.2075179039272756,-0.2024716763517696,1.101855093031708,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9040071296256548,16,-0.2121436038211749,1.000804911495789,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveHs4p5,4.5,sensitivity,2026-09-01 13:41:33,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,-0.2799869820878609,1.5692421567181178,-0.291638287349687,1.435090042242531,True,0,0,,,1.4,True,1984-start,v1,317edc4af21e,True,lrr,0.860069339746727,21,-0.3024758425280905,1.316476102038059,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveHs5,5.0,sensitivity,2026-09-01 13:43:07,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,-0.3505005480838711,1.9405973360316424,-0.3685401431179572,1.7853427106089566,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.8032528738636484,26,-0.3849096488599886,1.6486571322040102,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveTp10,2.5,calibration,2026-09-01 13:47:53,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0895791124383544,0.534186114440556,0.0931263647012867,0.5401284047488992,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9290208782711658,13,0.093064650444524,0.468301182955206,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveTp7,2.5,calibration,2026-09-01 13:44:43,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,-0.0059193243123426,0.5921147514213856,0.0087531783364012,0.5892691407083048,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.947369165998446,13,0.0154406741241478,0.5420733636878181,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveTp9,2.5,calibration,2026-09-01 13:46:21,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.053867949399573,0.5326269283182341,0.0603815038144073,0.5372519371064224,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.91956543347965,13,0.0631722575706419,0.4708173232878163,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveahf0p15,2.5,calibration,2026-09-01 13:18:01,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0335559418226443,0.5837233677226941,0.0480584248181592,0.5739745644862375,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.946930833306336,15,0.0560008867473951,0.5387672275294204,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveahf0p2,2.5,calibration,2026-09-01 13:19:31,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0440307790377711,0.6907375740512663,0.0626446856056011,0.6547902518800817,True,0,0,,,1.2,True,1984-start,v1,317edc4af21e,True,lrr,0.9532459319093892,10,0.0732926536155492,0.6347287075852117,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveahf0p25,2.5,calibration,2026-09-01 13:21:01,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0369689907513257,0.8502805138270108,0.0622973212710597,0.7752394758805358,True,0,0,,,1.2,True,1984-start,v1,317edc4af21e,True,lrr,0.9480549157667452,9,0.0788877410367929,0.7688914315623032,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveahf0p3,2.5,calibration,2026-09-01 13:22:31,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0044845240929442,1.110726371109635,0.0384846751638779,0.9859134357268122,True,0,0,,,1.2,True,1984-start,v1,317edc4af21e,True,lrr,0.9533820317714016,9,0.0613405210155494,0.9811500082077076,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveasym0p6,2.5,calibration,2026-09-01 13:24:10,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0442018802002361,0.5285646492105093,0.0518143043358401,0.5327135589054621,True,0,0,,,1.4,True,1984-start,v1,317edc4af21e,True,lrr,0.9343805258199512,15,0.055058481958885,0.4747877891273741,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveasym0p65,2.5,calibration,2026-09-01 16:30:12,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0307424642969591,0.5340522059227145,0.03987529453579,0.5370765730414896,True,0,0,,,1.4,True,1984-start,v1,317edc4af21e,True,lrr,0.9348385577713976,15,0.0437401836160724,0.4812240746436686,False,0.6
HAT_1984_2004_calibBE_road_bdm_groin_waveasym0p75,2.5,calibration,2026-09-01 13:27:13,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0004152692452285,0.5577435956414422,0.0129460127893923,0.5572078421188619,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9359196991185524,15,0.0185135054298572,0.5038361004548016,False,0.6
HAT_1984_2004_calibBE_road_bdm_nogroin,2.5,calibration,2026-09-01 00:59:34,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,False,False,,True,False,True,True,29,0,0.004,21,True,0.0345907683707699,0.5181860683646298,0.0393254709439516,0.5228279234987678,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9346791682757408,13,0.0440548722949214,0.4729255491226812,False,
HAT_1984_2004_calibBE_road_nobdm_groin,2.5,calibration,2026-09-01 02:19:05,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,roadway_only,False,True,60.0,True,False,False,False,0,0,0.004,21,True,-0.1199110055369524,0.5630756344061408,-0.1111722565301248,0.5642564098331769,True,0,0,5500.0,2500.0,1.4,True,1984-start,v1,317edc4af21e,True,lrr,0.9225706856141817,21,-0.0773119660575477,0.5015374309995302,False,0.6
HAT_1984_2004_calibBE_road_nobdm_groin_waveHs1p2,1.2,sensitivity,2026-09-01 08:56:40,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,roadway_only,False,True,60.0,True,False,False,False,0,0,0.004,21,True,-0.0287014058544789,1.1107082002952402,-0.0065495520020708,0.9414680802147928,True,0,0,,,1.9,True,1984-start,v1,317edc4af21e,True,lrr,0.9636817521269652,9,0.047473158235075,0.935146930664387,False,0.6
HAT_1984_2004_calibBE_road_nobdm_nogroin,2.5,calibration,2026-09-01 00:53:45,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,roadway_only,False,False,,True,False,False,False,0,0,0.004,21,True,-0.1059842345142248,0.5433497538201849,-0.1032060508040855,0.5474747679960901,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9284716127698576,20,-0.0682583190565129,0.4873631306389898,False,
HAT_1984_2004_calibBE_road_reloc_bdm_groin,2.5,calibration,2026-09-01 02:27:01,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,True,True,60.0,True,True,True,True,29,0,0.004,21,True,0.0192038413769462,0.541246397128469,0.0299334156878641,0.5427868243105936,True,0,0,5500.0,2500.0,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.935430619897474,14,0.0339249662390541,0.4895602857645793,False,0.6
HAT_1984_2004_calibBE_road_reloc_bdm_groin_rset0,2.5,sensitivity,2026-09-01 13:08:53,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,True,True,60.0,True,True,True,True,29,0,0.004,21,True,0.0187946736428817,0.5410683429717469,0.0295517826378868,0.5425830640192747,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9354762467975734,14,0.0337298191360017,0.4895221262490598,False,0.6
HAT_1984_2004_calibBE_road_reloc_bdm_groin_rset10,2.5,sensitivity,2026-09-01 13:10:25,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,True,True,60.0,True,True,True,True,29,0,0.004,21,True,0.01911301585018,0.541125577541944,0.0298505288220681,0.5426581645028838,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9354888475977394,14,0.0338695672802171,0.4895222586218057,False,0.6
HAT_1984_2004_calibBE_road_reloc_bdm_groin_rset30,2.5,sensitivity,2026-09-01 13:11:54,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,True,True,60.0,True,True,True,True,29,0,0.004,21,True,0.0190932819855295,0.5412843797489321,0.0298202354673453,0.5428249901081622,True,1,0,,,1.2,True,1984-start,v1,317edc4af21e,True,lrr,0.9353788288835982,14,0.0338300563132649,0.4895656240000408,False,0.6
HAT_1984_2004_calibBE_road_reloc_bdm_groin_rset40,2.5,sensitivity,2026-09-01 13:13:27,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,True,True,60.0,True,True,True,True,29,0,0.004,21,True,0.0189619364852203,0.5413269367046503,0.0296840344059743,0.542868929991179,True,1,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9353423161218944,14,0.0337001272431533,0.4895768291698346,False,0.6
HAT_1984_2004_calibBE_road_reloc_bdm_groin_rset60,2.5,sensitivity,2026-09-01 13:14:56,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,True,True,60.0,True,True,True,True,29,0,0.004,21,True,0.0086862301309538,0.5374389212523554,0.0196158581896294,0.5386141739665912,True,2,0,,,1.2,True,1984-start,v1,317edc4af21e,True,lrr,0.9352473163824312,14,0.0219024876125863,0.4877379652634367,False,0.6
HAT_1984_2004_calibBE_road_reloc_bdm_groin_rsetmeasured,2.5,sensitivity,2026-09-01 13:16:30,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,True,True,60.0,True,True,True,True,29,0,0.004,21,True,0.0188638160606634,0.5410791599406745,0.0296197650555272,0.5425959402270804,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9354888500427868,14,0.0337753524403136,0.489521138983066,False,0.6
HAT_1984_2004_calibBE_road_reloc_bdm_nogroin,2.5,calibration,2026-09-01 01:01:25,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,full_management,True,False,,True,True,True,True,29,0,0.004,21,True,0.034880790067056,0.5182975758910309,0.0396098248726165,0.5229487278074957,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9346826584384548,13,0.0443287945888026,0.4729691709739699,False,
HAT_1984_2004_calibBE_road_reloc_nobdm_groin,2.5,calibration,2026-09-01 02:21:01,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,roadway_only,True,True,60.0,True,True,False,False,0,0,0.004,21,True,-0.1195797932836129,0.5630341717753259,-0.1108457808200844,0.5642236799437924,True,0,0,5500.0,2500.0,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9225691231313436,21,-0.0769679454571582,0.5014901485739239,False,0.6
HAT_1984_2004_calibBE_road_reloc_nobdm_nogroin,2.5,calibration,2026-09-01 00:55:37,1984,2004,calibBE,48,7784350673d3,-42.6,32.8,roadway_only,True,False,,True,True,False,False,0,0,0.004,21,True,-0.1056954971410886,0.5432961517768213,-0.1029230126432236,0.547430164226326,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.928475288800772,20,-0.0679857731215122,0.487286954030183,False,
HAT_1984_2004_edgeBE_noroad_bdm_groin,2.5,calibration,2026-09-01 01:59:11,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,beachdune_only,False,True,60.0,False,False,True,True,29,0,0.004,21,True,-0.029191746188808,1.130601694653629,-0.0199282468933812,1.141301058692891,True,0,0,5000.0,2500.0,1.6,True,1984-start,v1,317edc4af21e,True,lrr,0.931772388603813,12,0.0216477976375529,1.1421755443837391,False,0.6
HAT_1984_2004_edgeBE_noroad_bdm_nogroin,2.5,calibration,2026-09-01 00:34:37,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,beachdune_only,False,False,,False,False,True,True,29,0,0.004,21,True,-0.009486426978923,1.121654956544327,-0.0061927039422036,1.1338698383866843,True,0,0,,,1.7,True,1984-start,v1,317edc4af21e,True,lrr,0.9377070823673976,12,0.0338296360667336,1.1364018788207353,False,
HAT_1984_2004_edgeBE_noroad_nobdm_groin,2.5,calibration,2026-09-01 01:53:06,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,natural,False,True,60.0,False,False,False,False,0,0,0.004,21,True,-0.0760225891869975,1.0832417559197756,-0.0673298467388797,1.093174198964006,True,0,0,5000.0,2500.0,1.4,True,1984-start,v1,317edc4af21e,True,lrr,0.9245037900762556,12,-0.0189876930211203,1.1068175351362295,False,0.6
HAT_1984_2004_edgeBE_noroad_nobdm_groin_waveHs3,3.0,sensitivity,2026-09-01 20:51:03,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,natural,False,True,60.0,False,False,False,False,0,0,0.004,21,True,-0.1455649291564323,1.0913805568977233,-0.1456082062012562,1.0917262270119832,True,0,0,,,4.1,True,1984-start,v1,317edc4af21e,True,lrr,0.9061791134656676,13,-0.1066192467600243,1.089979807482366,False,0.6
HAT_1984_2004_edgeBE_noroad_nobdm_nogroin,2.5,calibration,2026-09-01 00:28:27,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,natural,False,False,,False,False,False,False,0,0,0.004,21,True,-0.0579110037501355,1.074534423919073,-0.0551706242908459,1.0860399986825413,True,0,0,,,1.6,True,1984-start,v1,317edc4af21e,True,lrr,0.9323417998520154,12,-0.0077752662769186,1.1011581574064409,False,
HAT_1984_2004_edgeBE_noroad_nobdm_nogroin,3.0,waveHs3,2026-09-01 21:23:04,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,natural,False,False,,False,False,False,False,0,0,0.004,21,True,-0.1460141417214019,1.1041984170723895,-0.1499918110548385,1.1009392595765413,True,0,0,,,2.8,True,1984-start,v1,317edc4af21e,True,lrr,0.9163036905277446,13,-0.1108091314010044,1.1026520214478974,False,
HAT_1984_2004_edgeBE_road_bdm_groin,2.5,calibration,2026-09-01 02:01:06,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.1584241077067488,1.216034736647421,0.168017766489797,1.2283274989966402,True,0,0,5500.0,2500.0,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9301624626702374,15,0.1784160839297395,1.220041826527957,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin,3.0,waveHs3,2026-09-01 23:11:47,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0757463375903634,1.154643101226834,0.0775209799390474,1.1592310731878834,True,0,0,,,1.5,True,1984-start,v1,317edc4af21e,True,lrr,0.9064208317619664,10,0.0831532681580003,1.1475765789733334,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin,3.0,waveHs3_edge1,2026-09-01 23:06:03,1984,2004,edgeBE,2,46ef9e025244,-51.99,27.66,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.096674095217779,1.308236232286658,0.0961505653256025,1.3222564404506836,True,0,0,,,2.0,True,1984-start,v1,317edc4af21e,True,lrr,0.9054631610271408,14,0.1069711394423553,1.3201104150767309,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin,3.0,waveHs3_probe,2026-09-01 23:18:16,1984,2004,edgeBE,2,0521b7577c67,-39.6,16.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.1317412980724996,1.188408501057448,0.12784528412233528,1.1929027173610947,True,0,0,,,2.3,True,1984-start,v1,317edc4af21e,True,lrr,0.906712017427052,11,0.1330664998582439,1.180869935516243,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin_waveHs0p75,0.75,sensitivity,2026-09-01 16:06:17,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,-0.1090134107341497,3.107690147371668,-0.0455573383275541,2.997709715281905,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9556903910208988,3,-0.0298526581879022,3.0019054710603075,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin_waveHs0p8,0.8,sensitivity,2026-09-01 16:07:44,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0350873227439603,2.521633574309502,0.0968283197898118,2.388388063196044,True,0,0,,,1.2,True,1984-start,v1,317edc4af21e,True,lrr,0.9586480366042698,2,0.1349523961307459,2.32389431125528,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin_waveHs1,1.0,sensitivity,2026-09-01 16:09:15,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.2552188237802915,1.7851687860012493,0.3055768996304489,1.669112316052066,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9670352543657078,0,0.341652979486035,1.6443787589606305,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin_waveHs1p2,1.2,sensitivity,2026-09-01 16:10:44,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.3004660956313028,1.6114697145872543,0.3410624427369067,1.527816623785479,True,0,0,,,1.2,True,1984-start,v1,317edc4af21e,True,lrr,0.9681038879302486,1,0.3710296544802983,1.5217624973976038,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin_waveHs1p5,1.5,sensitivity,2026-09-01 16:12:18,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.3088315594775518,1.4636952472060087,0.3380794947611545,1.42149577159439,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9631003969529144,6,0.3596090519806952,1.4248843054997318,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin_waveHs1p8,1.8,sensitivity,2026-09-01 16:13:51,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.2622899122745352,1.3852233505797271,0.2838734776988552,1.3672014414849984,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9525067007848568,11,0.3044214397895257,1.3642052875261654,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin_waveHs2,2.0,sensitivity,2026-09-01 16:15:23,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.2320261059730053,1.3269812409199273,0.2510658177129055,1.3219231016560715,True,0,0,,,1.3,True,1984-start,v1,317edc4af21e,True,lrr,0.9371318953362502,14,0.2686427088675869,1.3191927707389084,False,0.6
HAT_1984_2004_edgeBE_road_bdm_groin_waveHs3,3.0,sensitivity,2026-09-01 16:17:01,1984,2004,edgeBE,2,0fd4a97a4912,-42.6,13.0,full_management,False,True,60.0,True,False,True,True,29,0,0.004,21,True,0.0757463375903634,1.154643101226834,0.0775209799390474,1.1592310731878834,True,0,0,,,1.4,True,1984-start,v1,317edc4af21e,True,lrr,0.9064208317619664,10,0.0831532681580003,1.1475765789733334,False,0.6
